Year,K,GrowthRate,N_Initial,PopSizes_Mean,PopSizes_Std,N_Females,N_Males,N_YYMales,N_YYFemales,N_MatureFemales,N_MatureMales,N_MatureYYMales,N_MatureYYFemales,MatureCount,ImmatureCount,EggLayEvents,Births,EggDeaths,MyyProgeny,FyyProgeny,Capture_Back,SelectionDeaths_Emigration,MoveDeaths_Emigration,PNratio_Emi,N_beforePacking_AddAge0s,PackingDeaths_Emigration,YYSelectionPackingDeaths_Emi,WildSelectionPackingDeaths_Emi,N_Emigration,Deaths_EmiMort,N_EmiMortality,Capture_Out,SelectionDeaths_Immigration,MoveDeaths_Immigration,PNratio_Immi,PackingDeaths_Immigration,YYSelectionPackingDeaths_Immi,WildSelectionPackingDeaths_Immi,SelectionDeaths_Age0s_Immigration,N_Immigration,Deaths_ImmiMort,N_ImmiMortality,Alleles,He,Ho,p1,p2,q1,q2,MateDist,MateDist_SD,Female_EmigrationDist,Female_EmigrationDist_SD,Male_EmigrationDist,Male_EmigrationDist_SD,Female_FromHomeDist,Female_FromHomeDist_SD,Male_FromHomeDist,Male_FromHomeDist_SD,Female_StrayerDist,Female_StrayerDist_SD,Male_StrayerDist,Male_StrayerDist_SD,Female_HomeAttemptStrayDist,Female_HomeAttemptStrayDist_SD,Male_HomeAttemptStrayDist,Male_HomeAttemptStrayDist_SD,DeseaseStates,Residors,Strayers_1,Strayers_2,Immigrators,ResidentDispersers,ImmigrantDispersers,AA_aa_Mates,AA_AA_Mates,aa_aa_Mates,AA_Aa_Mates,aa_Aa_Mates,Aa_Aa_Mates
0,400.0|100.0|100.0|100.0|100.0|,0.86,400|100|100|100|100|,0.0|0.0|0.0|0.0|,0.0|0.0|0.0|0.0|,191|53|51|42|45|,209|47|49|58|55|,0|0|0|0|0|,0|0|0|0|0|,84|23|28|17|16|,91|21|21|25|24|,0|0|0|0|0|,0|0|0|0|0|,175,225,84,1134|191|560|281|102|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,1534|291|660|381|202|,1134|191|560|281|102|,0|0|0|0|0|,0|0|0|0|0|,400|100|100|100|100|,0|0|0|0|0|,400|100|100|100|100|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,32.0|26.0|0|6.0|0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,368|100|88|100|80|,24|8|3|8|5|,344|92|85|92|75|,4|4|4|4|4|,0.4999609374999999|0.49975|0.49960000000000004|0.4983749999999999|0.49934999999999996|,0.53125|0.51|0.54|0.575|0.5|,0.5,0.5,0.50625,0.49375,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,400|100|100|100|100|,92|85|92|75|,0|0|0|0|,0|0|0|0|,0|0|0|0|,92|85|92|75|,0|0|0|0|,14,3,1,11,33,22
1,400.0|100.0|100.0|100.0|100.0|,1.055232558139535,344|92|85|92|75|,0.0|0.0|0.0|0.0|,0.0|0.0|0.0|0.0|,171|51|43|44|33|,173|41|42|48|42|,0|0|0|0|0|,0|0|0|0|0|,39|5|15|11|8|,47|7|14|18|8|,0|0|0|0|0|,0|0|0|0|0|,86,258,39,527|60|164|135|168|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,871|152|249|227|243|,471|52|149|127|143|,0|0|0|0|0|,0|0|0|0|0|,400|100|100|100|100|,0|0|0|0|0|,400|100|100|100|100|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,7.0|2.0|0|5.0|0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,393|100|98|100|95|,30|4|5|13|8|,363|96|93|87|87|,4|4|4|4|4|,0.4983669382098431|0.49784380907372405|0.49750865051903115|0.49799149338374293|0.4988444444444443|,0.4956395348837209|0.47282608695652173|0.4823529411764706|0.5|0.5333333333333333|,0.4752906976744186,0.5247093023255814,0.4680232558139535,0.5319767441860465,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,344|92|85|92|75|,96|93|87|87|,0|0|0|0|,0|0|0|0|,0|0|0|0|,96|93|87|87|,0|0|0|0|,9,2,5,5,4,14
2,400.0|100.0|100.0|100.0|100.0|,1.002754820936639,363|96|93|87|87|,0.0|0.0|0.0|0.0|,0.0|0.0|0.0|0.0|,187|45|52|45|45|,176|51|41|42|42|,0|0|0|0|0|,0|0|0|0|0|,70|20|21|14|15|,66|22|16|14|14|,0|0|0|0|0|,0|0|0|0|0|,136,227,70,1146|422|310|106|308|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,1509|518|403|193|395|,1109|418|303|93|295|,0|0|0|0|0|,0|0|0|0|0|,400|100|100|100|100|,0|0|0|0|0|,400|100|100|100|100|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,12.0|0|0|5.0|7.0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,388|97|91|100|100|,24|5|8|6|5|,364|92|83|94|95|,4|4|4|4|4|,0.49890338395221934|0.49777560763888884|0.4971094924268702|0.48411282864314975|0.49943849914123395|,0.48484848484848486|0.5|0.4731182795698925|0.5|0.46551724137931033|,0.4903581267217631,0.509641873278237,0.46831955922865015,0.5316804407713499,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,363|96|93|87|87|,92|83|94|95|,0|0|0|0|,0|0|0|0|,0|0|0|0|,92|83|94|95|,0|0|0|0|,5,3,3,18,13,28
3,400.0|100.0|100.0|100.0|100.0|,0.989010989010989,364|92|83|94|95|,0.0|0.0|0.0|0.0|,0.0|0.0|0.0|0.0|,193|48|42|59|44|,171|44|41|35|51|,0|0|0|0|0|,0|0|0|0|0|,54|15|7|20|12|,40|13|7|6|14|,0|0|0|0|0|,0|0|0|0|0|,94,270,54,972|343|183|142|304|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,1336|435|266|236|399|,936|335|166|136|299|,0|0|0|0|0|,0|0|0|0|0|,400|100|100|100|100|,0|0|0|0|0|,400|100|100|100|100|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,16.0|0|15.0|0|1.0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,384|90|100|94|100|,24|8|10|4|2|,360|82|90|90|98|,4|4|4|4|4|,0.49811315058567807|0.493944943289225|0.49383074466540866|0.4945110909913989|0.49831024930747925|,0.45879120879120877|0.4076086956521739|0.43373493975903615|0.5212765957446809|0.46842105263157896|,0.5247252747252747,0.47527472527472525,0.4642857142857143,0.5357142857142857,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,364|92|83|94|95|,82|90|90|98|,0|0|0|0|,0|0|0|0|,0|0|0|0|,82|90|90|98|,0|0|0|0|,4,5,0,19,10,16
4,400.0|100.0|100.0|100.0|100.0|,1.0083333333333333,360|82|90|90|98|,0.0|0.0|0.0|0.0|,0.0|0.0|0.0|0.0|,185|45|51|37|52|,175|37|39|53|46|,0|0|0|0|0|,0|0|0|0|0|,55|20|12|9|14|,44|9|13|10|12|,0|0|0|0|0|,0|0|0|0|0|,99,261,55,864|342|184|126|212|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,1224|424|274|216|310|,824|324|174|116|210|,0|0|0|0|0|,0|0|0|0|0|,400|100|100|100|100|,0|0|0|0|0|,400|100|100|100|100|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,15.0|4.0|0|11.0|0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,385|100|85|100|100|,22|7|3|8|4|,363|93|82|92|96|,4|4|4|4|4|,0.49706597222222215|0.49728584176085655|0.49876543209876545|0.47604938271604935|0.4962515618492296|,0.5347222222222222|0.5182926829268293|0.5444444444444444|0.4888888888888889|0.5816326530612245|,0.55,0.45,0.4791666666666667,0.5208333333333334,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,360|82|90|90|98|,93|82|92|96|,0|0|0|0|,0|0|0|0|,0|0|0|0|,93|82|92|96|,0|0|0|0|,6,2,1,18,12,16
5,400.0|100.0|100.0|100.0|100.0|,1.0110192837465564,363|93|82|92|96|,0.0|0.0|0.0|0.0|,0.0|0.0|0.0|0.0|,183|54|42|46|41|,180|39|40|46|55|,0|0|0|0|0|,0|0|0|0|0|,51|11|16|9|15|,52|16|8|14|14|,0|0|0|0|0|,0|0|0|0|0|,103,260,51,1103|189|266|228|420|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,1466|282|348|320|516|,1066|182|248|220|416|,0|0|0|0|0|,0|0|0|0|0|,400|100|100|100|100|,0|0|0|0|0|,400|100|100|100|100|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,13.0|5.0|0|8.0|0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,387|100|95|100|92|,20|5|3|5|7|,367|95|92|95|85|,4|4|4|4|4|,0.49627947392785865|0.4841600184992485|0.49951665675193335|0.49704631379962194|0.48800998263888884|,0.5330578512396694|0.5591397849462365|0.5060975609756098|0.5217391304347826|0.5416666666666666|,0.5606060606060606,0.4393939393939394,0.4931129476584022,0.5068870523415978,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,363|93|82|92|96|,95|92|95|85|,0|0|0|0|,0|0|0|0|,0|0|0|0|,95|92|95|85|,0|0|0|0|,8,7,0,13,7,16
6,400.0|100.0|100.0|100.0|100.0|,0.9945504087193461,367|95|92|95|85|,0.0|0.0|0.0|0.0|,0.0|0.0|0.0|0.0|,179|53|47|37|42|,188|42|45|58|43|,0|0|0|0|0|,0|0|0|0|0|,50|14|16|9|11|,45|10|10|15|10|,0|0|0|0|0|,0|0|0|0|0|,95,272,50,881|400|175|69|237|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,1248|495|267|164|322|,848|395|167|64|222|,0|0|0|0|0|,0|0|0|0|0|,400|100|100|100|100|,0|0|0|0|0|,400|100|100|100|100|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,12.0|0|4.0|0|8.0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,388|90|100|98|100|,23|2|5|11|5|,365|88|95|87|95|,4|4|4|4|4|,0.4938784904483663|0.4958725761772853|0.4914343100189036|0.4835734072022161|0.4966089965397924|,0.5504087193460491|0.5526315789473685|0.5108695652173914|0.5947368421052631|0.5411764705882353|,0.5776566757493188,0.4223433242506812,0.5095367847411444,0.4904632152588556,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,367|95|92|95|85|,88|95|87|95|,0|0|0|0|,0|0|0|0|,0|0|0|0|,88|95|87|95|,0|0|0|0|,8,0,5,14,11,12
7,400.0|100.0|100.0|100.0|100.0|,0.9534246575342465,365|88|95|87|95|,0.0|0.0|0.0|0.0|,0.0|0.0|0.0|0.0|,160|32|49|37|42|,205|56|46|50|53|,0|0|0|0|0|,0|0|0|0|0|,45|10|11|10|14|,80|24|14|21|21|,0|0|0|0|0|,0|0|0|0|0|,125,240,45,464|130|86|76|172|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,829|218|181|163|267|,429|118|81|63|167|,0|0|0|0|0|,0|0|0|0|0|,400|100|100|100|100|,0|0|0|0|0|,400|100|100|100|100|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,14.0|11.0|0|0|3.0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,386|100|91|95|100|,38|12|10|9|7|,348|88|81|86|93|,4|4|4|4|4|,0.49963783073747425|0.4940276342975207|0.49487534626038787|0.498876998282468|0.48988919667590025|,0.4945205479452055|0.4602272727272727|0.5|0.5402298850574713|0.4789473684210526|,0.5164383561643836,0.48356164383561645,0.5095890410958904,0.4904109589041096,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,365|88|95|87|95|,88|81|86|93|,0|0|0|0|,0|0|0|0|,0|0|0|0|,88|81|86|93|,0|0|0|0|,5,1,0,21,4,14
8,400.0|100.0|100.0|100.0|100.0|,1.0344827586206897,348|88|81|86|93|,0.0|0.0|0.0|0.0|,0.0|0.0|0.0|0.0|,175|38|42|47|48|,173|50|39|39|45|,0|0|0|0|0|,0|0|0|0|0|,72|17|17|14|24|,76|21|17|18|20|,0|0|0|0|0|,0|0|0|0|0|,148,200,72,1164|286|351|127|400|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,1512|374|432|213|493|,1112|274|332|113|393|,0|0|0|0|0|,0|0|0|0|0|,400|100|100|100|100|,0|0|0|0|0|,400|100|100|100|100|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,10.0|7.0|0|3.0|0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,390|100|93|100|97|,30|3|6|12|9|,360|97|87|88|88|,4|4|4|4|4|,0.4945150449200687|0.492736311983471|0.48140527358634344|0.4946930773391023|0.49950861371256794|,0.492816091954023|0.4375|0.5185185185185185|0.5058139534883721|0.510752688172043|,0.5704022988505747,0.4295977011494253,0.5229885057471264,0.47701149425287354,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,348|88|81|86|93|,97|87|88|88|,0|0|0|0|,0|0|0|0|,0|0|0|0|,97|87|88|88|,0|0|0|0|,9,6,3,25,15,14
9,400.0|100.0|100.0|100.0|100.0|,1.0138888888888888,360|97|87|88|88|,0.0|0.0|0.0|0.0|,0.0|0.0|0.0|0.0|,195|60|46|47|42|,165|37|41|41|46|,0|0|0|0|0|,0|0|0|0|0|,37|12|5|12|8|,35|8|12|8|7|,0|0|0|0|0|,0|0|0|0|0|,72,288,37,531|173|43|97|218|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,891|270|130|185|306|,491|170|30|85|206|,0|0|0|0|0|,0|0|0|0|0|,400|100|100|100|100|,0|0|0|0|0|,400|100|100|100|100|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,15.0|2.0|13.0|0|0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,385|100|100|100|85|,20|5|3|6|6|,365|95|97|94|79|,4|4|4|4|4|,0.494411651234568|0.49867148474864487|0.4917426344299115|0.48986311983471076|0.4825348657024794|,0.4930555555555556|0.5154639175257731|0.5287356321839081|0.45454545454545453|0.4715909090909091|,0.5611111111111111,0.4388888888888889,0.45694444444444443,0.5430555555555555,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,360|97|87|88|88|,95|97|94|79|,0|0|0|0|,0|0|0|0|,0|0|0|0|,95|97|94|79|,0|0|0|0|,5,5,1,13,4,9
