Year,Ages,N_Initial_Age,AgeSize_Mean,AgeSize_Std,Size_Classes,N_Initial_Class,ClassSize_Mean,ClassSize_Std,N_GrowthBack,Capture_Back,N_BeforePacking_AddAge0s,PackingDeaths_Emigration,N_AfterEmigration,Deaths_AfterEmiMort_Age,Deaths_AfterEmiMort_Size,N_GrowthOut,Capture_Out,PackingDeaths_Immigration,N_Immigration,Deaths_AfterImmiMort_Age,Deaths_AfterImmiMort_Size
0,0|1|2|,225|122|53|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,225|122|53|,nan|nan|nan|,nan|nan|nan|,0|225|175|,0|0|0|,1134|225|175|,0|0|0|,280|75|45|,0|0|0|,0|0|0|,280|75|45|,0|0|0|,0|0|0|,262|68|38|,4|2|18|,0|0|0|
1,0|1|2|,258|66|20|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,258|66|20|,nan|nan|nan|,nan|nan|nan|,0|258|86|,0|0|0|,527|258|86|,0|0|0|,240|124|36|,0|0|0|,0|0|0|,240|124|36|,0|0|0|,0|0|0|,235|123|35|,8|6|16|,0|0|0|
2,0|1|2|,227|117|19|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,227|117|19|,nan|nan|nan|,nan|nan|nan|,0|227|136|,0|0|0|,1146|227|136|,0|0|0|,284|79|37|,0|0|0|,0|0|0|,284|79|37|,0|0|0|,0|0|0|,278|75|35|,8|3|13|,0|0|0|
3,0|1|2|,270|72|22|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,270|72|22|,nan|nan|nan|,nan|nan|nan|,0|270|94|,0|0|0|,972|270|94|,0|0|0|,280|90|30|,0|0|0|,0|0|0|,280|90|30|,0|0|0|,0|0|0|,268|87|29|,7|6|11|,0|0|0|
4,0|1|2|,261|81|18|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,261|81|18|,nan|nan|nan|,nan|nan|nan|,0|261|99|,0|0|0|,864|261|99|,0|0|0|,275|96|29|,0|0|0|,0|0|0|,275|96|29|,0|0|0|,0|0|0|,263|94|28|,3|5|14|,0|0|0|
5,0|1|2|,260|89|14|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,260|89|14|,nan|nan|nan|,nan|nan|nan|,0|260|103|,0|0|0|,1103|260|103|,0|0|0|,288|79|33|,0|0|0|,0|0|0|,288|79|33|,0|0|0|,0|0|0|,277|78|32|,5|3|12|,0|0|0|
6,0|1|2|,272|75|20|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,272|75|20|,nan|nan|nan|,nan|nan|nan|,0|272|95|,0|0|0|,881|272|95|,0|0|0|,248|106|46|,0|0|0|,0|0|0|,248|106|46|,0|0|0|,0|0|0|,243|101|44|,3|4|16|,0|0|0|
7,0|1|2|,240|97|28|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,240|97|28|,nan|nan|nan|,nan|nan|nan|,0|240|125|,0|0|0|,464|240|125|,0|0|0|,211|128|61|,0|0|0|,0|0|0|,211|128|61|,0|0|0|,0|0|0|,204|124|58|,4|8|26|,0|0|0|
8,0|1|2|,200|116|32|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,200|116|32|,nan|nan|nan|,nan|nan|nan|,0|200|148|,0|0|0|,1164|200|148|,0|0|0|,307|56|37|,0|0|0|,0|0|0|,307|56|37|,0|0|0|,0|0|0|,297|56|37|,9|3|18|,0|0|0|
9,0|1|2|,288|53|19|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,288|53|19|,nan|nan|nan|,nan|nan|nan|,0|288|72|,0|0|0|,531|288|72|,0|0|0|,223|144|33|,0|0|0|,0|0|0|,223|144|33|,0|0|0|,0|0|0|,212|140|33|,2|9|9|,0|0|0|
