Year,Ages,N_Initial_Age,AgeSize_Mean,AgeSize_Std,Size_Classes,N_Initial_Class,ClassSize_Mean,ClassSize_Std,N_GrowthBack,Capture_Back,N_BeforePacking_AddAge0s,PackingDeaths_Emigration,N_AfterEmigration,Deaths_AfterEmiMort_Age,Deaths_AfterEmiMort_Size,N_GrowthOut,Capture_Out,PackingDeaths_Immigration,N_Immigration,Deaths_AfterImmiMort_Age,Deaths_AfterImmiMort_Size
0,0|1|2|,564|305|131|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,564|305|131|,nan|nan|nan|,nan|nan|nan|,0|564|436|,0|0|0|,2977|564|436|,0|0|0|,732|161|107|,0|0|0|,0|0|0|,732|161|107|,0|0|0|,0|0|0|,705|154|106|,15|6|44|,0|0|0|
1,0|1|2|,690|148|62|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,690|148|62|,nan|nan|nan|,nan|nan|nan|,0|690|210|,0|0|0|,1414|690|210|,0|0|0|,589|310|101|,0|0|0|,0|0|0|,589|310|101|,0|0|0|,0|0|0|,560|297|93|,11|17|32|,0|0|0|
2,0|1|2|,549|280|61|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,549|280|61|,nan|nan|nan|,nan|nan|nan|,0|549|341|,0|0|0|,2664|549|341|,0|0|0|,737|153|110|,0|0|0|,0|0|0|,737|153|110|,0|0|0|,0|0|0|,706|146|104|,12|9|39|,0|0|0|
3,0|1|2|,694|137|65|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,694|137|65|,nan|nan|nan|,nan|nan|nan|,0|694|202|,0|0|0|,1287|694|202|,0|0|0|,546|355|93|,0|0|0|,0|0|0|,546|355|93|,0|0|0|,0|0|0|,538|349|92|,10|17|35|,0|0|0|
4,0|1|2|,528|332|57|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,528|332|57|,nan|nan|nan|,nan|nan|nan|,0|528|389|,0|0|0|,3344|528|389|,0|0|0|,784|129|88|,0|0|0|,0|0|0|,784|129|88|,0|0|0|,0|0|0|,755|129|87|,30|11|29|,0|0|0|
5,0|1|2|,725|118|58|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,725|118|58|,nan|nan|nan|,nan|nan|nan|,0|725|176|,0|0|0|,973|725|176|,0|0|0|,465|435|100|,0|0|0|,0|0|0|,465|435|100|,0|0|0|,0|0|0|,449|419|97|,9|16|41|,0|0|0|
6,0|1|2|,440|403|56|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,440|403|56|,nan|nan|nan|,nan|nan|nan|,0|440|459|,0|0|0|,4549|440|459|,0|0|0|,832|85|83|,0|0|0|,0|0|0|,832|85|83|,0|0|0|,0|0|0|,798|83|78|,10|2|31|,0|0|0|
7,0|1|2|,788|81|47|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,788|81|47|,nan|nan|nan|,nan|nan|nan|,0|788|128|,0|0|0|,836|788|128|,0|0|0|,447|474|79|,0|0|0|,0|0|0|,447|474|79|,0|0|0|,0|0|0|,430|450|76|,10|29|21|,0|0|0|
8,0|1|2|,420|421|55|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,420|421|55|,nan|nan|nan|,nan|nan|nan|,0|420|476|,0|0|0|,5320|420|476|,0|0|0|,841|89|70|,0|0|0|,0|0|0|,841|89|70|,0|0|0|,0|0|0|,823|88|70|,17|5|30|,0|0|0|
9,0|1|2|,806|83|40|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,806|83|40|,nan|nan|nan|,nan|nan|nan|,0|806|123|,0|0|0|,695|806|123|,0|0|0|,379|538|81|,0|0|0|,0|0|0|,379|538|81|,0|0|0|,0|0|0|,371|517|76|,11|18|38|,0|0|0|
10,0|1|2|,360|499|38|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,360|499|38|,nan|nan|nan|,nan|nan|nan|,NA|NA|NA|,NA|NA|NA|,NA|NA|NA|,NA|NA|NA|,NA|NA|NA|,NA|NA|NA|,NA|NA|NA|,NA|NA|NA|,NA|NA|NA|,NA|NA|NA|,NA|NA|NA|,NA|NA|NA|,NA|NA|NA|
