Year,K,GrowthRate,N_Initial,PopSizes_Mean,PopSizes_Std,N_Females,N_Males,N_YYMales,N_YYFemales,N_MatureFemales,N_MatureMales,N_MatureYYMales,N_MatureYYFemales,MatureCount,ImmatureCount,EggLayEvents,Births,EggDeaths,MyyProgeny,FyyProgeny,Capture_Back,SelectionDeaths_Emigration,MoveDeaths_Emigration,PNratio_Emi,N_beforePacking_AddAge0s,PackingDeaths_Emigration,YYSelectionPackingDeaths_Emi,WildSelectionPackingDeaths_Emi,N_Emigration,Deaths_EmiMort,N_EmiMortality,Capture_Out,SelectionDeaths_Immigration,MoveDeaths_Immigration,PNratio_Immi,PackingDeaths_Immigration,YYSelectionPackingDeaths_Immi,WildSelectionPackingDeaths_Immi,SelectionDeaths_Age0s_Immigration,N_Immigration,Deaths_ImmiMort,N_ImmiMortality,Alleles,He,Ho,p1,p2,q1,q2,MateDist,MateDist_SD,Female_EmigrationDist,Female_EmigrationDist_SD,Male_EmigrationDist,Male_EmigrationDist_SD,Female_FromHomeDist,Female_FromHomeDist_SD,Male_FromHomeDist,Male_FromHomeDist_SD,Female_StrayerDist,Female_StrayerDist_SD,Male_StrayerDist,Male_StrayerDist_SD,Female_HomeAttemptStrayDist,Female_HomeAttemptStrayDist_SD,Male_HomeAttemptStrayDist,Male_HomeAttemptStrayDist_SD,DeseaseStates,Residors,Strayers_1,Strayers_2,Immigrators,ResidentDispersers,ImmigrantDispersers,AA_aa_Mates,AA_AA_Mates,aa_aa_Mates,AA_Aa_Mates,aa_Aa_Mates,Aa_Aa_Mates
0,400.0|100.0|100.0|100.0|100.0|,0.8475,400|100|100|100|100|,0.0|0.0|0.0|0.0|,0.0|0.0|0.0|0.0|,192|44|48|50|50|,208|56|52|50|50|,0|0|0|0|0|,0|0|0|0|0|,74|24|19|15|16|,98|26|24|25|23|,0|0|0|0|0|,0|0|0|0|0|,172,228,74,1239|231|432|84|492|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,1639|331|532|184|592|,1239|231|432|84|492|,0|0|0|0|0|,0|0|0|0|0|,400|100|100|100|100|,0|0|0|0|0|,400|100|100|100|100|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,28.0|0|5.0|23.0|0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,372|99|100|100|73|,33|7|4|15|7|,339|92|96|85|66|,4|4|4|4|4|,0.49914375|0.49960000000000004|0.499|0.4942|0.4986999999999999|,0.515|0.5|0.54|0.5|0.52|,0.49,0.51,0.5275,0.4725,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,400|100|100|100|100|,92|96|85|66|,0|0|0|0|,0|0|0|0|,0|0|0|0|,70|85|54|54|,0|0|0|0|,4,2,5,13,30,20
1,400.0|100.0|100.0|100.0|100.0|,1.0029498525073746,339|92|96|85|66|,0.0|0.0|0.0|0.0|,0.0|0.0|0.0|0.0|,169|45|46|42|36|,170|47|50|43|30|,0|0|0|0|0|,0|0|0|0|0|,34|9|3|15|7|,42|13|8|16|5|,0|0|0|0|0|,0|0|0|0|0|,76,263,34,500|66|44|228|162|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,839|158|140|313|228|,439|58|40|213|128|,0|0|0|0|0|,0|0|0|0|0|,400|100|100|100|100|,0|0|0|0|0|,400|100|100|100|100|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,27.0|5.0|20.0|2.0|0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,373|100|100|100|73|,33|6|11|10|6|,340|94|89|90|67|,4|4|4|4|4|,0.4953489788637413|0.49713492438563334|0.4955512152777778|0.48221453287197236|0.4969582185491276|,0.5162241887905604|0.5597826086956522|0.5104166666666666|0.5058823529411764|0.4772727272727273|,0.4365781710914454,0.5634218289085545,0.4749262536873156,0.5250737463126843,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,339|92|96|85|66|,94|89|90|67|,0|0|0|0|,0|0|0|0|,0|0|0|0|,46|36|63|44|,0|0|0|0|,3,0,0,6,10,15
2,400.0|100.0|100.0|100.0|100.0|,1.0470588235294118,340|94|89|90|67|,0.0|0.0|0.0|0.0|,0.0|0.0|0.0|0.0|,161|39|42|48|32|,179|55|47|42|35|,0|0|0|0|0|,0|0|0|0|0|,77|23|23|17|14|,74|25|30|10|9|,0|0|0|0|0|,0|0|0|0|0|,151,189,77,1222|350|465|236|171|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,1562|444|554|326|238|,1162|344|454|226|138|,0|0|0|0|0|,0|0|0|0|0|,401|100|101|100|100|,0|0|0|0|0|,401|100|101|100|100|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,25.0|5.0|0|0|20.0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,376|100|78|98|100|,20|9|6|2|3|,356|91|72|96|97|,4|4|4|4|4|,0.4928287197231833|0.4953598913535536|0.49179396540840803|0.49922839506172834|0.46162842503898427|,0.538235294117647|0.5957446808510638|0.5168539325842697|0.55|0.4701492537313433|,0.47058823529411764,0.5294117647058824,0.5794117647058824,0.42058823529411765,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,340|94|89|90|67|,91|72|96|97|,0|0|0|0|,0|0|0|0|,0|0|0|0|,70|64|73|74|,0|0|0|0|,9,3,7,10,31,17
3,400.0|100.0|100.0|100.0|100.0|,0.9943820224719101,356|91|72|96|97|,0.0|0.0|0.0|0.0|,0.0|0.0|0.0|0.0|,168|37|39|52|40|,188|54|33|44|57|,0|0|0|0|0|,0|0|0|0|0|,36|8|5|14|9|,39|13|3|9|14|,0|0|0|0|0|,0|0|0|0|0|,75,281,36,523|79|30|320|94|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,879|170|102|416|191|,479|70|2|316|91|,0|0|0|0|0|,0|0|0|0|0|,400|100|100|100|100|,0|0|0|0|0|,400|100|100|100|100|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,19.0|7.0|11.0|0|1.0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,381|100|100|81|100|,27|9|4|3|11|,354|91|96|78|89|,4|4|4|4|4|,0.4931254734250726|0.4865656321700278|0.4795524691358024|0.4891493055555556|0.49638643851631414|,0.48735955056179775|0.521978021978022|0.4861111111111111|0.4895833333333333|0.4536082474226804|,0.41713483146067415,0.5828651685393258,0.49719101123595505,0.5028089887640449,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,356|91|72|96|97|,91|96|78|89|,0|0|0|0|,0|0|0|0|,0|0|0|0|,43|35|56|55|,0|0|0|0|,1,1,0,6,12,16
4,400.0|100.0|100.0|100.0|100.0|,1.0564971751412429,354|91|96|78|89|,0.0|0.0|0.0|0.0|,0.0|0.0|0.0|0.0|,174|42|52|44|36|,180|49|44|34|53|,0|0|0|0|0|,0|0|0|0|0|,75|20|34|12|9|,90|28|27|10|25|,0|0|0|0|0|,0|0|0|0|0|,165,189,75,1477|254|756|157|310|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,1831|345|852|235|399|,1431|245|752|135|299|,0|0|0|0|0|,0|0|0|0|0|,400|100|100|100|100|,0|0|0|0|0|,400|100|100|100|100|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,5.0|3.0|2.0|0|0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,395|100|100|100|95|,21|4|6|10|1|,374|96|94|90|94|,4|4|4|4|4|,0.4907912796450573|0.4900978142736384|0.4803602430555556|0.48356344510190674|0.4938139123847999|,0.4943502824858757|0.45054945054945056|0.5208333333333334|0.48717948717948717|0.5168539325842697|,0.4293785310734463,0.5706214689265536,0.5649717514124294,0.4350282485875706,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,354|91|96|78|89|,96|94|90|94|,0|0|0|0|,0|0|0|0|,0|0|0|0|,77|86|60|71|,0|0|0|0|,8,2,10,14,25,16
5,400.0|100.0|100.0|100.0|100.0|,0.946524064171123,374|96|94|90|94|,0.0|0.0|0.0|0.0|,0.0|0.0|0.0|0.0|,189|52|44|47|46|,185|44|50|43|48|,0|0|0|0|0|,0|0|0|0|0|,40|10|5|18|7|,40|9|3|12|16|,0|0|0|0|0|,0|0|0|0|0|,80,294,40,525|164|36|230|95|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,899|260|130|320|189|,499|160|30|220|89|,0|0|0|0|0|,0|0|0|0|0|,400|100|100|100|100|,0|0|0|0|0|,400|100|100|100|100|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,23.0|0|13.0|0|10.0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,377|85|100|92|100|,23|8|8|3|4|,354|77|92|89|96|,4|4|4|4|4|,0.49793924618948215|0.49216037326388895|0.4979628791308285|0.4986111111111111|0.4987267994567678|,0.4959893048128342|0.4947916666666667|0.4787234042553192|0.48333333333333334|0.526595744680851|,0.45588235294117646,0.5441176470588235,0.4893048128342246,0.5106951871657754,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,374|96|94|90|94|,77|92|89|96|,0|0|0|0|,0|0|0|0|,0|0|0|0|,44|36|61|50|,0|0|0|0|,6,1,7,7,14,5
6,400.0|100.0|100.0|100.0|100.0|,0.9717514124293786,354|77|92|89|96|,0.0|0.0|0.0|0.0|,0.0|0.0|0.0|0.0|,172|43|43|35|51|,182|34|49|54|45|,0|0|0|0|0|,0|0|0|0|0|,79|18|26|12|23|,84|15|30|16|23|,0|0|0|0|0|,0|0|0|0|0|,163,191,79,1490|347|545|160|438|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,1844|424|637|249|534|,1444|324|537|149|434|,0|0|0|0|0|,0|0|0|0|0|,400|100|100|100|100|,0|0|0|0|0|,400|100|100|100|100|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,30.0|0|15.0|15.0|0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,370|91|100|100|79|,26|3|8|11|4|,344|88|92|89|75|,4|4|4|4|4|,0.4926186600274507|0.4890369370888852|0.49949787334593576|0.4822623406135589|0.4900987413194444|,0.5112994350282486|0.5454545454545454|0.5163043478260869|0.47191011235955055|0.515625|,0.4604519774011299,0.53954802259887,0.576271186440678,0.423728813559322,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,354|77|92|89|96|,88|92|89|75|,0|0|0|0|,0|0|0|0|,0|0|0|0|,69|84|67|59|,0|0|0|0|,7,1,5,33,19,14
7,400.0|100.0|100.0|100.0|100.0|,1.0087209302325582,344|88|92|89|75|,0.0|0.0|0.0|0.0|,0.0|0.0|0.0|0.0|,162|48|40|36|38|,182|40|52|53|37|,0|0|0|0|0|,0|0|0|0|0|,32|12|3|7|10|,33|7|5|15|6|,0|0|0|0|0|,0|0|0|0|0|,65,279,32,387|115|19|116|137|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,731|203|111|205|212|,331|103|11|105|112|,0|0|0|0|0|,0|0|0|0|0|,400|100|100|100|100|,0|0|0|0|0|,400|100|100|100|100|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,27.0|0|27.0|0|0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,373|99|100|100|74|,26|6|6|11|3|,347|93|94|89|71|,4|4|4|4|4|,0.49994507166035695|0.4986763946280992|0.4992615784499056|0.4987375331397551|0.49964444444444445|,0.5174418604651163|0.5511363636363636|0.5163043478260869|0.5056179775280899|0.49333333333333335|,0.49273255813953487,0.5072674418604651,0.498546511627907,0.501453488372093,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,344|88|92|89|75|,93|94|89|71|,0|0|0|0|,0|0|0|0|,0|0|0|0|,49|40|59|43|,0|0|0|0|,0,1,2,11,8,10
8,400.0|100.0|100.0|100.0|100.0|,1.0778097982708934,347|93|94|89|71|,0.0|0.0|0.0|0.0|,0.0|0.0|0.0|0.0|,178|50|46|43|39|,169|43|48|46|32|,0|0|0|0|0|,0|0|0|0|0|,77|26|26|12|13|,79|18|28|18|15|,0|0|0|0|0|,0|0|0|0|0|,156,191,77,1453|434|594|237|188|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,1800|527|688|326|259|,1400|427|588|226|159|,0|0|0|0|0|,0|0|0|0|0|,400|100|100|100|100|,0|0|0|0|0|,400|100|100|100|100|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,10.0|0|0|4.0|6.0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,390|95|95|100|100|,16|4|2|5|5|,374|91|93|95|95|,4|4|4|4|4|,0.49770573628217163|0.4991617528037924|0.49759506564056133|0.49084711526322433|0.49161872644316607|,0.49711815561959655|0.532258064516129|0.48404255319148937|0.5056179775280899|0.45774647887323944|,0.4942363112391931,0.5057636887608069,0.547550432276657,0.45244956772334294,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,347|93|94|89|71|,91|93|95|95|,0|0|0|0|,0|0|0|0|,0|0|0|0|,78|86|68|76|,0|0|0|0|,15,6,4,15,21,16
9,400.0|100.0|100.0|100.0|100.0|,0.9411764705882353,374|91|93|95|95|,0.0|0.0|0.0|0.0|,0.0|0.0|0.0|0.0|,196|46|52|54|44|,178|45|41|41|51|,0|0|0|0|0|,0|0|0|0|0|,28|4|3|14|7|,38|9|4|13|12|,0|0|0|0|0|,0|0|0|0|0|,66,308,28,596|108|45|337|106|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,970|199|138|432|201|,570|99|38|332|101|,0|0|0|0|0|,0|0|0|0|0|,400|100|100|100|100|,0|0|0|0|0|,400|100|100|100|100|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,22.0|4.0|18.0|0|0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,378|100|100|84|94|,26|0|12|6|8|,352|100|88|78|86|,4|4|4|4|4|,0.49843968943921757|0.4983999516966551|0.4885246849346746|0.49722991689750695|0.4915512465373961|,0.5200534759358288|0.5439560439560439|0.5|0.5052631578947369|0.531578947368421|,0.4839572192513369,0.516042780748663,0.46390374331550804,0.536096256684492,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,374|91|93|95|95|,100|88|78|86|,0|0|0|0|,0|0|0|0|,0|0|0|0|,58|36|65|41|,0|0|0|0|,5,4,1,5,8,5
