Year,Ages,N_Initial_Age,AgeSize_Mean,AgeSize_Std,Size_Classes,N_Initial_Class,ClassSize_Mean,ClassSize_Std,N_GrowthBack,Capture_Back,N_BeforePacking_AddAge0s,PackingDeaths_Emigration,N_AfterEmigration,Deaths_AfterEmiMort_Age,Deaths_AfterEmiMort_Size,N_GrowthOut,Capture_Out,PackingDeaths_Immigration,N_Immigration,Deaths_AfterImmiMort_Age,Deaths_AfterImmiMort_Size
0,0|1|2|,228|116|56|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,228|116|56|,nan|nan|nan|,nan|nan|nan|,0|228|172|,0|0|0|,1239|228|172|,0|0|0|,286|65|49|,0|0|0|,0|0|0|,286|65|49|,0|0|0|,0|0|0|,269|59|44|,6|4|23|,0|0|0|
1,0|1|2|,263|55|21|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,263|55|21|,nan|nan|nan|,nan|nan|nan|,0|263|76|,0|0|0|,500|263|76|,0|0|0|,207|150|43|,0|0|0|,0|0|0|,207|150|43|,0|0|0|,0|0|0|,196|139|38|,7|10|16|,0|0|0|
2,0|1|2|,189|129|22|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,189|129|22|,nan|nan|nan|,nan|nan|nan|,0|189|151|,0|0|0|,1222|189|151|,0|0|0|,309|58|34|,0|0|0|,0|0|0|,309|58|34|,0|0|0|,0|0|0|,288|54|34|,7|1|12|,0|0|0|
3,0|1|2|,281|53|22|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,281|53|22|,nan|nan|nan|,nan|nan|nan|,0|281|75|,0|0|0|,523|281|75|,0|0|0|,200|162|38|,0|0|0|,0|0|0|,200|162|38|,0|0|0|,0|0|0|,192|154|35|,3|8|16|,0|0|0|
4,0|1|2|,189|146|19|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,189|146|19|,nan|nan|nan|,nan|nan|nan|,0|189|165|,0|0|0|,1477|189|165|,0|0|0|,304|60|36|,0|0|0|,0|0|0|,304|60|36|,0|0|0|,0|0|0|,299|60|36|,5|2|14|,0|0|0|
5,0|1|2|,294|58|22|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,294|58|22|,nan|nan|nan|,nan|nan|nan|,0|294|80|,0|0|0|,525|294|80|,0|0|0|,208|156|36|,0|0|0|,0|0|0|,208|156|36|,0|0|0|,0|0|0|,195|148|34|,4|7|12|,0|0|0|
6,0|1|2|,191|141|22|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,191|141|22|,nan|nan|nan|,nan|nan|nan|,0|191|163|,0|0|0|,1490|191|163|,0|0|0|,308|54|38|,0|0|0|,0|0|0|,308|54|38|,0|0|0|,0|0|0|,284|53|33|,5|3|18|,0|0|0|
7,0|1|2|,279|50|15|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,279|50|15|,nan|nan|nan|,nan|nan|nan|,0|279|65|,0|0|0|,387|279|65|,0|0|0|,198|164|38|,0|0|0|,0|0|0|,198|164|38|,0|0|0|,0|0|0|,193|144|36|,2|7|17|,0|0|0|
8,0|1|2|,191|137|19|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,191|137|19|,nan|nan|nan|,nan|nan|nan|,0|191|156|,0|0|0|,1453|191|156|,0|0|0|,318|49|33|,0|0|0|,0|0|0|,318|49|33|,0|0|0|,0|0|0|,311|47|32|,3|0|13|,0|0|0|
9,0|1|2|,308|47|19|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,308|47|19|,nan|nan|nan|,nan|nan|nan|,0|308|66|,0|0|0|,596|308|66|,0|0|0|,215|158|27|,0|0|0|,0|0|0|,215|158|27|,0|0|0|,0|0|0|,204|149|25|,4|10|12|,0|0|0|
