Year,ID,PatchID,Lineage
9,P3_Y8_UO50,3,0
8,P3_Y6_UO68,3,0
7,P3_Y6_UO68,3,0
6,P3_Y4_UO10,3,0
5,P3_Y4_UO10,3,0
4,P3_Y2_UO3,3,0
3,P3_Y2_UO3,3,0
2,P3_Y0_UO154,3,0
1,P3_Y0_UO154,3,0
0,P3_Y-1_U86,3,0
0,P1_Y-1_U15,1,0
2,P2_Y0_UO61,2,0
1,P2_Y0_UO61,2,0
0,P2_Y-1_U8,2,0
0,P1_Y-1_U9,1,0
4,P1_Y2_UO78,1,0
3,P1_Y2_UO78,1,0
2,P1_Y0_UO52,1,0
1,P1_Y0_UO52,1,0
0,P1_Y-1_U14,1,0
0,P2_Y-1_U2,2,0
2,P3_Y0_UO103,3,0
1,P3_Y0_UO103,3,0
0,P3_Y-1_U25,3,0
0,P1_Y-1_U32,1,0
6,P1_Y4_UO57,2,0
5,P1_Y4_UO57,1,0
4,P1_Y2_UO79,1,0
3,P1_Y2_UO79,1,0
2,P1_Y0_UO52,1,0
1,P1_Y0_UO52,1,0
0,P1_Y-1_U14,1,0
0,P2_Y-1_U2,2,0
2,P3_Y0_UO103,3,0
1,P3_Y0_UO103,3,0
0,P3_Y-1_U25,3,0
0,P1_Y-1_U32,1,0
4,P3_Y1_UO83,3,0
3,P3_Y1_UO83,3,0
2,P3_Y1_UO83,3,0
1,P3_Y-1_U99,3,0
0,P3_Y-1_U99,3,0
1,P2_Y-1_U83,2,0
0,P2_Y-1_U83,2,0
8,P2_Y5_UO192,2,0
7,P2_Y5_UO192,2,0
6,P2_Y5_UO192,2,0
5,P2_Y3_UO35,2,0
4,P2_Y3_UO35,2,0
3,P2_Y1_UO131,2,0
2,P2_Y1_UO131,2,0
1,P2_Y-1_U99,2,0
0,P2_Y-1_U99,2,0
1,P1_Y-1_U87,1,0
0,P1_Y-1_U87,1,0
3,P3_Y1_UO176,3,0
2,P3_Y1_UO176,3,0
1,P3_Y-1_U45,3,0
0,P3_Y-1_U45,3,0
1,P1_Y-1_U26,1,0
0,P1_Y-1_U26,1,0
5,P2_Y3_UO37,1,0
4,P2_Y3_UO37,2,0
3,P2_Y1_UO131,2,0
2,P2_Y1_UO131,2,0
1,P2_Y-1_U99,2,0
0,P2_Y-1_U99,2,0
1,P1_Y-1_U87,1,0
0,P1_Y-1_U87,1,0
3,P1_Y0_UO177,1,0
2,P1_Y0_UO177,1,0
1,P1_Y0_UO177,1,0
0,P1_Y-1_U56,1,0
0,P3_Y-1_U94,3,0
9,P3_Y8_UO51,3,1
8,P3_Y6_UO68,3,1
7,P3_Y6_UO68,3,1
6,P3_Y4_UO10,3,1
5,P3_Y4_UO10,3,1
4,P3_Y2_UO3,3,1
3,P3_Y2_UO3,3,1
2,P3_Y0_UO154,3,1
1,P3_Y0_UO154,3,1
0,P3_Y-1_U86,3,1
0,P1_Y-1_U15,1,1
2,P2_Y0_UO61,2,1
1,P2_Y0_UO61,2,1
0,P2_Y-1_U8,2,1
0,P1_Y-1_U9,1,1
4,P1_Y2_UO78,1,1
3,P1_Y2_UO78,1,1
2,P1_Y0_UO52,1,1
1,P1_Y0_UO52,1,1
0,P1_Y-1_U14,1,1
0,P2_Y-1_U2,2,1
2,P3_Y0_UO103,3,1
1,P3_Y0_UO103,3,1
0,P3_Y-1_U25,3,1
0,P1_Y-1_U32,1,1
6,P1_Y4_UO57,2,1
5,P1_Y4_UO57,1,1
4,P1_Y2_UO79,1,1
3,P1_Y2_UO79,1,1
2,P1_Y0_UO52,1,1
1,P1_Y0_UO52,1,1
0,P1_Y-1_U14,1,1
0,P2_Y-1_U2,2,1
2,P3_Y0_UO103,3,1
1,P3_Y0_UO103,3,1
0,P3_Y-1_U25,3,1
0,P1_Y-1_U32,1,1
4,P3_Y1_UO83,3,1
3,P3_Y1_UO83,3,1
2,P3_Y1_UO83,3,1
1,P3_Y-1_U99,3,1
0,P3_Y-1_U99,3,1
1,P2_Y-1_U83,2,1
0,P2_Y-1_U83,2,1
8,P2_Y5_UO192,2,1
7,P2_Y5_UO192,2,1
6,P2_Y5_UO192,2,1
5,P2_Y3_UO35,2,1
4,P2_Y3_UO35,2,1
3,P2_Y1_UO131,2,1
2,P2_Y1_UO131,2,1
1,P2_Y-1_U99,2,1
0,P2_Y-1_U99,2,1
1,P1_Y-1_U87,1,1
0,P1_Y-1_U87,1,1
3,P3_Y1_UO176,3,1
2,P3_Y1_UO176,3,1
1,P3_Y-1_U45,3,1
0,P3_Y-1_U45,3,1
1,P1_Y-1_U26,1,1
0,P1_Y-1_U26,1,1
5,P2_Y3_UO37,1,1
4,P2_Y3_UO37,2,1
3,P2_Y1_UO131,2,1
2,P2_Y1_UO131,2,1
1,P2_Y-1_U99,2,1
0,P2_Y-1_U99,2,1
1,P1_Y-1_U87,1,1
0,P1_Y-1_U87,1,1
3,P1_Y0_UO177,1,1
2,P1_Y0_UO177,1,1
1,P1_Y0_UO177,1,1
0,P1_Y-1_U56,1,1
0,P3_Y-1_U94,3,1
9,P3_Y8_UO53,3,2
8,P3_Y6_UO68,3,2
7,P3_Y6_UO68,3,2
6,P3_Y4_UO10,3,2
5,P3_Y4_UO10,3,2
4,P3_Y2_UO3,3,2
3,P3_Y2_UO3,3,2
2,P3_Y0_UO154,3,2
1,P3_Y0_UO154,3,2
0,P3_Y-1_U86,3,2
0,P1_Y-1_U15,1,2
2,P2_Y0_UO61,2,2
1,P2_Y0_UO61,2,2
0,P2_Y-1_U8,2,2
0,P1_Y-1_U9,1,2
4,P1_Y2_UO78,1,2
3,P1_Y2_UO78,1,2
2,P1_Y0_UO52,1,2
1,P1_Y0_UO52,1,2
0,P1_Y-1_U14,1,2
0,P2_Y-1_U2,2,2
2,P3_Y0_UO103,3,2
1,P3_Y0_UO103,3,2
0,P3_Y-1_U25,3,2
0,P1_Y-1_U32,1,2
6,P1_Y4_UO57,2,2
5,P1_Y4_UO57,1,2
4,P1_Y2_UO79,1,2
3,P1_Y2_UO79,1,2
2,P1_Y0_UO52,1,2
1,P1_Y0_UO52,1,2
0,P1_Y-1_U14,1,2
0,P2_Y-1_U2,2,2
2,P3_Y0_UO103,3,2
1,P3_Y0_UO103,3,2
0,P3_Y-1_U25,3,2
0,P1_Y-1_U32,1,2
4,P3_Y1_UO83,3,2
3,P3_Y1_UO83,3,2
