Year,ID,PatchID,Lineage
9,P3_Y7_UO132,3,0
8,P3_Y7_UO132,3,0
7,P2_Y5_UO21,3,0
6,P2_Y5_UO21,2,0
5,P2_Y3_UO75,2,0
4,P2_Y3_UO75,2,0
3,P2_Y1_UO49,2,0
2,P2_Y1_UO49,2,0
1,P2_Y-1_U6,2,0
0,P2_Y-1_U6,2,0
1,P3_Y-1_U72,3,0
0,P3_Y-1_U72,3,0
3,P1_Y1_UO25,1,0
2,P1_Y1_UO25,1,0
1,P1_Y-1_U48,1,0
0,P1_Y-1_U48,1,0
1,P2_Y-1_U90,2,0
0,P2_Y-1_U90,2,0
5,P2_Y2_UO187,3,0
4,P2_Y2_UO187,3,0
3,P2_Y2_UO187,2,0
2,P2_Y0_UO144,2,0
1,P2_Y0_UO144,2,0
0,P2_Y-1_U7,2,0
0,P3_Y-1_U93,3,0
2,P1_Y-1_U89,1,0
1,P1_Y-1_U89,1,0
0,P1_Y-1_U89,1,0
7,P2_Y5_UO191,2,0
6,P2_Y5_UO191,2,0
5,P2_Y3_UO35,2,0
4,P2_Y3_UO35,2,0
3,P2_Y1_UO131,2,0
2,P2_Y1_UO131,2,0
1,P2_Y-1_U99,2,0
0,P2_Y-1_U99,2,0
1,P1_Y-1_U87,1,0
0,P1_Y-1_U87,1,0
3,P3_Y1_UO176,3,0
2,P3_Y1_UO176,3,0
1,P3_Y-1_U45,3,0
0,P3_Y-1_U45,3,0
1,P1_Y-1_U26,1,0
0,P1_Y-1_U26,1,0
5,P2_Y3_UO37,1,0
4,P2_Y3_UO37,2,0
3,P2_Y1_UO131,2,0
2,P2_Y1_UO131,2,0
1,P2_Y-1_U99,2,0
0,P2_Y-1_U99,2,0
1,P1_Y-1_U87,1,0
0,P1_Y-1_U87,1,0
3,P1_Y0_UO177,1,0
2,P1_Y0_UO177,1,0
1,P1_Y0_UO177,1,0
0,P1_Y-1_U56,1,0
0,P3_Y-1_U94,3,0
9,P3_Y7_UO130,3,1
8,P3_Y7_UO130,3,1
7,P2_Y5_UO21,3,1
6,P2_Y5_UO21,2,1
5,P2_Y3_UO75,2,1
4,P2_Y3_UO75,2,1
3,P2_Y1_UO49,2,1
2,P2_Y1_UO49,2,1
1,P2_Y-1_U6,2,1
0,P2_Y-1_U6,2,1
1,P3_Y-1_U72,3,1
0,P3_Y-1_U72,3,1
3,P1_Y1_UO25,1,1
2,P1_Y1_UO25,1,1
1,P1_Y-1_U48,1,1
0,P1_Y-1_U48,1,1
1,P2_Y-1_U90,2,1
0,P2_Y-1_U90,2,1
5,P2_Y2_UO187,3,1
4,P2_Y2_UO187,3,1
3,P2_Y2_UO187,2,1
2,P2_Y0_UO144,2,1
1,P2_Y0_UO144,2,1
0,P2_Y-1_U7,2,1
0,P3_Y-1_U93,3,1
2,P1_Y-1_U89,1,1
1,P1_Y-1_U89,1,1
0,P1_Y-1_U89,1,1
7,P2_Y5_UO191,2,1
6,P2_Y5_UO191,2,1
5,P2_Y3_UO35,2,1
4,P2_Y3_UO35,2,1
3,P2_Y1_UO131,2,1
2,P2_Y1_UO131,2,1
1,P2_Y-1_U99,2,1
0,P2_Y-1_U99,2,1
1,P1_Y-1_U87,1,1
0,P1_Y-1_U87,1,1
3,P3_Y1_UO176,3,1
2,P3_Y1_UO176,3,1
1,P3_Y-1_U45,3,1
