Year,Ages,N_Initial_Age,AgeSize_Mean,AgeSize_Std,Size_Classes,N_Initial_Class,ClassSize_Mean,ClassSize_Std,N_GrowthBack,Capture_Back,N_BeforePacking_AddAge0s,PackingDeaths_Emigration,N_AfterEmigration,Deaths_AfterEmiMort_Age,Deaths_AfterEmiMort_Size,N_GrowthOut,Capture_Out,PackingDeaths_Immigration,N_Immigration,Deaths_AfterImmiMort_Age,Deaths_AfterImmiMort_Size
0,0|1|2|,221|115|64|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,221|115|64|,nan|nan|nan|,nan|nan|nan|,0|221|179|,0|0|0|,1075|221|179|,0|0|0|,290|63|47|,0|0|0|,0|0|0|,290|63|47|,0|0|0|,0|0|0|,276|59|43|,2|1|19|,0|0|0|
1,0|1|2|,274|58|24|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,274|58|24|,nan|nan|nan|,nan|nan|nan|,0|274|82|,0|0|0|,740|274|82|,0|0|0|,219|137|44|,0|0|0|,0|0|0|,219|137|44|,0|0|0|,0|0|0|,207|129|43|,5|6|24|,0|0|0|
2,0|1|2|,202|123|19|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,202|123|19|,nan|nan|nan|,nan|nan|nan|,0|202|142|,0|0|0|,1454|202|142|,0|0|0|,321|46|33|,0|0|0|,0|0|0|,321|46|33|,0|0|0|,0|0|0|,305|41|32|,4|1|9|,0|0|0|
3,0|1|2|,301|40|23|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,301|40|23|,nan|nan|nan|,nan|nan|nan|,0|301|63|,0|0|0|,274|301|63|,0|0|0|,154|203|43|,0|0|0|,0|0|0|,154|203|43|,0|0|0|,0|0|0|,152|189|43|,5|6|22|,0|0|0|
4,0|1|2|,147|183|21|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,147|183|21|,nan|nan|nan|,nan|nan|nan|,0|147|204|,0|0|0|,1707|147|204|,0|0|0|,319|33|48|,0|0|0|,0|0|0|,319|33|48|,0|0|0|,0|0|0|,313|30|47|,4|1|22|,0|0|0|
5,0|1|2|,309|29|25|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,309|29|25|,nan|nan|nan|,nan|nan|nan|,0|309|54|,0|0|0|,243|309|54|,0|0|0|,128|223|34|,0|0|0|,0|0|0|,128|223|34|,0|0|0|,0|0|0|,125|206|33|,2|13|11|,0|0|0|
6,0|1|2|,123|193|22|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,123|193|22|,nan|nan|nan|,nan|nan|nan|,0|123|215|,0|0|0|,2172|123|215|,0|0|0|,348|25|27|,0|0|0|,0|0|0|,348|25|27|,0|0|0|,0|0|0|,321|25|26|,7|0|9|,0|0|0|
7,0|1|2|,314|25|17|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,314|25|17|,nan|nan|nan|,nan|nan|nan|,0|314|42|,0|0|0|,151|314|42|,0|0|0|,125|246|29|,0|0|0|,0|0|0|,125|246|29|,0|0|0|,0|0|0|,119|231|26|,5|14|14|,0|0|0|
8,0|1|2|,114|217|12|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,114|217|12|,nan|nan|nan|,nan|nan|nan|,0|114|229|,0|0|0|,2067|114|229|,0|0|0|,339|22|40|,0|0|0|,0|0|0|,339|22|40|,0|0|0|,0|0|0|,329|22|40|,8|0|14|,0|0|0|
9,0|1|2|,321|22|26|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,321|22|26|,nan|nan|nan|,nan|nan|nan|,0|321|48|,0|0|0|,298|321|48|,0|0|0|,174|195|31|,0|0|0|,0|0|0|,174|195|31|,0|0|0|,0|0|0|,164|185|27|,5|7|15|,0|0|0|
10,0|1|2|,159|178|12|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,159|178|12|,nan|nan|nan|,nan|nan|nan|,NA|NA|NA|,NA|NA|NA|,NA|NA|NA|,NA|NA|NA|,NA|NA|NA|,NA|NA|NA|,NA|NA|NA|,NA|NA|NA|,NA|NA|NA|,NA|NA|NA|,NA|NA|NA|,NA|NA|NA|,NA|NA|NA|
