Year,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0,4.10958904109589,4.931506849315069,5.47945205479452,4.931506849315069,4.383561643835616,5.7534246575342465,4.657534246575342,4.931506849315069,4.383561643835616,4.383561643835616,5.47945205479452,3.8356164383561646,5.7534246575342465,4.657534246575342,4.383561643835616,6.027397260273973,4.931506849315069,6.8493150684931505,6.301369863013699,3.8356164383561646
1,3.7142857142857144,6.857142857142858,4.571428571428571,6.0,7.142857142857142,4.571428571428571,6.2857142857142865,3.1428571428571432,6.2857142857142865,5.714285714285714,3.428571428571429,5.428571428571429,3.1428571428571432,4.571428571428571,4.285714285714286,5.142857142857142,3.1428571428571432,6.2857142857142865,6.2857142857142865,4.0
2,5.247813411078718,4.373177842565598,6.41399416909621,6.41399416909621,5.830903790087463,5.830903790087463,3.206997084548105,4.664723032069971,6.122448979591836,3.7900874635568513,4.956268221574344,4.664723032069971,4.373177842565598,4.956268221574344,4.373177842565598,3.498542274052478,5.247813411078718,6.997084548104956,5.539358600583091,3.498542274052478
3,5.047318611987381,3.1545741324921135,4.416403785488959,8.517350157728707,5.993690851735016,5.047318611987381,5.3627760252365935,2.5236593059936907,5.678233438485805,7.255520504731862,3.4700315457413247,4.416403785488959,5.3627760252365935,4.416403785488959,4.100946372239748,5.047318611987381,5.993690851735016,3.7854889589905363,4.416403785488959,5.993690851735016
4,5.573770491803279,4.590163934426229,6.557377049180328,5.901639344262295,5.573770491803279,5.573770491803279,3.934426229508197,3.278688524590164,4.2622950819672125,5.573770491803279,5.573770491803279,4.2622950819672125,4.2622950819672125,4.918032786885246,4.918032786885246,4.918032786885246,4.2622950819672125,7.213114754098362,4.918032786885246,3.934426229508197
5,4.814814814814815,6.666666666666667,7.037037037037037,5.555555555555555,7.4074074074074066,6.296296296296296,3.3333333333333335,4.444444444444445,3.7037037037037033,5.9259259259259265,3.7037037037037033,2.5925925925925926,4.444444444444445,5.185185185185185,5.9259259259259265,4.814814814814815,4.814814814814815,3.3333333333333335,4.814814814814815,5.185185185185185
6,4.564315352697095,5.809128630705394,8.29875518672199,8.71369294605809,4.564315352697095,4.564315352697095,6.639004149377594,4.979253112033195,4.149377593360995,3.7344398340248963,2.904564315352697,2.904564315352697,4.149377593360995,3.7344398340248963,5.394190871369295,4.564315352697095,4.149377593360995,6.639004149377594,4.979253112033195,4.564315352697095
7,5.188679245283019,7.0754716981132075,9.90566037735849,7.547169811320755,3.30188679245283,8.018867924528301,4.716981132075472,3.7735849056603774,3.7735849056603774,3.7735849056603774,3.30188679245283,0.4716981132075472,2.358490566037736,4.245283018867925,4.245283018867925,5.660377358490567,6.132075471698113,5.660377358490567,4.716981132075472,6.132075471698113
8,6.315789473684211,6.315789473684211,7.894736842105263,7.894736842105263,7.368421052631578,4.736842105263158,6.842105263157896,5.263157894736842,5.263157894736842,3.1578947368421053,0.0,1.0526315789473684,1.5789473684210527,2.1052631578947367,3.1578947368421053,3.1578947368421053,10.0,6.315789473684211,3.684210526315789,7.894736842105263
9,7.453416149068323,7.453416149068323,6.832298136645963,8.074534161490684,5.590062111801243,10.559006211180124,6.832298136645963,5.590062111801243,1.8633540372670807,0.6211180124223602,0.0,0.0,0.6211180124223602,2.484472049689441,3.7267080745341614,7.453416149068323,5.590062111801243,5.590062111801243,7.453416149068323,6.211180124223603
