Year,K,GrowthRate,N_Initial,PopSizes_Mean,PopSizes_Std,N_Females,N_Males,N_YYMales,N_YYFemales,N_MatureFemales,N_MatureMales,N_MatureYYMales,N_MatureYYFemales,MatureCount,ImmatureCount,EggLayEvents,Births,EggDeaths,MyyProgeny,FyyProgeny,Capture_Back,SelectionDeaths_Emigration,MoveDeaths_Emigration,PNratio_Emi,N_beforePacking_AddAge0s,PackingDeaths_Emigration,YYSelectionPackingDeaths_Emi,WildSelectionPackingDeaths_Emi,N_Emigration,Deaths_EmiMort,N_EmiMortality,Capture_Out,SelectionDeaths_Immigration,MoveDeaths_Immigration,PNratio_Immi,PackingDeaths_Immigration,YYSelectionPackingDeaths_Immi,WildSelectionPackingDeaths_Immi,SelectionDeaths_Age0s_Immigration,N_Immigration,Deaths_ImmiMort,N_ImmiMortality,Alleles,He,Ho,p1,p2,q1,q2,MateDist,MateDist_SD,Female_EmigrationDist,Female_EmigrationDist_SD,Male_EmigrationDist,Male_EmigrationDist_SD,Female_FromHomeDist,Female_FromHomeDist_SD,Male_FromHomeDist,Male_FromHomeDist_SD,Female_StrayerDist,Female_StrayerDist_SD,Male_StrayerDist,Male_StrayerDist_SD,Female_HomeAttemptStrayDist,Female_HomeAttemptStrayDist_SD,Male_HomeAttemptStrayDist,Male_HomeAttemptStrayDist_SD,DeseaseStates,Residors,Strayers_1,Strayers_2,Immigrators,ResidentDispersers,ImmigrantDispersers,AA_aa_Mates,AA_AA_Mates,aa_aa_Mates,AA_Aa_Mates,aa_Aa_Mates,Aa_Aa_Mates
0,400.0|100.0|100.0|100.0|100.0|,0.8975,400|100|100|100|100|,0.0|0.0|0.0|0.0|,0.0|0.0|0.0|0.0|,194|49|54|51|40|,206|51|46|49|60|,0|0|0|0|0|,0|0|0|0|0|,78|23|21|21|13|,90|23|18|23|26|,0|0|0|0|0|,0|0|0|0|0|,168,232,78,923|229|291|264|139|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,1323|329|391|364|239|,923|229|291|264|139|,0|0|0|0|0|,0|0|0|0|0|,400|100|100|100|100|,0|0|0|0|0|,400|100|100|100|100|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,9.0|0|0|5.0|4.0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,391|95|96|100|100|,32|8|9|6|9|,359|87|87|94|91|,4|4|4|4|4|,0.49997187499999995|0.4991|0.499575|0.49877499999999997|0.49934999999999996|,0.5125|0.55|0.455|0.525|0.52|,0.49625,0.50375,0.49625,0.50375,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,400|100|100|100|100|,87|87|94|91|,0|0|0|0|,0|0|0|0|,0|0|0|0|,57|70|71|69|,0|0|0|0|,6,4,4,21,20,23
1,400.0|100.0|100.0|100.0|100.0|,1.0083565459610029,359|87|87|94|91|,0.0|0.0|0.0|0.0|,0.0|0.0|0.0|0.0|,187|39|51|47|50|,172|48|36|47|41|,0|0|0|0|0|,0|0|0|0|0|,49|17|11|11|10|,43|13|6|12|12|,0|0|0|0|0|,0|0|0|0|0|,92,267,49,601|158|79|270|94|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,960|245|166|364|185|,560|145|66|264|85|,0|0|0|0|0|,0|0|0|0|0|,400|100|100|100|100|,0|0|0|0|0|,400|100|100|100|100|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,16.0|0|10.0|0|6.0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,384|92|100|92|100|,22|5|4|6|7|,362|87|96|86|93|,4|4|4|4|4|,0.4977498622760531|0.49124719249570625|0.49312987184568635|0.49985853327297414|0.499215070643642|,0.520891364902507|0.5114942528735632|0.4827586206896552|0.5691489361702128|0.5164835164835165|,0.4637883008356546,0.5362116991643454,0.46935933147632314,0.5306406685236769,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,359|87|87|94|91|,87|96|86|93|,0|0|0|0|,0|0|0|0|,0|0|0|0|,57|52|63|48|,0|0|0|0|,2,1,6,16,8,16
2,400.0|100.0|100.0|100.0|100.0|,0.9972375690607734,362|87|96|86|93|,0.0|0.0|0.0|0.0|,0.0|0.0|0.0|0.0|,196|38|53|51|54|,166|49|43|35|39|,0|0|0|0|0|,0|0|0|0|0|,80|16|27|10|27|,62|14|17|13|18|,0|0|0|0|0|,0|0|0|0|0|,142,220,80,1253|266|613|65|309|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,1615|353|709|151|402|,1215|253|609|51|302|,0|0|0|0|0|,0|0|0|0|0|,399|100|100|100|99|,0|0|0|0|0|,399|100|100|100|99|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,15.0|0|0|11.0|4.0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,384|95|89|100|100|,23|6|6|6|5|,361|89|83|94|95|,4|4|4|4|4|,0.49594601813131467|0.484608270577355|0.4991319444444444|0.494828285559762|0.4973985431841832|,0.4654696132596685|0.5057471264367817|0.4375|0.45930232558139533|0.46236559139784944|,0.4958563535911602,0.5041436464088398,0.43646408839779005,0.56353591160221,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,362|87|96|86|93|,89|83|94|95|,0|0|0|0|,0|0|0|0|,0|0|0|0|,67|66|51|75|,0|0|0|0|,11,4,16,13,22,14
3,400.0|100.0|100.0|100.0|100.0|,0.96398891966759,361|89|83|94|95|,0.0|0.0|0.0|0.0|,0.0|0.0|0.0|0.0|,184|46|40|59|39|,177|43|43|35|56|,0|0|0|0|0|,0|0|0|0|0|,52|11|8|25|8|,50|11|9|18|12|,0|0|0|0|0|,0|0|0|0|0|,102,259,52,685|101|23|443|118|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,1046|190|106|537|213|,646|90|6|437|113|,0|0|0|0|0|,0|0|0|0|0|,400|100|100|100|100|,0|0|0|0|0|,400|100|100|100|100|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,20.0|0|20.0|0|0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,380|92|100|89|99|,32|8|10|7|7|,348|84|90|82|92|,4|4|4|4|4|,0.49253190199584107|0.48169423052644866|0.49764116707795036|0.4868718877320054|0.4935734072022161|,0.4584487534626039|0.4044943820224719|0.4879518072289157|0.44680851063829785|0.49473684210526314|,0.4903047091412742,0.5096952908587258,0.41412742382271467,0.5858725761772853,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,361|89|83|94|95|,84|90|82|92|,0|0|0|0|,0|0|0|0|,0|0|0|0|,45|29|74|50|,0|0|0|0|,7,6,3,12,14,10
4,400.0|100.0|100.0|100.0|100.0|,0.9913793103448276,348|84|90|82|92|,0.0|0.0|0.0|0.0|,0.0|0.0|0.0|0.0|,167|39|45|43|40|,181|45|45|39|52|,0|0|0|0|0|,0|0|0|0|0|,74|18|31|5|20|,76|21|30|3|22|,0|0|0|0|0|,0|0|0|0|0|,150,198,74,1257|258|496|85|418|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,1605|342|586|167|510|,1205|242|486|67|410|,0|0|0|0|0|,0|0|0|0|0|,400|100|100|100|100|,0|0|0|0|0|,400|100|100|100|100|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,32.0|0|3.0|29.0|0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,368|94|100|100|74|,23|5|9|4|5|,345|89|91|96|69|,4|4|4|4|4|,0.4775977672083498|0.4740291950113379|0.48858024691358026|0.4342653182629388|0.4921727315689981|,0.45689655172413796|0.47023809523809523|0.4666666666666667|0.4024390243902439|0.483695652173913|,0.5086206896551724,0.49137931034482757,0.3505747126436782,0.6494252873563219,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,348|84|90|82|92|,89|91|96|69|,0|0|0|0|,0|0|0|0|,0|0|0|0|,70|77|58|60|,0|0|0|0|,10,3,6,17,21,17
5,400.0|100.0|100.0|100.0|100.0|,1.063768115942029,345|89|91|96|69|,0.0|0.0|0.0|0.0|,0.0|0.0|0.0|0.0|,187|47|47|55|38|,158|42|44|41|31|,0|0|0|0|0|,0|0|0|0|0|,39|10|8|18|3|,41|9|6|20|6|,0|0|0|0|0|,0|0|0|0|0|,80,265,39,665|215|96|314|40|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,1010|304|187|410|109|,610|204|87|310|9|,0|0|0|0|0|,0|0|0|0|0|,401|100|100|101|100|,0|0|0|0|0|,401|100|100|101|100|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,13.0|0|4.0|0|9.0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,388|92|100|96|100|,21|6|4|6|5|,367|86|96|90|95|,4|4|4|4|4|,0.4863369040117622|0.4719101123595506|0.4960753532182103|0.47707790798611116|0.4897080445284604|,0.508695652173913|0.5056179775280899|0.4945054945054945|0.484375|0.5652173913043478|,0.4652173913043478,0.5347826086956522,0.3884057971014493,0.6115942028985507,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,345|89|91|96|69|,86|96|90|95|,0|0|0|0|,0|0|0|0|,0|0|0|0|,57|45|67|39|,0|0|0|0|,7,3,5,6,5,13
6,400.0|100.0|100.0|100.0|100.0|,0.9945504087193461,367|86|96|90|95|,0.0|0.0|0.0|0.0|,0.0|0.0|0.0|0.0|,181|40|49|43|49|,186|46|47|47|46|,0|0|0|0|0|,0|0|0|0|0|,83|15|23|14|31|,76|14|28|9|25|,0|0|0|0|0|,0|0|0|0|0|,159,208,83,1742|419|289|265|769|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,2109|505|385|355|864|,1709|405|285|255|764|,0|0|0|0|0|,0|0|0|0|0|,400|100|100|100|100|,0|0|0|0|0|,400|100|100|100|100|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,15.0|0|10.0|5.0|0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,385|89|100|100|96|,20|4|6|5|5|,365|85|94|95|91|,4|4|4|4|4|,0.4734016883338654|0.4583220659816116|0.490234375|0.4591049382716049|0.4675900277008309|,0.46321525885558584|0.4127906976744186|0.4479166666666667|0.48333333333333334|0.5052631578947369|,0.5177111716621253,0.4822888283378747,0.33787465940054495,0.662125340599455,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,367|86|96|90|95|,85|94|95|91|,0|0|0|0|,0|0|0|0|,0|0|0|0|,72|73|69|83|,0|0|0|0|,9,3,6,22,30,13
7,400.0|100.0|100.0|100.0|100.0|,0.9123287671232877,365|85|94|95|91|,0.0|0.0|0.0|0.0|,0.0|0.0|0.0|0.0|,172|38|40|49|45|,193|47|54|46|46|,0|0|0|0|0|,0|0|0|0|0|,35|6|11|12|6|,33|7|10|14|2|,0|0|0|0|0|,0|0|0|0|0|,68,297,35,628|114|189|306|19|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,993|199|283|401|110|,593|99|183|301|10|,0|0|0|0|0|,0|0|0|0|0|,400|100|100|100|100|,0|0|0|0|0|,400|100|100|100|100|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,50.0|16.0|0|0|34.0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,350|100|78|72|100|,17|6|4|3|4|,333|94|74|69|96|,4|4|4|4|4|,0.48645149183711767|0.489757785467128|0.4818922589406972|0.4696398891966759|0.49553194058688566|,0.4602739726027397|0.49411764705882355|0.44680851063829785|0.4631578947368421|0.43956043956043955|,0.44794520547945205,0.552054794520548,0.3958904109589041,0.6041095890410959,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,365|85|94|95|91|,94|74|69|96|,0|0|0|0|,0|0|0|0|,0|0|0|0|,64|46|51|38|,0|0|0|0|,9,1,0,8,7,10
8,400.0|100.0|100.0|100.0|100.0|,1.1081081081081081,333|94|74|69|96|,0.0|0.0|0.0|0.0|,0.0|0.0|0.0|0.0|,161|45|38|32|46|,172|49|36|37|50|,0|0|0|0|0|,0|0|0|0|0|,63|15|10|10|28|,71|15|18|8|30|,0|0|0|0|0|,0|0|0|0|0|,134,199,63,1209|347|161|143|558|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,1542|441|235|212|654|,1142|341|135|112|554|,0|0|0|0|0|,0|0|0|0|0|,400|100|100|100|100|,0|0|0|0|0|,400|100|100|100|100|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,14.0|0|6.0|8.0|0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,386|98|100|100|88|,17|6|4|3|4|,369|92|96|97|84|,4|4|4|4|4|,0.48363002642281927|0.48129809868718887|0.4655770635500365|0.47122453266120556|0.4964735243055556|,0.44594594594594594|0.48404255319148937|0.4189189189189189|0.43478260869565216|0.4375|,0.49099099099099097,0.509009009009009,0.37237237237237236,0.6276276276276276,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,333|94|74|69|96|,92|96|97|84|,0|0|0|0|,0|0|0|0|,0|0|0|0|,75|72|64|74|,0|0|0|0|,8,3,7,6,17,22
9,400.0|100.0|100.0|100.0|100.0|,0.991869918699187,369|92|96|97|84|,0.0|0.0|0.0|0.0|,0.0|0.0|0.0|0.0|,174|47|47|45|35|,195|45|49|52|49|,0|0|0|0|0|,0|0|0|0|0|,39|8|9|14|8|,45|9|15|19|2|,0|0|0|0|0|,0|0|0|0|0|,84,285,39,600|119|62|203|216|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,969|211|158|300|300|,569|111|58|200|200|,0|0|0|0|0|,0|0|0|0|0|,400|100|100|100|100|,0|0|0|0|0|,400|100|100|100|100|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,19.0|0|12.0|7.0|0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,381|87|100|100|94|,15|4|3|6|2|,366|83|97|94|92|,4|4|4|4|4|,0.4865141266588817|0.48032844990548196|0.48800998263888884|0.47882346689340005|0.49263038548752835|,0.48644986449864497|0.5|0.5|0.4793814432989691|0.4642857142857143|,0.4132791327913279,0.5867208672086721,0.42276422764227645,0.5772357723577236,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,369|92|96|97|84|,83|97|94|92|,0|0|0|0|,0|0|0|0|,0|0|0|0|,48|47|68|65|,0|0|0|0|,0,1,3,11,7,17
