generation,tracking_id,ID,mother_tracking_id,father_tracking_id,MID,FID,PatchID,XCOORD,YCOORD,sex,age,size,mature,newmature,layeggs,state,Species,ClassFile,SubPatchID
0,P1_Y-1_U0,R1_F1_m-1f-1_P1_Y-1_U0,-9999,-9999,-9999,-9999,1,1.0,1.0,MXY,1,0.0,0,0,0.0,0,1,P0_CV0,1
0,P1_Y-1_U1,R1_F1_m-1f-1_P1_Y-1_U1,-9999,-9999,-9999,-9999,1,1.0,1.0,FXX,3,0.0,1,0,1.0,0,1,P0_CV0,1
0,P1_Y-1_U10,R1_F1_m-1f-1_P1_Y-1_U10,-9999,-9999,-9999,-9999,1,1.0,1.0,FXX,1,0.0,0,0,0.0,0,1,P0_CV0,1
0,P1_Y-1_U11,R1_F1_m-1f-1_P1_Y-1_U11,-9999,-9999,-9999,-9999,1,1.0,1.0,FXX,1,0.0,0,0,0.0,0,1,P0_CV0,1
0,P1_Y-1_U12,R1_F1_m-1f-1_P1_Y-1_U12,-9999,-9999,-9999,-9999,1,1.0,1.0,FXX,2,0.0,1,0,1.0,0,1,P0_CV0,1
0,P1_Y-1_U13,R1_F1_m-1f-1_P1_Y-1_U13,-9999,-9999,-9999,-9999,1,1.0,1.0,FXX,3,0.0,1,0,1.0,0,1,P0_CV0,1
0,P1_Y-1_U14,R1_F1_m-1f-1_P1_Y-1_U14,-9999,-9999,-9999,-9999,1,1.0,1.0,FXX,2,0.0,1,0,1.0,0,1,P0_CV0,1
0,P1_Y-1_U15,R1_F1_m-1f-1_P1_Y-1_U15,-9999,-9999,-9999,-9999,1,1.0,1.0,MXY,2,0.0,1,0,0.0,0,1,P0_CV0,1
0,P1_Y-1_U16,R1_F1_m-1f-1_P1_Y-1_U16,-9999,-9999,-9999,-9999,1,1.0,1.0,MXY,2,0.0,1,0,0.0,0,1,P0_CV0,1
0,P1_Y-1_U17,R1_F1_m-1f-1_P1_Y-1_U17,-9999,-9999,-9999,-9999,1,1.0,1.0,MXY,1,0.0,0,0,0.0,0,1,P0_CV0,1
0,P1_Y-1_U18,R1_F1_m-1f-1_P1_Y-1_U18,-9999,-9999,-9999,-9999,1,1.0,1.0,FXX,1,0.0,0,0,0.0,0,1,P0_CV0,1
0,P1_Y-1_U19,R1_F1_m-1f-1_P1_Y-1_U19,-9999,-9999,-9999,-9999,1,1.0,1.0,MXY,3,0.0,1,0,0.0,0,1,P0_CV0,1
0,P1_Y-1_U2,R1_F1_m-1f-1_P1_Y-1_U2,-9999,-9999,-9999,-9999,1,1.0,1.0,MXY,3,0.0,1,0,0.0,0,1,P0_CV0,1
0,P1_Y-1_U20,R1_F1_m-1f-1_P1_Y-1_U20,-9999,-9999,-9999,-9999,1,1.0,1.0,MXY,1,0.0,0,0,0.0,0,1,P0_CV0,1
0,P1_Y-1_U21,R1_F1_m-1f-1_P1_Y-1_U21,-9999,-9999,-9999,-9999,1,1.0,1.0,FXX,2,0.0,1,0,1.0,0,1,P0_CV0,1
0,P1_Y-1_U22,R1_F1_m-1f-1_P1_Y-1_U22,-9999,-9999,-9999,-9999,1,1.0,1.0,MXY,1,0.0,0,0,0.0,0,1,P0_CV0,1
0,P1_Y-1_U23,R1_F1_m-1f-1_P1_Y-1_U23,-9999,-9999,-9999,-9999,1,1.0,1.0,MXY,2,0.0,1,0,0.0,0,1,P0_CV0,1
0,P1_Y-1_U24,R1_F1_m-1f-1_P1_Y-1_U24,-9999,-9999,-9999,-9999,1,1.0,1.0,MXY,3,0.0,1,0,0.0,0,1,P0_CV0,1
0,P1_Y-1_U25,R1_F1_m-1f-1_P1_Y-1_U25,-9999,-9999,-9999,-9999,1,1.0,1.0,FXX,1,0.0,0,0,0.0,0,1,P0_CV0,1
0,P1_Y-1_U26,R1_F1_m-1f-1_P1_Y-1_U26,-9999,-9999,-9999,-9999,1,1.0,1.0,MXY,1,0.0,0,0,0.0,0,1,P0_CV0,1
0,P1_Y-1_U27,R1_F1_m-1f-1_P1_Y-1_U27,-9999,-9999,-9999,-9999,1,1.0,1.0,MXY,1,0.0,0,0,0.0,0,1,P0_CV0,1
0,P1_Y-1_U28,R1_F1_m-1f-1_P1_Y-1_U28,-9999,-9999,-9999,-9999,1,1.0,1.0,FXX,2,0.0,1,0,1.0,0,1,P0_CV0,1
0,P1_Y-1_U29,R1_F1_m-1f-1_P1_Y-1_U29,-9999,-9999,-9999,-9999,1,1.0,1.0,MXY,1,0.0,0,0,0.0,0,1,P0_CV0,1
0,P1_Y-1_U3,R1_F1_m-1f-1_P1_Y-1_U3,-9999,-9999,-9999,-9999,1,1.0,1.0,MXY,2,0.0,1,0,0.0,0,1,P0_CV0,1
0,P1_Y-1_U30,R1_F1_m-1f-1_P1_Y-1_U30,-9999,-9999,-9999,-9999,1,1.0,1.0,MXY,1,0.0,0,0,0.0,0,1,P0_CV0,1
0,P1_Y-1_U31,R1_F1_m-1f-1_P1_Y-1_U31,-9999,-9999,-9999,-9999,1,1.0,1.0,FXX,1,0.0,0,0,0.0,0,1,P0_CV0,1
0,P1_Y-1_U32,R1_F1_m-1f-1_P1_Y-1_U32,-9999,-9999,-9999,-9999,1,1.0,1.0,MXY,2,0.0,1,0,0.0,0,1,P0_CV0,1
0,P1_Y-1_U33,R1_F1_m-1f-1_P1_Y-1_U33,-9999,-9999,-9999,-9999,1,1.0,1.0,FXX,1,0.0,0,0,0.0,0,1,P0_CV0,1
0,P1_Y-1_U34,R1_F1_m-1f-1_P1_Y-1_U34,-9999,-9999,-9999,-9999,1,1.0,1.0,FXX,1,0.0,0,0,0.0,0,1,P0_CV0,1
0,P1_Y-1_U35,R1_F1_m-1f-1_P1_Y-1_U35,-9999,-9999,-9999,-9999,1,1.0,1.0,FXX,2,0.0,1,0,1.0,0,1,P0_CV0,1
0,P1_Y-1_U36,R1_F1_m-1f-1_P1_Y-1_U36,-9999,-9999,-9999,-9999,1,1.0,1.0,FXX,1,0.0,0,0,0.0,0,1,P0_CV0,1
0,P1_Y-1_U37,R1_F1_m-1f-1_P1_Y-1_U37,-9999,-9999,-9999,-9999,1,1.0,1.0,MXY,1,0.0,0,0,0.0,0,1,P0_CV0,1
0,P1_Y-1_U38,R1_F1_m-1f-1_P1_Y-1_U38,-9999,-9999,-9999,-9999,1,1.0,1.0,FXX,2,0.0,1,0,1.0,0,1,P0_CV0,1
0,P1_Y-1_U39,R1_F1_m-1f-1_P1_Y-1_U39,-9999,-9999,-9999,-9999,1,1.0,1.0,MXY,3,0.0,1,0,0.0,0,1,P0_CV0,1
0,P1_Y-1_U4,R1_F1_m-1f-1_P1_Y-1_U4,-9999,-9999,-9999,-9999,1,1.0,1.0,FXX,3,0.0,1,0,1.0,0,1,P0_CV0,1
0,P1_Y-1_U40,R1_F1_m-1f-1_P1_Y-1_U40,-9999,-9999,-9999,-9999,1,1.0,1.0,FXX,2,0.0,1,0,1.0,0,1,P0_CV0,1
0,P1_Y-1_U41,R1_F1_m-1f-1_P1_Y-1_U41,-9999,-9999,-9999,-9999,1,1.0,1.0,FXX,1,0.0,0,0,0.0,0,1,P0_CV0,1
0,P1_Y-1_U42,R1_F1_m-1f-1_P1_Y-1_U42,-9999,-9999,-9999,-9999,1,1.0,1.0,FXX,1,0.0,0,0,0.0,0,1,P0_CV0,1
0,P1_Y-1_U43,R1_F1_m-1f-1_P1_Y-1_U43,-9999,-9999,-9999,-9999,1,1.0,1.0,FXX,3,0.0,1,0,1.0,0,1,P0_CV0,1
0,P1_Y-1_U44,R1_F1_m-1f-1_P1_Y-1_U44,-9999,-9999,-9999,-9999,1,1.0,1.0,FXX,3,0.0,1,0,1.0,0,1,P0_CV0,1
0,P1_Y-1_U45,R1_F1_m-1f-1_P1_Y-1_U45,-9999,-9999,-9999,-9999,1,1.0,1.0,FXX,2,0.0,1,0,1.0,0,1,P0_CV0,1
0,P1_Y-1_U46,R1_F1_m-1f-1_P1_Y-1_U46,-9999,-9999,-9999,-9999,1,1.0,1.0,FXX,2,0.0,1,0,1.0,0,1,P0_CV0,1
0,P1_Y-1_U47,R1_F1_m-1f-1_P1_Y-1_U47,-9999,-9999,-9999,-9999,1,1.0,1.0,FXX,1,0.0,0,0,0.0,0,1,P0_CV0,1
0,P1_Y-1_U48,R1_F1_m-1f-1_P1_Y-1_U48,-9999,-9999,-9999,-9999,1,1.0,1.0,FXX,1,0.0,0,0,0.0,0,1,P0_CV0,1
0,P1_Y-1_U49,R1_F1_m-1f-1_P1_Y-1_U49,-9999,-9999,-9999,-9999,1,1.0,1.0,FXX,1,0.0,0,0,0.0,0,1,P0_CV0,1
0,P1_Y-1_U5,R1_F1_m-1f-1_P1_Y-1_U5,-9999,-9999,-9999,-9999,1,1.0,1.0,MXY,2,0.0,1,0,0.0,0,1,P0_CV0,1
0,P1_Y-1_U50,R1_F1_m-1f-1_P1_Y-1_U50,-9999,-9999,-9999,-9999,1,1.0,1.0,FXX,1,0.0,0,0,0.0,0,1,P0_CV0,1
0,P1_Y-1_U51,R1_F1_m-1f-1_P1_Y-1_U51,-9999,-9999,-9999,-9999,1,1.0,1.0,FXX,1,0.0,0,0,0.0,0,1,P0_CV0,1
0,P1_Y-1_U52,R1_F1_m-1f-1_P1_Y-1_U52,-9999,-9999,-9999,-9999,1,1.0,1.0,MXY,1,0.0,0,0,0.0,0,1,P0_CV0,1
