Year,K,GrowthRate,N_Initial,PopSizes_Mean,PopSizes_Std,N_Females,N_Males,N_YYMales,N_YYFemales,N_MatureFemales,N_MatureMales,N_MatureYYMales,N_MatureYYFemales,MatureCount,ImmatureCount,EggLayEvents,Births,EggDeaths,MyyProgeny,FyyProgeny,Capture_Back,SelectionDeaths_Emigration,MoveDeaths_Emigration,PNratio_Emi,N_beforePacking_AddAge0s,PackingDeaths_Emigration,YYSelectionPackingDeaths_Emi,WildSelectionPackingDeaths_Emi,N_Emigration,Deaths_EmiMort,N_EmiMortality,Capture_Out,SelectionDeaths_Immigration,MoveDeaths_Immigration,PNratio_Immi,PackingDeaths_Immigration,YYSelectionPackingDeaths_Immi,WildSelectionPackingDeaths_Immi,SelectionDeaths_Age0s_Immigration,N_Immigration,Deaths_ImmiMort,N_ImmiMortality,Alleles,He,Ho,p1,p2,q1,q2,MateDist,MateDist_SD,Female_EmigrationDist,Female_EmigrationDist_SD,Male_EmigrationDist,Male_EmigrationDist_SD,Female_FromHomeDist,Female_FromHomeDist_SD,Male_FromHomeDist,Male_FromHomeDist_SD,Female_StrayerDist,Female_StrayerDist_SD,Male_StrayerDist,Male_StrayerDist_SD,Female_HomeAttemptStrayDist,Female_HomeAttemptStrayDist_SD,Male_HomeAttemptStrayDist,Male_HomeAttemptStrayDist_SD,DeseaseStates,Residors,Strayers_1,Strayers_2,Immigrators,ResidentDispersers,ImmigrantDispersers,AA_aa_Mates,AA_AA_Mates,aa_aa_Mates,AA_Aa_Mates,aa_Aa_Mates,Aa_Aa_Mates
0,300.0|100.0|100.0|100.0|,0.84,300|100|100|100|,0.0|0.0|0.0|,0.0|0.0|0.0|,146|54|42|50|,154|46|58|50|,0|0|0|0|,0|0|0|0|,68|29|18|21|,58|9|23|26|,0|0|0|0|,0|0|0|0|,126,174,68,706|312|187|207|,0|0|0|0|,0|0|0|0|,0|0|0|0|,0|0|0|,0|0|0|0|,0|0|0|0|,300.0|100.0|100.0|100.0|,1006|412|287|307|,706|312|187|207|,0|0|0|0|,0|0|0|0|,300|100|100|100|,0|0|0|0|,300|100|100|100|,0|0|0|,0|0|0|0|,0|0|0|0|,300.0|100.0|100.0|100.0|,16.0|16.0|0|0|,0|0|0|0|,0|0|0|0|,0|0|0|,284|100|93|91|,32|17|10|5|,252|83|83|86|,4|4|4|4|,0.49993055555555543|0.4982|0.49995|0.498375|,0.465|0.4|0.49|0.505|,0.49333333333333335,0.5066666666666667,0.505,0.495,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300|100|100|100|,83|83|86|,0|0|0|,0|0|0|,0|0|0|,83|83|86|,0|0|0|,13,3,8,11,23,10
1,300.0|100.0|100.0|100.0|,1.0912698412698412,252|83|83|86|,0.0|0.0|0.0|,0.0|0.0|0.0|,124|43|43|38|,128|40|40|48|,0|0|0|0|,0|0|0|0|,29|6|11|12|,35|14|7|14|,0|0|0|0|,0|0|0|0|,64,188,29,389|119|102|168|,0|0|0|0|,0|0|0|0|,0|0|0|0|,0|0|0|,0|0|0|0|,0|0|0|0|,300.0|100.0|100.0|100.0|,641|202|185|254|,341|102|85|154|,0|0|0|0|,0|0|0|0|,300|100|100|100|,0|0|0|0|,300|100|100|100|,0|0|0|,0|0|0|0|,0|0|0|0|,300.0|100.0|100.0|100.0|,6.0|6.0|0|0|,0|0|0|0|,0|0|0|0|,0|0|0|,294|100|97|97|,19|6|8|5|,275|94|89|92|,4|4|4|4|,0.48935500125976317|0.49012919146465395|0.48947597619393235|0.48478907517577063|,0.5|0.4457831325301205|0.5180722891566265|0.5348837209302325|,0.40476190476190477,0.5952380952380952,0.4603174603174603,0.5396825396825397,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,252|83|83|86|,94|89|92|,0|0|0|,0|0|0|,0|0|0|,94|89|92|,0|0|0|,2,1,1,8,10,7
2,300.0|100.0|100.0|100.0|,0.9781818181818182,275|94|89|92|,0.0|0.0|0.0|,0.0|0.0|0.0|,144|50|52|42|,131|44|37|50|,0|0|0|0|,0|0|0|0|,56|17|20|19|,57|21|19|17|,0|0|0|0|,0|0|0|0|,113,162,56,1020|403|323|294|,0|0|0|0|,0|0|0|0|,0|0|0|0|,0|0|0|,0|0|0|0|,0|0|0|0|,300.0|100.0|100.0|100.0|,1295|497|412|386|,995|397|312|286|,0|0|0|0|,0|0|0|0|,300|100|100|100|,0|0|0|0|,300|100|100|100|,0|0|0|,0|0|0|0|,0|0|0|0|,300.0|100.0|100.0|100.0|,9.0|0|5.0|4.0|,0|0|0|0|,0|0|0|0|,0|0|0|,291|91|100|100|,22|9|7|6|,269|82|93|94|,4|4|4|4|,0.49634710743801647|0.4880885015844274|0.4905946218911754|0.49781427221172025|,0.5436363636363636|0.5797872340425532|0.5393258426966292|0.5108695652173914|,0.4581818181818182,0.5418181818181819,0.5436363636363636,0.45636363636363636,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,275|94|89|92|,82|93|94|,0|0|0|,0|0|0|,0|0|0|,82|93|94|,0|0|0|,5,2,9,6,18,16
3,300.0|100.0|100.0|100.0|,1.0260223048327137,269|82|93|94|,0.0|0.0|0.0|,0.0|0.0|0.0|,138|39|47|52|,131|43|46|42|,0|0|0|0|,0|0|0|0|,23|6|10|7|,26|10|8|8|,0|0|0|0|,0|0|0|0|,49,220,23,300|75|102|123|,0|0|0|0|,0|0|0|0|,0|0|0|0|,0|0|0|,0|0|0|0|,0|0|0|0|,300.0|100.0|100.0|100.0|,569|157|195|217|,269|57|95|117|,0|0|0|0|,0|0|0|0|,300|100|100|100|,0|0|0|0|,300|100|100|100|,0|0|0|,0|0|0|0|,0|0|0|0|,300.0|100.0|100.0|100.0|,6.0|0|6.0|0|,0|0|0|0|,0|0|0|0|,0|0|0|,294|100|100|94|,18|5|6|7|,276|95|94|87|,4|4|4|4|,0.49374663147275466|0.4841983938132064|0.4971094924268702|0.480619058397465|,0.4758364312267658|0.4451219512195122|0.5161290322580645|0.4627659574468085|,0.4312267657992565,0.5687732342007435,0.5390334572490706,0.46096654275092935,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,269|82|93|94|,95|94|87|,0|0|0|,0|0|0|,0|0|0|,95|94|87|,0|0|0|,3,0,1,6,7,6
4,300.0|100.0|100.0|100.0|,0.9710144927536232,276|95|94|87|,0.0|0.0|0.0|,0.0|0.0|0.0|,142|49|48|45|,134|46|46|42|,0|0|0|0|,0|0|0|0|,57|18|22|17|,63|22|23|18|,0|0|0|0|,0|0|0|0|,120,156,57,1174|431|429|314|,0|0|0|0|,0|0|0|0|,0|0|0|0|,0|0|0|,0|0|0|0|,0|0|0|0|,300.0|100.0|100.0|100.0|,1450|526|523|401|,1150|426|423|301|,0|0|0|0|,0|0|0|0|,300|100|100|100|,0|0|0|0|,300|100|100|100|,0|0|0|,0|0|0|0|,0|0|0|0|,300.0|100.0|100.0|100.0|,14.0|4.0|0|10.0|,0|0|0|0|,0|0|0|0|,0|0|0|,286|100|86|100|,18|8|8|2|,268|92|78|98|,4|4|4|4|,0.49503452530980885|0.4896675900277009|0.4903802625622453|0.49867882150878584|,0.4438405797101449|0.38421052631578945|0.4787234042553192|0.47126436781609193|,0.45108695652173914,0.5489130434782609,0.5507246376811594,0.4492753623188406,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,276|95|94|87|,92|78|98|,0|0|0|,0|0|0|,0|0|0|,92|78|98|,0|0|0|,11,3,6,6,17,14
5,300.0|100.0|100.0|100.0|,1.0186567164179106,268|92|78|98|,0.0|0.0|0.0|,0.0|0.0|0.0|,132|42|39|51|,136|50|39|47|,0|0|0|0|,0|0|0|0|,22|8|6|8|,16|7|5|4|,0|0|0|0|,0|0|0|0|,38,230,22,324|86|156|82|,0|0|0|0|,0|0|0|0|,0|0|0|0|,0|0|0|,0|0|0|0|,0|0|0|0|,300.0|100.0|100.0|100.0|,592|178|234|180|,292|78|134|80|,0|0|0|0|,0|0|0|0|,300|100|100|100|,0|0|0|0|,300|100|100|100|,0|0|0|,0|0|0|0|,0|0|0|0|,300.0|100.0|100.0|100.0|,12.0|0|6.0|6.0|,0|0|0|0|,0|0|0|0|,0|0|0|,288|88|100|100|,15|3|7|5|,273|85|93|95|,4|4|4|4|,0.49188989752728884|0.4904005198487713|0.48812458908612744|0.4909933361099542|,0.4701492537313433|0.47282608695652173|0.46794871794871795|0.46938775510204084|,0.43097014925373134,0.5690298507462687,0.5578358208955224,0.44216417910447764,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,268|92|78|98|,85|93|95|,0|0|0|,0|0|0|,0|0|0|,85|93|95|,0|0|0|,3,0,2,6,8,3
6,300.0|100.0|100.0|100.0|,1.0036630036630036,273|85|93|95|,0.0|0.0|0.0|,0.0|0.0|0.0|,140|39|61|40|,133|46|32|55|,0|0|0|0|,0|0|0|0|,63|17|33|13|,60|21|18|21|,0|0|0|0|,0|0|0|0|,123,150,63,799|225|413|161|,0|0|0|0|,0|0|0|0|,0|0|0|0|,0|0|0|,0|0|0|0|,0|0|0|0|,300.0|100.0|100.0|100.0|,1072|310|506|256|,772|210|406|156|,0|0|0|0|,0|0|0|0|,302|100|102|100|,0|0|0|0|,302|100|102|100|,0|0|0|,0|0|0|0|,0|0|0|0|,300.0|100.0|100.0|100.0|,9.0|0|9.0|0|,0|0|0|0|,0|0|0|0|,0|0|0|,293|100|100|93|,19|6|10|3|,274|94|90|90|,4|4|4|4|,0.4727019012733299|0.47242214532871973|0.46516938374378547|0.4777839335180055|,0.45054945054945056|0.4647058823529412|0.44623655913978494|0.4421052631578947|,0.40293040293040294,0.5970695970695971,0.6336996336996337,0.3663003663003663,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,273|85|93|95|,94|90|90|,0|0|0|,0|0|0|,0|0|0|,94|90|90|,0|0|0|,7,2,7,12,20,15
7,300.0|100.0|100.0|100.0|,0.9416058394160584,274|94|90|90|,0.0|0.0|0.0|,0.0|0.0|0.0|,136|46|47|43|,138|48|43|47|,0|0|0|0|,0|0|0|0|,28|5|19|4|,35|10|16|9|,0|0|0|0|,0|0|0|0|,63,211,28,280|18|262|0|,0|0|0|0|,0|0|0|0|,0|0|0|0|,0|0|0|,0|0|0|0|,0|0|0|0|,300.0|100.0|100.0|100.0|,554|112|352|90|,264|12|252|0|,0|0|0|0|,0|0|0|0|,290|100|100|90|,0|0|0|0|,290|100|100|90|,0|0|0|,0|0|0|0|,0|0|0|0|,300.0|100.0|100.0|100.0|,7.0|0|7.0|0|,0|0|0|0|,0|0|0|0|,0|0|0|,283|90|100|93|,25|6|9|10|,258|84|91|83|,4|4|4|4|,0.4906195055676913|0.4886543684925304|0.48265432098765426|0.49197530864197536|,0.4835766423357664|0.4734042553191489|0.45555555555555555|0.5222222222222223|,0.42883211678832117,0.5711678832116789,0.5656934306569343,0.4343065693430657,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,274|94|90|90|,84|91|83|,0|0|0|,0|0|0|,0|0|0|,84|91|83|,0|0|0|,1,1,1,8,13,4
8,300.0|100.0|100.0|100.0|,1.0891472868217054,258|84|91|83|,0.0|0.0|0.0|,0.0|0.0|0.0|,125|37|41|47|,133|47|50|36|,0|0|0|0|,0|0|0|0|,83|19|37|27|,92|28|46|18|,0|0|0|0|,0|0|0|0|,175,83,83,1576|252|889|435|,0|0|0|0|,0|0|0|0|,0|0|0|0|,0|0|0|,0|0|0|0|,0|0|0|0|,300.0|100.0|100.0|100.0|,1834|336|980|518|,1534|236|880|418|,0|0|0|0|,0|0|0|0|,300|100|100|100|,0|0|0|0|,300|100|100|100|,0|0|0|,0|0|0|0|,0|0|0|0|,300.0|100.0|100.0|100.0|,6.0|0|0|6.0|,0|0|0|0|,0|0|0|0|,0|0|0|,294|98|96|100|,13|5|5|3|,281|93|91|97|,4|4|4|4|,0.48479283095967796|0.4790249433106576|0.48113150585678055|0.48838728407606324|,0.4786821705426357|0.4523809523809524|0.46703296703296704|0.5180722891566265|,0.437984496124031,0.562015503875969,0.6065891472868217,0.39341085271317827,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,258|84|91|83|,93|91|97|,0|0|0|,0|0|0|,0|0|0|,93|91|97|,0|0|0|,7,1,9,4,34,28
9,300.0|100.0|100.0|100.0|,0.9928825622775801,281|93|91|97|,0.0|0.0|0.0|,0.0|0.0|0.0|,133|49|42|42|,148|44|49|55|,0|0|0|0|,0|0|0|0|,20|4|9|7|,20|7|4|9|,0|0|0|0|,0|0|0|0|,40,241,20,237|45|149|43|,0|0|0|0|,0|0|0|0|,0|0|0|0|,0|0|0|,0|0|0|0|,0|0|0|0|,300.0|100.0|100.0|100.0|,518|138|240|140|,218|38|140|40|,0|0|0|0|,0|0|0|0|,300|100|100|100|,0|0|0|0|,300|100|100|100|,0|0|0|,0|0|0|0|,0|0|0|0|,300.0|100.0|100.0|100.0|,0|0|0|0|,0|0|0|0|,0|0|0|0|,0|0|0|,300|100|100|100|,21|8|8|5|,279|92|92|95|,4|4|4|4|,0.4886272970200479|0.47358076078159317|0.49320734210844097|0.49264002550749275|,0.5124555160142349|0.4731182795698925|0.532967032967033|0.5309278350515464|,0.40391459074733094,0.5960854092526691,0.5462633451957295,0.45373665480427045,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,281|93|91|97|,92|92|95|,0|0|0|,0|0|0|,0|0|0|,92|92|95|,0|0|0|,2,1,0,4,5,8
