PatchID,XCOORD,YCOORD,ID,MID,FID,sex,age,size,mature,newmature,layeggs,capture,recapture,state,CDist,Hindex,Species,ClassFile,SubPatchID,L0A0,L0A1,L1A0,L1A1
1,1.0,0.0,RD1_F2_m2f3_P2_Y5_UO142,RD2_F3_m1f2_P1_Y3_UO132,RD3_F1_m3f1_P3_Y3_UO154,MXY,1,0.0,0,0,0.0,0,0,0,-9999.0,0.5625,1,P0_CV0,1,1,1,1,1
1,1.0,0.0,RD1_F3_m3f2_P3_Y5_UO88,RD3_F2_m1f2_P1_Y3_UO136,RD2_F3_m1f2_P1_Y3_UO91,MXY,1,0.0,0,0,0.0,0,0,0,-9999.0,0.5,1,P0_CV0,1,0,2,2,0
1,1.0,0.0,RD1_F3_m3f2_P3_Y5_UO90,RD3_F2_m1f2_P1_Y3_UO136,RD2_F3_m1f2_P1_Y3_UO91,FXX,1,0.0,0,0,0.0,0,0,0,-9999.0,0.5,1,P0_CV0,1,1,1,2,0
1,1.0,0.0,RD1_F3_m3f2_P3_Y5_UO92,RD3_F2_m1f2_P1_Y3_UO136,RD2_F3_m1f2_P1_Y3_UO91,MXY,1,0.0,0,0,0.0,0,0,0,-9999.0,0.5,1,P0_CV0,1,0,2,2,0
1,1.0,0.0,RD1_F3_m3f2_P3_Y5_UO93,RD3_F2_m1f2_P1_Y3_UO136,RD2_F3_m1f2_P1_Y3_UO91,MXY,1,0.0,0,0,0.0,0,0,0,-9999.0,0.5,1,P0_CV0,1,0,2,2,0
1,1.0,0.0,RD1_F3_m3f2_P3_Y5_UO95,RD3_F2_m1f2_P1_Y3_UO136,RD2_F3_m1f2_P1_Y3_UO91,MXY,1,0.0,0,0,0.0,0,0,0,-9999.0,0.5,1,P0_CV0,1,1,1,2,0
1,1.0,0.0,RD1_F3_m3f1_P3_Y5_UO97,RD3_F2_m1f2_P1_Y3_UO76,RD1_F2_m3f1_P3_Y3_UO18,MXY,1,0.0,0,0,0.0,0,0,0,-9999.0,0.5625,1,P0_CV0,1,1,1,2,0
1,1.0,0.0,RD1_F3_m3f1_P3_Y5_UO98,RD3_F2_m1f2_P1_Y3_UO76,RD1_F2_m3f1_P3_Y3_UO18,MXY,1,0.0,0,0,0.0,0,0,0,-9999.0,0.5625,1,P0_CV0,1,2,0,2,0
1,1.0,0.0,RD1_F3_m3f1_P3_Y5_UO99,RD3_F2_m1f2_P1_Y3_UO76,RD1_F2_m3f1_P3_Y3_UO18,FXX,1,0.0,0,0,0.0,0,0,0,-9999.0,0.5625,1,P0_CV0,1,2,0,2,0
1,1.0,0.0,RD1_F3_m3f2_P3_Y5_UO109,RD3_F1_m3f1_P3_Y3_UO152,RD2_F1_m2f1_P2_Y3_UO70,FXX,1,0.0,0,0,0.0,0,0,0,-9999.0,0.5,1,P0_CV0,1,0,2,0,2
1,1.0,0.0,RD1_F3_m3f2_P3_Y5_UO110,RD3_F1_m3f1_P3_Y3_UO152,RD2_F1_m2f1_P2_Y3_UO70,FXX,1,0.0,0,0,0.0,0,0,0,-9999.0,0.5,1,P0_CV0,1,0,2,1,1
1,1.0,0.0,RD1_F2_m3f1_P3_Y4_UO19,RD3_F2_m1f3_P1_Y2_UO6,RD1_F3_m2f3_P2_Y2_UO62,MXY,2,0.0,1,0,0.0,0,0,0,-9999.0,0.3125,1,P0_CV0,1,1,1,2,0
1,1.0,0.0,RD1_F2_m1f2_P1_Y4_UO75,RD1_F3_m2f1_P2_Y2_UO22,RD2_F1_m2f1_P2_Y2_UO136,MXY,2,0.0,1,0,0.0,0,0,0,-9999.0,0.1875,1,P0_CV0,1,0,2,0,2
1,1.0,0.0,RD1_F2_m3f1_P3_Y4_UO18,RD3_F2_m1f3_P1_Y2_UO6,RD1_F3_m2f3_P2_Y2_UO62,MXY,2,0.0,1,0,0.0,0,0,0,-9999.0,0.3125,1,P0_CV0,1,2,0,1,1
1,1.0,0.0,RD1_F2_m1f3_P1_Y4_UO174,RD1_F3_m2f3_P2_Y2_UO155,RD3_F1_m2f3_P2_Y2_UO70,MXY,2,0.0,1,0,0.0,0,0,0,-9999.0,0.3125,1,P0_CV0,1,1,1,1,1
1,1.0,0.0,RD1_F3_m1f3_P1_Y4_UO45,RD1_F2_m3f2_P3_Y2_UO78,RD3_F2_m3f1_P3_Y2_UO196,MXY,2,0.0,1,0,0.0,0,0,0,-9999.0,0.3125,1,P0_CV0,1,1,1,1,1
1,1.0,0.0,RD1_F3_m1f3_P1_Y4_UO29,RD1_F2_m3f2_P3_Y2_UO52,RD3_F1_m2f3_P2_Y1_UO154,MXY,2,0.0,1,0,0.0,0,0,0,-9999.0,0.5,1,P0_CV0,1,2,0,1,1
1,1.0,0.0,RD1_F3_m2f3_P2_Y4_UO182,RD2_F3_m2f3_P2_Y2_UO84,RD3_F1_m2f3_P2_Y2_UO70,FXX,2,0.0,1,0,1.0,0,0,0,-9999.0,0.375,1,P0_CV0,1,1,1,1,1
1,1.0,0.0,RD1_F3_m1f3_P1_Y4_UO216,RD1_F3_m2f3_P2_Y2_UO186,RD3_F2_m1f2_P1_Y2_UO111,MXY,2,0.0,1,0,0.0,0,0,0,-9999.0,0.3125,1,P0_CV0,1,1,1,0,2
1,1.0,0.0,RD1_F3_m2f1_P2_Y4_UO66,RD2_F1_m3f1_P3_Y2_UO4,RD1_F2_m3f1_P3_Y2_UO93,MXY,2,0.0,1,0,0.0,0,0,0,-9999.0,0.25,1,P0_CV0,1,0,2,1,1
1,1.0,0.0,RD1_F3_m1f3_P1_Y4_UO218,RD1_F3_m2f3_P2_Y2_UO186,RD3_F2_m1f2_P1_Y2_UO111,FXX,2,0.0,1,0,1.0,0,0,0,-9999.0,0.3125,1,P0_CV0,1,1,1,2,0
1,1.0,0.0,RD1_F3_m2f1_P2_Y4_UO73,RD2_F3_m1f2_P1_Y2_UO107,RD1_F2_m3f1_P3_Y2_UO86,MXY,2,0.0,1,0,0.0,0,0,0,-9999.0,0.3125,1,P0_CV0,1,1,1,1,1
1,1.0,0.0,RD1_F3_m1f3_P1_Y4_UO46,RD1_F2_m3f1_P3_Y2_UO0,RD3_F2_m3f1_P3_Y2_UO192,MXY,2,0.0,1,0,0.0,0,0,0,-9999.0,0.375,1,P0_CV0,1,1,1,2,0
1,1.0,0.0,RD1_F3_m2f1_P2_Y4_UO72,RD2_F3_m1f2_P1_Y2_UO107,RD1_F2_m3f1_P3_Y2_UO86,MXY,2,0.0,1,0,0.0,0,0,0,-9999.0,0.3125,1,P0_CV0,1,1,1,1,1
1,1.0,0.0,RD1_F3_m2f1_P2_Y4_UO142,RD2_F1_m3f1_P3_Y2_UO4,RD1_F3_m1f2_P1_Y2_UO205,FXX,2,0.0,1,0,1.0,0,0,0,-9999.0,0.4375,1,P0_CV0,1,0,2,2,0
1,1.0,0.0,RD1_F3_m1f3_P1_Y4_UO48,RD1_F2_m3f1_P3_Y2_UO0,RD3_F2_m3f1_P3_Y2_UO192,MXY,2,0.0,1,0,0.0,0,0,0,-9999.0,0.375,1,P0_CV0,1,2,0,1,1
1,1.0,0.0,RD1_F3_m1f3_P1_Y4_UO30,RD1_F2_m3f2_P3_Y2_UO52,RD3_F1_m2f3_P2_Y1_UO154,FXX,2,0.0,1,0,1.0,0,0,0,-9999.0,0.5,1,P0_CV0,1,2,0,2,0
1,1.0,0.0,RD1_F2_m1f2_P1_Y3_UO132,RD1_F2_m3f2_P3_Y1_UO41,RD2_F1_m2f1_P2_Y1_UO122,FXX,3,0.0,1,0,1.0,0,0,0,-9999.0,0.5,1,P0_CV0,1,1,1,0,2
1,1.0,0.0,RD1_F3_m1f2_P1_Y3_UO134,RD1_F2_m3f2_P3_Y1_UO41,RD2_F1_m2f1_P2_Y1_UO122,FXX,3,0.0,1,0,1.0,0,0,0,-9999.0,0.5,1,P0_CV0,1,1,1,1,1
1,1.0,0.0,RD1_F3_m1f2_P1_Y3_UO76,RD1_F2_m3f2_P3_Y1_UO41,RD2_F1_m3f1_P3_Y1_UO29,FXX,3,0.0,1,0,1.0,0,0,0,-9999.0,0.625,1,P0_CV0,1,2,0,2,0
1,1.0,0.0,RD1_F2_m3f1_P3_Y2_UO196,RD3_F2_m3f1_P3_Y0_UO30,RD1_F3_m1f3_P1_Y0_UO90,MXY,4,0.0,1,0,0.0,0,0,0,-9999.0,0.375,1,P0_CV0,1,1,1,0,2
