Year,ID,PatchID,Lineage
9,P2_Y8_UO2,1,0
8,P3_Y6_UO126,2,0
7,P3_Y6_UO126,1,0
6,P3_Y4_UO104,3,0
5,P3_Y4_UO104,2,0
4,P3_Y2_UO3,3,0
3,P3_Y2_UO3,2,0
2,P2_Y0_UO133,3,0
1,P2_Y0_UO133,1,0
0,P2_Y-1_U39,2,0
0,P1_Y-1_U67,1,0
2,P1_Y0_UO11,1,0
1,P1_Y0_UO11,2,0
0,P1_Y-1_U1,1,0
0,P2_Y-1_U53,2,0
4,P2_Y2_UO89,2,0
3,P2_Y2_UO89,1,0
2,P2_Y0_UO68,2,0
1,P2_Y0_UO68,3,0
0,P2_Y-1_U90,2,0
0,P3_Y-1_U61,3,0
2,P2_Y-1_U22,1,0
1,P2_Y-1_U22,3,0
0,P2_Y-1_U22,2,0
6,P2_Y4_UO205,1,0
5,P2_Y4_UO205,3,0
4,P2_Y2_UO84,2,0
3,P2_Y2_UO84,1,0
2,P2_Y0_UO68,2,0
1,P2_Y0_UO68,3,0
0,P2_Y-1_U90,2,0
0,P3_Y-1_U61,3,0
2,P2_Y-1_U22,1,0
1,P2_Y-1_U22,3,0
0,P2_Y-1_U22,2,0
4,P3_Y2_UO5,3,0
3,P3_Y2_UO5,2,0
2,P2_Y0_UO133,3,0
1,P2_Y0_UO133,1,0
0,P2_Y-1_U39,2,0
0,P1_Y-1_U67,1,0
2,P2_Y0_UO70,2,0
1,P2_Y0_UO70,3,0
0,P2_Y-1_U90,2,0
0,P3_Y-1_U61,3,0
8,P3_Y5_UO89,1,0
7,P3_Y5_UO89,3,0
6,P3_Y5_UO89,1,0
5,P2_Y3_UO50,3,0
4,P2_Y3_UO50,1,0
3,P2_Y1_UO149,2,0
2,P2_Y1_UO149,3,0
1,P1_Y-1_U62,2,0
0,P1_Y-1_U62,1,0
1,P3_Y-1_U31,1,0
0,P3_Y-1_U31,3,0
3,P1_Y1_UO27,1,0
2,P1_Y1_UO27,2,0
1,P2_Y-1_U27,1,0
0,P2_Y-1_U27,2,0
1,P3_Y-1_U77,2,0
0,P3_Y-1_U77,3,0
5,P1_Y2_UO173,2,0
4,P1_Y2_UO173,1,0
3,P1_Y2_UO173,2,0
2,P3_Y0_UO176,1,0
1,P3_Y0_UO176,2,0
0,P3_Y-1_U35,3,0
0,P1_Y-1_U67,1,0
2,P1_Y0_UO3,2,0
1,P1_Y0_UO3,3,0
0,P1_Y-1_U13,1,0
0,P3_Y-1_U39,3,0
9,P2_Y8_UO8,1,1
8,P3_Y6_UO126,2,1
7,P3_Y6_UO126,1,1
6,P3_Y4_UO104,3,1
5,P3_Y4_UO104,2,1
4,P3_Y2_UO3,3,1
3,P3_Y2_UO3,2,1
2,P2_Y0_UO133,3,1
1,P2_Y0_UO133,1,1
0,P2_Y-1_U39,2,1
0,P1_Y-1_U67,1,1
2,P1_Y0_UO11,1,1
1,P1_Y0_UO11,2,1
0,P1_Y-1_U1,1,1
0,P2_Y-1_U53,2,1
4,P2_Y2_UO89,2,1
3,P2_Y2_UO89,1,1
2,P2_Y0_UO68,2,1
1,P2_Y0_UO68,3,1
0,P2_Y-1_U90,2,1
0,P3_Y-1_U61,3,1
2,P2_Y-1_U22,1,1
1,P2_Y-1_U22,3,1
0,P2_Y-1_U22,2,1
6,P2_Y4_UO205,1,1
5,P2_Y4_UO205,3,1
4,P2_Y2_UO84,2,1
3,P2_Y2_UO84,1,1
2,P2_Y0_UO68,2,1
1,P2_Y0_UO68,3,1
0,P2_Y-1_U90,2,1
0,P3_Y-1_U61,3,1
2,P2_Y-1_U22,1,1
1,P2_Y-1_U22,3,1
0,P2_Y-1_U22,2,1
4,P3_Y2_UO5,3,1
3,P3_Y2_UO5,2,1
2,P2_Y0_UO133,3,1
1,P2_Y0_UO133,1,1
0,P2_Y-1_U39,2,1
0,P1_Y-1_U67,1,1
2,P2_Y0_UO70,2,1
1,P2_Y0_UO70,3,1
0,P2_Y-1_U90,2,1
0,P3_Y-1_U61,3,1
8,P3_Y5_UO89,1,1
7,P3_Y5_UO89,3,1
6,P3_Y5_UO89,1,1
5,P2_Y3_UO50,3,1
4,P2_Y3_UO50,1,1
3,P2_Y1_UO149,2,1
2,P2_Y1_UO149,3,1
1,P1_Y-1_U62,2,1
0,P1_Y-1_U62,1,1
1,P3_Y-1_U31,1,1
0,P3_Y-1_U31,3,1
3,P1_Y1_UO27,1,1
2,P1_Y1_UO27,2,1
1,P2_Y-1_U27,1,1
0,P2_Y-1_U27,2,1
1,P3_Y-1_U77,2,1
0,P3_Y-1_U77,3,1
5,P1_Y2_UO173,2,1
4,P1_Y2_UO173,1,1
3,P1_Y2_UO173,2,1
2,P3_Y0_UO176,1,1
1,P3_Y0_UO176,2,1
0,P3_Y-1_U35,3,1
0,P1_Y-1_U67,1,1
2,P1_Y0_UO3,2,1
1,P1_Y0_UO3,3,1
0,P1_Y-1_U13,1,1
0,P3_Y-1_U39,3,1
9,P2_Y8_UO155,1,2
8,P2_Y6_UO62,2,2
7,P2_Y6_UO62,1,2
6,P3_Y4_UO81,2,2
5,P3_Y4_UO81,1,2
4,P3_Y2_UO153,3,2
3,P3_Y2_UO153,2,2
2,P3_Y0_UO72,3,2
1,P3_Y0_UO72,1,2
0,P3_Y-1_U55,3,2
0,P2_Y-1_U44,2,2
2,P1_Y0_UO2,1,2
1,P1_Y0_UO2,2,2
0,P1_Y-1_U13,1,2
0,P3_Y-1_U39,3,2
4,P1_Y2_UO173,1,2
3,P1_Y2_UO173,2,2
2,P3_Y0_UO176,1,2
1,P3_Y0_UO176,2,2
0,P3_Y-1_U35,3,2
0,P1_Y-1_U67,1,2
2,P1_Y0_UO3,2,2
1,P1_Y0_UO3,3,2
0,P1_Y-1_U13,1,2
0,P3_Y-1_U39,3,2
6,P1_Y4_UO68,3,2
5,P1_Y4_UO68,2,2
4,P3_Y2_UO67,1,2
3,P3_Y2_UO67,2,2
2,P3_Y0_UO35,3,2
1,P3_Y0_UO35,1,2
0,P3_Y-1_U11,3,2
0,P1_Y-1_U7,1,2
2,P2_Y0_UO57,1,2
1,P2_Y0_UO57,3,2
0,P2_Y-1_U93,2,2
0,P3_Y-1_U14,3,2
4,P1_Y2_UO144,3,2
3,P1_Y2_UO144,2,2
2,P1_Y0_UO16,1,2
1,P1_Y0_UO16,3,2
0,P1_Y-1_U35,1,2
0,P3_Y-1_U50,3,2
2,P3_Y0_UO175,3,2
1,P3_Y0_UO175,1,2
0,P3_Y-1_U35,3,2
0,P1_Y-1_U67,1,2
8,P2_Y6_UO4,1,2
7,P2_Y6_UO4,3,2
6,P1_Y4_UO201,2,2
5,P1_Y4_UO201,3,2
4,P3_Y2_UO47,1,2
3,P3_Y2_UO47,2,2
2,P3_Y0_UO115,3,2
1,P3_Y0_UO115,2,2
0,P3_Y-1_U18,3,2
0,P2_Y-1_U13,2,2
2,P3_Y0_UO179,1,2
1,P3_Y0_UO179,2,2
0,P3_Y-1_U35,3,2
0,P1_Y-1_U67,1,2
4,P3_Y0_UO34,3,2
3,P3_Y0_UO34,2,2
2,P3_Y0_UO34,3,2
1,P3_Y0_UO34,1,2
0,P3_Y-1_U11,3,2
0,P1_Y-1_U7,1,2
6,P3_Y4_UO126,3,2
5,P3_Y4_UO126,2,2
4,P3_Y2_UO0,3,2
3,P3_Y2_UO0,2,2
2,P2_Y0_UO133,3,2
1,P2_Y0_UO133,1,2
0,P2_Y-1_U39,2,2
0,P1_Y-1_U67,1,2
2,P1_Y0_UO11,1,2
