Year,Ages,N_Initial_Age,AgeSize_Mean,AgeSize_Std,Size_Classes,N_Initial_Class,ClassSize_Mean,ClassSize_Std,N_GrowthBack,Capture_Back,N_BeforePacking_AddAge0s,PackingDeaths_Emigration,N_AfterEmigration,Deaths_AfterEmiMort_Age,Deaths_AfterEmiMort_Size,N_GrowthOut,Capture_Out,PackingDeaths_Immigration,N_Immigration,Deaths_AfterImmiMort_Age,Deaths_AfterImmiMort_Size
0,0|1|2|,162|77|61|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,162|77|61|,nan|nan|nan|,nan|nan|nan|,0|162|138|,0|0|0|,564|162|138|,0|0|0|,187|61|51|,0|0|0|,0|0|0|,187|61|51|,0|0|0|,0|0|0|,184|60|49|,3|4|20|,0|0|0|
1,0|1|2|,181|56|29|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,181|56|29|,nan|nan|nan|,nan|nan|nan|,0|181|85|,0|0|0|,449|181|85|,0|0|0|,182|85|33|,0|0|0|,0|0|0|,182|85|33|,0|0|0|,0|0|0|,169|83|33|,4|6|13|,0|0|0|
2,0|1|2|,165|77|20|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,165|77|20|,nan|nan|nan|,nan|nan|nan|,0|165|97|,0|0|0|,609|165|97|,0|0|0|,201|60|39|,0|0|0|,0|0|0|,201|60|39|,0|0|0|,0|0|0|,195|59|39|,6|5|21|,0|0|0|
3,0|1|2|,189|54|18|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,189|54|18|,nan|nan|nan|,nan|nan|nan|,0|189|72|,0|0|0|,488|189|72|,0|0|0|,169|89|42|,0|0|0|,0|0|0|,169|89|42|,0|0|0|,0|0|0|,166|89|42|,2|7|13|,0|0|0|
4,0|1|2|,164|82|29|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,164|82|29|,nan|nan|nan|,nan|nan|nan|,0|164|111|,0|0|0|,768|164|111|,0|0|0|,215|48|37|,0|0|0|,0|0|0|,215|48|37|,0|0|0|,0|0|0|,202|48|36|,3|2|15|,0|0|0|
5,0|1|2|,199|46|21|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,199|46|21|,nan|nan|nan|,nan|nan|nan|,0|199|67|,0|0|0|,553|199|67|,0|0|0|,204|69|27|,0|0|0|,0|0|0|,204|69|27|,0|0|0|,0|0|0|,198|67|26|,3|5|10|,0|0|0|
6,0|1|2|,195|62|16|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,195|62|16|,nan|nan|nan|,nan|nan|nan|,0|195|78|,0|0|0|,513|195|78|,0|0|0|,190|75|35|,0|0|0|,0|0|0|,190|75|35|,0|0|0|,0|0|0|,187|71|35|,2|3|12|,0|0|0|
7,0|1|2|,185|68|23|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,185|68|23|,nan|nan|nan|,nan|nan|nan|,0|185|91|,0|0|0|,723|185|91|,0|0|0|,206|59|35|,0|0|0|,0|0|0|,206|59|35|,0|0|0|,0|0|0|,196|56|32|,2|1|16|,0|0|0|
8,0|1|2|,194|55|16|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,194|55|16|,nan|nan|nan|,nan|nan|nan|,0|194|71|,0|0|0|,724|194|71|,0|0|0|,194|79|27|,0|0|0|,0|0|0|,194|79|27|,0|0|0|,0|0|0|,192|79|27|,4|6|10|,0|0|0|
9,0|1|2|,188|73|17|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,188|73|17|,nan|nan|nan|,nan|nan|nan|,0|188|90|,0|0|0|,893|188|90|,0|0|0|,226|45|29|,0|0|0|,0|0|0|,226|45|29|,0|0|0|,0|0|0|,218|42|28|,4|0|7|,0|0|0|
10,0|1|2|,214|42|21|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,214|42|21|,nan|nan|nan|,nan|nan|nan|,NA|NA|NA|,NA|NA|NA|,NA|NA|NA|,NA|NA|NA|,NA|NA|NA|,NA|NA|NA|,NA|NA|NA|,NA|NA|NA|,NA|NA|NA|,NA|NA|NA|,NA|NA|NA|,NA|NA|NA|,NA|NA|NA|
