Year,Ages,N_Initial_Age,AgeSize_Mean,AgeSize_Std,Size_Classes,N_Initial_Class,ClassSize_Mean,ClassSize_Std,N_GrowthBack,Capture_Back,N_BeforePacking_AddAge0s,PackingDeaths_Emigration,N_AfterEmigration,Deaths_AfterEmiMort_Age,Deaths_AfterEmiMort_Size,N_GrowthOut,Capture_Out,PackingDeaths_Immigration,N_Immigration,Deaths_AfterImmiMort_Age,Deaths_AfterImmiMort_Size
0,0|1|2|,559|301|140|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,559|301|140|,nan|nan|nan|,nan|nan|nan|,0|559|441|,0|0|0|,3236|559|441|,0|0|0|,746|151|103|,0|0|0|,0|0|0|,746|151|103|,0|0|0|,0|0|0|,651|139|91|,11|8|36|,0|0|0|
1,0|1|2|,640|131|55|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,640|131|55|,nan|nan|nan|,nan|nan|nan|,0|640|186|,0|0|0|,1130|640|186|,0|0|0|,486|397|104|,0|0|0|,0|0|0|,486|397|104|,0|0|0|,0|0|0|,437|346|92|,11|23|37|,0|0|0|
2,0|1|2|,426|323|55|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,426|323|55|,nan|nan|nan|,nan|nan|nan|,0|426|378|,0|0|0|,3016|426|378|,0|0|0|,766|129|105|,0|0|0|,0|0|0|,766|129|105|,0|0|0|,0|0|0|,663|111|91|,17|5|34|,0|0|0|
3,0|1|2|,646|106|57|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,646|106|57|,nan|nan|nan|,nan|nan|nan|,0|646|163|,0|0|0|,1167|646|163|,0|0|0|,447|405|89|,0|0|0|,0|0|0|,447|405|89|,0|0|0|,0|0|0|,415|360|77|,13|22|28|,0|0|0|
4,0|1|2|,402|338|49|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,402|338|49|,nan|nan|nan|,nan|nan|nan|,0|402|387|,0|0|0|,2999|402|387|,0|0|0|,775|130|95|,0|0|0|,0|0|0|,775|130|95|,0|0|0|,0|0|0|,690|112|90|,18|2|41|,0|0|0|
5,0|1|2|,672|110|49|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,672|110|49|,nan|nan|nan|,nan|nan|nan|,0|672|159|,0|0|0|,1101|672|159|,0|0|0|,468|412|95|,0|0|0|,0|0|0|,468|412|95|,0|0|0|,0|0|0|,428|369|85|,6|17|36|,0|0|0|
6,0|1|2|,422|352|49|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,422|352|49|,nan|nan|nan|,nan|nan|nan|,0|422|401|,0|0|0|,3750|422|401|,0|0|0|,783|125|92|,0|0|0|,0|0|0|,783|125|92|,0|0|0|,0|0|0|,681|107|85|,18|4|34|,0|0|0|
7,0|1|2|,663|103|51|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,663|103|51|,nan|nan|nan|,nan|nan|nan|,0|663|154|,0|0|0|,1064|663|154|,0|0|0|,457|408|86|,0|0|0|,0|0|0|,457|408|86|,0|0|0|,0|0|0|,407|367|78|,4|14|25|,0|0|0|
8,0|1|2|,403|353|53|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,403|353|53|,nan|nan|nan|,nan|nan|nan|,0|403|406|,0|0|0|,4116|403|406|,0|0|0|,809|107|83|,0|0|0|,0|0|0|,809|107|83|,0|0|0|,0|0|0|,705|92|78|,20|3|38|,0|0|0|
9,0|1|2|,685|89|40|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,685|89|40|,nan|nan|nan|,nan|nan|nan|,0|685|129|,0|0|0|,848|685|129|,0|0|0|,433|465|82|,0|0|0|,0|0|0|,433|465|82|,0|0|0|,0|0|0|,382|423|75|,6|19|32|,0|0|0|
10,0|1|2|,376|404|43|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,376|404|43|,nan|nan|nan|,nan|nan|nan|,NA|NA|NA|,NA|NA|NA|,NA|NA|NA|,NA|NA|NA|,NA|NA|NA|,NA|NA|NA|,NA|NA|NA|,NA|NA|NA|,NA|NA|NA|,NA|NA|NA|,NA|NA|NA|,NA|NA|NA|,NA|NA|NA|
