Year,K,GrowthRate,N_Initial,PopSizes_Mean,PopSizes_Std,N_Females,N_Males,N_YYMales,N_YYFemales,N_MatureFemales,N_MatureMales,N_MatureYYMales,N_MatureYYFemales,MatureCount,ImmatureCount,EggLayEvents,Births,EggDeaths,MyyProgeny,FyyProgeny,Capture_Back,SelectionDeaths_Emigration,MoveDeaths_Emigration,PNratio_Emi,N_beforePacking_AddAge0s,PackingDeaths_Emigration,YYSelectionPackingDeaths_Emi,WildSelectionPackingDeaths_Emi,N_Emigration,Deaths_EmiMort,N_EmiMortality,Capture_Out,SelectionDeaths_Immigration,MoveDeaths_Immigration,PNratio_Immi,PackingDeaths_Immigration,YYSelectionPackingDeaths_Immi,WildSelectionPackingDeaths_Immi,SelectionDeaths_Age0s_Immigration,N_Immigration,Deaths_ImmiMort,N_ImmiMortality,Alleles,He,Ho,p1,p2,q1,q2,MateDist,MateDist_SD,Female_EmigrationDist,Female_EmigrationDist_SD,Male_EmigrationDist,Male_EmigrationDist_SD,Female_FromHomeDist,Female_FromHomeDist_SD,Male_FromHomeDist,Male_FromHomeDist_SD,Female_StrayerDist,Female_StrayerDist_SD,Male_StrayerDist,Male_StrayerDist_SD,Female_HomeAttemptStrayDist,Female_HomeAttemptStrayDist_SD,Male_HomeAttemptStrayDist,Male_HomeAttemptStrayDist_SD,DeseaseStates,Residors,Strayers_1,Strayers_2,Immigrators,ResidentDispersers,ImmigrantDispersers,AA_aa_Mates,AA_AA_Mates,aa_aa_Mates,AA_Aa_Mates,aa_Aa_Mates,Aa_Aa_Mates
0,400.0|100.0|100.0|100.0|100.0|,0.91,400|100|100|100|100|,0.0|0.0|0.0|0.0|,0.0|0.0|0.0|0.0|,190|43|51|43|53|,210|57|49|57|47|,0|0|0|0|0|,0|0|0|0|0|,83|19|23|17|24|,88|24|21|19|24|,0|0|0|0|0|,0|0|0|0|0|,171,229,83,1098|258|224|192|424|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,1498|358|324|292|524|,1098|258|224|192|424|,0|0|0|0|0|,0|0|0|0|0|,400|100|100|100|100|,0|0|0|0|0|,400|100|100|100|100|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,11.0|0|8.0|3.0|0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,389|92|100|100|97|,25|1|10|8|6|,364|91|90|92|91|,4|4|4|4|4|,0.4994484375|0.49907499999999994|0.49870000000000003|0.49960000000000004|0.4967999999999999|,0.47125|0.445|0.43|0.52|0.49|,0.51,0.49,0.47875,0.52125,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,400|100|100|100|100|,91|90|92|91|,0|0|0|0|,0|0|0|0|,0|0|0|0|,66|70|66|78|,0|0|0|0|,13,11,6,23,15,15
1,400.0|100.0|100.0|100.0|100.0|,0.9917582417582418,364|91|90|92|91|,0.0|0.0|0.0|0.0|,0.0|0.0|0.0|0.0|,186|41|51|48|46|,178|50|39|44|45|,0|0|0|0|0|,0|0|0|0|0|,42|13|11|12|6|,42|12|9|14|7|,0|0|0|0|0|,0|0|0|0|0|,84,280,42,513|129|248|66|70|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,877|220|338|158|161|,477|120|238|58|61|,0|0|0|0|0|,0|0|0|0|0|,400|100|100|100|100|,0|0|0|0|0|,400|100|100|100|100|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,16.0|0|0|7.0|9.0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,384|96|88|100|100|,23|5|4|7|7|,361|91|84|93|93|,4|4|4|4|4|,0.49842825443786987|0.49996981040937083|0.4959876543209877|0.4982868620037808|0.49698104093708495|,0.49313186813186816|0.532967032967033|0.4666666666666667|0.4782608695652174|0.4945054945054945|,0.5384615384615384,0.46153846153846156,0.49038461538461536,0.5096153846153846,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,364|91|90|92|91|,91|84|93|93|,0|0|0|0|,0|0|0|0|,0|0|0|0|,58|58|45|48|,0|0|0|0|,11,4,2,12,4,9
2,400.0|100.0|100.0|100.0|100.0|,0.9889196675900277,361|91|84|93|93|,0.0|0.0|0.0|0.0|,0.0|0.0|0.0|0.0|,185|40|46|51|48|,176|51|38|42|45|,0|0|0|0|0|,0|0|0|0|0|,75|12|16|26|21|,77|21|10|22|24|,0|0|0|0|0|,0|0|0|0|0|,152,209,75,1445|378|228|409|430|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,1806|469|312|502|523|,1406|369|212|402|423|,0|0|0|0|0|,0|0|0|0|0|,400|100|100|100|100|,0|0|0|0|0|,400|100|100|100|100|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,21.0|0|10.0|11.0|0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,379|90|100|100|89|,22|4|7|5|6|,357|86|93|95|83|,4|4|4|4|4|,0.497444770988559|0.4992452602342712|0.49216978458049887|0.49647358076078163|0.49323621227887615|,0.5373961218836565|0.521978021978022|0.5416666666666666|0.5591397849462365|0.5268817204301075|,0.5498614958448753,0.45013850415512463,0.5083102493074793,0.4916897506925208,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,361|91|84|93|93|,86|93|95|83|,0|0|0|0|,0|0|0|0|,0|0|0|0|,70|69|80|71|,0|0|0|0|,15,5,2,19,16,18
3,400.0|100.0|100.0|100.0|100.0|,1.0196078431372548,357|86|93|95|83|,0.0|0.0|0.0|0.0|,0.0|0.0|0.0|0.0|,178|45|50|46|37|,179|41|43|49|46|,0|0|0|0|0|,0|0|0|0|0|,33|9|11|7|6|,34|7|13|8|6|,0|0|0|0|0|,0|0|0|0|0|,67,290,33,287|101|101|43|42|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,644|187|194|138|125|,244|87|94|38|25|,0|0|0|0|0|,0|0|0|0|0|,400|100|100|100|100|,0|0|0|0|0|,400|100|100|100|100|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,15.0|0|0|4.0|11.0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,385|100|85|100|100|,21|5|8|3|5|,364|95|77|97|95|,4|4|4|4|4|,0.4991506406484163|0.4980394808004326|0.49976875939414966|0.4992797783933518|0.4947379880969661|,0.542016806722689|0.5116279069767442|0.5483870967741935|0.5368421052631579|0.572289156626506|,0.5238095238095238,0.47619047619047616,0.5168067226890757,0.4831932773109244,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,357|86|93|95|83|,95|77|97|95|,0|0|0|0|,0|0|0|0|,0|0|0|0|,52|39|33|36|,0|0|0|0|,3,0,0,9,6,15
4,400.0|100.0|100.0|100.0|100.0|,1.010989010989011,364|95|77|97|95|,0.0|0.0|0.0|0.0|,0.0|0.0|0.0|0.0|,182|48|40|46|48|,182|47|37|51|47|,0|0|0|0|0|,0|0|0|0|0|,98|20|22|28|28|,106|23|16|36|31|,0|0|0|0|0|,0|0|0|0|0|,204,160,98,1935|438|522|484|491|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,2299|533|599|581|586|,1899|433|499|481|486|,0|0|0|0|0|,0|0|0|0|0|,400|100|100|100|100|,0|0|0|0|0|,400|100|100|100|100|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,14.0|0|6.0|8.0|0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,386|86|100|100|100|,18|2|2|6|8|,368|84|98|94|92|,4|4|4|4|4|,0.498299948677696|0.48667590027700824|0.49856636869623894|0.4963598682112871|0.4919944598337951|,0.4958791208791209|0.4473684210526316|0.4805194805194805|0.5103092783505154|0.5421052631578948|,0.5412087912087912,0.45879120879120877,0.5013736263736264,0.49862637362637363,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,364|95|77|97|95|,84|98|94|92|,0|0|0|0|,0|0|0|0|,0|0|0|0|,68|82|86|79|,0|0|0|0|,7,3,1,32,18,37
5,400.0|100.0|100.0|100.0|100.0|,0.9945652173913043,368|84|98|94|92|,0.0|0.0|0.0|0.0|,0.0|0.0|0.0|0.0|,195|45|51|49|50|,173|39|47|45|42|,0|0|0|0|0|,0|0|0|0|0|,29|9|8|5|7|,24|7|8|3|6|,0|0|0|0|0|,0|0|0|0|0|,53,315,29,350|129|111|46|64|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,718|213|209|140|156|,318|113|109|40|56|,0|0|0|0|0|,0|0|0|0|0|,400|100|100|100|100|,0|0|0|0|0|,400|100|100|100|100|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,15.0|0|1.0|7.0|7.0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,385|85|100|100|100|,19|3|4|2|10|,366|82|96|98|90|,4|4|4|4|4|,0.4976001299621928|0.49362244897959184|0.4956007913369429|0.49745359891353547|0.4991434310018903|,0.5135869565217391|0.4642857142857143|0.5153061224489796|0.5319148936170213|0.5380434782608695|,0.5407608695652174,0.4592391304347826,0.47282608695652173,0.5271739130434783,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,368|84|98|94|92|,82|96|98|90|,0|0|0|0|,0|0|0|0|,0|0|0|0|,46|56|38|42|,0|0|0|0|,3,1,1,7,8,9
6,400.0|100.0|100.0|100.0|100.0|,1.0163934426229508,366|82|96|98|90|,0.0|0.0|0.0|0.0|,0.0|0.0|0.0|0.0|,176|36|57|44|39|,190|46|39|54|51|,0|0|0|0|0|,0|0|0|0|0|,88|15|22|29|22|,96|21|18|31|26|,0|0|0|0|0|,0|0|0|0|0|,184,182,88,1582|357|364|473|388|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,1948|439|460|571|478|,1548|339|360|471|378|,0|0|0|0|0|,0|0|0|0|0|,400|100|100|100|100|,0|0|0|0|0|,400|100|100|100|100|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,10.0|3.0|0|0|7.0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,390|100|93|97|100|,18|5|4|6|3|,372|95|89|91|97|,4|4|4|4|4|,0.49906685777419446|0.4956870910172516|0.4969346788194444|0.49744897959183676|0.4987345679012345|,0.505464480874317|0.4878048780487805|0.5260416666666666|0.4387755102040816|0.5722222222222222|,0.5300546448087432,0.46994535519125685,0.49453551912568305,0.505464480874317,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,366|82|96|98|90|,95|89|91|97|,0|0|0|0|,0|0|0|0|,0|0|0|0|,83|74|81|80|,0|0|0|0|,9,4,5,30,17,23
7,400.0|100.0|100.0|100.0|100.0|,0.9247311827956989,372|95|89|91|97|,0.0|0.0|0.0|0.0|,0.0|0.0|0.0|0.0|,181|46|47|43|45|,191|49|42|48|52|,0|0|0|0|0|,0|0|0|0|0|,26|4|9|5|8|,28|8|6|5|9|,0|0|0|0|0|,0|0|0|0|0|,54,318,26,369|67|54|42|206|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,741|162|143|133|303|,341|62|43|33|203|,0|0|0|0|0|,0|0|0|0|0|,400|100|100|100|100|,0|0|0|0|0|,400|100|100|100|100|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,38.0|0|19.0|19.0|0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,362|92|100|100|70|,18|7|5|4|2|,344|85|95|96|68|,4|4|4|4|4|,0.4973515724361198|0.4797783933518005|0.49832723141017543|0.49372056514913654|0.49965458603464774|,0.521505376344086|0.5157894736842106|0.5224719101123596|0.4945054945054945|0.5515463917525774|,0.5389784946236559,0.46102150537634407,0.46639784946236557,0.5336021505376344,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,372|95|89|91|97|,85|95|96|68|,0|0|0|0|,0|0|0|0|,0|0|0|0|,32|47|43|37|,0|0|0|0|,3,2,0,6,0,15
8,400.0|100.0|100.0|100.0|100.0|,1.0843023255813953,344|85|95|96|68|,0.0|0.0|0.0|0.0|,0.0|0.0|0.0|0.0|,168|45|49|40|34|,176|40|46|56|34|,0|0|0|0|0|,0|0|0|0|0|,86|27|24|21|14|,99|26|24|32|17|,0|0|0|0|0|,0|0|0|0|0|,185,159,86,1632|574|294|450|314|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,1976|659|389|546|382|,1576|559|289|446|282|,0|0|0|0|0|,0|0|0|0|0|,400|100|100|100|100|,0|0|0|0|0|,400|100|100|100|100|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,12.0|0|0|6.0|6.0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,388|93|95|100|100|,15|5|1|4|5|,373|88|94|96|95|,4|4|4|4|4|,0.4933811350730124|0.48581314878892734|0.4989750692520776|0.4823676215277778|0.4945934256055363|,0.5537790697674418|0.5294117647058824|0.5947368421052631|0.5416666666666666|0.5441176470588235|,0.5537790697674418,0.44622093023255816,0.438953488372093,0.561046511627907,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,344|85|95|96|68|,88|94|96|95|,0|0|0|0|,0|0|0|0|,0|0|0|0|,80|72|80|83|,0|0|0|0|,7,6,1,34,17,21
9,400.0|100.0|100.0|100.0|100.0|,0.9490616621983914,373|88|94|96|95|,0.0|0.0|0.0|0.0|,0.0|0.0|0.0|0.0|,177|37|47|46|47|,196|51|47|50|48|,0|0|0|0|0|,0|0|0|0|0|,27|4|10|8|5|,31|4|12|8|7|,0|0|0|0|0|,0|0|0|0|0|,58,315,27,376|99|114|79|84|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,749|187|208|175|179|,349|87|108|75|79|,0|0|0|0|0|,0|0|0|0|0|,400|100|100|100|100|,0|0|0|0|0|,400|100|100|100|100|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,20.0|0|0|17.0|3.0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,380|83|97|100|100|,26|5|9|8|4|,354|78|88|92|96|,4|4|4|4|4|,0.4946722106821726|0.49635201446280997|0.49272861023087366|0.4869520399305556|0.49545706371191134|,0.5348525469168901|0.5625|0.5372340425531915|0.546875|0.49473684210526314|,0.5723860589812333,0.42761394101876676,0.4906166219839142,0.5093833780160858,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,373|88|94|96|95|,78|88|92|96|,0|0|0|0|,0|0|0|0|,0|0|0|0|,38|45|50|53|,0|0|0|0|,1,1,0,14,8,3
