Year,Ages,N_Initial_Age,AgeSize_Mean,AgeSize_Std,Size_Classes,N_Initial_Class,ClassSize_Mean,ClassSize_Std,N_GrowthBack,Capture_Back,N_BeforePacking_AddAge0s,PackingDeaths_Emigration,N_AfterEmigration,Deaths_AfterEmiMort_Age,Deaths_AfterEmiMort_Size,N_GrowthOut,Capture_Out,PackingDeaths_Immigration,N_Immigration,Deaths_AfterImmiMort_Age,Deaths_AfterImmiMort_Size
0,0|1|2|,229|114|57|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,229|114|57|,nan|nan|nan|,nan|nan|nan|,0|229|171|,0|0|0|,1098|229|171|,0|0|0|,291|61|48|,0|0|0|,0|0|0|,291|61|48|,0|0|0|,0|0|0|,285|58|46|,5|4|16|,0|0|0|
1,0|1|2|,280|54|30|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,280|54|30|,nan|nan|nan|,nan|nan|nan|,0|280|84|,0|0|0|,513|280|84|,0|0|0|,221|136|43|,0|0|0|,0|0|0|,221|136|43|,0|0|0|,0|0|0|,211|131|42|,2|6|15|,0|0|0|
2,0|1|2|,209|125|27|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,209|125|27|,nan|nan|nan|,nan|nan|nan|,0|209|152|,0|0|0|,1445|209|152|,0|0|0|,315|51|34|,0|0|0|,0|0|0|,315|51|34|,0|0|0|,0|0|0|,297|49|33|,7|1|14|,0|0|0|
3,0|1|2|,290|48|19|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,290|48|19|,nan|nan|nan|,nan|nan|nan|,0|290|67|,0|0|0|,287|290|67|,0|0|0|,167|196|37|,0|0|0|,0|0|0|,167|196|37|,0|0|0|,0|0|0|,162|186|37|,2|7|12|,0|0|0|
4,0|1|2|,160|179|25|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,160|179|25|,nan|nan|nan|,nan|nan|nan|,0|160|204|,0|0|0|,1935|160|204|,0|0|0|,331|31|38|,0|0|0|,0|0|0|,331|31|38|,0|0|0|,0|0|0|,319|30|37|,4|1|13|,0|0|0|
5,0|1|2|,315|29|24|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,315|29|24|,nan|nan|nan|,nan|nan|nan|,0|315|53|,0|0|0|,350|315|53|,0|0|0|,192|183|25|,0|0|0|,0|0|0|,192|183|25|,0|0|0|,0|0|0|,185|177|23|,3|9|7|,0|0|0|
6,0|1|2|,182|168|16|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,182|168|16|,nan|nan|nan|,nan|nan|nan|,0|182|184|,0|0|0|,1582|182|184|,0|0|0|,336|38|26|,0|0|0|,0|0|0|,336|38|26|,0|0|0|,0|0|0|,327|37|26|,9|3|6|,0|0|0|
7,0|1|2|,318|34|20|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,318|34|20|,nan|nan|nan|,nan|nan|nan|,0|318|54|,0|0|0|,369|318|54|,0|0|0|,180|191|29|,0|0|0|,0|0|0|,180|191|29|,0|0|0|,0|0|0|,161|175|26|,2|9|7|,0|0|0|
8,0|1|2|,159|166|19|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,159|166|19|,nan|nan|nan|,nan|nan|nan|,0|159|185|,0|0|0|,1632|159|185|,0|0|0|,330|35|35|,0|0|0|,0|0|0|,330|35|35|,0|0|0|,0|0|0|,320|34|34|,5|1|9|,0|0|0|
9,0|1|2|,315|33|25|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,315|33|25|,nan|nan|nan|,nan|nan|nan|,0|315|58|,0|0|0|,376|315|58|,0|0|0|,202|160|38|,0|0|0|,0|0|0|,202|160|38|,0|0|0|,0|0|0|,190|152|38|,4|8|14|,0|0|0|
10,0|1|2|,186|144|24|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,186|144|24|,nan|nan|nan|,nan|nan|nan|,0|186|168|,0|0|0|,1248|186|168|,0|0|0|,307|45|48|,0|0|0|,0|0|0|,307|45|48|,0|0|0|,0|0|0|,289|45|45|,6|1|22|,0|0|0|
11,0|1|2|,283|44|23|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,283|44|23|,nan|nan|nan|,nan|nan|nan|,0|283|67|,0|0|0|,330|283|67|,0|0|0|,171|176|47|,0|0|0|,0|0|0|,171|176|47|,0|0|0|,0|0|0|,161|161|45|,2|7|15|,0|0|0|
12,0|1|2|,159|154|30|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,159|154|30|,nan|nan|nan|,nan|nan|nan|,0|159|184|,0|0|0|,1652|159|184|,0|0|0|,342|19|39|,0|0|0|,0|0|0|,342|19|39|,0|0|0|,0|0|0|,330|19|37|,11|0|18|,0|0|0|
13,0|1|2|,319|19|19|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,319|19|19|,nan|nan|nan|,nan|nan|nan|,0|319|38|,0|0|0|,112|319|38|,0|0|0|,82|269|33|,0|0|0|,0|0|0|,82|269|33|,0|0|0|,0|0|0|,81|266|33|,3|16|16|,0|0|0|
14,0|1|2|,78|250|17|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,78|250|17|,nan|nan|nan|,nan|nan|nan|,0|78|267|,0|0|0|,2433|78|267|,0|0|0|,349|11|40|,0|0|0|,0|0|0|,349|11|40|,0|0|0|,0|0|0|,325|11|36|,10|1|10|,0|0|0|
15,0|1|2|,315|10|26|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,315|10|26|,nan|nan|nan|,nan|nan|nan|,0|315|36|,0|0|0|,107|315|36|,0|0|0|,70|272|31|,0|0|0|,0|0|0|,70|272|31|,0|0|0|,0|0|0|,69|264|30|,3|18|12|,0|0|0|
