Year,K,GrowthRate,N_Initial,PopSizes_Mean,PopSizes_Std,N_Females,N_Males,N_YYMales,N_YYFemales,N_MatureFemales,N_MatureMales,N_MatureYYMales,N_MatureYYFemales,MatureCount,ImmatureCount,EggLayEvents,Births,EggDeaths,MyyProgeny,FyyProgeny,Capture_Back,SelectionDeaths_Emigration,MoveDeaths_Emigration,PNratio_Emi,N_beforePacking_AddAge0s,PackingDeaths_Emigration,YYSelectionPackingDeaths_Emi,WildSelectionPackingDeaths_Emi,N_Emigration,Deaths_EmiMort,N_EmiMortality,Capture_Out,SelectionDeaths_Immigration,MoveDeaths_Immigration,PNratio_Immi,PackingDeaths_Immigration,YYSelectionPackingDeaths_Immi,WildSelectionPackingDeaths_Immi,SelectionDeaths_Age0s_Immigration,N_Immigration,Deaths_ImmiMort,N_ImmiMortality,Alleles,He,Ho,p1,p2,q1,q2,MateDist,MateDist_SD,Female_EmigrationDist,Female_EmigrationDist_SD,Male_EmigrationDist,Male_EmigrationDist_SD,Female_FromHomeDist,Female_FromHomeDist_SD,Male_FromHomeDist,Male_FromHomeDist_SD,Female_StrayerDist,Female_StrayerDist_SD,Male_StrayerDist,Male_StrayerDist_SD,Female_HomeAttemptStrayDist,Female_HomeAttemptStrayDist_SD,Male_HomeAttemptStrayDist,Male_HomeAttemptStrayDist_SD,DeseaseStates,Residors,Strayers_1,Strayers_2,Immigrators,ResidentDispersers,ImmigrantDispersers,AA_aa_Mates,AA_AA_Mates,aa_aa_Mates,AA_Aa_Mates,aa_Aa_Mates,Aa_Aa_Mates
0,400.0|100.0|100.0|100.0|100.0|,0.875,400|100|100|100|100|,0.0|0.0|0.0|0.0|,0.0|0.0|0.0|0.0|,203|52|54|54|43|,197|48|46|46|57|,0|0|0|0|0|,0|0|0|0|0|,85|22|24|29|10|,92|22|18|24|28|,0|0|0|0|0|,0|0|0|0|0|,177,223,85,1009|349|348|261|51|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,1409|449|448|361|151|,1009|349|348|261|51|,0|0|0|0|0|,0|0|0|0|0|,400|100|100|100|100|,0|0|0|0|0|,400|100|100|100|100|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,22.0|0|8.0|14.0|0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,378|100|100|100|78|,28|4|5|7|12|,350|96|95|93|66|,4|4|4|4|4|,0.4990859375000001|0.49659999999999993|0.49975|0.49960000000000004|0.498375|,0.49125|0.5|0.48|0.49|0.495|,0.515,0.485,0.52625,0.47375,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,400|100|100|100|100|,96|95|93|66|,0|0|0|0|,0|0|0|0|,0|0|0|0|,15|24|23|20|,0|0|0|0|,11,6,8,12,25,23
1,400.0|100.0|100.0|100.0|100.0|,1.0542857142857143,350|96|95|93|66|,0.0|0.0|0.0|0.0|,0.0|0.0|0.0|0.0|,181|51|47|52|31|,169|45|48|41|35|,0|0|0|0|0|,0|0|0|0|0|,62|15|15|15|17|,52|9|12|17|14|,0|0|0|0|0|,0|0|0|0|0|,114,236,62,1048|287|166|286|309|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,1398|383|261|379|375|,998|283|161|279|275|,0|0|0|0|0|,0|0|0|0|0|,400|100|100|100|100|,0|0|0|0|0|,400|100|100|100|100|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,6.0|0|0|0|6.0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,394|99|96|99|100|,25|7|9|5|4|,369|92|87|94|96|,4|4|4|4|4|,0.49695918367346936|0.49631076388888884|0.4733518005540166|0.49673372644236324|0.4799701561065197|,0.4514285714285714|0.46875|0.4421052631578947|0.43548387096774194|0.4621212121212121|,0.46714285714285714,0.5328571428571428,0.5442857142857143,0.45571428571428574,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,350|96|95|93|66|,92|87|94|96|,0|0|0|0|,0|0|0|0|,0|0|0|0|,14|19|10|15|,0|0|0|0|,11,6,4,14,11,16
2,400.0|100.0|100.0|100.0|100.0|,0.940379403794038,369|92|87|94|96|,0.0|0.0|0.0|0.0|,0.0|0.0|0.0|0.0|,191|45|50|49|47|,178|47|37|45|49|,0|0|0|0|0|,0|0|0|0|0|,39|9|12|9|9|,34|6|14|5|9|,0|0|0|0|0|,0|0|0|0|0|,73,296,39,647|149|274|167|57|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,1016|241|361|261|153|,616|141|261|161|53|,0|0|0|0|0|,0|0|0|0|0|,400|100|100|100|100|,0|0|0|0|0|,400|100|100|100|100|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,25.0|0|15.0|10.0|0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,375|93|100|100|82|,28|5|5|6|12|,347|88|95|94|70|,4|4|4|4|4|,0.4977508243917128|0.46307892249527416|0.4871845686352225|0.49963218650973285|0.48068576388888895|,0.48644986449864497|0.40217391304347827|0.4827586206896552|0.5797872340425532|0.4791666666666667|,0.5474254742547425,0.45257452574525747,0.5,0.5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,369|92|87|94|96|,88|95|94|70|,0|0|0|0|,0|0|0|0|,0|0|0|0|,26|31|37|28|,0|0|0|0|,6,5,1,8,12,7
3,400.0|100.0|100.0|100.0|100.0|,1.0893371757925072,347|88|95|94|70|,0.0|0.0|0.0|0.0|,0.0|0.0|0.0|0.0|,180|51|47|46|36|,167|37|48|48|34|,0|0|0|0|0|,0|0|0|0|0|,80|21|19|24|16|,60|10|16|17|17|,0|0|0|0|0|,0|0|0|0|0|,140,207,80,1241|297|281|388|275|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,1588|385|376|482|345|,1188|285|276|382|245|,0|0|0|0|0|,0|0|0|0|0|,400|100|100|100|100|,0|0|0|0|0|,400|100|100|100|100|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,5.0|0|0|2.0|3.0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,395|99|96|100|100|,17|3|4|2|8|,378|96|92|98|92|,4|4|4|4|4|,0.4979050569309602|0.4854080578512395|0.4769529085872577|0.48002489814395655|0.49198979591836733|,0.5057636887608069|0.4772727272727273|0.5052631578947369|0.46808510638297873|0.5928571428571429|,0.521613832853026,0.4783861671469741,0.5403458213256485,0.4596541786743516,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,347|88|95|94|70|,96|92|98|92|,0|0|0|0|,0|0|0|0|,0|0|0|0|,17|12|13|11|,0|0|0|0|,13,4,3,19,16,25
4,400.0|100.0|100.0|100.0|100.0|,0.9576719576719577,378|96|92|98|92|,0.0|0.0|0.0|0.0|,0.0|0.0|0.0|0.0|,173|38|45|43|47|,205|58|47|55|45|,0|0|0|0|0|,0|0|0|0|0|,28|5|8|9|6|,43|17|9|9|8|,0|0|0|0|0|,0|0|0|0|0|,71,307,28,447|128|121|144|54|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,825|224|213|242|146|,425|124|113|142|46|,0|0|0|0|0|,0|0|0|0|0|,400|100|100|100|100|,0|0|0|0|0|,400|100|100|100|100|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,13.0|3.0|9.0|1.0|0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,387|100|100|100|87|,25|7|5|8|5|,362|93|95|92|82|,4|4|4|4|4|,0.49646916379720607|0.4986436631944444|0.4880375708884689|0.4948979591836735|0.43723416824196604|,0.4894179894179894|0.5729166666666666|0.45108695652173914|0.46938775510204084|0.46195652173913043|,0.5171957671957672,0.4828042328042328,0.5568783068783069,0.44312169312169314,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,378|96|92|98|92|,93|95|92|82|,0|0|0|0|,0|0|0|0|,0|0|0|0|,36|40|30|44|,0|0|0|0|,2,3,0,7,6,10
5,400.0|100.0|100.0|100.0|100.0|,1.0193370165745856,362|93|95|92|82|,0.0|0.0|0.0|0.0|,0.0|0.0|0.0|0.0|,172|45|45|43|39|,190|48|50|49|43|,0|0|0|0|0|,0|0|0|0|0|,75|20|22|12|21|,89|23|20|20|26|,0|0|0|0|0|,0|0|0|0|0|,164,198,75,1524|456|468|162|438|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,1886|549|563|254|520|,1486|449|463|154|420|,0|0|0|0|0|,0|0|0|0|0|,400|100|100|100|100|,0|0|0|0|0|,400|100|100|100|100|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,10.0|5.0|0|0|5.0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,390|100|98|92|100|,21|5|4|7|5|,369|95|94|85|95|,4|4|4|4|4|,0.497319602576234|0.49208000924962425|0.48601108033241003|0.4748936672967864|0.4772456870910172|,0.4930939226519337|0.4946236559139785|0.5631578947368421|0.532608695652174|0.36585365853658536|,0.537292817679558,0.462707182320442,0.5359116022099447,0.46408839779005523,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,362|93|95|92|82|,95|94|85|95|,0|0|0|0|,0|0|0|0|,0|0|0|0|,15|6|10|9|,0|0|0|0|,13,4,3,20,16,19
6,400.0|100.0|100.0|100.0|100.0|,0.967479674796748,369|95|94|85|95|,0.0|0.0|0.0|0.0|,0.0|0.0|0.0|0.0|,186|50|45|35|56|,183|45|49|50|39|,0|0|0|0|0|,0|0|0|0|0|,21|6|3|6|6|,39|14|5|13|7|,0|0|0|0|0|,0|0|0|0|0|,60,309,21,341|118|55|102|66|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,710|213|149|187|161|,310|113|49|87|61|,0|0|0|0|0|,0|0|0|0|0|,400|100|100|100|100|,0|0|0|0|0|,400|100|100|100|100|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,19.0|3.0|0|11.0|5.0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,381|100|81|100|100|,24|10|3|8|3|,357|90|78|92|97|,4|4|4|4|4|,0.49214900008078677|0.4926592797783933|0.4680568130375735|0.4707612456747404|0.491994459833795|,0.4932249322493225|0.46842105263157896|0.5478723404255319|0.4176470588235294|0.531578947368421|,0.535230352303523,0.46476964769647694,0.5813008130081301,0.4186991869918699,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,369|95|94|85|95|,90|78|92|97|,0|0|0|0|,0|0|0|0|,0|0|0|0|,39|41|38|52|,0|0|0|0|,4,3,2,3,2,7
7,400.0|100.0|100.0|100.0|100.0|,1.0280112044817926,357|90|78|92|97|,0.0|0.0|0.0|0.0|,0.0|0.0|0.0|0.0|,193|53|41|52|47|,164|37|37|40|50|,0|0|0|0|0|,0|0|0|0|0|,102|23|20|30|29|,85|19|24|12|30|,0|0|0|0|0|,0|0|0|0|0|,187,170,102,2147|411|229|950|557|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,2504|501|307|1042|654|,2104|401|207|942|554|,0|0|0|0|0|,0|0|0|0|0|,400|100|100|100|100|,0|0|0|0|0|,400|100|100|100|100|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,9.0|0|0|4.0|5.0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,391|95|96|100|100|,24|8|8|3|5|,367|87|88|97|95|,4|4|4|4|4|,0.4921831477689115|0.494783950617284|0.4652777777777777|0.47258979206049156|0.4959347433308535|,0.4943977591036415|0.46111111111111114|0.4807692307692308|0.5217391304347826|0.5103092783505154|,0.5574229691876751,0.4425770308123249,0.5672268907563025,0.4327731092436975,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,357|90|78|92|97|,87|88|97|95|,0|0|0|0|,0|0|0|0|,0|0|0|0|,8|6|7|7|,0|0|0|0|,12,17,8,33,15,17
8,400.0|100.0|100.0|100.0|100.0|,0.9945504087193461,367|87|88|97|95|,0.0|0.0|0.0|0.0|,0.0|0.0|0.0|0.0|,180|43|45|49|43|,187|44|43|48|52|,0|0|0|0|0|,0|0|0|0|0|,27|7|8|8|4|,23|4|7|3|9|,0|0|0|0|0|,0|0|0|0|0|,50,317,27,338|133|75|61|69|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,705|220|163|158|164|,305|120|63|58|64|,0|0|0|0|0|,0|0|0|0|0|,400|100|100|100|100|,0|0|0|0|0|,400|100|100|100|100|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,9.0|9.0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,391|100|98|93|100|,26|6|7|6|7|,365|94|91|87|93|,4|4|4|4|4|,0.4762044413426487|0.4188135817148897|0.48873321280991733|0.4938091189286853|0.4593905817174515|,0.444141689373297|0.3218390804597701|0.5056818181818182|0.5|0.4421052631578947|,0.5899182561307902,0.4100817438692098,0.6253405994550408,0.3746594005449591,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,367|87|88|97|95|,94|91|87|93|,0|0|0|0|,0|0|0|0|,0|0|0|0|,42|42|41|45|,0|0|0|0|,1,6,1,4,8,7
9,400.0|100.0|100.0|100.0|100.0|,0.9917808219178083,365|94|91|87|93|,0.0|0.0|0.0|0.0|,0.0|0.0|0.0|0.0|,197|50|54|51|42|,168|44|37|36|51|,0|0|0|0|0|,0|0|0|0|0|,99|23|25|26|25|,91|23|23|20|25|,0|0|0|0|0|,0|0|0|0|0|,190,175,99,1361|274|375|339|373|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,1726|368|466|426|466|,1326|268|366|326|366|,0|0|0|0|0|,0|0|0|0|0|,400|100|100|100|100|,0|0|0|0|0|,400|100|100|100|100|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,7.0|0|0|5.0|2.0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,393|99|94|100|100|,31|10|7|7|7|,362|89|87|93|93|,4|4|4|4|4|,0.4920716832426346|0.43911272068809415|0.4579157106629633|0.4845422116527943|0.4800844028211354|,0.44794520547945205|0.425531914893617|0.4945054945054945|0.4367816091954023|0.43548387096774194|,0.5767123287671233,0.4232876712328767,0.5452054794520548,0.4547945205479452,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,365|94|91|87|93|,89|87|93|93|,0|0|0|0|,0|0|0|0|,0|0|0|0|,10|8|11|10|,0|0|0|0|,15,18,7,27,14,18
