Year,Ages,N_Initial_Age,AgeSize_Mean,AgeSize_Std,Size_Classes,N_Initial_Class,ClassSize_Mean,ClassSize_Std,N_GrowthBack,Capture_Back,N_BeforePacking_AddAge0s,PackingDeaths_Emigration,N_AfterEmigration,Deaths_AfterEmiMort_Age,Deaths_AfterEmiMort_Size,N_GrowthOut,Capture_Out,PackingDeaths_Immigration,N_Immigration,Deaths_AfterImmiMort_Age,Deaths_AfterImmiMort_Size
0,0|1|2|,223|113|64|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,223|113|64|,nan|nan|nan|,nan|nan|nan|,0|223|177|,0|0|0|,1009|223|177|,0|0|0|,258|86|56|,0|0|0|,0|0|0|,258|86|56|,0|0|0|,0|0|0|,242|84|52|,6|2|20|,0|0|0|
1,0|1|2|,236|82|32|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,236|82|32|,nan|nan|nan|,nan|nan|nan|,0|236|114|,0|0|0|,1048|236|114|,0|0|0|,311|61|28|,0|0|0|,0|0|0|,311|61|28|,0|0|0|,0|0|0|,306|61|27|,10|3|12|,0|0|0|
2,0|1|2|,296|58|15|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,296|58|15|,nan|nan|nan|,nan|nan|nan|,0|296|73|,0|0|0|,647|296|73|,0|0|0|,234|132|34|,0|0|0|,0|0|0|,234|132|34|,0|0|0|,0|0|0|,214|129|32|,7|7|14|,0|0|0|
3,0|1|2|,207|122|18|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,207|122|18|,nan|nan|nan|,nan|nan|nan|,0|207|140|,0|0|0|,1241|207|140|,0|0|0|,315|56|29|,0|0|0|,0|0|0|,315|56|29|,0|0|0|,0|0|0|,310|56|29|,3|3|11|,0|0|0|
4,0|1|2|,307|53|18|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,307|53|18|,nan|nan|nan|,nan|nan|nan|,0|307|71|,0|0|0|,447|307|71|,0|0|0|,206|160|34|,0|0|0|,0|0|0|,206|160|34|,0|0|0|,0|0|0|,199|155|33|,1|5|19|,0|0|0|
5,0|1|2|,198|150|14|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,198|150|14|,nan|nan|nan|,nan|nan|nan|,0|198|164|,0|0|0|,1524|198|164|,0|0|0|,318|45|37|,0|0|0|,0|0|0|,318|45|37|,0|0|0|,0|0|0|,313|42|35|,4|2|15|,0|0|0|
6,0|1|2|,309|40|20|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,309|40|20|,nan|nan|nan|,nan|nan|nan|,0|309|60|,0|0|0|,341|309|60|,0|0|0|,185|184|31|,0|0|0|,0|0|0|,185|184|31|,0|0|0|,0|0|0|,176|177|28|,6|7|11|,0|0|0|
7,0|1|2|,170|170|17|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,170|170|17|,nan|nan|nan|,nan|nan|nan|,0|170|187|,0|0|0|,2147|170|187|,0|0|0|,332|30|38|,0|0|0|,0|0|0|,332|30|38|,0|0|0|,0|0|0|,324|30|37|,7|2|15|,0|0|0|
8,0|1|2|,317|28|22|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,317|28|22|,nan|nan|nan|,nan|nan|nan|,0|317|50|,0|0|0|,338|317|50|,0|0|0|,187|179|34|,0|0|0|,0|0|0|,187|179|34|,0|0|0|,0|0|0|,182|175|34|,7|5|14|,0|0|0|
9,0|1|2|,175|170|20|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,175|170|20|,nan|nan|nan|,nan|nan|nan|,0|175|190|,0|0|0|,1361|175|190|,0|0|0|,304|43|53|,0|0|0|,0|0|0|,304|43|53|,0|0|0|,0|0|0|,301|40|52|,10|1|20|,0|0|0|
