0.000000000000000000e+00,6.090668449405858137e-02,6.311312389058945649e-02,5.910386428119006330e-02,4.281146471038440454e-02,5.361701521477778287e-02,5.895094930584780096e-02,3.307762677119077677e-02,4.237286048820894380e-02,5.521750573437570614e-02,4.699586587066744564e-02,6.529521464971080325e-02,4.703636981473809792e-02,4.569981613536091419e-02,5.385284764809934732e-02,5.447079703865535111e-02,6.121721640414939242e-02,4.248127637426434705e-02,6.478793138061247903e-02,4.899156979311844462e-02
6.272297413369648522e-02,0.000000000000000000e+00,6.105324577163370042e-02,5.106845506853684158e-02,5.050195498558823076e-02,6.203743799490445132e-02,5.116632685209841769e-02,3.717935044936097194e-02,3.915951281669886874e-02,5.182922369056088691e-02,4.763594280465587721e-02,5.697542746852205658e-02,4.577108525614641266e-02,4.078729227577571753e-02,6.433231547085033197e-02,4.983589490038583397e-02,6.464316572137132622e-02,4.163274371605148183e-02,6.973638510073758290e-02,5.193126552242436494e-02
6.341490065053333181e-02,5.956878097242625930e-02,0.000000000000000000e+00,5.719616496344925166e-02,4.013914286197291931e-02,4.972669614109039016e-02,5.340943244744294355e-02,3.778962987269923052e-02,4.690888416597505106e-02,4.810351177408998813e-02,4.114168776373766656e-02,6.361903662323427355e-02,5.391029002658829367e-02,4.857374015600048750e-02,5.691406771053104940e-02,5.964138935372851474e-02,6.727306503168996310e-02,4.875999293289796921e-02,6.046755142326366156e-02,4.344203512864892869e-02
6.269367504225648036e-02,5.260159190273303031e-02,6.038139224001649874e-02,0.000000000000000000e+00,3.716659789443740869e-02,4.652127836012009965e-02,6.750377494390888411e-02,3.190470156411256974e-02,5.067407615079225214e-02,5.490971236167811048e-02,4.461425634249659850e-02,6.893566589839644765e-02,5.143261473812288376e-02,5.728297653881451318e-02,4.758225067074683956e-02,6.266332274997854501e-02,5.587308671160887141e-02,4.682475126820293682e-02,5.577879019697162127e-02,4.465548442460550577e-02
5.677050058255097426e-02,6.502930962479122612e-02,5.297355168387220953e-02,4.646303706481152984e-02,0.000000000000000000e+00,7.709138457999518967e-02,4.935545206608852459e-02,3.770067536348113008e-02,3.396346579258733428e-02,5.736689251443246457e-02,6.370193586477786163e-02,5.090659814183422921e-02,3.991541780146434792e-02,3.574024902664219017e-02,6.200932522623538862e-02,4.334897790867543038e-02,5.626226406325066098e-02,3.647901441574151471e-02,6.331742092950955192e-02,7.160452734925813745e-02
5.983526249134798330e-02,6.722746524220210573e-02,5.522968074494459534e-02,4.894387551452793195e-02,6.487804812591323189e-02,0.000000000000000000e+00,5.153705691454771309e-02,3.489726438663920405e-02,3.546618879739064922e-02,5.776203657867563790e-02,5.850595144527562241e-02,5.365258235450799662e-02,4.106587552751149450e-02,3.761823559226305097e-02,6.062221210837747537e-02,4.543379245829509000e-02,5.796403342203503006e-02,3.732659274210801958e-02,6.653145219066759763e-02,6.550239336276945934e-02
6.411684801962348745e-02,5.403857870486535042e-02,5.781329000821024827e-02,6.921521453645947120e-02,4.048124477169369462e-02,5.022806047003502972e-02,0.000000000000000000e+00,2.988297684713522515e-02,4.543720788014007916e-02,6.372973508774740226e-02,5.154163886087000102e-02,6.615427353531189159e-02,4.648665535832975648e-02,5.177317471023153150e-02,4.741661037788744149e-02,5.642153751045886345e-02,5.447334407310062271e-02,4.219460815866624831e-02,5.798598023234207560e-02,5.060902085689171492e-02
5.240148743745931537e-02,5.719385712648651643e-02,5.958134062547449511e-02,4.764925412393070797e-02,4.503972864288155464e-02,4.953886922265009901e-02,4.352630182918038049e-02,0.000000000000000000e+00,5.464443077308289015e-02,4.016978772356506050e-02,3.639793168694741010e-02,5.205486253174458622e-02,6.623847380202721458e-02,4.878799937993943958e-02,6.607789277844274001e-02,5.649948821660594894e-02,6.228079471829880975e-02,6.769383985841624651e-02,5.409872427540890483e-02,4.012493524745768675e-02
5.284025907843536984e-02,4.741903931419033658e-02,5.821844723112538922e-02,5.957377802652945309e-02,3.193938278918664192e-02,3.963118971975330279e-02,5.209636600223344072e-02,4.301439206346906186e-02,0.000000000000000000e+00,4.251662522910835268e-02,3.480536143355131284e-02,5.823172834584033897e-02,7.315225024005750365e-02,7.688190272599694508e-02,4.726747463987922282e-02,7.063593841637567927e-02,5.454463107410972150e-02,7.324179583846843200e-02,4.836631629690231471e-02,3.562312153478734700e-02
6.270727854755138442e-02,5.715499458679448863e-02,5.436836985442507209e-02,5.878716066019835929e-02,4.912921856896779876e-02,5.877993460220379968e-02,6.654293006494124696e-02,2.879595144865760431e-02,3.871888104537429820e-02,0.000000000000000000e+00,6.685811274003959637e-02,5.950797673324496190e-02,4.111367899465105669e-02,4.364152400409473248e-02,4.904103045500908531e-02,4.904469957085093312e-02,5.319742881475964663e-02,3.715060127863183820e-02,6.109876195829645751e-02,6.436146607130767416e-02
5.904855757312551384e-02,5.811961364141258329e-02,5.144700554917679136e-02,5.284640440753864826e-02,6.035866575437954379e-02,6.587113052400123125e-02,5.954242248689688849e-02,2.886802488029220279e-02,3.506861631205186042e-02,7.397118612805581028e-02,0.000000000000000000e+00,5.453354846464165961e-02,3.814269895994082393e-02,3.919094023399921634e-02,5.036185125694012804e-02,4.478140093923296122e-02,5.168385510570423086e-02,3.444789558870207935e-02,6.076222839224448141e-02,8.095395380166338362e-02
