Year,ID,PatchID,Lineage
9,P3_Y8_UO52,1,0
8,P3_Y6_UO102,3,0
7,P3_Y6_UO102,2,0
6,P1_Y4_UO77,3,0
5,P1_Y4_UO77,2,0
4,P2_Y2_UO62,1,0
3,P2_Y2_UO62,3,0
2,P2_Y0_UO121,2,0
1,P2_Y0_UO121,1,0
0,P2_Y-1_U43,2,0
0,P1_Y-1_U5,1,0
2,P3_Y0_UO14,3,0
1,P3_Y0_UO14,1,0
0,P3_Y-1_U95,3,0
0,P1_Y-1_U65,1,0
4,P1_Y2_UO56,2,0
3,P1_Y2_UO56,3,0
2,P1_Y0_UO44,1,0
1,P1_Y0_UO44,3,0
0,P1_Y-1_U46,1,0
0,P2_Y-1_U19,2,0
2,P2_Y0_UO140,3,0
1,P2_Y0_UO140,1,0
0,P2_Y-1_U43,2,0
0,P1_Y-1_U90,1,0
6,P2_Y4_UO45,2,0
5,P2_Y4_UO45,3,0
4,P1_Y2_UO210,2,0
3,P1_Y2_UO210,3,0
2,P3_Y0_UO150,1,0
1,P3_Y0_UO150,2,0
0,P3_Y-1_U86,3,0
0,P1_Y-1_U15,1,0
2,P1_Y0_UO186,3,0
1,P1_Y0_UO186,2,0
0,P1_Y-1_U28,1,0
0,P3_Y-1_U27,3,0
4,P2_Y2_UO50,1,0
3,P2_Y2_UO50,3,0
2,P3_Y0_UO153,2,0
1,P3_Y0_UO153,1,0
0,P3_Y-1_U86,3,0
0,P1_Y-1_U15,1,0
2,P3_Y0_UO14,3,0
1,P3_Y0_UO14,1,0
0,P3_Y-1_U95,3,0
0,P1_Y-1_U65,1,0
8,P2_Y5_UO111,2,0
7,P2_Y5_UO111,3,0
6,P2_Y5_UO111,1,0
5,P2_Y3_UO150,2,0
4,P2_Y3_UO150,1,0
3,P2_Y1_UO6,2,0
2,P2_Y1_UO6,3,0
1,P1_Y-1_U85,2,0
0,P1_Y-1_U85,1,0
1,P3_Y-1_U72,1,0
0,P3_Y-1_U72,3,0
3,P1_Y1_UO2,1,0
2,P1_Y1_UO2,3,0
1,P3_Y-1_U10,1,0
0,P3_Y-1_U10,3,0
1,P2_Y-1_U90,3,0
0,P2_Y-1_U90,2,0
5,P2_Y2_UO86,1,0
4,P2_Y2_UO86,2,0
3,P2_Y2_UO86,1,0
2,P2_Y0_UO121,2,0
1,P2_Y0_UO121,1,0
0,P2_Y-1_U43,2,0
0,P1_Y-1_U5,1,0
2,P3_Y0_UO34,3,0
1,P3_Y0_UO34,2,0
0,P3_Y-1_U68,3,0
0,P2_Y-1_U22,2,0
9,P2_Y8_UO184,1,1
8,P1_Y6_UO126,2,1
7,P1_Y6_UO126,3,1
6,P1_Y4_UO61,1,1
5,P1_Y4_UO61,2,1
4,P3_Y2_UO136,1,1
3,P3_Y2_UO136,2,1
2,P1_Y0_UO174,3,1
1,P1_Y0_UO174,2,1
0,P1_Y-1_U56,1,1
0,P2_Y-1_U19,2,1
2,P2_Y-1_U83,2,1
1,P2_Y-1_U83,3,1
0,P2_Y-1_U83,2,1
4,P1_Y2_UO212,3,1
3,P1_Y2_UO212,2,1
2,P3_Y0_UO150,1,1
1,P3_Y0_UO150,2,1
0,P3_Y-1_U86,3,1
0,P1_Y-1_U15,1,1
2,P1_Y0_UO186,3,1
1,P1_Y0_UO186,2,1
0,P1_Y-1_U28,1,1
0,P3_Y-1_U27,3,1
6,P2_Y4_UO201,3,1
5,P2_Y4_UO201,1,1
4,P2_Y2_UO124,2,1
3,P2_Y2_UO124,1,1
2,P3_Y0_UO152,2,1
1,P3_Y0_UO152,1,1
0,P3_Y-1_U86,3,1
0,P1_Y-1_U15,1,1
2,P3_Y0_UO16,3,1
1,P3_Y0_UO16,2,1
0,P3_Y-1_U95,3,1
0,P1_Y-1_U65,1,1
4,P2_Y2_UO82,1,1
3,P2_Y2_UO82,3,1
2,P1_Y0_UO134,2,1
1,P1_Y0_UO134,3,1
0,P1_Y-1_U35,1,1
0,P2_Y-1_U88,2,1
2,P3_Y0_UO27,3,1
1,P3_Y0_UO27,1,1
0,P3_Y-1_U73,3,1
0,P2_Y-1_U1,2,1
8,P1_Y6_UO31,1,1
7,P1_Y6_UO31,3,1
6,P2_Y4_UO66,1,1
5,P2_Y4_UO66,3,1
4,P2_Y2_UO19,2,1
3,P2_Y2_UO19,1,1
2,P3_Y0_UO153,2,1
1,P3_Y0_UO153,1,1
0,P3_Y-1_U86,3,1
0,P1_Y-1_U15,1,1
2,P3_Y0_UO34,3,1
1,P3_Y0_UO34,2,1
0,P3_Y-1_U68,3,1
0,P2_Y-1_U22,2,1
4,P1_Y2_UO90,3,1
3,P1_Y2_UO90,2,1
2,P2_Y0_UO197,1,1
1,P2_Y0_UO197,3,1
0,P2_Y-1_U23,2,1
0,P1_Y-1_U97,1,1
2,P3_Y0_UO34,3,1
1,P3_Y0_UO34,2,1
0,P3_Y-1_U68,3,1
0,P2_Y-1_U22,2,1
6,P2_Y4_UO45,2,1
5,P2_Y4_UO45,3,1
4,P1_Y2_UO210,2,1
3,P1_Y2_UO210,3,1
2,P3_Y0_UO150,1,1
1,P3_Y0_UO150,2,1
0,P3_Y-1_U86,3,1
0,P1_Y-1_U15,1,1
2,P1_Y0_UO186,3,1
1,P1_Y0_UO186,2,1
0,P1_Y-1_U28,1,1
0,P3_Y-1_U27,3,1
4,P2_Y2_UO50,1,1
3,P2_Y2_UO50,3,1
2,P3_Y0_UO153,2,1
1,P3_Y0_UO153,1,1
0,P3_Y-1_U86,3,1
0,P1_Y-1_U15,1,1
2,P3_Y0_UO14,3,1
1,P3_Y0_UO14,1,1
0,P3_Y-1_U95,3,1
0,P1_Y-1_U65,1,1
9,P3_Y8_UO191,1,2
8,P1_Y6_UO149,3,2
7,P1_Y6_UO149,2,2
6,P3_Y4_UO78,1,2
5,P3_Y4_UO78,2,2
4,P1_Y2_UO89,3,2
3,P1_Y2_UO89,2,2
2,P2_Y0_UO197,1,2
1,P2_Y0_UO197,3,2
0,P2_Y-1_U23,2,2
0,P1_Y-1_U97,1,2
2,P3_Y0_UO34,3,2
1,P3_Y0_UO34,2,2
0,P3_Y-1_U68,3,2
0,P2_Y-1_U22,2,2
4,P1_Y2_UO3,1,2
3,P1_Y2_UO3,3,2
2,P2_Y0_UO164,1,2
1,P2_Y0_UO164,3,2
0,P2_Y-1_U15,2,2
0,P1_Y-1_U9,1,2
2,P1_Y0_UO182,3,2
1,P1_Y0_UO182,2,2
0,P1_Y-1_U56,1,2
0,P3_Y-1_U94,3,2
6,P2_Y4_UO99,3,2
5,P2_Y4_UO99,1,2
4,P2_Y2_UO105,2,2
3,P2_Y2_UO105,1,2
2,P3_Y0_UO153,2,2
1,P3_Y0_UO153,1,2
0,P3_Y-1_U86,3,2
0,P1_Y-1_U15,1,2
2,P1_Y0_UO110,1,2
1,P1_Y0_UO110,2,2
0,P1_Y-1_U45,1,2
0,P2_Y-1_U92,2,2
4,P3_Y1_UO149,1,2
3,P3_Y1_UO149,2,2
2,P3_Y1_UO149,1,2
1,P1_Y-1_U48,3,2
0,P1_Y-1_U48,1,2
1,P3_Y-1_U36,2,2
0,P3_Y-1_U36,3,2
8,P1_Y5_UO46,1,2
7,P1_Y5_UO46,2,2
6,P1_Y5_UO46,3,2
5,P2_Y3_UO5,1,2
4,P2_Y3_UO5,3,2
3,P2_Y1_UO106,2,2
2,P2_Y1_UO106,1,2
1,P1_Y-1_U25,2,2
0,P1_Y-1_U25,1,2
1,P2_Y-1_U90,3,2
0,P2_Y-1_U90,2,2
3,P2_Y1_UO105,1,2
2,P2_Y1_UO105,3,2
1,P1_Y-1_U88,2,2
0,P1_Y-1_U88,1,2
1,P2_Y-1_U33,3,2
0,P2_Y-1_U33,2,2
5,P3_Y3_UO179,3,2
4,P3_Y3_UO179,2,2
3,P2_Y1_UO41,3,2
2,P2_Y1_UO41,1,2
1,P3_Y-1_U16,2,2
0,P3_Y-1_U16,3,2
1,P1_Y-1_U39,3,2
0,P1_Y-1_U39,1,2
3,P1_Y1_UO74,1,2
2,P1_Y1_UO74,2,2
1,P2_Y-1_U69,1,2
0,P2_Y-1_U69,2,2
1,P2_Y-1_U78,3,2
0,P2_Y-1_U78,2,2
9,P2_Y8_UO204,1,3
8,P3_Y6_UO44,2,3
7,P3_Y6_UO44,1,3
6,P2_Y4_UO193,3,3
5,P2_Y4_UO193,1,3
4,P2_Y2_UO19,2,3
3,P2_Y2_UO19,1,3
2,P3_Y0_UO153,2,3
1,P3_Y0_UO153,1,3
0,P3_Y-1_U86,3,3
0,P1_Y-1_U15,1,3
2,P3_Y0_UO34,3,3
1,P3_Y0_UO34,2,3
0,P3_Y-1_U68,3,3
0,P2_Y-1_U22,2,3
4,P3_Y0_UO34,3,3
3,P3_Y0_UO34,1,3
2,P3_Y0_UO34,3,3
1,P3_Y0_UO34,2,3
0,P3_Y-1_U68,3,3
0,P2_Y-1_U22,2,3
6,P1_Y4_UO151,2,3
5,P1_Y4_UO151,3,3
4,P1_Y2_UO57,1,3
