Year,Ages,N_Initial_Age,AgeSize_Mean,AgeSize_Std,Size_Classes,N_Initial_Class,ClassSize_Mean,ClassSize_Std,N_GrowthBack,Capture_Back,N_BeforePacking_AddAge0s,PackingDeaths_Emigration,N_AfterEmigration,Deaths_AfterEmiMort_Age,Deaths_AfterEmiMort_Size,N_GrowthOut,Capture_Out,PackingDeaths_Immigration,N_Immigration,Deaths_AfterImmiMort_Age,Deaths_AfterImmiMort_Size
0,0|1|2|,171|82|47|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,171|82|47|,nan|nan|nan|,nan|nan|nan|,0|171|129|,0|0|0|,573|171|129|,0|0|0|,198|65|37|,0|0|0|,0|0|0|,198|65|37|,0|0|0|,0|0|0|,185|60|36|,2|2|17|,0|0|0|
1,0|1|2|,183|58|19|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,183|58|19|,nan|nan|nan|,nan|nan|nan|,0|183|77|,0|0|0|,515|183|77|,0|0|0|,199|71|30|,0|0|0|,0|0|0|,199|71|30|,0|0|0|,0|0|0|,197|70|30|,4|2|13|,0|0|0|
2,0|1|2|,193|68|17|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,193|68|17|,nan|nan|nan|,nan|nan|nan|,0|193|85|,0|0|0|,852|193|85|,0|0|0|,213|59|28|,0|0|0|,0|0|0|,213|59|28|,0|0|0|,0|0|0|,212|59|28|,4|5|8|,0|0|0|
3,0|1|2|,208|54|20|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,208|54|20|,nan|nan|nan|,nan|nan|nan|,0|208|74|,0|0|0|,446|208|74|,0|0|0|,181|88|31|,0|0|0|,0|0|0|,181|88|31|,0|0|0|,0|0|0|,175|86|31|,4|5|18|,0|0|0|
4,0|1|2|,171|81|13|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,171|81|13|,nan|nan|nan|,nan|nan|nan|,0|171|94|,0|0|0|,716|171|94|,0|0|0|,214|57|29|,0|0|0|,0|0|0|,214|57|29|,0|0|0|,0|0|0|,209|55|29|,1|3|15|,0|0|0|
5,0|1|2|,208|52|14|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,208|52|14|,nan|nan|nan|,nan|nan|nan|,0|208|66|,0|0|0|,640|208|66|,0|0|0|,218|62|20|,0|0|0|,0|0|0|,218|62|20|,0|0|0|,0|0|0|,212|60|18|,5|5|8|,0|0|0|
6,0|1|2|,207|55|10|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,207|55|10|,nan|nan|nan|,nan|nan|nan|,0|207|65|,0|0|0|,410|207|65|,0|0|0|,180|91|29|,0|0|0|,0|0|0|,180|91|29|,0|0|0|,0|0|0|,173|89|29|,4|4|10|,0|0|0|
7,0|1|2|,169|85|19|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,169|85|19|,nan|nan|nan|,nan|nan|nan|,0|169|104|,0|0|0|,535|169|104|,0|0|0|,183|79|38|,0|0|0|,0|0|0|,183|79|38|,0|0|0|,0|0|0|,178|76|38|,7|5|17|,0|0|0|
8,0|1|2|,171|71|21|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,171|71|21|,nan|nan|nan|,nan|nan|nan|,0|171|92|,0|0|0|,698|171|92|,0|0|0|,216|52|32|,0|0|0|,0|0|0|,216|52|32|,0|0|0|,0|0|0|,210|51|32|,6|3|19|,0|0|0|
9,0|1|2|,204|48|13|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,204|48|13|,nan|nan|nan|,nan|nan|nan|,0|204|61|,0|0|0|,430|204|61|,0|0|0|,178|95|27|,0|0|0|,0|0|0|,178|95|27|,0|0|0|,0|0|0|,166|90|27|,2|3|10|,0|0|0|
10,0|1|2|,164|87|17|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,164|87|17|,nan|nan|nan|,nan|nan|nan|,NA|NA|NA|,NA|NA|NA|,NA|NA|NA|,NA|NA|NA|,NA|NA|NA|,NA|NA|NA|,NA|NA|NA|,NA|NA|NA|,NA|NA|NA|,NA|NA|NA|,NA|NA|NA|,NA|NA|NA|,NA|NA|NA|
