Year,Ages,N_Initial_Age,AgeSize_Mean,AgeSize_Std,Size_Classes,N_Initial_Class,ClassSize_Mean,ClassSize_Std,N_GrowthBack,Capture_Back,N_BeforePacking_AddAge0s,PackingDeaths_Emigration,N_AfterEmigration,Deaths_AfterEmiMort_Age,Deaths_AfterEmiMort_Size,N_GrowthOut,Capture_Out,PackingDeaths_Immigration,N_Immigration,Deaths_AfterImmiMort_Age,Deaths_AfterImmiMort_Size
0,0|1|2|,579|282|139|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,579|282|139|,nan|nan|nan|,nan|nan|nan|,0|579|421|,0|0|0|,3466|579|421|,0|0|0|,740|146|114|,0|0|0|,0|0|0|,740|146|114|,0|0|0|,0|0|0|,705|140|108|,11|7|44|,0|0|0|
1,0|1|2|,694|133|64|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,694|133|64|,nan|nan|nan|,nan|nan|nan|,0|694|197|,0|0|0|,1151|694|197|,0|0|0|,531|362|107|,0|0|0|,0|0|0|,531|362|107|,0|0|0|,0|0|0|,508|347|101|,10|21|47|,0|0|0|
2,0|1|2|,498|326|54|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,498|326|54|,nan|nan|nan|,nan|nan|nan|,0|498|380|,0|0|0|,3118|498|380|,0|0|0|,763|142|95|,0|0|0|,0|0|0|,763|142|95|,0|0|0|,0|0|0|,724|134|88|,9|11|39|,0|0|0|
3,0|1|2|,715|123|49|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,715|123|49|,nan|nan|nan|,nan|nan|nan|,0|715|172|,0|0|0|,989|715|172|,0|0|0|,465|437|98|,0|0|0|,0|0|0|,465|437|98|,0|0|0|,0|0|0|,451|412|96|,7|24|42|,0|0|0|
4,0|1|2|,444|388|54|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,444|388|54|,nan|nan|nan|,nan|nan|nan|,0|444|442|,0|0|0|,4209|444|442|,0|0|0|,824|91|85|,0|0|0|,0|0|0|,824|91|85|,0|0|0|,0|0|0|,790|89|84|,23|6|44|,0|0|0|
5,0|1|2|,767|83|40|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,767|83|40|,nan|nan|nan|,nan|nan|nan|,0|767|123|,0|0|0|,768|767|123|,0|0|0|,375|532|82|,0|0|0|,0|0|0|,375|532|82|,0|0|0|,0|0|0|,362|513|78|,5|16|32|,0|0|0|
6,0|1|2|,357|497|46|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,357|497|46|,nan|nan|nan|,nan|nan|nan|,0|357|543|,0|0|0|,4270|357|543|,0|0|0|,837|64|99|,0|0|0|,0|0|0|,837|64|99|,0|0|0|,0|0|0|,788|60|98|,17|1|42|,0|0|0|
7,0|1|2|,771|59|56|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,771|59|56|,nan|nan|nan|,nan|nan|nan|,0|771|115|,0|0|0|,653|771|115|,0|0|0|,337|542|82|,0|0|0|,0|0|0|,337|542|82|,0|0|0|,0|0|0|,327|532|79|,9|25|29|,0|0|0|
8,0|1|2|,318|507|50|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,318|507|50|,nan|nan|nan|,nan|nan|nan|,0|318|557|,0|0|0|,5463|318|557|,0|0|0|,862|49|89|,0|0|0|,0|0|0|,862|49|89|,0|0|0|,0|0|0|,825|49|81|,19|1|27|,0|0|0|
9,0|1|2|,806|48|54|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,806|48|54|,nan|nan|nan|,nan|nan|nan|,0|806|102|,0|0|0|,215|806|102|,0|0|0|,167|712|94|,0|0|0|,0|0|0|,167|712|94|,0|0|0|,0|0|0|,163|693|91|,3|36|40|,0|0|0|
10,0|1|2|,160|657|51|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,160|657|51|,nan|nan|nan|,nan|nan|nan|,NA|NA|NA|,NA|NA|NA|,NA|NA|NA|,NA|NA|NA|,NA|NA|NA|,NA|NA|NA|,NA|NA|NA|,NA|NA|NA|,NA|NA|NA|,NA|NA|NA|,NA|NA|NA|,NA|NA|NA|,NA|NA|NA|
