Year,K,GrowthRate,N_Initial,PopSizes_Mean,PopSizes_Std,N_Females,N_Males,N_YYMales,N_YYFemales,N_MatureFemales,N_MatureMales,N_MatureYYMales,N_MatureYYFemales,MatureCount,ImmatureCount,EggLayEvents,Births,EggDeaths,MyyProgeny,FyyProgeny,Capture_Back,SelectionDeaths_Emigration,MoveDeaths_Emigration,PNratio_Emi,N_beforePacking_AddAge0s,PackingDeaths_Emigration,YYSelectionPackingDeaths_Emi,WildSelectionPackingDeaths_Emi,N_Emigration,Deaths_EmiMort,N_EmiMortality,Capture_Out,SelectionDeaths_Immigration,MoveDeaths_Immigration,PNratio_Immi,PackingDeaths_Immigration,YYSelectionPackingDeaths_Immi,WildSelectionPackingDeaths_Immi,SelectionDeaths_Age0s_Immigration,N_Immigration,Deaths_ImmiMort,N_ImmiMortality,Alleles,He,Ho,p1,p2,q1,q2,MateDist,MateDist_SD,Female_EmigrationDist,Female_EmigrationDist_SD,Male_EmigrationDist,Male_EmigrationDist_SD,Female_FromHomeDist,Female_FromHomeDist_SD,Male_FromHomeDist,Male_FromHomeDist_SD,Female_StrayerDist,Female_StrayerDist_SD,Male_StrayerDist,Male_StrayerDist_SD,Female_HomeAttemptStrayDist,Female_HomeAttemptStrayDist_SD,Male_HomeAttemptStrayDist,Male_HomeAttemptStrayDist_SD,DeseaseStates,Residors,Strayers_1,Strayers_2,Immigrators,ResidentDispersers,ImmigrantDispersers,AA_aa_Mates,AA_AA_Mates,aa_aa_Mates,AA_Aa_Mates,aa_Aa_Mates,Aa_Aa_Mates
0,300.0|100.0|100.0|100.0|,0.94,300|100|100|100|,0.0|0.0|0.0|,0.0|0.0|0.0|,151|53|44|54|,149|47|56|46|,0|0|0|0|,0|0|0|0|,66|25|14|27|,59|20|19|20|,0|0|0|0|,0|0|0|0|,125,175,66,957|396|181|380|,0|0|0|0|,0|0|0|0|,0|0|0|0|,0|0|0|,0|0|0|0|,0|0|0|0|,300.0|100.0|100.0|100.0|,1257|496|281|480|,957|396|181|380|,0|0|0|0|,0|0|0|0|,300|100|100|100|,0|0|0|0|,300|100|100|100|,0|0|0|,0|0|0|0|,0|0|0|0|,300.0|100.0|100.0|100.0|,4.0|0|1.0|3.0|,0|0|0|0|,0|0|0|0|,0|0|0|,296|96|100|100|,14|6|5|3|,282|90|95|97|,4|4|4|4|,0.4998111111111111|0.4974749999999999|0.49415|0.4996750000000001|,0.5133333333333333|0.475|0.5|0.565|,0.4866666666666667,0.5133333333333333,0.49666666666666665,0.5033333333333333,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300|100|100|100|,90|95|97|,0|0|0|,0|0|0|,0|0|0|,8|12|11|,0|0|0|,6,1,4,20,20,15
1,300.0|100.0|100.0|100.0|,0.9716312056737588,282|90|95|97|,0.0|0.0|0.0|,0.0|0.0|0.0|,143|39|53|51|,139|51|42|46|,0|0|0|0|,0|0|0|0|,26|4|13|9|,30|7|12|11|,0|0|0|0|,0|0|0|0|,56,226,26,428|5|321|102|,0|0|0|0|,0|0|0|0|,0|0|0|0|,0|0|0|,0|0|0|0|,0|0|0|0|,300.0|100.0|100.0|100.0|,710|95|416|199|,415|0|316|99|,0|0|0|0|,0|0|0|0|,295|95|100|100|,0|0|0|0|,295|95|100|100|,0|0|0|,0|0|0|0|,0|0|0|0|,300.0|100.0|100.0|100.0|,6.0|0|0|6.0|,0|0|0|0|,0|0|0|0|,0|0|0|,289|89|100|100|,15|7|2|6|,274|82|98|94|,4|4|4|4|,0.49290465771339487|0.4752777777777777|0.49077562326869806|0.49806036773302165|,0.4875886524822695|0.49444444444444446|0.45789473684210524|0.5103092783505154|,0.4574468085106383,0.5425531914893617,0.42730496453900707,0.5726950354609929,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,282|90|95|97|,82|98|94|,0|0|0|,0|0|0|,0|0|0|,5|6|7|,0|0|0|,3,1,2,8,8,4
2,300.0|100.0|100.0|100.0|,1.0145985401459854,274|82|98|94|,0.0|0.0|0.0|,0.0|0.0|0.0|,139|38|54|47|,135|44|44|47|,0|0|0|0|,0|0|0|0|,68|32|11|25|,72|40|11|21|,0|0|0|0|,0|0|0|0|,140,134,68,1099|497|172|430|,0|0|0|0|,0|0|0|0|,0|0|0|0|,0|0|0|,0|0|0|0|,0|0|0|0|,300.0|100.0|100.0|100.0|,1373|579|270|524|,1073|479|170|424|,0|0|0|0|,0|0|0|0|,300|100|100|100|,0|0|0|0|,300|100|100|100|,0|0|0|,0|0|0|0|,0|0|0|0|,300.0|100.0|100.0|100.0|,9.0|2.0|0|7.0|,0|0|0|0|,0|0|0|0|,0|0|0|,291|100|91|100|,13|5|5|3|,278|95|86|97|,4|4|4|4|,0.48464888912568593|0.4861317668054729|0.46280195751770103|0.49490719782707115|,0.5401459854014599|0.5182926829268293|0.5561224489795918|0.5425531914893617|,0.4142335766423358,0.5857664233576643,0.41058394160583944,0.5894160583941606,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,274|82|98|94|,95|86|97|,0|0|0|,0|0|0|,0|0|0|,10|3|12|,0|0|0|,7,0,5,6,22,28
3,300.0|100.0|100.0|100.0|,1.0035971223021583,278|95|86|97|,0.0|0.0|0.0|,0.0|0.0|0.0|,142|47|47|48|,136|48|39|49|,0|0|0|0|,0|0|0|0|,27|9|13|5|,28|6|13|9|,0|0|0|0|,0|0|0|0|,55,223,27,322|94|201|27|,0|0|0|0|,0|0|0|0|,0|0|0|0|,0|0|0|,0|0|0|0|,0|0|0|0|,300.0|100.0|100.0|100.0|,600|189|287|124|,300|89|187|24|,0|0|0|0|,0|0|0|0|,300|100|100|100|,0|0|0|0|,300|100|100|100|,0|0|0|,0|0|0|0|,0|0|0|0|,300.0|100.0|100.0|100.0|,2.0|0|2.0|0|,0|0|0|0|,0|0|0|0|,0|0|0|,298|99|100|99|,19|5|6|8|,279|94|94|91|,4|4|4|4|,0.48648491278919304|0.4853185595567866|0.4619726879394267|0.4846689339993623|,0.5179856115107914|0.5263157894736842|0.5406976744186046|0.4896907216494845|,0.43345323741007197,0.5665467625899281,0.40467625899280574,0.5953237410071942,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,278|95|86|97|,94|94|91|,0|0|0|,0|0|0|,0|0|0|,8|9|9|,0|0|0|,4,5,2,2,7,7
4,300.0|100.0|100.0|100.0|,1.017921146953405,279|94|94|91|,0.0|0.0|0.0|,0.0|0.0|0.0|,140|46|46|48|,139|48|48|43|,0|0|0|0|,0|0|0|0|,72|21|14|37|,68|25|9|34|,0|0|0|0|,0|0|0|0|,140,139,72,1383|377|208|798|,0|0|0|0|,0|0|0|0|,0|0|0|0|,0|0|0|,0|0|0|0|,0|0|0|0|,300.0|100.0|100.0|100.0|,1662|471|302|889|,1362|371|202|789|,0|0|0|0|,0|0|0|0|,300|100|100|100|,0|0|0|0|,300|100|100|100|,0|0|0|,0|0|0|0|,0|0|0|0|,300.0|100.0|100.0|100.0|,5.0|0|0|5.0|,0|0|0|0|,0|0|0|0|,0|0|0|,295|99|96|100|,11|2|4|5|,284|97|92|95|,4|4|4|4|,0.48359476368494747|0.47934585785423267|0.44064056133997287|0.4863543050356237|,0.45161290322580644|0.4787234042553192|0.44680851063829785|0.42857142857142855|,0.5394265232974911,0.460573476702509,0.3781362007168459,0.6218637992831542,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,279|94|94|91|,97|92|95|,0|0|0|,0|0|0|,0|0|0|,7|4|9|,0|0|0|,2,3,5,16,16,30
5,300.0|100.0|100.0|100.0|,0.9788732394366197,284|97|92|95|,0.0|0.0|0.0|,0.0|0.0|0.0|,130|45|45|40|,154|52|47|55|,0|0|0|0|,0|0|0|0|,18|8|8|2|,24|3|14|7|,0|0|0|0|,0|0|0|0|,42,242,18,227|14|189|24|,0|0|0|0|,0|0|0|0|,0|0|0|0|,0|0|0|,0|0|0|0|,0|0|0|0|,300.0|100.0|100.0|100.0|,511|111|281|119|,211|11|181|19|,0|0|0|0|,0|0|0|0|,300|100|100|100|,0|0|0|0|,300|100|100|100|,0|0|0|,0|0|0|0|,0|0|0|0|,300.0|100.0|100.0|100.0|,4.0|3.0|1.0|0|,0|0|0|0|,0|0|0|0|,0|0|0|,296|100|100|96|,18|8|2|8|,278|92|98|88|,4|4|4|4|,0.4996404483237453|0.49909660962907854|0.4999409262759924|0.4964542936288089|,0.4507042253521127|0.4639175257731959|0.4673913043478261|0.42105263157894735|,0.4823943661971831,0.5176056338028169,0.49295774647887325,0.5070422535211268,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,284|97|92|95|,92|98|88|,0|0|0|,0|0|0|,0|0|0|,9|10|6|,0|0|0|,3,0,0,3,7,5
6,300.0|100.0|100.0|100.0|,0.9748201438848921,278|92|98|88|,0.0|0.0|0.0|,0.0|0.0|0.0|,137|46|50|41|,141|46|48|47|,0|0|0|0|,0|0|0|0|,87|41|15|31|,90|41|13|36|,0|0|0|0|,0|0|0|0|,177,101,87,1801|749|293|759|,0|0|0|0|,0|0|0|0|,0|0|0|0|,0|0|0|,0|0|0|0|,0|0|0|0|,300.0|100.0|100.0|100.0|,2079|841|391|847|,1779|741|291|747|,0|0|0|0|,0|0|0|0|,300|100|100|100|,0|0|0|0|,300|100|100|100|,0|0|0|,0|0|0|0|,0|0|0|0|,300.0|100.0|100.0|100.0|,12.0|0|0|12.0|,0|0|0|0|,0|0|0|0|,0|0|0|,288|94|94|100|,17|3|7|7|,271|91|87|93|,4|4|4|4|,0.4870024843434605|0.4966623345935728|0.46321845064556433|0.4838584710743802|,0.4028776978417266|0.44021739130434784|0.413265306122449|0.3522727272727273|,0.48741007194244607,0.512589928057554,0.38669064748201437,0.6133093525179856,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,278|92|98|88|,91|87|93|,0|0|0|,0|0|0|,0|0|0|,9|10|17|,0|0|0|,20,2,7,19,22,17
7,300.0|100.0|100.0|100.0|,1.044280442804428,271|91|87|93|,0.0|0.0|0.0|,0.0|0.0|0.0|,137|49|41|47|,134|42|46|46|,0|0|0|0|,0|0|0|0|,16|4|7|5|,13|4|7|2|,0|0|0|0|,0|0|0|0|,29,242,16,218|53|83|82|,0|0|0|0|,0|0|0|0|,0|0|0|0|,0|0|0|,0|0|0|0|,0|0|0|0|,300.0|100.0|100.0|100.0|,489|144|170|175|,189|44|70|75|,0|0|0|0|,0|0|0|0|,300|100|100|100|,0|0|0|0|,300|100|100|100|,0|0|0|,0|0|0|0|,0|0|0|0|,300.0|100.0|100.0|100.0|,3.0|3.0|0|0|,0|0|0|0|,0|0|0|0|,0|0|0|,297|100|97|100|,14|6|6|2|,283|94|91|98|,4|4|4|4|,0.4970520553914026|0.49553194058688566|0.49679614215880563|0.49673372644236335|,0.5387453874538746|0.6263736263736264|0.5114942528735632|0.478494623655914|,0.44649446494464945,0.5535055350553506,0.4907749077490775,0.5092250922509225,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,271|91|87|93|,94|91|98|,0|0|0|,0|0|0|,0|0|0|,11|9|13|,0|0|0|,2,0,0,3,7,4
8,300.0|100.0|100.0|100.0|,0.9823321554770318,283|94|91|98|,0.0|0.0|0.0|,0.0|0.0|0.0|,138|43|44|51|,145|51|47|47|,0|0|0|0|,0|0|0|0|,76|30|19|27|,84|29|28|27|,0|0|0|0|,0|0|0|0|,160,123,76,1681|763|426|492|,0|0|0|0|,0|0|0|0|,0|0|0|0|,0|0|0|,0|0|0|0|,0|0|0|0|,300.0|100.0|100.0|100.0|,1964|857|517|590|,1664|757|417|490|,0|0|0|0|,0|0|0|0|,300|100|100|100|,0|0|0|0|,300|100|100|100|,0|0|0|,0|0|0|0|,0|0|0|0|,300.0|100.0|100.0|100.0|,9.0|0|9.0|0|,0|0|0|0|,0|0|0|0|,0|0|0|,291|91|100|100|,13|4|6|3|,278|87|94|97|,4|4|4|4|,0.47120703217670334|0.4655669986419194|0.46805941311435817|0.47644210745522697|,0.5017667844522968|0.5159574468085106|0.46153846153846156|0.5255102040816326|,0.411660777385159,0.588339222614841,0.3551236749116608,0.6448763250883393,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,283|94|91|98|,87|94|97|,0|0|0|,0|0|0|,0|0|0|,6|17|9|,0|0|0|,4,2,10,11,20,29
9,300.0|100.0|100.0|100.0|,0.9892086330935251,278|87|94|97|,0.0|0.0|0.0|,0.0|0.0|0.0|,134|40|50|44|,144|47|44|53|,0|0|0|0|,0|0|0|0|,14|2|11|1|,19|4|5|10|,0|0|0|0|,0|0|0|0|,33,245,14,128|34|94|0|,0|0|0|0|,0|0|0|0|,0|0|0|0|,0|0|0|,0|0|0|0|,0|0|0|0|,300.0|100.0|100.0|100.0|,406|121|188|97|,109|21|88|0|,0|0|0|0|,0|0|0|0|,297|100|100|97|,0|0|0|0|,297|100|100|97|,0|0|0|,0|0|0|0|,0|0|0|0|,300.0|100.0|100.0|100.0|,3.0|0|3.0|0|,0|0|0|0|,0|0|0|0|,0|0|0|,294|94|100|100|,19|4|9|6|,275|90|91|94|,4|4|4|4|,0.497560944050515|0.49914123398071086|0.49586917157084665|0.4903815495801892|,0.4892086330935252|0.45977011494252873|0.5|0.5051546391752577|,0.45863309352517984,0.5413669064748201,0.47302158273381295,0.5269784172661871,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,278|87|94|97|,90|91|94|,0|0|0|,0|0|0|,0|0|0|,7|10|10|,0|0|0|,2,0,0,1,7,4
