Year,K,GrowthRate,N_Initial,PopSizes_Mean,PopSizes_Std,N_Females,N_Males,N_YYMales,N_YYFemales,N_MatureFemales,N_MatureMales,N_MatureYYMales,N_MatureYYFemales,MatureCount,ImmatureCount,EggLayEvents,Births,EggDeaths,MyyProgeny,FyyProgeny,Capture_Back,SelectionDeaths_Emigration,MoveDeaths_Emigration,PNratio_Emi,N_beforePacking_AddAge0s,PackingDeaths_Emigration,YYSelectionPackingDeaths_Emi,WildSelectionPackingDeaths_Emi,N_Emigration,Deaths_EmiMort,N_EmiMortality,Capture_Out,SelectionDeaths_Immigration,MoveDeaths_Immigration,PNratio_Immi,PackingDeaths_Immigration,YYSelectionPackingDeaths_Immi,WildSelectionPackingDeaths_Immi,SelectionDeaths_Age0s_Immigration,N_Immigration,Deaths_ImmiMort,N_ImmiMortality,Alleles,He,Ho,p1,p2,q1,q2,MateDist,MateDist_SD,Female_EmigrationDist,Female_EmigrationDist_SD,Male_EmigrationDist,Male_EmigrationDist_SD,Female_FromHomeDist,Female_FromHomeDist_SD,Male_FromHomeDist,Male_FromHomeDist_SD,Female_StrayerDist,Female_StrayerDist_SD,Male_StrayerDist,Male_StrayerDist_SD,Female_HomeAttemptStrayDist,Female_HomeAttemptStrayDist_SD,Male_HomeAttemptStrayDist,Male_HomeAttemptStrayDist_SD,DeseaseStates,Residors,Strayers_1,Strayers_2,Immigrators,ResidentDispersers,ImmigrantDispersers,AA_aa_Mates,AA_AA_Mates,aa_aa_Mates,AA_Aa_Mates,aa_Aa_Mates,Aa_Aa_Mates
0,300.0|100.0|100.0|100.0|,0.8933333333333333,300|100|100|100|,0.0|0.0|0.0|,0.0|0.0|0.0|,151|53|44|54|,149|47|56|46|,0|0|0|0|,0|0|0|0|,74|26|24|24|,68|21|25|22|,0|0|0|0|,0|0|0|0|,142,158,74,1120|383|359|378|,0|0|0|0|,0|0|0|0|,0|0|0|0|,0|0|0|,0|0|0|0|,0|0|0|0|,300.0|100.0|100.0|100.0|,1420|483|459|478|,1120|383|359|378|,0|0|0|0|,0|0|0|0|,299|100|100|99|,0|0|0|0|,299|100|100|99|,0|0|0|,0|0|0|0|,0|0|0|0|,300.0|100.0|100.0|100.0|,6.0|0|6.0|0|,0|0|0|0|,0|0|0|0|,0|0|0|,293|98|100|95|,25|7|9|9|,268|91|91|86|,4|4|4|4|,0.4969527777777778|0.499575|0.4943749999999999|0.49297500000000005|,0.535|0.475|0.545|0.585|,0.5266666666666666,0.47333333333333333,0.5483333333333333,0.45166666666666666,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300|100|100|100|,91|91|86|,0|0|0|,0|0|0|,0|0|0|,5|13|4|,0|0|0|,8,6,2,22,13,23
1,300.0|100.0|100.0|100.0|,0.9888059701492538,268|91|91|86|,0.0|0.0|0.0|,0.0|0.0|0.0|,133|51|36|46|,135|40|55|40|,0|0|0|0|,0|0|0|0|,26|9|5|12|,25|8|9|8|,0|0|0|0|,0|0|0|0|,51,217,26,344|237|53|54|,0|0|0|0|,0|0|0|0|,0|0|0|0|,0|0|0|,0|0|0|0|,0|0|0|0|,300.0|100.0|100.0|100.0|,612|328|144|140|,312|228|44|40|,0|0|0|0|,0|0|0|0|,300|100|100|100|,0|0|0|0|,300|100|100|100|,0|0|0|,0|0|0|0|,0|0|0|0|,300.0|100.0|100.0|100.0|,14.0|0|14.0|0|,0|0|0|0|,0|0|0|0|,0|0|0|,286|98|100|88|,21|5|7|9|,265|93|93|79|,4|4|4|4|,0.49232498886166187|0.4975848327496679|0.4813730225818138|0.4878312601406166|,0.5242537313432836|0.5164835164835165|0.489010989010989|0.5697674418604651|,0.5783582089552238,0.4216417910447761,0.539179104477612,0.4608208955223881,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,268|91|91|86|,93|93|79|,0|0|0|,0|0|0|,0|0|0|,6|18|2|,0|0|0|,5,0,1,5,5,10
2,300.0|100.0|100.0|100.0|,1.030188679245283,265|93|93|79|,0.0|0.0|0.0|,0.0|0.0|0.0|,134|50|44|40|,131|43|49|39|,0|0|0|0|,0|0|0|0|,57|13|21|23|,65|12|29|24|,0|0|0|0|,0|0|0|0|,122,143,57,1175|341|496|338|,0|0|0|0|,0|0|0|0|,0|0|0|0|,0|0|0|,0|0|0|0|,0|0|0|0|,300.0|100.0|100.0|100.0|,1440|434|589|417|,1140|334|489|317|,0|0|0|0|,0|0|0|0|,300|100|100|100|,0|0|0|0|,300|100|100|100|,0|0|0|,0|0|0|0|,0|0|0|0|,300.0|100.0|100.0|100.0|,10.0|0|10.0|0|,0|0|0|0|,0|0|0|0|,0|0|0|,290|95|100|95|,17|5|8|4|,273|90|92|91|,4|4|4|4|,0.48789604841580625|0.45693143716036533|0.4838998728176668|0.4917881749719596|,0.4641509433962264|0.41935483870967744|0.45698924731182794|0.5253164556962026|,0.5415094339622641,0.45849056603773586,0.6018867924528302,0.39811320754716983,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,265|93|93|79|,90|92|91|,0|0|0|,0|0|0|,0|0|0|,3|13|3|,0|0|0|,5,7,3,20,8,14
3,300.0|100.0|100.0|100.0|,0.9853479853479854,273|90|92|91|,0.0|0.0|0.0|,0.0|0.0|0.0|,149|51|56|42|,124|39|36|49|,0|0|0|0|,0|0|0|0|,22|9|5|8|,19|9|5|5|,0|0|0|0|,0|0|0|0|,41,232,22,232|110|63|59|,0|0|0|0|,0|0|0|0|,0|0|0|0|,0|0|0|,0|0|0|0|,0|0|0|0|,300.0|100.0|100.0|100.0|,505|200|155|150|,205|100|55|50|,0|0|0|0|,0|0|0|0|,300|100|100|100|,0|0|0|0|,300|100|100|100|,0|0|0|,0|0|0|0|,0|0|0|0|,300.0|100.0|100.0|100.0|,17.0|0|17.0|0|,0|0|0|0|,0|0|0|0|,0|0|0|,283|95|100|88|,14|5|5|4|,269|90|95|84|,4|4|4|4|,0.4924257671510419|0.49737654320987656|0.49616020793950855|0.47787103006883225|,0.4725274725274725|0.5055555555555555|0.41304347826086957|0.5|,0.5860805860805861,0.4139194139194139,0.5128205128205128,0.48717948717948717,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,273|90|92|91|,90|95|84|,0|0|0|,0|0|0|,0|0|0|,7|26|5|,0|0|0|,2,0,0,6,4,10
4,300.0|100.0|100.0|100.0|,1.0223048327137547,269|90|95|84|,0.0|0.0|0.0|,0.0|0.0|0.0|,131|36|58|37|,138|54|37|47|,0|0|0|0|,0|0|0|0|,76|20|36|20|,74|24|19|31|,0|0|0|0|,0|0|0|0|,150,119,76,1467|286|875|306|,0|0|0|0|,0|0|0|0|,0|0|0|0|,0|0|0|,0|0|0|0|,0|0|0|0|,300.0|100.0|100.0|100.0|,1736|376|970|390|,1436|276|870|290|,0|0|0|0|,0|0|0|0|,300|100|100|100|,0|0|0|0|,300|100|100|100|,0|0|0|,0|0|0|0|,0|0|0|0|,300.0|100.0|100.0|100.0|,10.0|0|10.0|0|,0|0|0|0|,0|0|0|0|,0|0|0|,290|96|100|94|,15|8|4|3|,275|88|96|91|,4|4|4|4|,0.4885020936692417|0.48737654320987644|0.48955678670360114|0.474985827664399|,0.49070631970260226|0.5055555555555555|0.4368421052631579|0.5357142857142857|,0.5594795539033457,0.44052044609665425,0.5892193308550185,0.4107806691449814,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,269|90|95|84|,88|96|91|,0|0|0|,0|0|0|,0|0|0|,6|17|4|,0|0|0|,9,7,3,30,13,14
5,300.0|100.0|100.0|100.0|,0.9818181818181818,275|88|96|91|,0.0|0.0|0.0|,0.0|0.0|0.0|,141|49|50|42|,134|39|46|49|,0|0|0|0|,0|0|0|0|,16|9|3|4|,20|11|1|8|,0|0|0|0|,0|0|0|0|,36,239,16,308|261|15|32|,0|0|0|0|,0|0|0|0|,0|0|0|0|,0|0|0|,0|0|0|0|,0|0|0|0|,300.0|100.0|100.0|100.0|,583|349|111|123|,283|249|11|23|,0|0|0|0|,0|0|0|0|,300|100|100|100|,0|0|0|0|,300|100|100|100|,0|0|0|,0|0|0|0|,0|0|0|0|,300.0|100.0|100.0|100.0|,11.0|0|11.0|0|,0|0|0|0|,0|0|0|0|,0|0|0|,289|95|100|94|,19|3|8|8|,270|92|92|86|,4|4|4|4|,0.4796033057851239|0.47091296487603307|0.4873046875|0.4781125467938655|,0.49818181818181817|0.44886363636363635|0.5104166666666666|0.532967032967033|,0.6218181818181818,0.3781818181818182,0.5745454545454546,0.4254545454545455,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,275|88|96|91|,92|92|86|,0|0|0|,0|0|0|,0|0|0|,2|15|4|,0|0|0|,0,0,0,11,1,4
6,300.0|100.0|100.0|100.0|,1.0074074074074073,270|92|92|86|,0.0|0.0|0.0|,0.0|0.0|0.0|,134|46|49|39|,136|46|43|47|,0|0|0|0|,0|0|0|0|,82|10|42|30|,75|9|32|34|,0|0|0|0|,0|0|0|0|,157,113,82,1566|199|852|515|,0|0|0|0|,0|0|0|0|,0|0|0|0|,0|0|0|,0|0|0|0|,0|0|0|0|,300.0|100.0|100.0|100.0|,1836|291|944|601|,1536|191|844|501|,0|0|0|0|,0|0|0|0|,300|100|100|100|,0|0|0|0|,300|100|100|100|,0|0|0|,0|0|0|0|,0|0|0|0|,300.0|100.0|100.0|100.0|,15.0|0|15.0|0|,0|0|0|0|,0|0|0|0|,0|0|0|,285|91|100|94|,13|6|5|2|,272|85|95|92|,4|4|4|4|,0.4732475994513031|0.4644080812854443|0.4791469754253308|0.474986479177934|,0.48333333333333334|0.45108695652173914|0.5108695652173914|0.4883720930232558|,0.6574074074074074,0.3425925925925926,0.5444444444444444,0.45555555555555555,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,270|92|92|86|,85|95|92|,0|0|0|,0|0|0|,0|0|0|,3|19|4|,0|0|0|,9,11,1,34,8,19
7,300.0|100.0|100.0|100.0|,0.9411764705882353,272|85|95|92|,0.0|0.0|0.0|,0.0|0.0|0.0|,131|33|52|46|,141|52|43|46|,0|0|0|0|,0|0|0|0|,18|9|5|4|,16|11|2|3|,0|0|0|0|,0|0|0|0|,34,238,18,163|146|17|0|,0|0|0|0|,0|0|0|0|,0|0|0|0|,0|0|0|,0|0|0|0|,0|0|0|0|,300.0|100.0|100.0|100.0|,435|231|112|92|,143|131|12|0|,0|0|0|0|,0|0|0|0|,292|100|100|92|,0|0|0|0|,292|100|100|92|,0|0|0|,0|0|0|0|,0|0|0|0|,300.0|100.0|100.0|100.0|,9.0|0|9.0|0|,0|0|0|0|,0|0|0|0|,0|0|0|,283|93|100|90|,27|8|6|13|,256|85|94|77|,4|4|4|4|,0.4752209937283738|0.4913494809688581|0.45202216066482004|0.47515949905482036|,0.4944852941176471|0.4823529411764706|0.5052631578947369|0.4945652173913043|,0.6158088235294118,0.38419117647058826,0.6066176470588235,0.39338235294117646,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,272|85|95|92|,85|94|77|,0|0|0|,0|0|0|,0|0|0|,3|16|6|,0|0|0|,2,6,1,5,2,2
8,300.0|100.0|100.0|100.0|,1.02734375,256|85|94|77|,0.0|0.0|0.0|,0.0|0.0|0.0|,121|29|50|42|,135|56|44|35|,0|0|0|0|,0|0|0|0|,95|11|42|42|,88|17|36|35|,0|0|0|0|,0|0|0|0|,183,73,95,1062|76|423|563|,0|0|0|0|,0|0|0|0|,0|0|0|0|,0|0|0|,0|0|0|0|,0|0|0|0|,300.0|100.0|100.0|100.0|,1318|161|517|640|,1018|61|417|540|,0|0|0|0|,0|0|0|0|,300|100|100|100|,0|0|0|0|,300|100|100|100|,0|0|0|,0|0|0|0|,0|0|0|0|,300.0|100.0|100.0|100.0|,18.0|0|18.0|0|,0|0|0|0|,0|0|0|0|,0|0|0|,282|91|100|91|,19|9|5|5|,263|82|95|86|,4|4|4|4|,0.4853363037109375|0.47380622837370234|0.45648483476686275|0.4820796087029853|,0.46484375|0.45294117647058824|0.43617021276595747|0.512987012987013|,0.62109375,0.37890625,0.5,0.5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,256|85|94|77|,82|95|86|,0|0|0|,0|0|0|,0|0|0|,1|18|3|,0|0|0|,7,23,2,28,7,28
9,300.0|100.0|100.0|100.0|,0.9923954372623575,263|82|95|86|,0.0|0.0|0.0|,0.0|0.0|0.0|,142|42|53|47|,121|40|42|39|,0|0|0|0|,0|0|0|0|,30|17|6|7|,34|22|9|3|,0|0|0|0|,0|0|0|0|,64,199,30,352|294|58|0|,0|0|0|0|,0|0|0|0|,0|0|0|0|,0|0|0|,0|0|0|0|,0|0|0|0|,300.0|100.0|100.0|100.0|,615|376|153|86|,329|276|53|0|,0|0|0|0|,0|0|0|0|,286|100|100|86|,0|0|0|0|,286|100|100|86|,0|0|0|,0|0|0|0|,0|0|0|0|,300.0|100.0|100.0|100.0|,6.0|0|6.0|0|,0|0|0|0|,0|0|0|0|,0|0|0|,280|92|100|88|,19|6|8|5|,261|86|92|83|,4|4|4|4|,0.47258526218392627|0.4766136228435456|0.44786703601108035|0.4826257436452136|,0.4391634980988593|0.42073170731707316|0.4421052631578947|0.45348837209302323|,0.6539923954372624,0.34600760456273766,0.5608365019011406,0.4391634980988593,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,263|82|95|86|,86|92|83|,0|0|0|,0|0|0|,0|0|0|,1|13|7|,0|0|0|,4,2,2,14,1,7
