Year,K,GrowthRate,N_Initial,PopSizes_Mean,PopSizes_Std,N_Females,N_Males,N_YYMales,N_YYFemales,N_MatureFemales,N_MatureMales,N_MatureYYMales,N_MatureYYFemales,MatureCount,ImmatureCount,EggLayEvents,Births,EggDeaths,MyyProgeny,FyyProgeny,Capture_Back,SelectionDeaths_Emigration,MoveDeaths_Emigration,PNratio_Emi,N_beforePacking_AddAge0s,PackingDeaths_Emigration,YYSelectionPackingDeaths_Emi,WildSelectionPackingDeaths_Emi,N_Emigration,Deaths_EmiMort,N_EmiMortality,Capture_Out,SelectionDeaths_Immigration,MoveDeaths_Immigration,PNratio_Immi,PackingDeaths_Immigration,YYSelectionPackingDeaths_Immi,WildSelectionPackingDeaths_Immi,SelectionDeaths_Age0s_Immigration,N_Immigration,Deaths_ImmiMort,N_ImmiMortality,Alleles,He,Ho,p1,p2,q1,q2,MateDist,MateDist_SD,Female_EmigrationDist,Female_EmigrationDist_SD,Male_EmigrationDist,Male_EmigrationDist_SD,Female_FromHomeDist,Female_FromHomeDist_SD,Male_FromHomeDist,Male_FromHomeDist_SD,Female_StrayerDist,Female_StrayerDist_SD,Male_StrayerDist,Male_StrayerDist_SD,Female_HomeAttemptStrayDist,Female_HomeAttemptStrayDist_SD,Male_HomeAttemptStrayDist,Male_HomeAttemptStrayDist_SD,DeseaseStates,Residors,Strayers_1,Strayers_2,Immigrators,ResidentDispersers,ImmigrantDispersers,AA_aa_Mates,AA_AA_Mates,aa_aa_Mates,AA_Aa_Mates,aa_Aa_Mates,Aa_Aa_Mates
0,300.0|100.0|100.0|100.0|,0.6233333333333333,300|100|100|100|,0.0|0.0|0.0|,0.0|0.0|0.0|,152|52|51|49|,148|48|49|51|,0|0|0|0|,0|0|0|0|,67|18|28|21|,64|21|25|18|,0|0|0|0|,0|0|0|0|,131,169,67,1030|154|597|279|,0|0|0|0|,0|0|0|0|,0|0|0|0|,0|0|0|,0|0|0|0|,0|0|0|0|,300.0|100.0|100.0|100.0|,1330|254|697|379|,1030|154|597|279|,0|0|0|0|,0|0|0|0|,300|100|100|100|,0|0|0|0|,300|100|100|100|,0|0|0|,0|0|0|0|,0|0|0|0|,300.0|100.0|100.0|100.0|,100.0|0|100.0|0|,0|0|0|0|,0|0|0|0|,0|0|0|,200|54|100|46|,13|1|8|4|,187|53|92|42|,4|4|4|4|,0.4989944444444444|0.49934999999999996|0.49829999999999997|0.49549999999999994|,0.45666666666666667|0.49|0.44|0.44|,0.5016666666666667,0.49833333333333335,0.5316666666666666,0.4683333333333333,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300|100|100|100|,53|92|42|,0|0|0|,0|0|0|,0|0|0|,53|92|42|,0|0|0|,12,9,4,19,13,10
1,300.0|100.0|100.0|100.0|,0.9625668449197861,187|53|92|42|,0.0|0.0|0.0|,0.0|0.0|0.0|,92|22|47|23|,95|31|45|19|,0|0|0|0|,0|0|0|0|,18|1|14|3|,20|3|16|1|,0|0|0|0|,0|0|0|0|,38,149,18,279|0|279|0|,0|0|0|0|,0|0|0|0|,0|0|0|0|,0|0|0|,0|0|0|0|,0|0|0|0|,300.0|100.0|100.0|100.0|,466|53|371|42|,271|0|271|0|,0|0|0|0|,0|0|0|0|,195|53|100|42|,0|0|0|0|,195|53|100|42|,0|0|0|,0|0|0|0|,0|0|0|0|,300.0|100.0|100.0|100.0|,0|0|0|0|,0|0|0|0|,0|0|0|0|,0|0|0|,195|52|95|48|,15|4|10|1|,180|48|85|47|,4|4|4|4|,0.4865452257713976|0.45719117123531505|0.4957171550094519|0.45181405895691606|,0.45989304812834225|0.46226415094339623|0.47282608695652173|0.42857142857142855|,0.6042780748663101,0.39572192513368987,0.5508021390374331,0.44919786096256686,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,187|53|92|42|,48|85|47|,0|0|0|,0|0|0|,0|0|0|,48|85|47|,0|0|0|,3,2,0,11,0,2
2,300.0|100.0|100.0|100.0|,1.0444444444444445,180|48|85|47|,0.0|0.0|0.0|,0.0|0.0|0.0|,84|22|44|18|,96|26|41|29|,0|0|0|0|,0|0|0|0|,54|6|44|4|,57|10|41|6|,0|0|0|0|,0|0|0|0|,111,69,54,899|88|660|151|,0|0|0|0|,0|0|0|0|,0|0|0|0|,0|0|0|,0|0|0|0|,0|0|0|0|,300.0|100.0|100.0|100.0|,1079|136|745|198|,779|36|645|98|,0|0|0|0|,0|0|0|0|,300|100|100|100|,0|0|0|0|,300|100|100|100|,0|0|0|,0|0|0|0|,0|0|0|0|,300.0|100.0|100.0|100.0|,100.0|0|100.0|0|,0|0|0|0|,0|0|0|0|,0|0|0|,200|47|100|53|,12|2|4|6|,188|45|96|47|,4|4|4|4|,0.4588734567901235|0.45909288194444453|0.4512456747404845|0.45473064735174284|,0.4722222222222222|0.5520833333333334|0.4294117647058823|0.46808510638297873|,0.6861111111111111,0.3138888888888889,0.5805555555555556,0.41944444444444445,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180|48|85|47|,45|96|47|,0|0|0|,0|0|0|,0|0|0|,45|96|47|,0|0|0|,9,9,0,19,9,8
3,300.0|100.0|100.0|100.0|,0.9308510638297872,188|45|96|47|,0.0|0.0|0.0|,0.0|0.0|0.0|,81|21|41|19|,107|24|55|28|,0|0|0|0|,0|0|0|0|,11|1|9|1|,23|2|19|2|,0|0|0|0|,0|0|0|0|,34,154,11,113|0|113|0|,0|0|0|0|,0|0|0|0|,0|0|0|0|,0|0|0|,0|0|0|0|,0|0|0|0|,300.0|100.0|100.0|100.0|,301|45|209|47|,109|0|109|0|,0|0|0|0|,0|0|0|0|,192|45|100|47|,0|0|0|0|,192|45|100|47|,0|0|0|,0|0|0|0|,0|0|0|0|,300.0|100.0|100.0|100.0|,0|0|0|0|,0|0|0|0|,0|0|0|0|,0|0|0|,192|49|92|51|,17|6|5|6|,175|43|87|45|,4|4|4|4|,0.47042638071525567|0.479753086419753|0.4220648871527777|0.48076052512449063|,0.5079787234042553|0.4888888888888889|0.4739583333333333|0.5957446808510638|,0.6462765957446809,0.3537234042553192,0.5904255319148937,0.4095744680851064,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,188|45|96|47|,43|87|45|,0|0|0|,0|0|0|,0|0|0|,43|87|45|,0|0|0|,0,2,0,5,1,3
4,300.0|100.0|100.0|100.0|,1.0914285714285714,175|43|87|45|,0.0|0.0|0.0|,0.0|0.0|0.0|,91|27|38|26|,84|16|49|19|,0|0|0|0|,0|0|0|0|,59|8|38|13|,67|9|49|9|,0|0|0|0|,0|0|0|0|,126,49,59,1505|226|846|433|,0|0|0|0|,0|0|0|0|,0|0|0|0|,0|0|0|,0|0|0|0|,0|0|0|0|,300.0|100.0|100.0|100.0|,1680|269|933|478|,1380|169|833|378|,0|0|0|0|,0|0|0|0|,300|100|100|100|,0|0|0|0|,300|100|100|100|,0|0|0|,0|0|0|0|,0|0|0|0|,300.0|100.0|100.0|100.0|,100.0|0|100.0|0|,0|0|0|0|,0|0|0|0|,0|0|0|,200|53|100|47|,9|3|4|2|,191|50|96|45|,4|4|4|4|,0.4780408163265306|0.4296917252568957|0.48381556348262644|0.4520987654320987|,0.52|0.46511627906976744|0.5517241379310345|0.5111111111111111|,0.6228571428571429,0.37714285714285717,0.5828571428571429,0.41714285714285715,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,175|43|87|45|,50|96|45|,0|0|0|,0|0|0|,0|0|0|,50|96|45|,0|0|0|,2,6,0,27,10,14
5,300.0|100.0|100.0|100.0|,0.9214659685863874,191|50|96|45|,0.0|0.0|0.0|,0.0|0.0|0.0|,89|28|37|24|,102|22|59|21|,0|0|0|0|,0|0|0|0|,8|3|2|3|,8|3|5|0|,0|0|0|0|,0|0|0|0|,16,175,8,0|0|0|0|,0|0|0|0|,0|0|0|0|,0|0|0|0|,0|0|0|,0|0|0|0|,0|0|0|0|,300.0|100.0|100.0|100.0|,191|50|96|45|,0|0|0|0|,0|0|0|0|,0|0|0|0|,191|50|96|45|,0|0|0|0|,191|50|96|45|,0|0|0|,0|0|0|0|,0|0|0|0|,300.0|100.0|100.0|100.0|,0|0|0|0|,0|0|0|0|,0|0|0|0|,0|0|0|,191|44|95|52|,15|1|8|6|,176|43|87|46|,4|4|4|4|,0.4629396124009758|0.4738999999999999|0.4335394965277778|0.48456790123456783|,0.49214659685863876|0.51|0.4791666666666667|0.5|,0.6361256544502618,0.36387434554973824,0.6361256544502618,0.36387434554973824,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,191|50|96|45|,43|87|46|,0|0|0|,0|0|0|,0|0|0|,43|87|46|,0|0|0|,0,0,0,4,0,4
6,300.0|100.0|100.0|100.0|,1.0965909090909092,176|43|87|46|,0.0|0.0|0.0|,0.0|0.0|0.0|,82|16|47|19|,94|27|40|27|,0|0|0|0|,0|0|0|0|,82|16|47|19|,94|27|40|27|,0|0|0|0|,0|0|0|0|,176,0,82,975|214|544|217|,0|0|0|0|,0|0|0|0|,0|0|0|0|,0|0|0|,0|0|0|0|,0|0|0|0|,300.0|100.0|100.0|100.0|,1151|257|631|263|,851|157|531|163|,0|0|0|0|,0|0|0|0|,300|100|100|100|,0|0|0|0|,300|100|100|100|,0|0|0|,0|0|0|0|,0|0|0|0|,300.0|100.0|100.0|100.0|,100.0|0|100.0|0|,0|0|0|0|,0|0|0|0|,0|0|0|,200|53|100|47|,7|1|4|2|,193|52|96|45|,4|4|4|4|,0.4619947701446281|0.42631151974040027|0.48199894305720703|0.44317107750472584|,0.4744318181818182|0.43023255813953487|0.47701149425287354|0.5108695652173914|,0.6420454545454546,0.35795454545454547,0.6335227272727273,0.3664772727272727,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,176|43|87|46|,52|96|45|,0|0|0|,0|0|0|,0|0|0|,52|96|45|,0|0|0|,8,21,2,31,7,13
7,300.0|100.0|100.0|100.0|,0.8963730569948186,193|52|96|45|,0.0|0.0|0.0|,0.0|0.0|0.0|,103|29|48|26|,90|23|48|19|,0|0|0|0|,0|0|0|0|,11|4|4|3|,11|2|7|2|,0|0|0|0|,0|0|0|0|,22,171,11,0|0|0|0|,0|0|0|0|,0|0|0|0|,0|0|0|0|,0|0|0|,0|0|0|0|,0|0|0|0|,300.0|100.0|100.0|100.0|,193|52|96|45|,0|0|0|0|,0|0|0|0|,0|0|0|0|,193|52|96|45|,0|0|0|0|,193|52|96|45|,0|0|0|,0|0|0|0|,0|0|0|0|,300.0|100.0|100.0|100.0|,0|0|0|0|,0|0|0|0|,0|0|0|0|,0|0|0|,193|46|97|50|,20|2|11|7|,173|44|86|43|,4|4|4|4|,0.44479046417353485|0.4791050295857988|0.41183810763888895|0.43654320987654327|,0.45595854922279794|0.46153846153846156|0.4375|0.4888888888888889|,0.694300518134715,0.30569948186528495,0.6321243523316062,0.36787564766839376,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,193|52|96|45|,44|86|43|,0|0|0|,0|0|0|,0|0|0|,44|86|43|,0|0|0|,1,1,1,5,1,2
8,300.0|100.0|100.0|100.0|,1.092485549132948,173|44|86|43|,0.0|0.0|0.0|,0.0|0.0|0.0|,91|23|48|20|,82|21|38|23|,0|0|0|0|,0|0|0|0|,91|23|48|20|,82|21|38|23|,0|0|0|0|,0|0|0|0|,173,0,91,1977|569|1067|341|,0|0|0|0|,0|0|0|0|,0|0|0|0|,0|0|0|,0|0|0|0|,0|0|0|0|,300.0|100.0|100.0|100.0|,2150|613|1153|384|,1850|513|1053|284|,0|0|0|0|,0|0|0|0|,300|100|100|100|,0|0|0|0|,300|100|100|100|,0|0|0|,0|0|0|0|,0|0|0|0|,300.0|100.0|100.0|100.0|,100.0|0|100.0|0|,0|0|0|0|,0|0|0|0|,0|0|0|,200|52|100|48|,11|2|5|4|,189|50|95|44|,4|4|4|4|,0.4437000902135053|0.3964359504132231|0.47143726338561376|0.41387236343969724|,0.4393063583815029|0.4090909090909091|0.45930232558139533|0.43023255813953487|,0.6965317919075145,0.30346820809248554,0.6329479768786127,0.3670520231213873,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,173|44|86|43|,50|95|44|,0|0|0|,0|0|0|,0|0|0|,50|95|44|,0|0|0|,11,21,0,23,9,27
9,300.0|100.0|100.0|100.0|,0.9523809523809523,189|50|95|44|,0.0|0.0|0.0|,0.0|0.0|0.0|,92|26|45|21|,97|24|50|23|,0|0|0|0|,0|0|0|0|,6|1|5|0|,3|2|1|0|,0|0|0|0|,0|0|0|0|,9,180,6,0|0|0|0|,0|0|0|0|,0|0|0|0|,0|0|0|0|,0|0|0|,0|0|0|0|,0|0|0|0|,300.0|100.0|100.0|100.0|,189|50|95|44|,0|0|0|0|,0|0|0|0|,0|0|0|0|,189|50|95|44|,0|0|0|0|,189|50|95|44|,0|0|0|,0|0|0|0|,0|0|0|0|,300.0|100.0|100.0|100.0|,0|0|0|0|,0|0|0|0|,0|0|0|0|,0|0|0|,189|43|94|52|,9|2|6|1|,180|41|88|51|,4|4|4|4|,0.4626970129615633|0.4182|0.4853185595567867|0.4408574380165289|,0.48148148148148145|0.42|0.5157894736842106|0.4772727272727273|,0.656084656084656,0.3439153439153439,0.6137566137566137,0.3862433862433862,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,189|50|95|44|,41|88|51|,0|0|0|,0|0|0|,0|0|0|,41|88|51|,0|0|0|,2,0,0,3,1,0
