0.000000000000000000e+00,6.245254637171737677e+00,4.568802161128957984e+00,9.195931367914811361e+00,3.862170521394034939e+00,7.771971327339068480e+00,7.911452445939855416e+00,1.166558706269587553e+01,8.174141907306257337e+00,4.183991792350919781e+00
6.245254637171737677e+00,0.000000000000000000e+00,2.037584136258126843e+00,4.417781993747014191e+00,3.555035338399541445e+00,1.578384031641511864e+00,4.313611210035997345e+00,6.395566013176266829e+00,3.168845859010807953e+00,6.105634072811471746e+00
4.568802161128957984e+00,2.037584136258126843e+00,0.000000000000000000e+00,4.841218603427438261e+00,1.537737891858507844e+00,3.594951263437758282e+00,3.965166327103372357e+00,7.221280428999792278e+00,4.984567840360726976e+00,5.683683988774077100e+00
9.195931367914811361e+00,4.417781993747014191e+00,4.841218603427438261e+00,0.000000000000000000e+00,5.371344314445730461e+00,4.378780096330722849e+00,1.733329758440918189e+00,2.499146797275495935e+00,6.758702240345127343e+00,1.033074229361284146e+01
3.862170521394034939e+00,3.555035338399541445e+00,1.537737891858507844e+00,5.371344314445730461e+00,0.000000000000000000e+00,5.081035765851622976e+00,4.052691958659162985e+00,7.862492503257362486e+00,6.508689145254976438e+00,6.147685484187297433e+00
7.771971327339068480e+00,1.578384031641511864e+00,3.594951263437758282e+00,4.378780096330722849e+00,5.081035765851622976e+00,0.000000000000000000e+00,4.871136614728893477e+00,5.817044803467619651e+00,2.386555961883965349e+00,7.109316750968148746e+00
7.911452445939855416e+00,4.313611210035997345e+00,3.965166327103372357e+00,1.733329758440918189e+00,4.052691958659162985e+00,4.871136614728893477e+00,0.000000000000000000e+00,4.106735260301944024e+00,7.199801091343922543e+00,9.646694655475098301e+00
1.166558706269587553e+01,6.395566013176266829e+00,7.221280428999792278e+00,2.499146797275495935e+00,7.862492503257362486e+00,5.817044803467619651e+00,4.106735260301944024e+00,0.000000000000000000e+00,7.993364105672565501e+00,1.248559305811453157e+01
8.174141907306257337e+00,3.168845859010807953e+00,4.984567840360726976e+00,6.758702240345127343e+00,6.508689145254976438e+00,2.386555961883965349e+00,7.199801091343922543e+00,7.993364105672565501e+00,0.000000000000000000e+00,6.219312307273366258e+00
4.183991792350919781e+00,6.105634072811471746e+00,5.683683988774077100e+00,1.033074229361284146e+01,6.147685484187297433e+00,7.109316750968148746e+00,9.646694655475098301e+00,1.248559305811453157e+01,6.219312307273366258e+00,0.000000000000000000e+00
