Year,Ages,N_Initial_Age,AgeSize_Mean,AgeSize_Std,Size_Classes,N_Initial_Class,ClassSize_Mean,ClassSize_Std,N_GrowthBack,Capture_Back,N_BeforePacking_AddAge0s,PackingDeaths_Emigration,N_AfterEmigration,Deaths_AfterEmiMort_Age,Deaths_AfterEmiMort_Size,N_GrowthOut,Capture_Out,PackingDeaths_Immigration,N_Immigration,Deaths_AfterImmiMort_Age,Deaths_AfterImmiMort_Size
0,0|1|2|,570|295|135|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,570|295|135|,nan|nan|nan|,nan|nan|nan|,0|570|430|,0|0|0|,2674|570|430|,0|0|0|,657|196|147|,0|0|0|,0|0|0|,657|196|147|,0|0|0|,0|0|0|,573|116|84|,14|5|38|,0|0|0|
1,0|1|2|,559|111|46|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,559|111|46|,nan|nan|nan|,nan|nan|nan|,0|559|157|,0|0|0|,803|559|157|,0|0|0|,435|342|97|,0|0|0|,0|0|0|,435|342|97|,0|0|0|,0|0|0|,389|288|86|,4|9|25|,0|0|0|
2,0|1|2|,385|279|61|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,385|279|61|,nan|nan|nan|,nan|nan|nan|,0|385|340|,0|0|0|,2994|385|340|,0|0|0|,714|101|85|,0|0|0|,0|0|0|,714|101|85|,0|0|0|,0|0|0|,608|78|78|,8|1|27|,0|0|0|
3,0|1|2|,600|77|51|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,600|77|51|,nan|nan|nan|,nan|nan|nan|,0|600|128|,0|0|0|,594|600|128|,0|0|0|,366|427|84|,0|0|0|,0|0|0|,366|427|84|,0|0|0|,0|0|0|,328|368|75|,7|20|30|,0|0|0|
4,0|1|2|,321|348|45|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,321|348|45|,nan|nan|nan|,nan|nan|nan|,0|321|393|,0|0|0|,3745|321|393|,0|0|0|,737|65|98|,0|0|0|,0|0|0|,737|65|98|,0|0|0|,0|0|0|,637|54|82|,11|4|37|,0|0|0|
5,0|1|2|,626|50|45|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,626|50|45|,nan|nan|nan|,nan|nan|nan|,0|626|95|,0|0|0|,627|626|95|,0|0|0|,400|437|63|,0|0|0|,0|0|0|,400|437|63|,0|0|0|,0|0|0|,337|390|48|,6|18|20|,0|0|0|
6,0|1|2|,331|372|28|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,331|372|28|,nan|nan|nan|,nan|nan|nan|,0|331|400|,0|0|0|,3830|331|400|,0|0|0|,717|83|100|,0|0|0|,0|0|0|,717|83|100|,0|0|0|,0|0|0|,614|74|87|,12|1|37|,0|0|0|
7,0|1|2|,602|73|50|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,602|73|50|,nan|nan|nan|,nan|nan|nan|,0|602|123|,0|0|0|,576|602|123|,0|0|0|,311|484|91|,0|0|0|,0|0|0|,311|484|91|,0|0|0|,0|0|0|,258|440|86|,6|17|30|,0|0|0|
8,0|1|2|,252|423|56|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,252|423|56|,nan|nan|nan|,nan|nan|nan|,0|252|479|,0|0|0|,3724|252|479|,0|0|0|,722|83|95|,0|0|0|,0|0|0|,722|83|95|,0|0|0|,0|0|0|,632|66|80|,7|3|37|,0|0|0|
9,0|1|2|,625|63|43|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,625|63|43|,nan|nan|nan|,nan|nan|nan|,0|625|106|,0|0|0|,678|625|106|,0|0|0|,379|439|70|,0|0|0|,0|0|0|,379|439|70|,0|0|0|,0|0|0|,306|399|63|,6|19|22|,0|0|0|
10,0|1|2|,300|380|41|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,300|380|41|,nan|nan|nan|,nan|nan|nan|,0|300|421|,0|0|0|,4047|300|421|,0|0|0|,711|88|101|,0|0|0|,0|0|0|,711|88|101|,0|0|0|,0|0|0|,612|79|88|,18|4|36|,0|0|0|
11,0|1|2|,594|75|52|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,594|75|52|,nan|nan|nan|,nan|nan|nan|,0|594|127|,0|0|0|,766|594|127|,0|0|0|,361|457|70|,0|0|0|,0|0|0|,361|457|70|,0|0|0|,0|0|0|,295|415|57|,4|32|27|,0|0|0|
12,0|1|2|,291|383|30|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,291|383|30|,nan|nan|nan|,nan|nan|nan|,0|291|413|,0|0|0|,3941|291|413|,0|0|0|,716|93|92|,0|0|0|,0|0|0|,716|93|92|,0|0|0|,0|0|0|,622|76|78|,12|2|39|,0|0|0|
13,0|1|2|,610|74|39|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,610|74|39|,nan|nan|nan|,nan|nan|nan|,0|610|113|,0|0|0|,834|610|113|,0|0|0|,301|481|52|,0|0|0|,0|0|0|,301|481|52|,0|0|0|,0|0|0|,242|455|49|,1|16|20|,0|0|0|
14,0|1|2|,241|439|29|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,241|439|29|,nan|nan|nan|,nan|nan|nan|,0|241|468|,0|0|0|,5169|241|468|,0|0|0|,712|112|76|,0|0|0|,0|0|0|,712|112|76|,0|0|0|,0|0|0|,591|103|68|,7|6|30|,0|0|0|
15,0|1|2|,584|97|38|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,584|97|38|,nan|nan|nan|,nan|nan|nan|,0|584|135|,0|0|0|,1071|584|135|,0|0|0|,328|448|61|,0|0|0|,0|0|0|,328|448|61|,0|0|0|,0|0|0|,265|440|50|,2|30|16|,0|0|0|
16,0|1|2|,263|410|34|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,263|410|34|,nan|nan|nan|,nan|nan|nan|,0|263|444|,0|0|0|,3566|263|444|,0|0|0|,647|135|94|,0|0|0|,0|0|0|,647|135|94|,0|0|0|,0|0|0|,582|108|80|,9|7|32|,0|0|0|
17,0|1|2|,573|101|48|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,573|101|48|,nan|nan|nan|,nan|nan|nan|,0|573|149|,0|0|0|,1072|573|149|,0|0|0|,365|438|73|,0|0|0|,0|0|0|,365|438|73|,0|0|0|,0|0|0|,309|400|62|,4|23|28|,0|0|0|
18,0|1|2|,305|377|34|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,305|377|34|,nan|nan|nan|,nan|nan|nan|,0|305|411|,0|0|0|,4022|305|411|,0|0|0|,631|153|79|,0|0|0|,0|0|0|,631|153|79|,0|0|0|,0|0|0|,573|133|73|,11|10|25|,0|0|0|
19,0|1|2|,562|123|48|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,562|123|48|,nan|nan|nan|,nan|nan|nan|,0|562|171|,0|0|0|,999|562|171|,0|0|0|,304|453|86|,0|0|0|,0|0|0|,304|453|86|,0|0|0|,0|0|0|,248|438|79|,2|32|31|,0|0|0|
20,0|1|2|,246|406|48|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,246|406|48|,nan|nan|nan|,nan|nan|nan|,0|246|454|,0|0|0|,4354|246|454|,0|0|0|,720|94|87|,0|0|0|,0|0|0|,720|94|87|,0|0|0|,0|0|0|,640|70|78|,14|1|42|,0|0|0|
21,0|1|2|,626|69|36|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,626|69|36|,nan|nan|nan|,nan|nan|nan|,0|626|105|,0|0|0|,638|626|105|,0|0|0|,259|491|60|,0|0|0|,0|0|0|,259|491|60|,0|0|0|,0|0|0|,224|472|50|,3|32|22|,0|0|0|
22,0|1|2|,221|440|28|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,221|440|28|,nan|nan|nan|,nan|nan|nan|,0|221|468|,0|0|0|,4743|221|468|,0|0|0|,729|83|88|,0|0|0|,0|0|0|,729|83|88|,0|0|0|,0|0|0|,623|60|76|,12|7|26|,0|0|0|
23,0|1|2|,611|53|50|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,611|53|50|,nan|nan|nan|,nan|nan|nan|,0|611|103|,0|0|0|,431|611|103|,0|0|0|,208|505|71|,0|0|0|,0|0|0|,208|505|71|,0|0|0|,0|0|0|,204|492|69|,3|22|28|,0|0|0|
24,0|1|2|,201|470|41|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,201|470|41|,nan|nan|nan|,nan|nan|nan|,0|201|511|,0|0|0|,5068|201|511|,0|0|0|,708|68|85|,0|0|0|,0|0|0|,708|68|85|,0|0|0|,0|0|0|,636|53|75|,10|4|29|,0|0|0|
25,0|1|2|,626|49|46|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,626|49|46|,nan|nan|nan|,nan|nan|nan|,0|626|95|,0|0|0|,495|626|95|,0|0|0|,134|574|56|,0|0|0|,0|0|0|,134|574|56|,0|0|0|,0|0|0|,133|553|55|,2|27|19|,0|0|0|
26,0|1|2|,131|526|36|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,131|526|36|,nan|nan|nan|,nan|nan|nan|,0|131|562|,0|0|0|,5565|131|562|,0|0|0|,739|69|88|,0|0|0|,0|0|0|,739|69|88|,0|0|0|,0|0|0|,649|51|77|,13|2|31|,0|0|0|
27,0|1|2|,636|49|46|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,636|49|46|,nan|nan|nan|,nan|nan|nan|,0|636|95|,0|0|0|,425|636|95|,0|0|0|,145|582|50|,0|0|0|,0|0|0|,145|582|50|,0|0|0|,0|0|0|,136|555|48|,3|21|19|,0|0|0|
