Year,Ages,N_Initial_Age,AgeSize_Mean,AgeSize_Std,Size_Classes,N_Initial_Class,ClassSize_Mean,ClassSize_Std,N_GrowthBack,Capture_Back,N_BeforePacking_AddAge0s,PackingDeaths_Emigration,N_AfterEmigration,Deaths_AfterEmiMort_Age,Deaths_AfterEmiMort_Size,N_GrowthOut,Capture_Out,PackingDeaths_Immigration,N_Immigration,Deaths_AfterImmiMort_Age,Deaths_AfterImmiMort_Size
0,0|1|2|,575|268|157|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,575|268|157|,nan|nan|nan|,nan|nan|nan|,0|575|425|,0|0|0|,2085|575|425|,0|0|0|,579|259|162|,0|0|0|,0|0|0|,579|259|162|,0|0|0|,0|0|0|,494|172|112|,7|7|43|,0|0|0|
1,0|1|2|,487|165|69|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,487|165|69|,nan|nan|nan|,nan|nan|nan|,0|487|234|,0|0|0|,1599|487|234|,0|0|0|,561|234|104|,0|0|0|,0|0|0|,561|234|104|,0|0|0|,0|0|0|,479|202|88|,11|14|38|,0|0|0|
2,0|1|2|,468|188|50|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,468|188|50|,nan|nan|nan|,nan|nan|nan|,0|468|238|,0|0|0|,1769|468|238|,0|0|0|,604|202|94|,0|0|0|,0|0|0|,604|202|94|,0|0|0|,0|0|0|,516|177|83|,9|3|32|,0|0|0|
3,0|1|2|,507|174|51|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,507|174|51|,nan|nan|nan|,nan|nan|nan|,0|507|225|,0|0|0|,1528|507|225|,0|0|0|,553|250|96|,0|0|0|,0|0|0|,553|250|96|,0|0|0|,0|0|0|,460|230|82|,7|13|24|,0|0|0|
4,0|1|2|,453|217|58|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,453|217|58|,nan|nan|nan|,nan|nan|nan|,0|453|275|,0|0|0|,2329|453|275|,0|0|0|,637|169|94|,0|0|0|,0|0|0|,637|169|94|,0|0|0|,0|0|0|,556|145|83|,15|9|43|,0|0|0|
5,0|1|2|,541|136|40|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,541|136|40|,nan|nan|nan|,nan|nan|nan|,0|541|176|,0|0|0|,1268|541|176|,0|0|0|,529|291|80|,0|0|0|,0|0|0|,529|291|80|,0|0|0|,0|0|0|,437|265|71|,11|15|29|,0|0|0|
6,0|1|2|,426|250|42|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,426|250|42|,nan|nan|nan|,nan|nan|nan|,0|426|292|,0|0|0|,2670|426|292|,0|0|0|,694|128|78|,0|0|0|,0|0|0|,694|128|78|,0|0|0|,0|0|0|,592|110|63|,20|7|30|,0|0|0|
7,0|1|2|,572|103|33|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,572|103|33|,nan|nan|nan|,nan|nan|nan|,0|572|136|,0|0|0|,1056|572|136|,0|0|0|,479|313|76|,0|0|0|,0|0|0|,479|313|76|,0|0|0|,0|0|0|,419|272|65|,13|13|29|,0|0|0|
8,0|1|2|,406|259|36|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,406|259|36|,nan|nan|nan|,nan|nan|nan|,0|406|295|,0|0|0|,2320|406|295|,0|0|0|,644|155|101|,0|0|0|,0|0|0|,644|155|101|,0|0|0|,0|0|0|,560|136|91|,7|6|34|,0|0|0|
9,0|1|2|,553|130|57|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,553|130|57|,nan|nan|nan|,nan|nan|nan|,0|553|187|,0|0|0|,1376|553|187|,0|0|0|,506|301|91|,0|0|0|,0|0|0|,506|301|91|,0|0|0|,0|0|0|,421|262|75|,10|20|28|,0|0|0|
