PatchID,XCOORD,YCOORD,ID,MID,FID,sex,age,size,mature,newmature,layeggs,capture,recapture,state,CDist,Hindex,Species,ClassFile,SubPatchID,L0A0,L0A1,L1A0,L1A1
1,4.359949021420038,0.38889347741837,Age0_F1_m1f5_P1_Y94_UO0,RD1_F5_m1f5_P1_Y92_UO154,RD5_F1_m5f3_P5_Y92_UO6,MXY,0,0.0,0,0,0.0,0,0,0,0.0,0.5101677763204826,1,P3_CV0,1,2,0,1,1
1,4.359949021420038,0.38889347741837,Age0_F1_m1f5_P1_Y94_UO1,RD1_F5_m1f5_P1_Y92_UO154,RD5_F1_m5f3_P5_Y92_UO6,FXX,0,0.0,0,0,0.0,0,0,0,0.0,0.5101677763204826,1,P3_CV0,1,2,0,1,1
1,4.359949021420038,0.38889347741837,Age0_F1_m1f5_P1_Y94_UO2,RD1_F5_m1f5_P1_Y92_UO154,RD5_F1_m5f3_P5_Y92_UO6,MXY,0,0.0,0,0,0.0,0,0,0,0.0,0.5101677763204826,1,P3_CV0,1,2,0,2,0
1,4.359949021420038,0.38889347741837,Age0_F1_m1f5_P1_Y94_UO3,RD1_F5_m1f5_P1_Y92_UO154,RD5_F1_m5f3_P5_Y92_UO6,FXX,0,0.0,0,0,0.0,0,0,0,0.0,0.5101677763204826,1,P3_CV0,1,2,0,2,0
1,4.359949021420038,0.38889347741837,Age0_F1_m1f5_P1_Y94_UO52,RD1_F5_m2f5_P2_Y92_UO304,RD5_F3_m7f3_P7_Y92_UO133,MXY,0,0.0,0,0,0.0,0,0,0,0.0,0.5101678497246525,1,P3_CV0,1,2,0,2,0
1,4.359949021420038,0.38889347741837,Age0_F1_m1f5_P1_Y94_UO53,RD1_F5_m2f5_P2_Y92_UO304,RD5_F3_m7f3_P7_Y92_UO133,FXX,0,0.0,0,0,0.0,0,0,0,0.0,0.5101678497246525,1,P3_CV0,1,2,0,2,0
1,4.359949021420038,0.38889347741837,Age0_F1_m1f5_P1_Y94_UO54,RD1_F5_m2f5_P2_Y92_UO304,RD5_F3_m7f3_P7_Y92_UO133,MXY,0,0.0,0,0,0.0,0,0,0,0.0,0.5101678497246525,1,P3_CV0,1,2,0,2,0
1,4.359949021420038,0.38889347741837,Age0_F1_m1f5_P1_Y94_UO55,RD1_F5_m2f5_P2_Y92_UO304,RD5_F3_m7f3_P7_Y92_UO133,MXY,0,0.0,0,0,0.0,0,0,0,0.0,0.5101678497246525,1,P3_CV0,1,2,0,2,0
1,4.359949021420038,0.38889347741837,Age0_F1_m1f5_P1_Y94_UO56,RD1_F5_m2f5_P2_Y92_UO304,RD5_F3_m7f3_P7_Y92_UO133,FXX,0,0.0,0,0,0.0,0,0,0,0.0,0.5101678497246525,1,P3_CV0,1,2,0,2,0
1,4.359949021420038,0.38889347741837,Age0_F1_m1f5_P1_Y94_UO121,RD1_F5_m1f5_P1_Y92_UO272,RD5_F2_m3f5_P3_Y92_UO760,FXX,0,0.0,0,0,0.0,0,0,0,0.0,0.5101677543021239,1,P3_CV0,1,2,0,1,1
