Year,ID,PatchID,Lineage
19,P3_Y18_UO135,1,0
18,P17_Y16_UO1191,3,0
17,P17_Y16_UO1191,3,0
16,P12_Y14_UO242,17,0
15,P12_Y14_UO242,12,0
14,P11_Y12_UO614,12,0
13,P11_Y12_UO614,12,0
12,P1_Y10_UO1355,11,0
11,P1_Y10_UO1355,11,0
10,P3_Y8_UO610,1,0
9,P3_Y8_UO610,3,0
8,P15_Y6_UO108,3,0
7,P15_Y6_UO108,8,0
6,P17_Y4_UO734,15,0
5,P17_Y4_UO734,15,0
4,P17_Y2_UO644,17,0
3,P17_Y2_UO644,3,0
2,P15_Y0_UO401,17,0
1,P15_Y0_UO401,15,0
0,P15_Y-1_U7,15,0
0,P2_Y-1_U98,2,0
2,P19_Y0_UO1229,1,0
1,P19_Y0_UO1229,19,0
0,P19_Y-1_U13,19,0
0,P6_Y-1_U57,6,0
4,P20_Y0_UO758,19,0
3,P20_Y0_UO758,19,0
2,P20_Y0_UO758,6,0
1,P20_Y0_UO758,5,0
0,P20_Y-1_U84,20,0
0,P11_Y-1_U11,11,0
6,P1_Y4_UO1065,1,0
5,P1_Y4_UO1065,1,0
4,P17_Y2_UO1392,1,0
3,P17_Y2_UO1392,1,0
2,P12_Y0_UO92,17,0
1,P12_Y0_UO92,3,0
0,P12_Y-1_U76,12,0
0,P4_Y-1_U12,4,0
2,P17_Y-1_U39,15,0
1,P17_Y-1_U39,15,0
0,P17_Y-1_U39,17,0
4,P1_Y2_UO865,12,0
3,P1_Y2_UO865,1,0
2,P7_Y0_UO116,1,0
1,P7_Y0_UO116,7,0
0,P7_Y-1_U38,7,0
0,P9_Y-1_U41,9,0
2,P19_Y0_UO1205,19,0
1,P19_Y0_UO1205,19,0
0,P19_Y-1_U56,19,0
0,P1_Y-1_U16,1,0
8,P9_Y6_UO348,16,0
7,P9_Y6_UO348,14,0
6,P9_Y4_UO1148,9,0
5,P9_Y4_UO1148,9,0
4,P9_Y2_UO595,9,0
3,P9_Y2_UO595,9,0
2,P9_Y0_UO416,9,0
1,P9_Y0_UO416,9,0
0,P9_Y-1_U37,9,0
0,P16_Y-1_U73,16,0
2,P15_Y0_UO0,3,0
1,P15_Y0_UO0,2,0
0,P15_Y-1_U34,15,0
0,P17_Y-1_U5,17,0
4,P9_Y1_UO711,16,0
3,P9_Y1_UO711,18,0
2,P9_Y1_UO711,18,0
1,P16_Y-1_U58,9,0
0,P16_Y-1_U58,16,0
1,P13_Y-1_U76,13,0
