Year,PatchID,Count,TotalAncestors,Proportion,Percentage
0,1,19,387,0.04909560723514212,4.909560723514212
0,2,23,387,0.059431524547803614,5.943152454780361
0,3,23,387,0.059431524547803614,5.943152454780361
0,4,20,387,0.05167958656330749,5.167958656330749
0,5,20,387,0.05167958656330749,5.167958656330749
0,6,20,387,0.05167958656330749,5.167958656330749
0,7,10,387,0.025839793281653745,2.5839793281653747
0,8,15,387,0.03875968992248062,3.875968992248062
0,9,23,387,0.059431524547803614,5.943152454780361
0,10,16,387,0.041343669250646,4.1343669250646
0,11,22,387,0.056847545219638244,5.684754521963824
0,12,21,387,0.05426356589147287,5.426356589147287
0,13,18,387,0.046511627906976744,4.651162790697675
0,14,21,387,0.05426356589147287,5.426356589147287
0,15,17,387,0.04392764857881137,4.3927648578811365
0,16,21,387,0.05426356589147287,5.426356589147287
0,17,21,387,0.05426356589147287,5.426356589147287
0,18,20,387,0.05167958656330749,5.167958656330749
0,19,20,387,0.05167958656330749,5.167958656330749
0,20,17,387,0.04392764857881137,4.3927648578811365
1,1,17,371,0.04582210242587601,4.5822102425876015
1,2,27,371,0.07277628032345014,7.277628032345014
1,3,22,371,0.05929919137466307,5.929919137466308
1,4,16,371,0.0431266846361186,4.31266846361186
1,5,20,371,0.05390835579514825,5.3908355795148255
1,6,23,371,0.06199460916442048,6.199460916442049
1,7,16,371,0.0431266846361186,4.31266846361186
1,8,12,371,0.03234501347708895,3.234501347708895
1,9,16,371,0.0431266846361186,4.31266846361186
1,10,16,371,0.0431266846361186,4.31266846361186
1,11,22,371,0.05929919137466307,5.929919137466308
1,12,21,371,0.05660377358490566,5.660377358490567
1,13,20,371,0.05390835579514825,5.3908355795148255
1,14,16,371,0.0431266846361186,4.31266846361186
1,15,24,371,0.0646900269541779,6.46900269541779
1,16,18,371,0.04851752021563342,4.8517520215633425
1,17,17,371,0.04582210242587601,4.5822102425876015
1,18,17,371,0.04582210242587601,4.5822102425876015
1,19,17,371,0.04582210242587601,4.5822102425876015
1,20,14,371,0.03773584905660377,3.7735849056603774
2,1,21,392,0.05357142857142857,5.357142857142857
2,2,19,392,0.04846938775510204,4.846938775510204
2,3,23,392,0.058673469387755105,5.86734693877551
2,4,24,392,0.061224489795918366,6.122448979591836
2,5,17,392,0.04336734693877551,4.336734693877551
2,6,13,392,0.03316326530612245,3.316326530612245
2,7,16,392,0.04081632653061224,4.081632653061225
2,8,18,392,0.04591836734693878,4.591836734693878
2,9,19,392,0.04846938775510204,4.846938775510204
2,10,16,392,0.04081632653061224,4.081632653061225
2,11,24,392,0.061224489795918366,6.122448979591836
2,12,20,392,0.05102040816326531,5.1020408163265305
