Year,PatchID,Count,TotalAncestors,Proportion,Percentage
0,1,18,379,0.047493403693931395,4.749340369393139
0,2,23,379,0.06068601583113457,6.068601583113456
0,3,23,379,0.06068601583113457,6.068601583113456
0,4,21,379,0.055408970976253295,5.540897097625329
0,5,19,379,0.05013192612137203,5.013192612137203
0,6,19,379,0.05013192612137203,5.013192612137203
0,7,10,379,0.026385224274406333,2.638522427440633
0,8,15,379,0.0395778364116095,3.95778364116095
0,9,22,379,0.05804749340369393,5.804749340369393
0,10,16,379,0.04221635883905013,4.221635883905013
0,11,22,379,0.05804749340369393,5.804749340369393
0,12,21,379,0.055408970976253295,5.540897097625329
0,13,18,379,0.047493403693931395,4.749340369393139
0,14,19,379,0.05013192612137203,5.013192612137203
0,15,17,379,0.044854881266490766,4.485488126649076
0,16,20,379,0.052770448548812667,5.277044854881266
0,17,21,379,0.055408970976253295,5.540897097625329
0,18,19,379,0.05013192612137203,5.013192612137203
0,19,20,379,0.052770448548812667,5.277044854881266
0,20,16,379,0.04221635883905013,4.221635883905013
1,1,16,363,0.0440771349862259,4.40771349862259
1,2,27,363,0.0743801652892562,7.43801652892562
1,3,21,363,0.05785123966942149,5.785123966942149
1,4,17,363,0.046831955922865015,4.683195592286501
1,5,20,363,0.05509641873278237,5.5096418732782375
1,6,22,363,0.06060606060606061,6.0606060606060606
1,7,16,363,0.0440771349862259,4.40771349862259
1,8,12,363,0.03305785123966942,3.3057851239669422
1,9,16,363,0.0440771349862259,4.40771349862259
1,10,16,363,0.0440771349862259,4.40771349862259
1,11,22,363,0.06060606060606061,6.0606060606060606
1,12,20,363,0.05509641873278237,5.5096418732782375
1,13,20,363,0.05509641873278237,5.5096418732782375
1,14,15,363,0.04132231404958678,4.132231404958678
1,15,22,363,0.06060606060606061,6.0606060606060606
1,16,18,363,0.049586776859504134,4.958677685950414
1,17,17,363,0.046831955922865015,4.683195592286501
1,18,15,363,0.04132231404958678,4.132231404958678
1,19,17,363,0.046831955922865015,4.683195592286501
1,20,14,363,0.03856749311294766,3.8567493112947657
2,1,21,382,0.0549738219895288,5.49738219895288
2,2,19,382,0.049738219895287955,4.973821989528796
2,3,23,382,0.060209424083769635,6.020942408376963
