Year,ID,PatchID,Lineage
19,P20_Y18_UO533,11,0
18,P20_Y16_UO240,20,0
17,P20_Y16_UO240,20,0
16,P11_Y14_UO578,20,0
15,P11_Y14_UO578,20,0
14,P18_Y12_UO601,11,0
13,P18_Y12_UO601,19,0
12,P3_Y10_UO858,18,0
11,P3_Y10_UO858,9,0
10,P3_Y8_UO129,3,0
9,P3_Y8_UO129,7,0
8,P12_Y6_UO400,3,0
7,P12_Y6_UO400,12,0
6,P12_Y4_UO1196,12,0
5,P12_Y4_UO1196,12,0
4,P19_Y2_UO980,12,0
3,P19_Y2_UO980,19,0
2,P19_Y0_UO1167,19,0
1,P19_Y0_UO1167,19,0
0,P19_Y-1_U56,19,0
0,P2_Y-1_U32,2,0
2,P6_Y-1_U5,1,0
1,P6_Y-1_U5,1,0
0,P6_Y-1_U5,6,0
4,P5_Y2_UO1034,16,0
3,P5_Y2_UO1034,15,0
2,P5_Y0_UO327,5,0
1,P5_Y0_UO327,5,0
0,P5_Y-1_U40,5,0
0,P14_Y-1_U70,14,0
2,P10_Y0_UO801,10,0
1,P10_Y0_UO801,10,0
0,P10_Y-1_U1,10,0
0,P14_Y-1_U88,14,0
6,P1_Y4_UO833,14,0
5,P1_Y4_UO833,13,0
4,P1_Y2_UO181,1,0
3,P1_Y2_UO181,1,0
2,P11_Y0_UO568,1,0
1,P11_Y0_UO568,1,0
0,P11_Y-1_U52,11,0
0,P9_Y-1_U75,9,0
2,P20_Y0_UO533,4,0
1,P20_Y0_UO533,20,0
0,P20_Y-1_U96,20,0
0,P1_Y-1_U55,1,0
4,P6_Y2_UO95,18,0
3,P6_Y2_UO95,18,0
2,P9_Y0_UO1286,6,0
1,P9_Y0_UO1286,9,0
0,P9_Y-1_U97,9,0
0,P12_Y-1_U47,12,0
2,P5_Y0_UO942,5,0
1,P5_Y0_UO942,5,0
0,P5_Y-1_U25,5,0
0,P4_Y-1_U0,4,0
8,P11_Y6_UO188,11,0
7,P11_Y6_UO188,11,0
6,P9_Y4_UO705,11,0
5,P9_Y4_UO705,20,0
4,P4_Y2_UO809,9,0
3,P4_Y2_UO809,9,0
2,P11_Y0_UO1107,4,0
1,P11_Y0_UO1107,13,0
0,P11_Y-1_U98,11,0
0,P14_Y-1_U70,14,0
2,P10_Y0_UO651,8,0
1,P10_Y0_UO651,5,0
0,P10_Y-1_U25,10,0
0,P11_Y-1_U47,11,0
4,P8_Y2_UO593,3,0
3,P8_Y2_UO593,10,0
2,P8_Y0_UO927,8,0
1,P8_Y0_UO927,8,0
0,P8_Y-1_U53,8,0
0,P11_Y-1_U27,11,0
2,P12_Y0_UO419,12,0
1,P12_Y0_UO419,12,0
0,P12_Y-1_U75,12,0
0,P10_Y-1_U94,10,0
6,P5_Y4_UO951,4,0
5,P5_Y4_UO951,4,0
4,P14_Y2_UO644,5,0
3,P14_Y2_UO644,14,0
2,P16_Y0_UO9,14,0
1,P16_Y0_UO9,16,0
0,P16_Y-1_U13,16,0
0,P6_Y-1_U60,6,0
2,P12_Y0_UO810,12,0
1,P12_Y0_UO810,12,0
0,P12_Y-1_U66,12,0
0,P14_Y-1_U99,14,0
4,P5_Y0_UO522,11,0
3,P5_Y0_UO522,11,0
2,P5_Y0_UO522,11,0
1,P5_Y0_UO522,14,0
0,P5_Y-1_U14,5,0
0,P20_Y-1_U30,20,0
10,P17_Y8_UO887,5,0
9,P17_Y8_UO887,6,0
8,P6_Y6_UO761,17,0
7,P6_Y6_UO761,6,0
6,P2_Y4_UO780,6,0
5,P2_Y4_UO780,2,0
4,P2_Y2_UO86,2,0
3,P2_Y2_UO86,2,0
2,P1_Y0_UO233,2,0
1,P1_Y0_UO233,4,0
0,P1_Y-1_U38,1,0
0,P10_Y-1_U40,10,0
2,P10_Y0_UO755,10,0
1,P10_Y0_UO755,10,0
0,P10_Y-1_U87,10,0
0,P11_Y-1_U59,11,0
4,P20_Y2_UO1049,20,0
3,P20_Y2_UO1049,20,0
2,P20_Y0_UO531,20,0
1,P20_Y0_UO531,20,0
0,P20_Y-1_U96,20,0
0,P1_Y-1_U55,1,0
2,P12_Y0_UO400,12,0
1,P12_Y0_UO400,12,0
0,P12_Y-1_U10,12,0
0,P2_Y-1_U4,2,0
6,P20_Y3_UO1095,12,0
5,P20_Y3_UO1095,12,0
4,P20_Y3_UO1095,12,0
3,P20_Y1_UO40,20,0
2,P20_Y1_UO40,20,0
1,P4_Y-1_U84,20,0
0,P4_Y-1_U84,4,0
1,P17_Y-1_U84,17,0
0,P17_Y-1_U84,17,0
3,P13_Y1_UO1156,4,0
2,P13_Y1_UO1156,17,0
1,P16_Y-1_U64,13,0
0,P16_Y-1_U64,16,0
1,P6_Y-1_U34,11,0
0,P6_Y-1_U34,6,0
8,P10_Y6_UO651,7,0
7,P10_Y6_UO651,6,0
6,P10_Y4_UO899,10,0
5,P10_Y4_UO899,10,0
4,P15_Y2_UO543,10,0
3,P15_Y2_UO543,15,0
