Year,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0,4.909560723514212,5.943152454780361,5.943152454780361,5.167958656330749,5.167958656330749,5.167958656330749,2.5839793281653747,3.875968992248062,5.943152454780361,4.1343669250646,5.684754521963824,5.426356589147287,4.651162790697675,5.426356589147287,4.3927648578811365,5.426356589147287,5.426356589147287,5.167958656330749,5.167958656330749,4.3927648578811365
1,4.5822102425876015,7.277628032345014,5.929919137466308,4.31266846361186,5.3908355795148255,6.199460916442049,4.31266846361186,3.234501347708895,4.31266846361186,4.31266846361186,5.929919137466308,5.660377358490567,5.3908355795148255,4.31266846361186,6.46900269541779,4.8517520215633425,4.5822102425876015,4.5822102425876015,4.5822102425876015,3.7735849056603774
2,5.357142857142857,4.846938775510204,5.86734693877551,6.122448979591836,4.336734693877551,3.316326530612245,4.081632653061225,4.591836734693878,4.846938775510204,4.081632653061225,6.122448979591836,5.1020408163265305,4.591836734693878,4.591836734693878,5.612244897959184,5.612244897959184,5.357142857142857,4.846938775510204,6.63265306122449,4.081632653061225
3,3.2085561497326207,7.219251336898395,5.080213903743315,7.4866310160427805,2.941176470588235,4.010695187165775,3.7433155080213902,4.81283422459893,4.81283422459893,4.27807486631016,7.219251336898395,6.149732620320856,3.7433155080213902,4.27807486631016,8.823529411764707,4.81283422459893,5.347593582887701,4.81283422459893,4.27807486631016,2.941176470588235
4,4.10958904109589,6.301369863013699,5.47945205479452,7.123287671232877,5.7534246575342465,4.10958904109589,4.10958904109589,4.383561643835616,5.205479452054795,4.10958904109589,6.027397260273973,4.657534246575342,4.10958904109589,4.10958904109589,5.47945205479452,4.931506849315069,5.47945205479452,5.7534246575342465,5.7534246575342465,3.0136986301369864
5,3.7463976945244957,4.322766570605188,4.899135446685879,5.475504322766571,3.45821325648415,4.034582132564841,4.899135446685879,4.610951008645533,4.610951008645533,4.034582132564841,6.051873198847262,6.051873198847262,4.322766570605188,5.187319884726225,6.051873198847262,5.187319884726225,6.051873198847262,5.187319884726225,5.763688760806916,6.051873198847262
6,6.024096385542169,4.819277108433735,4.518072289156627,6.927710843373494,3.614457831325301,3.614457831325301,6.024096385542169,3.91566265060241,6.024096385542169,5.120481927710843,3.614457831325301,6.024096385542169,5.120481927710843,4.216867469879518,5.72289156626506,4.518072289156627,6.927710843373494,4.216867469879518,3.313253012048193,5.72289156626506
7,3.9473684210526314,4.605263157894736,6.578947368421052,5.592105263157895,3.289473684210526,7.236842105263158,5.921052631578947,3.9473684210526314,4.276315789473684,4.605263157894736,5.263157894736842,5.592105263157895,6.578947368421052,4.605263157894736,4.276315789473684,6.25,3.9473684210526314,5.592105263157895,3.618421052631579,4.276315789473684
8,4.593639575971731,3.8869257950530036,6.713780918727916,5.6537102473498235,5.6537102473498235,4.240282685512367,4.946996466431095,3.53356890459364,3.53356890459364,4.593639575971731,4.593639575971731,6.713780918727916,5.30035335689046,4.240282685512367,3.8869257950530036,6.713780918727916,3.53356890459364,4.946996466431095,4.593639575971731,8.12720848056537
9,5.158730158730158,4.761904761904762,6.746031746031746,4.365079365079365,5.952380952380952,6.746031746031746,6.746031746031746,3.571428571428571,3.1746031746031744,4.365079365079365,5.158730158730158,5.952380952380952,5.158730158730158,4.761904761904762,3.571428571428571,3.571428571428571,6.349206349206349,4.761904761904762,5.158730158730158,3.968253968253968
10,4.524886877828054,5.88235294117647,3.167420814479638,4.97737556561086,4.072398190045249,6.334841628959276,3.167420814479638,4.524886877828054,4.072398190045249,5.429864253393665,4.97737556561086,6.334841628959276,4.97737556561086,4.524886877828054,4.072398190045249,5.88235294117647,5.88235294117647,4.524886877828054,7.6923076923076925,4.97737556561086
11,4.6875,3.125,4.166666666666666,4.6875,6.25,6.25,5.729166666666666,5.729166666666666,5.729166666666666,5.729166666666666,6.25,5.208333333333334,2.604166666666667,7.291666666666667,3.125,2.083333333333333,5.729166666666666,4.6875,5.208333333333334,5.729166666666666
12,4.9079754601226995,4.294478527607362,9.202453987730062,4.9079754601226995,3.6809815950920246,6.134969325153374,5.521472392638037,6.748466257668712,4.294478527607362,5.521472392638037,5.521472392638037,6.748466257668712,4.294478527607362,7.975460122699387,3.067484662576687,3.067484662576687,3.067484662576687,1.8404907975460123,4.9079754601226995,4.294478527607362
13,5.673758865248227,7.801418439716312,7.801418439716312,4.964539007092199,2.8368794326241136,5.673758865248227,8.51063829787234,5.673758865248227,5.673758865248227,4.964539007092199,4.25531914893617,3.546099290780142,3.546099290780142,6.382978723404255,2.8368794326241136,3.546099290780142,4.25531914893617,3.546099290780142,4.964539007092199,3.546099290780142
14,3.8834951456310676,8.737864077669903,7.766990291262135,4.854368932038835,2.912621359223301,3.8834951456310676,6.796116504854369,6.796116504854369,4.854368932038835,10.679611650485436,3.8834951456310676,0.9708737864077669,0.9708737864077669,5.825242718446602,3.8834951456310676,1.9417475728155338,4.854368932038835,4.854368932038835,6.796116504854369,4.854368932038835
15,6.097560975609756,7.317073170731707,10.975609756097562,4.878048780487805,2.4390243902439024,3.6585365853658534,3.6585365853658534,8.536585365853659,3.6585365853658534,6.097560975609756,4.878048780487805,6.097560975609756,3.6585365853658534,4.878048780487805,3.6585365853658534,4.878048780487805,2.4390243902439024,1.2195121951219512,4.878048780487805,6.097560975609756
16,10.714285714285714,10.714285714285714,7.142857142857142,7.142857142857142,1.7857142857142856,3.571428571428571,3.571428571428571,7.142857142857142,1.7857142857142856,1.7857142857142856,3.571428571428571,7.142857142857142,5.357142857142857,5.357142857142857,5.357142857142857,1.7857142857142856,0.0,3.571428571428571,3.571428571428571,8.928571428571429
17,11.904761904761903,11.904761904761903,4.761904761904762,7.142857142857142,2.380952380952381,2.380952380952381,7.142857142857142,7.142857142857142,7.142857142857142,0.0,2.380952380952381,2.380952380952381,2.380952380952381,2.380952380952381,2.380952380952381,2.380952380952381,4.761904761904762,4.761904761904762,7.142857142857142,7.142857142857142
18,33.33333333333333,10.0,3.3333333333333335,10.0,3.3333333333333335,10.0,0.0,3.3333333333333335,6.666666666666667,0.0,6.666666666666667,0.0,0.0,0.0,0.0,0.0,6.666666666666667,3.3333333333333335,0.0,3.3333333333333335
19,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
