Year,K,GrowthRate,N_Initial,PopSizes_Mean,PopSizes_Std,N_Females,N_Males,N_YYMales,N_YYFemales,N_MatureFemales,N_MatureMales,N_MatureYYMales,N_MatureYYFemales,MatureCount,ImmatureCount,EggLayEvents,Births,EggDeaths,MyyProgeny,FyyProgeny,Capture_Back,SelectionDeaths_Emigration,MoveDeaths_Emigration,PNratio_Emi,N_beforePacking_AddAge0s,PackingDeaths_Emigration,YYSelectionPackingDeaths_Emi,WildSelectionPackingDeaths_Emi,N_Emigration,Deaths_EmiMort,N_EmiMortality,Capture_Out,SelectionDeaths_Immigration,MoveDeaths_Immigration,PNratio_Immi,PackingDeaths_Immigration,YYSelectionPackingDeaths_Immi,WildSelectionPackingDeaths_Immi,SelectionDeaths_Age0s_Immigration,N_Immigration,Deaths_ImmiMort,N_ImmiMortality,Alleles,He,Ho,p1,p2,q1,q2,MateDist,MateDist_SD,Female_EmigrationDist,Female_EmigrationDist_SD,Male_EmigrationDist,Male_EmigrationDist_SD,Female_FromHomeDist,Female_FromHomeDist_SD,Male_FromHomeDist,Male_FromHomeDist_SD,Female_StrayerDist,Female_StrayerDist_SD,Male_StrayerDist,Male_StrayerDist_SD,Female_HomeAttemptStrayDist,Female_HomeAttemptStrayDist_SD,Male_HomeAttemptStrayDist,Male_HomeAttemptStrayDist_SD,DeseaseStates,Residors,Strayers_1,Strayers_2,Immigrators,ResidentDispersers,ImmigrantDispersers,AA_aa_Mates,AA_AA_Mates,aa_aa_Mates,AA_Aa_Mates,aa_Aa_Mates,Aa_Aa_Mates
0,400.0|100.0|100.0|100.0|100.0|,0.9025,400|100|100|100|100|,0.0|0.0|0.0|0.0|,0.0|0.0|0.0|0.0|,198|44|49|53|52|,202|56|51|47|48|,0|0|0|0|0|,0|0|0|0|0|,78|18|17|21|22|,87|28|23|18|18|,0|0|0|0|0|,0|0|0|0|0|,165,235,78,1033|475|244|100|214|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,1433|575|344|200|314|,1033|475|244|100|214|,0|0|0|0|0|,0|0|0|0|0|,400|100|100|100|100|,0|0|0|0|0|,400|100|100|100|100|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,9.0|4.0|4.0|0|1.0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,391|100|100|91|100|,30|7|7|8|8|,361|93|93|83|92|,4|4|4|4|4|,0.49973437500000006|0.4998|0.4956750000000001|0.49754999999999994|0.4962749999999999|,0.495|0.5|0.475|0.49|0.515|,0.49875,0.50125,0.48375,0.51625,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,400|100|100|100|100|,93|93|83|92|,0|0|0|0|,0|0|0|0|,0|0|0|0|,5|6|8|9|,0|0|0|0|,9,6,5,14,28,16
1,400.0|100.0|100.0|100.0|100.0|,1.002770083102493,361|93|93|83|92|,0.0|0.0|0.0|0.0|,0.0|0.0|0.0|0.0|,179|44|45|44|46|,182|49|48|39|46|,0|0|0|0|0|,0|0|0|0|0|,53|3|17|22|11|,45|7|7|16|15|,0|0|0|0|0|,0|0|0|0|0|,98,263,53,663|0|213|371|79|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,1024|93|306|454|171|,631|0|206|354|71|,0|0|0|0|0|,0|0|0|0|0|,393|93|100|100|100|,0|0|0|0|0|,393|93|100|100|100|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,7.0|0|3.0|4.0|0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,386|93|100|100|93|,24|6|8|7|3|,362|87|92|93|90|,4|4|4|4|4|,0.49967580052332317|0.48236790380390804|0.4991617528037924|0.4918348091159821|0.4774043005671078|,0.5055401662049861|0.4838709677419355|0.489247311827957|0.45180722891566266|0.592391304347826|,0.5,0.5,0.481994459833795,0.518005540166205,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,361|93|93|83|92|,87|92|93|90|,0|0|0|0|,0|0|0|0|,0|0|0|0|,7|6|7|6|,0|0|0|0|,4,3,4,22,8,12
2,400.0|100.0|100.0|100.0|100.0|,1.0193370165745856,362|87|92|93|90|,0.0|0.0|0.0|0.0|,0.0|0.0|0.0|0.0|,197|46|47|51|53|,165|41|45|42|37|,0|0|0|0|0|,0|0|0|0|0|,88|46|13|5|24|,87|41|15|9|22|,0|0|0|0|0|,0|0|0|0|0|,175,187,88,1417|835|296|35|251|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,1779|922|388|128|341|,1379|822|288|28|241|,0|0|0|0|0|,0|0|0|0|0|,400|100|100|100|100|,0|0|0|0|0|,400|100|100|100|100|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,7.0|0|1.0|6.0|0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,393|94|100|100|99|,24|5|4|13|2|,369|89|96|87|97|,4|4|4|4|4|,0.4999904612191325|0.4851367419738407|0.4823960302457466|0.48193432766793853|0.4612345679012345|,0.48480662983425415|0.4942528735632184|0.43478260869565216|0.45698924731182794|0.5555555555555556|,0.4986187845303867,0.5013812154696132,0.5027624309392266,0.4972375690607735,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,362|87|92|93|90|,89|96|87|97|,0|0|0|0|,0|0|0|0|,0|0|0|0|,2|8|7|7|,0|0|0|0|,14,3,7,27,22,15
3,400.0|100.0|100.0|100.0|100.0|,0.981029810298103,369|89|96|87|97|,0.0|0.0|0.0|0.0|,0.0|0.0|0.0|0.0|,202|48|55|41|58|,167|41|41|46|39|,0|0|0|0|0|,0|0|0|0|0|,63|1|17|32|13|,45|1|5|28|11|,0|0|0|0|0|,0|0|0|0|0|,108,261,63,1091|0|384|583|124|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,1460|89|480|670|221|,1071|0|380|570|121|,0|0|0|0|0|,0|0|0|0|0|,389|89|100|100|100|,0|0|0|0|0|,389|89|100|100|100|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,2.0|0|2.0|0|0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,387|90|100|99|98|,25|10|5|4|6|,362|80|95|95|92|,4|4|4|4|4|,0.49869272405461174|0.4838404241888651|0.49782986111111116|0.4638987977275729|0.477016686151557|,0.4986449864498645|0.550561797752809|0.46875|0.3850574712643678|0.5824742268041238|,0.535230352303523,0.46476964769647694,0.491869918699187,0.508130081300813,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,369|89|96|87|97|,80|95|95|92|,0|0|0|0|,0|0|0|0|,0|0|0|0|,2|3|7|5|,0|0|0|0|,11,6,8,11,15,12
4,400.0|100.0|100.0|100.0|100.0|,1.011049723756906,362|80|95|95|92|,0.0|0.0|0.0|0.0|,0.0|0.0|0.0|0.0|,184|43|45|44|52|,178|37|50|51|40|,0|0|0|0|0|,0|0|0|0|0|,84|43|12|4|25|,63|37|9|6|11|,0|0|0|0|0|,0|0|0|0|0|,147,215,84,1678|810|242|0|626|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,2040|890|337|95|718|,1645|790|237|0|618|,0|0|0|0|0|,0|0|0|0|0|,395|100|100|95|100|,0|0|0|0|0|,395|100|100|95|100|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,7.0|2.0|0|0|5.0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,388|100|98|90|100|,22|2|4|9|7|,366|98|94|81|93|,4|4|4|4|4|,0.49900605903360706|0.48308593750000006|0.48864265927977846|0.4976454293628809|0.4888646030245747|,0.5041436464088398|0.55625|0.47368421052631576|0.46842105263157896|0.5271739130434783|,0.4723756906077348,0.5276243093922652,0.5151933701657458,0.48480662983425415,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,362|80|95|95|92|,98|94|81|93|,0|0|0|0|,0|0|0|0|,0|0|0|0|,7|2|1|2|,0|0|0|0|,13,7,6,16,17,25
5,400.0|100.0|100.0|100.0|100.0|,1.0191256830601092,366|98|94|81|93|,0.0|0.0|0.0|0.0|,0.0|0.0|0.0|0.0|,155|37|42|38|38|,211|61|52|43|55|,0|0|0|0|0|,0|0|0|0|0|,53|4|9|38|2|,67|3|13|43|8|,0|0|0|0|0|,0|0|0|0|0|,120,246,53,907|0|307|572|28|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,1273|98|401|653|121|,875|0|301|553|21|,0|0|0|0|0|,0|0|0|0|0|,398|98|100|100|100|,0|0|0|0|0|,398|98|100|100|100|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,6.0|0|2.0|0|4.0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,392|97|100|95|100|,19|3|5|5|6|,373|94|95|90|94|,4|4|4|4|4|,0.4964969840843262|0.4495783007080383|0.4970574920778632|0.49676116445663765|0.49569314371603657|,0.49863387978142076|0.4336734693877551|0.5|0.4876543209876543|0.5752688172043011|,0.4808743169398907,0.5191256830601093,0.5560109289617486,0.44398907103825136,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,366|98|94|81|93|,94|95|90|94|,0|0|0|0|,0|0|0|0|,0|0|0|0|,4|4|6|11|,0|0|0|0|,9,4,3,10,12,15
6,400.0|100.0|100.0|100.0|100.0|,0.938337801608579,373|94|95|90|94|,0.0|0.0|0.0|0.0|,0.0|0.0|0.0|0.0|,165|35|48|38|44|,208|59|47|52|50|,0|0|0|0|0|,0|0|0|0|0|,82|35|10|1|36|,111|59|10|5|37|,0|0|0|0|0|,0|0|0|0|0|,193,180,82,753|159|87|0|507|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,1126|253|182|90|601|,736|153|82|0|501|,0|0|0|0|0|,0|0|0|0|0|,390|100|100|90|100|,0|0|0|0|0|,390|100|100|90|100|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,3.0|0|3.0|0|0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,387|94|100|95|98|,37|13|13|5|6|,350|81|87|90|92|,4|4|4|4|4|,0.4911934248071934|0.4451957899502037|0.49099722991689754|0.4915432098765432|0.4905783159800815|,0.5241286863270778|0.4521276595744681|0.531578947368421|0.5|0.6117021276595744|,0.5013404825737265,0.49865951742627346,0.5938337801608579,0.4061662198391421,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,373|94|95|90|94|,81|87|90|92|,0|0|0|0|,0|0|0|0|,0|0|0|0|,11|7|7|1|,0|0|0|0|,8,3,8,22,24,17
7,400.0|100.0|100.0|100.0|100.0|,1.0314285714285714,350|81|87|90|92|,0.0|0.0|0.0|0.0|,0.0|0.0|0.0|0.0|,164|32|50|38|44|,186|49|37|52|48|,0|0|0|0|0|,0|0|0|0|0|,61|1|22|38|0|,85|10|20|52|3|,0|0|0|0|0|,0|0|0|0|0|,146,204,61,1037|0|334|703|0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,1387|81|421|793|92|,1014|0|321|693|0|,0|0|0|0|0|,0|0|0|0|0|,373|81|100|100|92|,0|0|0|0|0|,373|81|100|100|92|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,373|81|99|100|93|,12|1|2|5|4|,361|80|97|95|89|,4|4|4|4|4|,0.4984897959183673|0.48384392623075745|0.49824943849914116|0.48858024691358026|0.4981982514177693|,0.5142857142857142|0.4567901234567901|0.6149425287356322|0.4777777777777778|0.5054347826086957|,0.47714285714285715,0.5228571428571429,0.5314285714285715,0.4685714285714286,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,350|81|87|90|92|,80|97|95|89|,0|0|0|0|,0|0|0|0|,0|0|0|0|,11|4|5|1|,0|0|0|0|,8,1,4,16,19,13
8,400.0|100.0|100.0|100.0|100.0|,1.0304709141274238,361|80|97|95|89|,0.0|0.0|0.0|0.0|,0.0|0.0|0.0|0.0|,173|33|50|45|45|,188|47|47|50|44|,0|0|0|0|0|,0|0|0|0|0|,87|33|7|2|45|,101|47|7|3|44|,0|0|0|0|0|,0|0|0|0|0|,188,173,87,1826|869|76|0|881|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,2187|949|173|95|970|,1792|849|73|0|870|,0|0|0|0|0|,0|0|0|0|0|,395|100|100|95|100|,0|0|0|0|0|,395|100|100|95|100|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,395|99|99|97|100|,23|5|6|7|5|,372|94|93|90|95|,4|4|4|4|4|,0.49239378150873614|0.48027343750000007|0.47651185035604215|0.4842382271468144|0.4987059714682489|,0.5|0.45625|0.5051546391752577|0.5421052631578948|0.4887640449438202|,0.48476454293628807,0.5152354570637119,0.5858725761772853,0.41412742382271467,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,361|80|97|95|89|,94|93|90|95|,0|0|0|0|,0|0|0|0|,0|0|0|0|,7|4|6|2|,0|0|0|0|,16,3,6,21,18,23
9,400.0|100.0|100.0|100.0|100.0|,0.946236559139785,372|94|93|90|95|,0.0|0.0|0.0|0.0|,0.0|0.0|0.0|0.0|,180|47|44|43|46|,192|47|49|47|49|,0|0|0|0|0|,0|0|0|0|0|,73|4|26|43|0|,75|3|23|47|2|,0|0|0|0|0|,0|0|0|0|0|,148,224,73,832|0|269|563|0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,1204|94|362|653|95|,815|0|262|553|0|,0|0|0|0|0|,0|0|0|0|0|,389|94|100|100|95|,0|0|0|0|0|,389|94|100|100|95|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,3.0|1.0|0|0|2.0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,386|100|96|90|100|,34|14|7|5|8|,352|86|89|85|92|,4|4|4|4|4|,0.49634170135275757|0.48822996831145304|0.497861024395884|0.4810802469135802|0.49772853185595567|,0.4825268817204301|0.46808510638297873|0.4731182795698925|0.5166666666666667|0.47368421052631576|,0.4637096774193548,0.5362903225806451,0.5483870967741935,0.45161290322580644,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,372|94|93|90|95|,86|89|85|92|,0|0|0|0|,0|0|0|0|,0|0|0|0|,8|5|6|5|,0|0|0|0|,9,1,6,13,26,18
