Year,Ages,N_Initial_Age,AgeSize_Mean,AgeSize_Std,Size_Classes,N_Initial_Class,ClassSize_Mean,ClassSize_Std,N_GrowthBack,Capture_Back,N_BeforePacking_AddAge0s,PackingDeaths_Emigration,N_AfterEmigration,Deaths_AfterEmiMort_Age,Deaths_AfterEmiMort_Size,N_GrowthOut,Capture_Out,PackingDeaths_Immigration,N_Immigration,Deaths_AfterImmiMort_Age,Deaths_AfterImmiMort_Size
0,0|1|2|,235|104|61|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,235|104|61|,nan|nan|nan|,nan|nan|nan|,0|235|165|,0|0|0|,1033|235|165|,0|0|0|,277|77|46|,0|0|0|,0|0|0|,277|77|46|,0|0|0|,0|0|0|,271|76|44|,8|6|16|,0|0|0|
1,0|1|2|,263|70|28|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,263|70|28|,nan|nan|nan|,nan|nan|nan|,0|263|98|,0|0|0|,663|263|98|,0|0|0|,198|154|41|,0|0|0|,0|0|0|,198|154|41|,0|0|0|,0|0|0|,191|154|41|,4|5|15|,0|0|0|
2,0|1|2|,187|149|26|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,187|149|26|,nan|nan|nan|,nan|nan|nan|,0|187|175|,0|0|0|,1417|187|175|,0|0|0|,268|92|40|,0|0|0|,0|0|0|,268|92|40|,0|0|0|,0|0|0|,265|89|39|,4|5|15|,0|0|0|
3,0|1|2|,261|84|24|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,261|84|24|,nan|nan|nan|,nan|nan|nan|,0|261|108|,0|0|0|,1091|261|108|,0|0|0|,222|142|25|,0|0|0|,0|0|0|,222|142|25|,0|0|0|,0|0|0|,221|141|25|,6|11|8|,0|0|0|
4,0|1|2|,215|130|17|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,215|130|17|,nan|nan|nan|,nan|nan|nan|,0|215|147|,0|0|0|,1678|215|147|,0|0|0|,255|115|25|,0|0|0|,0|0|0|,255|115|25|,0|0|0|,0|0|0|,248|115|25|,2|7|13|,0|0|0|
5,0|1|2|,246|108|12|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,246|108|12|,nan|nan|nan|,nan|nan|nan|,0|246|120|,0|0|0|,907|246|120|,0|0|0|,189|176|33|,0|0|0|,0|0|0|,189|176|33|,0|0|0|,0|0|0|,186|173|33|,6|5|8|,0|0|0|
6,0|1|2|,180|168|25|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,180|168|25|,nan|nan|nan|,nan|nan|nan|,0|180|193|,0|0|0|,753|180|193|,0|0|0|,208|127|55|,0|0|0|,0|0|0|,208|127|55|,0|0|0|,0|0|0|,207|125|55|,3|5|29|,0|0|0|
7,0|1|2|,204|120|26|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,204|120|26|,nan|nan|nan|,nan|nan|nan|,0|204|146|,0|0|0|,1037|204|146|,0|0|0|,177|169|27|,0|0|0|,0|0|0|,177|169|27|,0|0|0|,0|0|0|,177|169|27|,4|2|6|,0|0|0|
8,0|1|2|,173|167|21|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,173|167|21|,nan|nan|nan|,nan|nan|nan|,0|173|188|,0|0|0|,1826|173|188|,0|0|0|,229|136|30|,0|0|0|,0|0|0|,229|136|30|,0|0|0|,0|0|0|,229|136|30|,5|7|11|,0|0|0|
9,0|1|2|,224|129|19|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,224|129|19|,nan|nan|nan|,nan|nan|nan|,0|224|148|,0|0|0|,832|224|148|,0|0|0|,162|190|37|,0|0|0|,0|0|0|,162|190|37|,0|0|0|,0|0|0|,162|187|37|,6|15|13|,0|0|0|
10,0|1|2|,156|172|24|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,156|172|24|,nan|nan|nan|,nan|nan|nan|,0|156|196|,0|0|0|,1031|156|196|,0|0|0|,171|153|61|,0|0|0|,0|0|0|,171|153|61|,0|0|0|,0|0|0|,163|149|61|,5|12|20|,0|0|0|
11,0|1|2|,158|137|41|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,158|137|41|,nan|nan|nan|,nan|nan|nan|,0|158|178|,0|0|0|,1519|158|178|,0|0|0|,178|147|39|,0|0|0|,0|0|0|,178|147|39|,0|0|0|,0|0|0|,177|147|39|,1|4|18|,0|0|0|
