Year,K,GrowthRate,N_Initial,PopSizes_Mean,PopSizes_Std,N_Females,N_Males,N_YYMales,N_YYFemales,N_MatureFemales,N_MatureMales,N_MatureYYMales,N_MatureYYFemales,MatureCount,ImmatureCount,EggLayEvents,Births,EggDeaths,MyyProgeny,FyyProgeny,Capture_Back,SelectionDeaths_Emigration,MoveDeaths_Emigration,PNratio_Emi,N_beforePacking_AddAge0s,PackingDeaths_Emigration,YYSelectionPackingDeaths_Emi,WildSelectionPackingDeaths_Emi,N_Emigration,Deaths_EmiMort,N_EmiMortality,Capture_Out,SelectionDeaths_Immigration,MoveDeaths_Immigration,PNratio_Immi,PackingDeaths_Immigration,YYSelectionPackingDeaths_Immi,WildSelectionPackingDeaths_Immi,SelectionDeaths_Age0s_Immigration,N_Immigration,Deaths_ImmiMort,N_ImmiMortality,Alleles,He,Ho,p1,p2,q1,q2,MateDist,MateDist_SD,Female_EmigrationDist,Female_EmigrationDist_SD,Male_EmigrationDist,Male_EmigrationDist_SD,Female_FromHomeDist,Female_FromHomeDist_SD,Male_FromHomeDist,Male_FromHomeDist_SD,Female_StrayerDist,Female_StrayerDist_SD,Male_StrayerDist,Male_StrayerDist_SD,Female_HomeAttemptStrayDist,Female_HomeAttemptStrayDist_SD,Male_HomeAttemptStrayDist,Male_HomeAttemptStrayDist_SD,DeseaseStates,Residors,Strayers_1,Strayers_2,Immigrators,ResidentDispersers,ImmigrantDispersers,AA_aa_Mates,AA_AA_Mates,aa_aa_Mates,AA_Aa_Mates,aa_Aa_Mates,Aa_Aa_Mates
0,400.0|100.0|100.0|100.0|100.0|,0.9125,400|100|100|100|100|,0.0|0.0|0.0|0.0|,0.0|0.0|0.0|0.0|,209|53|52|53|51|,191|47|48|47|49|,0|0|0|0|0|,0|0|0|0|0|,86|23|21|21|21|,63|12|15|16|20|,0|0|0|0|0|,0|0|0|0|0|,149,251,86,1303|351|137|339|476|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,1703|451|237|439|576|,1303|351|137|339|476|,0|0|0|0|0|,0|0|0|0|0|,400|100|100|100|100|,0|0|0|0|0|,400|100|100|100|100|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,18.0|3.0|15.0|0|0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,382|100|100|96|86|,17|5|5|5|2|,365|95|95|91|84|,4|4|4|4|4|,0.49976875|0.498375|0.499575|0.4918|0.4967499999999999|,0.505|0.505|0.515|0.5|0.5|,0.4975,0.5025,0.515,0.485,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,400|100|100|100|100|,95|95|91|84|,0|0|0|0|,0|0|0|0|,0|0|0|0|,76|67|71|68|,0|0|0|0|,17,3,8,17,19,22
1,400.0|100.0|100.0|100.0|100.0|,0.9452054794520548,365|95|95|91|84|,0.0|0.0|0.0|0.0|,0.0|0.0|0.0|0.0|,187|53|44|48|42|,178|42|51|43|42|,0|0|0|0|0|,0|0|0|0|0|,44|11|12|14|7|,39|8|16|6|9|,0|0|0|0|0|,0|0|0|0|0|,83,282,44,651|197|195|222|37|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,1016|292|290|313|121|,616|192|190|213|21|,0|0|0|0|0|,0|0|0|0|0|,400|100|100|100|100|,0|0|0|0|0|,400|100|100|100|100|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,39.0|0|0|0|39.0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,361|93|92|76|100|,16|3|4|3|6|,345|90|88|73|94|,4|4|4|4|4|,0.4990242071683243|0.4996398891966758|0.4990581717451523|0.4921205168457916|0.494189342403628|,0.5452054794520548|0.5526315789473685|0.5368421052631579|0.521978021978022|0.5714285714285714|,0.4808219178082192,0.5191780821917809,0.5246575342465754,0.47534246575342465,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,365|95|95|91|84|,90|88|73|94|,0|0|0|0|,0|0|0|0|,0|0|0|0|,62|57|48|51|,0|0|0|0|,4,2,1,12,7,18
2,400.0|100.0|100.0|100.0|100.0|,1.03768115942029,345|90|88|73|94|,0.0|0.0|0.0|0.0|,0.0|0.0|0.0|0.0|,185|48|53|35|49|,160|42|35|38|45|,0|0|0|0|0|,0|0|0|0|0|,63|16|17|12|18|,64|12|14|13|25|,0|0|0|0|0|,0|0|0|0|0|,127,218,63,1014|307|239|144|324|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,1359|397|327|217|418|,959|297|227|117|318|,0|0|0|0|0|,0|0|0|0|0|,400|100|100|100|100|,0|0|0|0|0|,400|100|100|100|100|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,12.0|4.0|3.0|5.0|0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,388|100|100|100|88|,30|4|7|6|13|,358|96|93|94|75|,4|4|4|4|4|,0.49910733039277466|0.4998765432098766|0.48657024793388426|0.4984049540251455|0.4974818922589408|,0.5376811594202898|0.5111111111111111|0.5795454545454546|0.4794520547945205|0.5691489361702128|,0.5289855072463768,0.47101449275362317,0.5072463768115942,0.4927536231884058,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,345|90|88|73|94|,96|93|94|75|,0|0|0|0|,0|0|0|0|,0|0|0|0|,78|71|70|62|,0|0|0|0|,5,2,2,13,10,31
3,400.0|100.0|100.0|100.0|100.0|,0.9860335195530726,358|96|93|94|75|,0.0|0.0|0.0|0.0|,0.0|0.0|0.0|0.0|,174|42|54|44|34|,184|54|39|50|41|,0|0|0|0|0|,0|0|0|0|0|,30|6|10|9|5|,47|12|12|15|8|,0|0|0|0|0|,0|0|0|0|0|,77,281,30,388|63|198|79|48|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,746|159|291|173|123|,346|59|191|73|23|,0|0|0|0|0|,0|0|0|0|0|,400|100|100|100|100|,0|0|0|0|0|,400|100|100|100|100|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,21.0|13.0|0|0|8.0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,379|100|86|93|100|,26|6|1|11|8|,353|94|85|82|92|,4|4|4|4|4|,0.49812349801816425|0.4924858940972222|0.49294716152156315|0.4995190131281122|0.496|,0.547486033519553|0.515625|0.5806451612903226|0.5478723404255319|0.5466666666666666|,0.5405027932960894,0.4594972067039106,0.5153631284916201,0.48463687150837986,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,358|96|93|94|75|,94|85|82|92|,0|0|0|0|,0|0|0|0|,0|0|0|0|,46|57|40|44|,0|0|0|0|,1,3,2,12,4,8
4,400.0|100.0|100.0|100.0|100.0|,1.045325779036827,353|94|85|82|92|,0.0|0.0|0.0|0.0|,0.0|0.0|0.0|0.0|,184|45|51|45|43|,169|49|34|37|49|,0|0|0|0|0|,0|0|0|0|0|,79|19|18|21|21|,87|29|10|21|27|,0|0|0|0|0|,0|0|0|0|0|,166,187,79,1243|290|309|233|411|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,1596|384|394|315|503|,1196|284|294|215|403|,0|0|0|0|0|,0|0|0|0|0|,400|100|100|100|100|,0|0|0|0|0|,400|100|100|100|100|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,12.0|8.0|0|4.0|0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,388|100|94|100|94|,19|4|5|8|2|,369|96|89|92|92|,4|4|4|4|4|,0.49080925133818587|0.47736532367587137|0.4811418685121107|0.49546400951814396|0.48629489603024567|,0.4943342776203966|0.48936170212765956|0.5|0.5121951219512195|0.4782608695652174|,0.5934844192634561,0.4065155807365439,0.47875354107648727,0.5212464589235127,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,353|94|85|82|92|,96|89|92|92|,0|0|0|0|,0|0|0|0|,0|0|0|0|,81|71|69|70|,0|0|0|0|,9,6,4,22,20,18
5,400.0|100.0|100.0|100.0|100.0|,0.991869918699187,369|96|89|92|92|,0.0|0.0|0.0|0.0|,0.0|0.0|0.0|0.0|,185|46|48|48|43|,184|50|41|44|49|,0|0|0|0|0|,0|0|0|0|0|,42|8|11|13|10|,36|7|7|10|12|,0|0|0|0|0|,0|0|0|0|0|,78,291,42,524|161|119|101|143|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,893|257|208|193|235|,493|157|108|93|135|,0|0|0|0|0|,0|0|0|0|0|,400|100|100|100|100|,0|0|0|0|0|,400|100|100|100|100|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,13.0|0|7.0|6.0|0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,387|98|100|100|89|,21|4|3|8|6|,366|94|97|92|83|,4|4|4|4|4|,0.49860275703028034|0.49118381076388895|0.4994318899128898|0.499852315689981|0.4957171550094518|,0.540650406504065|0.5677083333333334|0.550561797752809|0.5271739130434783|0.5163043478260869|,0.5271002710027101,0.47289972899729,0.5257452574525745,0.4742547425474255,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,369|96|89|92|92|,94|97|92|83|,0|0|0|0|,0|0|0|0|,0|0|0|0|,59|54|58|54|,0|0|0|0|,4,11,1,14,5,7
6,400.0|100.0|100.0|100.0|100.0|,0.9972677595628415,366|94|97|92|83|,0.0|0.0|0.0|0.0|,0.0|0.0|0.0|0.0|,188|47|52|47|42|,178|47|45|45|41|,0|0|0|0|0|,0|0|0|0|0|,74|19|21|20|14|,67|16|22|14|15|,0|0|0|0|0|,0|0|0|0|0|,141,225,74,989|164|239|377|209|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,1355|258|336|469|292|,955|158|236|369|192|,0|0|0|0|0|,0|0|0|0|0|,400|100|100|100|100|,0|0|0|0|0|,400|100|100|100|100|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,13.0|10.0|3.0|0|0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,387|100|100|90|97|,22|4|6|5|7|,365|96|94|85|90|,4|4|4|4|4|,0.48752948729433543|0.4849196468990493|0.47762780316718034|0.495687618147448|0.48718972274640726|,0.5|0.48404255319148937|0.4845360824742268|0.5217391304347826|0.5120481927710844|,0.6079234972677595,0.39207650273224043,0.4713114754098361,0.5286885245901639,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,366|94|97|92|83|,96|94|85|90|,0|0|0|0|,0|0|0|0|,0|0|0|0|,66|65|61|60|,0|0|0|0|,5,3,4,19,11,32
7,400.0|100.0|100.0|100.0|100.0|,0.9616438356164384,365|96|94|85|90|,0.0|0.0|0.0|0.0|,0.0|0.0|0.0|0.0|,187|47|48|44|48|,178|49|46|41|42|,0|0|0|0|0|,0|0|0|0|0|,53|12|13|11|17|,60|18|16|13|13|,0|0|0|0|0|,0|0|0|0|0|,113,252,53,995|287|328|89|291|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,1360|383|422|174|381|,960|283|322|74|281|,0|0|0|0|0|,0|0|0|0|0|,400|100|100|100|100|,0|0|0|0|0|,400|100|100|100|100|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,27.0|0|6.0|21.0|0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,373|83|100|100|90|,22|5|5|7|5|,351|78|95|93|85|,4|4|4|4|4|,0.4932801651341715|0.4907769097222222|0.4757526029877772|0.49384083044982696|0.4972222222222221|,0.4808219178082192|0.5104166666666666|0.42021276595744683|0.5058823529411764|0.4888888888888889|,0.5808219178082191,0.4191780821917808,0.5136986301369864,0.4863013698630137,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,365|96|94|85|90|,78|95|93|85|,0|0|0|0|,0|0|0|0|,0|0|0|0|,59|72|62|71|,0|0|0|0|,3,14,0,16,6,14
8,400.0|100.0|100.0|100.0|100.0|,1.01994301994302,351|78|95|93|85|,0.0|0.0|0.0|0.0|,0.0|0.0|0.0|0.0|,176|37|54|51|34|,175|41|41|42|51|,0|0|0|0|0|,0|0|0|0|0|,45|8|15|16|6|,42|11|8|15|8|,0|0|0|0|0|,0|0|0|0|0|,87,264,45,573|179|69|287|38|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,924|257|164|380|123|,524|157|64|280|23|,0|0|0|0|0|,0|0|0|0|0|,400|100|100|100|100|,0|0|0|0|0|,400|100|100|100|100|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,21.0|0|0|0|21.0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,379|98|97|84|100|,21|3|7|4|7|,358|95|90|80|93|,4|4|4|4|4|,0.4615729580117045|0.4386505588428665|0.46072022160664816|0.473262804948549|0.4666089965397924|,0.4202279202279202|0.4166666666666667|0.4421052631578947|0.42473118279569894|0.3941176470588235|,0.6937321937321937,0.30626780626780625,0.4700854700854701,0.5299145299145299,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,351|78|95|93|85|,95|90|80|93|,0|0|0|0|,0|0|0|0|,0|0|0|0|,71|41|59|36|,0|0|0|0|,2,6,0,22,8,7
9,400.0|100.0|100.0|100.0|100.0|,1.011173184357542,358|95|90|80|93|,0.0|0.0|0.0|0.0|,0.0|0.0|0.0|0.0|,167|44|48|38|37|,191|51|42|42|56|,0|0|0|0|0|,0|0|0|0|0|,67|7|28|10|22|,84|17|21|11|35|,0|0|0|0|0|,0|0|0|0|0|,151,207,67,1329|96|619|225|389|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,1687|191|709|305|482|,1287|91|609|205|382|,0|0|0|0|0|,0|0|0|0|0|,400|100|100|100|100|,0|0|0|0|0|,400|100|100|100|100|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,19.0|19.0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,381|100|95|88|98|,19|5|4|5|5|,362|95|91|83|93|,4|4|4|4|4|,0.46857736962017416|0.4550969529085872|0.4732716049382716|0.47968749999999993|0.4614984391259105|,0.44553072625698326|0.4263157894736842|0.4666666666666667|0.475|0.41935483870967744|,0.6703910614525139,0.329608938547486,0.4511173184357542,0.5488826815642458,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,358|95|90|80|93|,95|91|83|93|,0|0|0|0|,0|0|0|0|,0|0|0|0|,57|80|62|80|,0|0|0|0|,9,21,1,26,4,6
