Year,Ages,N_Initial_Age,AgeSize_Mean,AgeSize_Std,Size_Classes,N_Initial_Class,ClassSize_Mean,ClassSize_Std,N_GrowthBack,Capture_Back,N_BeforePacking_AddAge0s,PackingDeaths_Emigration,N_AfterEmigration,Deaths_AfterEmiMort_Age,Deaths_AfterEmiMort_Size,N_GrowthOut,Capture_Out,PackingDeaths_Immigration,N_Immigration,Deaths_AfterImmiMort_Age,Deaths_AfterImmiMort_Size
0,0|1|2|,251|100|49|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,251|100|49|,nan|nan|nan|,nan|nan|nan|,0|251|149|,0|0|0|,1303|251|149|,0|0|0|,301|67|32|,0|0|0|,0|0|0|,301|67|32|,0|0|0|,0|0|0|,287|64|31|,5|1|11|,0|0|0|
1,0|1|2|,282|63|20|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,282|63|20|,nan|nan|nan|,nan|nan|nan|,0|282|83|,0|0|0|,651|282|83|,0|0|0|,240|132|28|,0|0|0|,0|0|0|,240|132|28|,0|0|0|,0|0|0|,223|115|23|,5|3|8|,0|0|0|
2,0|1|2|,218|112|15|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,218|112|15|,nan|nan|nan|,nan|nan|nan|,0|218|127|,0|0|0|,1014|218|127|,0|0|0|,297|69|34|,0|0|0|,0|0|0|,297|69|34|,0|0|0|,0|0|0|,289|66|33|,8|9|13|,0|0|0|
3,0|1|2|,281|57|20|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,281|57|20|,nan|nan|nan|,nan|nan|nan|,0|281|77|,0|0|0|,388|281|77|,0|0|0|,202|154|44|,0|0|0|,0|0|0|,202|154|44|,0|0|0|,0|0|0|,190|150|39|,3|9|14|,0|0|0|
4,0|1|2|,187|141|25|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,187|141|25|,nan|nan|nan|,nan|nan|nan|,0|187|166|,0|0|0|,1243|187|166|,0|0|0|,304|54|42|,0|0|0|,0|0|0|,304|54|42|,0|0|0|,0|0|0|,295|53|40|,4|1|14|,0|0|0|
5,0|1|2|,291|52|26|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,291|52|26|,nan|nan|nan|,nan|nan|nan|,0|291|78|,0|0|0|,524|291|78|,0|0|0|,238|127|35|,0|0|0|,0|0|0|,238|127|35|,0|0|0|,0|0|0|,227|125|35|,2|6|13|,0|0|0|
6,0|1|2|,225|119|22|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,225|119|22|,nan|nan|nan|,nan|nan|nan|,0|225|141|,0|0|0|,989|225|141|,0|0|0|,262|90|48|,0|0|0|,0|0|0|,262|90|48|,0|0|0|,0|0|0|,257|85|45|,5|1|16|,0|0|0|
7,0|1|2|,252|84|29|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,252|84|29|,nan|nan|nan|,nan|nan|nan|,0|252|113|,0|0|0|,995|252|113|,0|0|0|,280|79|41|,0|0|0|,0|0|0|,280|79|41|,0|0|0|,0|0|0|,266|71|36|,2|3|17|,0|0|0|
8,0|1|2|,264|68|19|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,264|68|19|,nan|nan|nan|,nan|nan|nan|,0|264|87|,0|0|0|,573|264|87|,0|0|0|,222|139|39|,0|0|0|,0|0|0|,222|139|39|,0|0|0|,0|0|0|,209|132|38|,2|3|16|,0|0|0|
9,0|1|2|,207|129|22|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,207|129|22|,nan|nan|nan|,nan|nan|nan|,0|207|151|,0|0|0|,1329|207|151|,0|0|0|,294|80|26|,0|0|0|,0|0|0|,294|80|26|,0|0|0|,0|0|0|,283|73|25|,4|5|10|,0|0|0|
10,0|1|2|,279|68|15|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,279|68|15|,nan|nan|nan|,nan|nan|nan|,0|279|83|,0|0|0|,701|279|83|,0|0|0|,244|126|30|,0|0|0|,0|0|0|,244|126|30|,0|0|0|,0|0|0|,229|115|29|,7|4|14|,0|0|0|
11,0|1|2|,222|111|15|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,222|111|15|,nan|nan|nan|,nan|nan|nan|,0|222|126|,0|0|0|,767|222|126|,0|0|0|,217|103|45|,0|0|0|,0|0|0|,217|103|45|,0|0|0|,0|0|0|,216|94|45|,6|4|12|,0|0|0|
12,0|1|2|,210|90|33|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,210|90|33|,nan|nan|nan|,nan|nan|nan|,0|210|123|,0|0|0|,1026|210|123|,0|0|0|,281|75|44|,0|0|0|,0|0|0|,281|75|44|,0|0|0|,0|0|0|,274|71|43|,7|4|17|,0|0|0|
13,0|1|2|,267|67|26|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,267|67|26|,nan|nan|nan|,nan|nan|nan|,0|267|93|,0|0|0|,721|267|93|,0|0|0|,238|131|31|,0|0|0|,0|0|0|,238|131|31|,0|0|0|,0|0|0|,232|122|29|,5|8|10|,0|0|0|
14,0|1|2|,227|114|19|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,227|114|19|,nan|nan|nan|,nan|nan|nan|,0|227|133|,0|0|0|,1008|227|133|,0|0|0|,258|104|38|,0|0|0|,0|0|0|,258|104|38|,0|0|0|,0|0|0|,248|93|35|,9|7|16|,0|0|0|
15,0|1|2|,239|86|19|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,239|86|19|,nan|nan|nan|,nan|nan|nan|,0|239|105|,0|0|0|,964|239|105|,0|0|0|,245|122|33|,0|0|0|,0|0|0|,245|122|33|,0|0|0|,0|0|0|,235|116|33|,3|6|12|,0|0|0|
16,0|1|2|,232|110|21|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,232|110|21|,nan|nan|nan|,nan|nan|nan|,0|232|131|,0|0|0|,1092|232|131|,0|0|0|,302|69|29|,0|0|0|,0|0|0|,302|69|29|,0|0|0|,0|0|0|,290|68|27|,6|3|16|,0|0|0|
17,0|1|2|,284|65|11|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,284|65|11|,nan|nan|nan|,nan|nan|nan|,0|284|76|,0|0|0|,580|284|76|,0|0|0|,200|166|34|,0|0|0|,0|0|0|,200|166|34|,0|0|0|,0|0|0|,182|132|31|,2|7|12|,0|0|0|
18,0|1|2|,180|125|19|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,180|125|19|,nan|nan|nan|,nan|nan|nan|,0|180|144|,0|0|0|,1299|180|144|,0|0|0|,297|58|45|,0|0|0|,0|0|0|,297|58|45|,0|0|0|,0|0|0|,280|57|42|,4|2|22|,0|0|0|
19,0|1|2|,276|55|20|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,276|55|20|,nan|nan|nan|,nan|nan|nan|,0|276|75|,0|0|0|,450|276|75|,0|0|0|,219|149|32|,0|0|0|,0|0|0|,219|149|32|,0|0|0|,0|0|0|,200|137|28|,2|5|9|,0|0|0|
20,0|1|2|,198|132|19|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,198|132|19|,nan|nan|nan|,nan|nan|nan|,0|198|151|,0|0|0|,1170|198|151|,0|0|0|,287|62|51|,0|0|0|,0|0|0|,287|62|51|,0|0|0|,0|0|0|,279|60|48|,7|4|19|,0|0|0|
21,0|1|2|,272|56|29|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,272|56|29|,nan|nan|nan|,nan|nan|nan|,0|272|85|,0|0|0|,430|272|85|,0|0|0|,214|138|48|,0|0|0|,0|0|0|,214|138|48|,0|0|0|,0|0|0|,206|131|48|,6|6|21|,0|0|0|
22,0|1|2|,200|125|27|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,200|125|27|,nan|nan|nan|,nan|nan|nan|,0|200|152|,0|0|0|,1307|200|152|,0|0|0|,304|60|36|,0|0|0|,0|0|0|,304|60|36|,0|0|0|,0|0|0|,282|55|34|,4|1|12|,0|0|0|
23,0|1|2|,278|54|22|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,278|54|22|,nan|nan|nan|,nan|nan|nan|,0|278|76|,0|0|0|,519|278|76|,0|0|0|,229|129|42|,0|0|0|,0|0|0|,229|129|42|,0|0|0|,0|0|0|,224|125|42|,7|7|16|,0|0|0|
24,0|1|2|,217|118|26|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,217|118|26|,nan|nan|nan|,nan|nan|nan|,0|217|144|,0|0|0|,880|217|144|,0|0|0|,280|70|50|,0|0|0|,0|0|0|,280|70|50|,0|0|0|,0|0|0|,270|66|49|,6|2|26|,0|0|0|
