Year,Ages,N_Initial_Age,AgeSize_Mean,AgeSize_Std,Size_Classes,N_Initial_Class,ClassSize_Mean,ClassSize_Std,N_GrowthBack,Capture_Back,N_BeforePacking_AddAge0s,PackingDeaths_Emigration,N_AfterEmigration,Deaths_AfterEmiMort_Age,Deaths_AfterEmiMort_Size,N_GrowthOut,Capture_Out,PackingDeaths_Immigration,N_Immigration,Deaths_AfterImmiMort_Age,Deaths_AfterImmiMort_Size
0,0|1|2|,232|110|58|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,232|110|58|,nan|nan|nan|,nan|nan|nan|,0|232|168|,0|0|0|,1342|232|168|,0|0|0|,315|45|40|,0|0|0|,0|0|0|,315|45|40|,0|0|0|,0|0|0|,307|44|39|,5|3|12|,0|0|0|
1,0|1|2|,302|41|27|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,302|41|27|,nan|nan|nan|,nan|nan|nan|,0|302|68|,0|0|0|,533|302|68|,0|0|0|,228|152|20|,0|0|0|,0|0|0|,228|152|20|,0|0|0|,0|0|0|,226|150|20|,7|10|9|,0|0|0|
2,0|1|2|,219|140|11|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,219|140|11|,nan|nan|nan|,nan|nan|nan|,0|219|151|,0|0|0|,1627|219|151|,0|0|0|,329|34|37|,0|0|0|,0|0|0|,329|34|37|,0|0|0|,0|0|0|,327|34|36|,4|4|15|,0|0|0|
3,0|1|2|,323|30|21|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,323|30|21|,nan|nan|nan|,nan|nan|nan|,0|323|51|,0|0|0|,443|323|51|,0|0|0|,185|186|29|,0|0|0|,0|0|0|,185|186|29|,0|0|0|,0|0|0|,180|177|29|,4|7|12|,0|0|0|
4,0|1|2|,176|170|17|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,176|170|17|,nan|nan|nan|,nan|nan|nan|,0|176|187|,0|0|0|,1663|176|187|,0|0|0|,335|33|32|,0|0|0|,0|0|0|,335|33|32|,0|0|0|,0|0|0|,326|32|31|,10|1|12|,0|0|0|
5,0|1|2|,316|31|19|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,316|31|19|,nan|nan|nan|,nan|nan|nan|,0|316|50|,0|0|0|,338|316|50|,0|0|0|,173|200|27|,0|0|0|,0|0|0|,173|200|27|,0|0|0|,0|0|0|,169|188|26|,1|5|15|,0|0|0|
6,0|1|2|,168|183|11|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,168|183|11|,nan|nan|nan|,nan|nan|nan|,0|168|194|,0|0|0|,2395|168|194|,0|0|0|,344|25|31|,0|0|0|,0|0|0|,344|25|31|,0|0|0|,0|0|0|,328|24|28|,11|1|13|,0|0|0|
7,0|1|2|,317|23|15|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,317|23|15|,nan|nan|nan|,nan|nan|nan|,0|317|38|,0|0|0|,144|317|38|,0|0|0|,96|259|32|,0|0|0|,0|0|0|,96|259|32|,0|0|0|,0|0|0|,93|254|32|,3|6|12|,0|0|0|
8,0|1|2|,90|248|20|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,90|248|20|,nan|nan|nan|,nan|nan|nan|,0|90|268|,0|0|0|,2206|90|268|,0|0|0|,335|16|49|,0|0|0|,0|0|0|,335|16|49|,0|0|0|,0|0|0|,325|16|48|,13|0|20|,0|0|0|
9,0|1|2|,312|16|28|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,312|16|28|,nan|nan|nan|,nan|nan|nan|,0|312|44|,0|0|0|,230|312|44|,0|0|0|,126|237|33|,0|0|0|,0|0|0|,126|237|33|,0|0|0|,0|0|0|,119|225|33|,3|8|5|,0|0|0|
10,0|1|2|,116|217|28|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,116|217|28|,nan|nan|nan|,nan|nan|nan|,NA|NA|NA|,NA|NA|NA|,NA|NA|NA|,NA|NA|NA|,NA|NA|NA|,NA|NA|NA|,NA|NA|NA|,NA|NA|NA|,NA|NA|NA|,NA|NA|NA|,NA|NA|NA|,NA|NA|NA|,NA|NA|NA|
