Year,K,GrowthRate,N_Initial,PopSizes_Mean,PopSizes_Std,N_Females,N_Males,N_YYMales,N_YYFemales,N_MatureFemales,N_MatureMales,N_MatureYYMales,N_MatureYYFemales,MatureCount,ImmatureCount,EggLayEvents,Births,EggDeaths,MyyProgeny,FyyProgeny,Capture_Back,SelectionDeaths_Emigration,MoveDeaths_Emigration,PNratio_Emi,N_beforePacking_AddAge0s,PackingDeaths_Emigration,YYSelectionPackingDeaths_Emi,WildSelectionPackingDeaths_Emi,N_Emigration,Deaths_EmiMort,N_EmiMortality,Capture_Out,SelectionDeaths_Immigration,MoveDeaths_Immigration,PNratio_Immi,PackingDeaths_Immigration,YYSelectionPackingDeaths_Immi,WildSelectionPackingDeaths_Immi,SelectionDeaths_Age0s_Immigration,N_Immigration,Deaths_ImmiMort,N_ImmiMortality,Alleles,He,Ho,p1,p2,q1,q2,MateDist,MateDist_SD,Female_EmigrationDist,Female_EmigrationDist_SD,Male_EmigrationDist,Male_EmigrationDist_SD,Female_FromHomeDist,Female_FromHomeDist_SD,Male_FromHomeDist,Male_FromHomeDist_SD,Female_StrayerDist,Female_StrayerDist_SD,Male_StrayerDist,Male_StrayerDist_SD,Female_HomeAttemptStrayDist,Female_HomeAttemptStrayDist_SD,Male_HomeAttemptStrayDist,Male_HomeAttemptStrayDist_SD,DeseaseStates,Residors,Strayers_1,Strayers_2,Immigrators,ResidentDispersers,ImmigrantDispersers,AA_aa_Mates,AA_AA_Mates,aa_aa_Mates,AA_Aa_Mates,aa_Aa_Mates,Aa_Aa_Mates
0,400.0|100.0|100.0|100.0|100.0|,0.925,400|100|100|100|100|,0.0|0.0|0.0|0.0|,0.0|0.0|0.0|0.0|,208|53|56|52|47|,192|47|44|48|53|,0|0|0|0|0|,0|0|0|0|0|,89|23|22|23|21|,79|22|15|21|21|,0|0|0|0|0|,0|0|0|0|0|,168,232,89,1342|312|461|208|361|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,1742|412|561|308|461|,1342|312|461|208|361|,0|0|0|0|0|,0|0|0|0|0|,400|100|100|100|100|,0|0|0|0|0|,400|100|100|100|100|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,10.0|0|0|10.0|0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,390|93|100|100|97|,20|8|3|7|2|,370|85|97|93|95|,4|4|4|4|4|,0.4999296875|0.4967499999999999|0.49995|0.49975|0.4996750000000001|,0.52125|0.52|0.52|0.51|0.535|,0.5075,0.4925,0.50375,0.49625,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,400|100|100|100|100|,85|97|93|95|,0|0|0|0|,0|0|0|0|,0|0|0|0|,85|97|93|95|,0|0|0|0|,10,4,0,26,20,29
1,400.0|100.0|100.0|100.0|100.0|,1.0,370|85|97|93|95|,0.0|0.0|0.0|0.0|,0.0|0.0|0.0|0.0|,206|49|55|50|52|,164|36|42|43|43|,0|0|0|0|0|,0|0|0|0|0|,42|11|13|10|8|,26|6|6|8|6|,0|0|0|0|0|,0|0|0|0|0|,68,302,42,533|176|161|122|74|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,903|261|258|215|169|,503|161|158|115|69|,0|0|0|0|0|,0|0|0|0|0|,400|100|100|100|100|,0|0|0|0|0|,400|100|100|100|100|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,4.0|4.0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,396|100|97|99|100|,26|7|6|7|6|,370|93|91|92|94|,4|4|4|4|4|,0.4989170927684441|0.49377162629757787|0.485625464980338|0.4962423401549313|0.4870914127423823|,0.5148648648648648|0.49411764705882355|0.4896907216494845|0.5806451612903226|0.49473684210526314|,0.5310810810810811,0.4689189189189189,0.4891891891891892,0.5108108108108108,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,370|85|97|93|95|,93|91|92|94|,0|0|0|0|,0|0|0|0|,0|0|0|0|,93|91|92|94|,0|0|0|0|,4,0,2,10,14,12
2,400.0|100.0|100.0|100.0|100.0|,1.0108108108108107,370|93|91|92|94|,0.0|0.0|0.0|0.0|,0.0|0.0|0.0|0.0|,193|47|55|47|44|,177|46|36|45|50|,0|0|0|0|0|,0|0|0|0|0|,82|17|21|21|23|,69|17|18|14|20|,0|0|0|0|0|,0|0|0|0|0|,151,219,82,1627|274|350|573|430|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,1997|367|441|665|524|,1597|267|341|565|424|,0|0|0|0|0|,0|0|0|0|0|,400|100|100|100|100|,0|0|0|0|0|,400|100|100|100|100|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,3.0|0|0|0|3.0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,397|100|99|98|100|,23|4|5|8|6|,374|96|94|90|94|,4|4|4|4|4|,0.49988312636961285|0.4997398543184183|0.4970414201183432|0.4973712192816635|0.49790629244001816|,0.5324324324324324|0.5645161290322581|0.5054945054945055|0.45108695652173914|0.6063829787234043|,0.4891891891891892,0.5108108108108108,0.5,0.5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,370|93|91|92|94|,96|94|90|94|,0|0|0|0|,0|0|0|0|,0|0|0|0|,96|94|90|94|,0|0|0|0|,2,5,3,16,16,40
3,400.0|100.0|100.0|100.0|100.0|,0.9705882352941176,374|96|94|90|94|,0.0|0.0|0.0|0.0|,0.0|0.0|0.0|0.0|,210|58|58|38|56|,164|38|36|52|38|,0|0|0|0|0|,0|0|0|0|0|,33|10|14|4|5|,18|8|4|3|3|,0|0|0|0|0|,0|0|0|0|0|,51,323,33,443|157|170|91|25|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,817|253|264|181|119|,417|153|164|81|19|,0|0|0|0|0|,0|0|0|0|0|,400|100|100|100|100|,0|0|0|0|0|,400|100|100|100|100|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,14.0|6.0|8.0|0|0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,386|100|100|88|98|,23|7|9|3|4|,363|93|91|85|94|,4|4|4|4|4|,0.4964754496840058|0.49294704861111116|0.49272861023087366|0.49691358024691357|0.4966896785875963|,0.4786096256684492|0.4375|0.5159574468085106|0.45555555555555555|0.5053191489361702|,0.5588235294117647,0.4411764705882353,0.4919786096256685,0.5080213903743316,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,374|96|94|90|94|,93|91|85|94|,0|0|0|0|,0|0|0|0|,0|0|0|0|,93|91|85|94|,0|0|0|0|,2,2,2,6,14,7
4,400.0|100.0|100.0|100.0|100.0|,1.0082644628099173,363|93|91|85|94|,0.0|0.0|0.0|0.0|,0.0|0.0|0.0|0.0|,188|51|51|43|43|,175|42|40|42|51|,0|0|0|0|0|,0|0|0|0|0|,101|23|26|26|26|,86|17|14|25|30|,0|0|0|0|0|,0|0|0|0|0|,187,176,101,1663|292|434|454|483|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,2026|385|525|539|577|,1626|285|425|439|477|,0|0|0|0|0|,0|0|0|0|0|,400|100|100|100|100|,0|0|0|0|0|,400|100|100|100|100|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,11.0|0|0|11.0|0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,389|96|98|100|95|,23|9|5|6|3|,366|87|93|94|92|,4|4|4|4|4|,0.49505763874659436|0.49063475546305935|0.4861731674918489|0.49889273356401387|0.4895597555454957|,0.4393939393939394|0.34408602150537637|0.4835164835164835|0.4588235294117647|0.4734042553191489|,0.5027548209366391,0.4972451790633609,0.5702479338842975,0.4297520661157025,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,363|93|91|85|94|,87|93|94|92|,0|0|0|0|,0|0|0|0|,0|0|0|0|,87|93|94|92|,0|0|0|0|,15,14,4,33,17,18
5,400.0|100.0|100.0|100.0|100.0|,0.9890710382513661,366|87|93|94|92|,0.0|0.0|0.0|0.0|,0.0|0.0|0.0|0.0|,192|49|58|46|39|,174|38|35|48|53|,0|0|0|0|0|,0|0|0|0|0|,27|5|9|6|7|,23|6|8|2|7|,0|0|0|0|0|,0|0|0|0|0|,50,316,27,338|116|39|27|156|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,704|203|132|121|248|,304|103|32|21|148|,0|0|0|0|0|,0|0|0|0|0|,400|100|100|100|100|,0|0|0|0|0|,400|100|100|100|100|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,17.0|11.0|6.0|0|0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,383|100|100|94|89|,21|7|2|6|6|,362|93|98|88|83|,4|4|4|4|4|,0.48949468482188185|0.47932355661249837|0.49442132038385944|0.48231665912177457|0.49453568052930064|,0.44398907103825136|0.42528735632183906|0.4032258064516129|0.4308510638297872|0.5163043478260869|,0.6024590163934426,0.3975409836065574,0.5027322404371585,0.4972677595628415,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,366|87|93|94|92|,93|98|88|83|,0|0|0|0|,0|0|0|0|,0|0|0|0|,93|98|88|83|,0|0|0|0|,5,6,1,7,4,4
6,400.0|100.0|100.0|100.0|100.0|,0.9806629834254144,362|93|98|88|83|,0.0|0.0|0.0|0.0|,0.0|0.0|0.0|0.0|,197|50|66|44|37|,165|43|32|44|46|,0|0|0|0|0|,0|0|0|0|0|,108|29|37|20|22|,86|23|13|22|28|,0|0|0|0|0|,0|0|0|0|0|,194,168,108,2395|538|550|725|582|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,2757|631|648|813|665|,2357|531|548|713|565|,0|0|0|0|0|,0|0|0|0|0|,400|100|100|100|100|,0|0|0|0|0|,400|100|100|100|100|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,20.0|15.0|0|0|5.0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,380|100|92|88|100|,25|9|5|5|6|,355|91|87|83|94|,4|4|4|4|4|,0.46971627850187725|0.4778876170655567|0.45665868388171593|0.4610989152892562|0.4749963710262738|,0.40331491712707185|0.3924731182795699|0.42346938775510207|0.3806818181818182|0.41566265060240964|,0.6174033149171271,0.3825966850828729,0.6284530386740331,0.3715469613259669,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,362|93|98|88|83|,91|87|83|94|,0|0|0|0|,0|0|0|0|,0|0|0|0|,91|87|83|94|,0|0|0|0|,17,15,2,35,17,22
7,400.0|100.0|100.0|100.0|100.0|,1.008450704225352,355|91|87|83|94|,0.0|0.0|0.0|0.0|,0.0|0.0|0.0|0.0|,200|60|50|40|50|,155|31|37|43|44|,0|0|0|0|0|,0|0|0|0|0|,23|8|7|4|4|,15|3|0|5|7|,0|0|0|0|0|,0|0|0|0|0|,38,317,15,144|69|0|65|10|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,499|160|87|148|104|,112|60|0|48|4|,0|0|0|0|0|,0|0|0|0|0|,387|100|87|100|100|,0|0|0|0|0|,387|100|87|100|100|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,8.0|0|2.0|6.0|0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,379|88|100|100|91|,21|2|7|6|6|,358|86|93|94|85|,4|4|4|4|4|,0.49177742511406475|0.49794710783721774|0.4888690712115207|0.48457686166352154|0.4870699411498416|,0.4830985915492958|0.42857142857142855|0.43103448275862066|0.536144578313253|0.5372340425531915|,0.5901408450704225,0.4098591549295775,0.49014084507042255,0.5098591549295775,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,355|91|87|83|94|,86|93|94|85|,0|0|0|0|,0|0|0|0|,0|0|0|0|,86|93|94|85|,0|0|0|0|,4,1,0,5,4,1
8,400.0|100.0|100.0|100.0|100.0|,0.994413407821229,358|86|93|94|85|,0.0|0.0|0.0|0.0|,0.0|0.0|0.0|0.0|,196|50|46|54|46|,162|36|47|40|39|,0|0|0|0|0|,0|0|0|0|0|,149|35|31|42|41|,119|26|39|25|29|,0|0|0|0|0|,0|0|0|0|0|,268,90,149,2206|487|381|627|711|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,2564|573|474|721|796|,2164|473|374|621|696|,0|0|0|0|0|,0|0|0|0|0|,400|100|100|100|100|,0|0|0|0|0|,400|100|100|100|100|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,11.0|0|0|1.0|10.0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,389|100|89|100|100|,33|8|10|4|11|,356|92|79|96|89|,4|4|4|4|4|,0.489848943541088|0.489656571119524|0.4818476124407446|0.491031009506564|0.49373702422145327|,0.48324022346368717|0.46511627906976744|0.5161290322580645|0.4946808510638298|0.45294117647058824|,0.5726256983240223,0.4273743016759777,0.5698324022346368,0.4301675977653631,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,358|86|93|94|85|,92|79|96|89|,0|0|0|0|,0|0|0|0|,0|0|0|0|,92|79|96|89|,0|0|0|0|,21,19,5,35,31,38
9,400.0|100.0|100.0|100.0|100.0|,1.0140449438202248,356|92|79|96|89|,0.0|0.0|0.0|0.0|,0.0|0.0|0.0|0.0|,189|47|45|44|53|,167|45|34|52|36|,0|0|0|0|0|,0|0|0|0|0|,23|4|8|5|6|,21|7|2|5|7|,0|0|0|0|0|,0|0|0|0|0|,44,312,23,230|21|84|0|125|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,586|113|163|96|214|,190|13|63|0|114|,0|0|0|0|0|,0|0|0|0|0|,396|100|100|96|100|,0|0|0|0|0|,396|100|100|96|100|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,19.0|0|14.0|0|5.0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,377|90|100|87|100|,16|3|2|5|6|,361|87|98|82|94|,4|4|4|4|4|,0.49513161217018054|0.49686909262759926|0.49319019387918595|0.49660915798611105|0.4908786769347304|,0.4550561797752809|0.4673913043478261|0.379746835443038|0.484375|0.47752808988764045|,0.5533707865168539,0.44662921348314605,0.4550561797752809,0.5449438202247191,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,356|92|79|96|89|,87|98|82|94|,0|0|0|0|,0|0|0|0|,0|0|0|0|,87|98|82|94|,0|0|0|0|,2,2,0,8,4,7
