Year,ID,PatchID,Lineage
9,P1_Y7_UO153,2,0
8,P1_Y7_UO153,1,0
7,P2_Y5_UO198,1,0
6,P2_Y5_UO198,1,0
5,P2_Y3_UO218,2,0
4,P2_Y3_UO218,2,0
3,P2_Y1_UO164,2,0
2,P2_Y1_UO164,2,0
1,P2_Y-1_U41,2,0
0,P2_Y-1_U41,2,0
1,P1_Y-1_U95,1,0
0,P1_Y-1_U95,1,0
3,P3_Y1_UO33,3,0
2,P3_Y1_UO33,3,0
1,P3_Y-1_U45,3,0
0,P3_Y-1_U45,3,0
1,P2_Y-1_U44,2,0
0,P2_Y-1_U44,2,0
5,P3_Y3_UO194,3,0
4,P3_Y3_UO194,3,0
3,P3_Y1_UO167,3,0
2,P3_Y1_UO167,3,0
1,P3_Y-1_U45,3,0
0,P3_Y-1_U45,3,0
1,P2_Y-1_U4,2,0
0,P2_Y-1_U4,2,0
3,P1_Y1_UO10,2,0
2,P1_Y1_UO10,2,0
1,P1_Y-1_U79,1,0
0,P1_Y-1_U79,1,0
1,P2_Y-1_U90,2,0
0,P2_Y-1_U90,2,0
7,P2_Y5_UO111,2,0
6,P2_Y5_UO111,2,0
5,P2_Y3_UO217,2,0
4,P2_Y3_UO217,2,0
3,P2_Y1_UO164,2,0
2,P2_Y1_UO164,2,0
1,P2_Y-1_U41,2,0
0,P2_Y-1_U41,2,0
1,P1_Y-1_U95,1,0
0,P1_Y-1_U95,1,0
3,P3_Y1_UO33,3,0
2,P3_Y1_UO33,3,0
1,P3_Y-1_U45,3,0
0,P3_Y-1_U45,3,0
1,P2_Y-1_U44,2,0
0,P2_Y-1_U44,2,0
5,P1_Y3_UO126,1,0
4,P1_Y3_UO126,1,0
3,P2_Y1_UO149,1,0
2,P2_Y1_UO149,1,0
1,P2_Y-1_U27,2,0
0,P2_Y-1_U27,2,0
1,P1_Y-1_U5,1,0
0,P1_Y-1_U5,1,0
3,P3_Y1_UO32,2,0
2,P3_Y1_UO32,2,0
1,P3_Y-1_U45,3,0
0,P3_Y-1_U45,3,0
1,P2_Y-1_U44,2,0
0,P2_Y-1_U44,2,0
9,P2_Y7_UO174,2,1
8,P2_Y7_UO174,2,1
7,P2_Y5_UO6,2,1
6,P2_Y5_UO6,2,1
5,P2_Y3_UO37,2,1
4,P2_Y3_UO37,2,1
3,P2_Y1_UO150,2,1
2,P2_Y1_UO150,2,1
1,P2_Y-1_U27,2,1
0,P2_Y-1_U27,2,1
1,P1_Y-1_U5,1,1
0,P1_Y-1_U5,1,1
3,P1_Y-1_U81,1,1
2,P1_Y-1_U81,1,1
1,P1_Y-1_U81,1,1
0,P1_Y-1_U81,1,1
5,P3_Y3_UO92,3,1
4,P3_Y3_UO92,3,1
3,P3_Y1_UO94,3,1
2,P3_Y1_UO94,3,1
1,P3_Y-1_U10,3,1
0,P3_Y-1_U10,3,1
1,P2_Y-1_U44,2,1
0,P2_Y-1_U44,2,1
3,P2_Y1_UO118,2,1
2,P2_Y1_UO118,2,1
1,P2_Y-1_U39,2,1
