Year,ID,PatchID,Lineage
9,P2_Y8_UO39,2,0
8,P2_Y6_UO116,2,0
7,P2_Y6_UO116,2,0
6,P3_Y4_UO100,2,0
5,P3_Y4_UO100,3,0
4,P3_Y2_UO126,3,0
3,P3_Y2_UO126,3,0
2,P3_Y0_UO155,3,0
1,P3_Y0_UO155,3,0
0,P3_Y-1_U86,3,0
0,P2_Y-1_U22,2,0
2,P2_Y0_UO108,2,0
1,P2_Y0_UO108,2,0
0,P2_Y-1_U15,2,0
0,P3_Y-1_U17,3,0
4,P2_Y1_UO65,2,0
3,P2_Y1_UO65,3,0
2,P2_Y1_UO65,2,0
1,P2_Y-1_U31,2,0
0,P2_Y-1_U31,2,0
1,P3_Y-1_U5,3,0
0,P3_Y-1_U5,3,0
6,P1_Y4_UO87,1,0
5,P1_Y4_UO87,1,0
4,P1_Y2_UO135,1,0
3,P1_Y2_UO135,1,0
2,P1_Y0_UO51,1,0
1,P1_Y0_UO51,1,0
0,P1_Y-1_U46,1,0
0,P2_Y-1_U19,2,0
2,P1_Y-1_U29,2,0
1,P1_Y-1_U29,2,0
0,P1_Y-1_U29,1,0
4,P2_Y-1_U50,2,0
3,P2_Y-1_U50,2,0
2,P2_Y-1_U50,2,0
1,P2_Y-1_U50,2,0
0,P2_Y-1_U50,2,0
8,P3_Y6_UO152,3,0
7,P3_Y6_UO152,3,0
6,P3_Y4_UO54,3,0
5,P3_Y4_UO54,3,0
4,P3_Y2_UO82,3,0
3,P3_Y2_UO82,3,0
2,P3_Y0_UO2,3,0
1,P3_Y0_UO2,3,0
0,P3_Y-1_U24,3,0
0,P2_Y-1_U2,2,0
2,P2_Y0_UO108,2,0
1,P2_Y0_UO108,2,0
0,P2_Y-1_U15,2,0
0,P3_Y-1_U17,3,0
4,P3_Y2_UO113,2,0
3,P3_Y2_UO113,3,0
2,P3_Y0_UO2,3,0
1,P3_Y0_UO2,3,0
0,P3_Y-1_U24,3,0
0,P2_Y-1_U2,2,0
2,P2_Y0_UO23,2,0
1,P2_Y0_UO23,2,0
0,P2_Y-1_U60,2,0
0,P1_Y-1_U86,1,0
6,P1_Y4_UO20,2,0
5,P1_Y4_UO20,1,0
4,P1_Y2_UO135,1,0
3,P1_Y2_UO135,1,0
2,P1_Y0_UO51,1,0
1,P1_Y0_UO51,1,0
0,P1_Y-1_U46,1,0
0,P2_Y-1_U19,2,0
2,P1_Y-1_U29,2,0
1,P1_Y-1_U29,2,0
0,P1_Y-1_U29,1,0
4,P1_Y1_UO120,2,0
3,P1_Y1_UO120,1,0
2,P1_Y1_UO120,1,0
1,P1_Y-1_U25,1,0
0,P1_Y-1_U25,1,0
1,P1_Y-1_U29,2,0
0,P1_Y-1_U29,1,0
9,P2_Y8_UO53,2,1
8,P2_Y6_UO99,2,1
7,P2_Y6_UO99,2,1
6,P3_Y4_UO100,2,1
5,P3_Y4_UO100,3,1
4,P3_Y2_UO126,3,1
3,P3_Y2_UO126,3,1
2,P3_Y0_UO155,3,1
1,P3_Y0_UO155,3,1
0,P3_Y-1_U86,3,1
0,P2_Y-1_U22,2,1
2,P2_Y0_UO108,2,1
1,P2_Y0_UO108,2,1
0,P2_Y-1_U15,2,1
0,P3_Y-1_U17,3,1
4,P2_Y1_UO65,2,1
3,P2_Y1_UO65,3,1
2,P2_Y1_UO65,2,1
1,P2_Y-1_U31,2,1
0,P2_Y-1_U31,2,1
1,P3_Y-1_U5,3,1
0,P3_Y-1_U5,3,1
6,P3_Y4_UO7,3,1
5,P3_Y4_UO7,3,1
4,P3_Y2_UO13,3,1
3,P3_Y2_UO13,3,1
2,P3_Y0_UO155,3,1
1,P3_Y0_UO155,3,1
0,P3_Y-1_U86,3,1
0,P2_Y-1_U22,2,1
2,P2_Y-1_U28,2,1
1,P2_Y-1_U28,2,1
0,P2_Y-1_U28,2,1
4,P2_Y2_UO101,2,1
3,P2_Y2_UO101,2,1
2,P3_Y0_UO31,2,1
1,P3_Y0_UO31,2,1
0,P3_Y-1_U73,3,1
0,P2_Y-1_U1,2,1
2,P3_Y0_UO30,3,1
1,P3_Y0_UO30,3,1
0,P3_Y-1_U73,3,1
0,P2_Y-1_U1,2,1
8,P1_Y5_UO50,1,1
7,P1_Y5_UO50,1,1
6,P1_Y5_UO50,1,1
5,P2_Y3_UO129,1,1
4,P2_Y3_UO129,2,1
3,P2_Y1_UO59,2,1
2,P2_Y1_UO59,2,1
1,P2_Y-1_U38,2,1
0,P2_Y-1_U38,2,1
1,P3_Y-1_U46,3,1
0,P3_Y-1_U46,3,1
3,P1_Y-1_U81,1,1
2,P1_Y-1_U81,1,1
1,P1_Y-1_U81,1,1
0,P1_Y-1_U81,1,1
5,P1_Y3_UO115,2,1
4,P1_Y3_UO115,1,1
3,P1_Y1_UO43,1,1
2,P1_Y1_UO43,1,1
1,P1_Y-1_U36,1,1
0,P1_Y-1_U36,1,1
1,P2_Y-1_U61,2,1
0,P2_Y-1_U61,2,1
3,P2_Y1_UO129,2,1
2,P2_Y1_UO129,2,1
1,P2_Y-1_U39,2,1
0,P2_Y-1_U39,2,1
1,P3_Y-1_U39,3,1
0,P3_Y-1_U39,3,1
9,P2_Y7_UO138,2,2
8,P2_Y7_UO138,2,2
7,P2_Y5_UO28,2,2
6,P2_Y5_UO28,2,2
5,P2_Y3_UO23,2,2
4,P2_Y3_UO23,2,2
3,P2_Y1_UO141,2,2
2,P2_Y1_UO141,1,2
1,P2_Y-1_U39,2,2
0,P2_Y-1_U39,2,2
1,P3_Y-1_U49,3,2
0,P3_Y-1_U49,3,2
3,P1_Y1_UO52,1,2
2,P1_Y1_UO52,1,2
1,P1_Y-1_U85,1,2
0,P1_Y-1_U85,1,2
1,P2_Y-1_U20,2,2
0,P2_Y-1_U20,2,2
5,P1_Y3_UO61,1,2
4,P1_Y3_UO61,1,2
3,P2_Y1_UO149,1,2
2,P2_Y1_UO149,1,2
1,P2_Y-1_U27,2,2
0,P2_Y-1_U27,2,2
1,P1_Y-1_U5,1,2
0,P1_Y-1_U5,1,2
3,P2_Y1_UO130,2,2
2,P2_Y1_UO130,2,2
1,P2_Y-1_U39,2,2
0,P2_Y-1_U39,2,2
1,P3_Y-1_U39,3,2
0,P3_Y-1_U39,3,2
7,P2_Y3_UO220,1,2
6,P2_Y3_UO220,1,2
5,P2_Y3_UO220,1,2
4,P2_Y3_UO220,1,2
3,P2_Y1_UO164,2,2
2,P2_Y1_UO164,2,2
1,P2_Y-1_U41,2,2
0,P2_Y-1_U41,2,2
1,P1_Y-1_U95,1,2
0,P1_Y-1_U95,1,2
3,P3_Y1_UO33,3,2
2,P3_Y1_UO33,3,2
1,P3_Y-1_U45,3,2
0,P3_Y-1_U45,3,2
1,P2_Y-1_U44,2,2
0,P2_Y-1_U44,2,2
9,P3_Y7_UO184,2,3
8,P3_Y7_UO184,2,3
7,P3_Y5_UO171,3,3
6,P3_Y5_UO171,3,3
5,P3_Y3_UO17,3,3
4,P3_Y3_UO17,3,3
3,P3_Y1_UO167,3,3
2,P3_Y1_UO167,3,3
1,P3_Y-1_U45,3,3
0,P3_Y-1_U45,3,3
1,P2_Y-1_U4,2,3
0,P2_Y-1_U4,2,3
3,P2_Y-1_U50,2,3
2,P2_Y-1_U50,2,3
1,P2_Y-1_U50,2,3
0,P2_Y-1_U50,2,3
5,P3_Y2_UO113,2,3
4,P3_Y2_UO113,2,3
3,P3_Y2_UO113,3,3
2,P3_Y0_UO2,3,3
1,P3_Y0_UO2,3,3
0,P3_Y-1_U24,3,3
0,P2_Y-1_U2,2,3
2,P2_Y0_UO23,2,3
1,P2_Y0_UO23,2,3
