Year,ID,PatchID,Lineage
9,P1_Y7_UO3,1,0
8,P1_Y7_UO3,1,0
7,P1_Y5_UO196,1,0
6,P1_Y5_UO196,1,0
5,P2_Y3_UO68,1,0
4,P2_Y3_UO68,1,0
3,P2_Y1_UO140,2,0
2,P2_Y1_UO140,2,0
1,P2_Y-1_U39,2,0
0,P2_Y-1_U39,2,0
1,P3_Y-1_U49,3,0
0,P3_Y-1_U49,3,0
3,P1_Y1_UO124,1,0
2,P1_Y1_UO124,1,0
1,P1_Y-1_U25,1,0
0,P1_Y-1_U25,1,0
1,P1_Y-1_U29,2,0
0,P1_Y-1_U29,1,0
5,P2_Y3_UO190,2,0
4,P2_Y3_UO190,2,0
3,P2_Y1_UO60,2,0
2,P2_Y1_UO60,2,0
1,P2_Y-1_U38,2,0
0,P2_Y-1_U38,2,0
1,P3_Y-1_U46,3,0
0,P3_Y-1_U46,3,0
3,P3_Y1_UO95,3,0
2,P3_Y1_UO95,3,0
1,P3_Y-1_U10,3,0
0,P3_Y-1_U10,3,0
1,P2_Y-1_U44,2,0
0,P2_Y-1_U44,2,0
7,P1_Y5_UO49,2,0
6,P1_Y5_UO49,2,0
5,P2_Y3_UO129,1,0
4,P2_Y3_UO129,2,0
3,P2_Y1_UO59,2,0
2,P2_Y1_UO59,2,0
1,P2_Y-1_U38,2,0
0,P2_Y-1_U38,2,0
1,P3_Y-1_U46,3,0
0,P3_Y-1_U46,3,0
3,P1_Y-1_U81,1,0
2,P1_Y-1_U81,1,0
1,P1_Y-1_U81,1,0
0,P1_Y-1_U81,1,0
5,P1_Y3_UO115,2,0
4,P1_Y3_UO115,1,0
3,P1_Y1_UO43,1,0
2,P1_Y1_UO43,1,0
1,P1_Y-1_U36,1,0
0,P1_Y-1_U36,1,0
1,P2_Y-1_U61,2,0
0,P2_Y-1_U61,2,0
3,P2_Y1_UO129,2,0
2,P2_Y1_UO129,2,0
1,P2_Y-1_U39,2,0
0,P2_Y-1_U39,2,0
1,P3_Y-1_U39,3,0
0,P3_Y-1_U39,3,0
9,P2_Y7_UO166,1,1
8,P2_Y7_UO166,1,1
7,P2_Y5_UO6,2,1
6,P2_Y5_UO6,2,1
5,P2_Y3_UO37,2,1
4,P2_Y3_UO37,2,1
3,P2_Y1_UO150,2,1
2,P2_Y1_UO150,2,1
1,P2_Y-1_U27,2,1
0,P2_Y-1_U27,2,1
1,P1_Y-1_U5,1,1
0,P1_Y-1_U5,1,1
3,P1_Y-1_U81,1,1
2,P1_Y-1_U81,1,1
1,P1_Y-1_U81,1,1
0,P1_Y-1_U81,1,1
5,P3_Y3_UO92,3,1
4,P3_Y3_UO92,3,1
3,P3_Y1_UO94,3,1
2,P3_Y1_UO94,3,1
1,P3_Y-1_U10,3,1
0,P3_Y-1_U10,3,1
1,P2_Y-1_U44,2,1
0,P2_Y-1_U44,2,1
3,P2_Y1_UO118,2,1
2,P2_Y1_UO118,2,1
1,P2_Y-1_U39,2,1
0,P2_Y-1_U39,2,1
1,P3_Y-1_U52,3,1
0,P3_Y-1_U52,3,1
7,P1_Y5_UO149,1,1
6,P1_Y5_UO149,1,1
5,P2_Y3_UO68,1,1
4,P2_Y3_UO68,1,1
3,P2_Y1_UO140,2,1
2,P2_Y1_UO140,2,1
1,P2_Y-1_U39,2,1
0,P2_Y-1_U39,2,1
1,P3_Y-1_U49,3,1
0,P3_Y-1_U49,3,1
3,P1_Y1_UO124,1,1
2,P1_Y1_UO124,1,1
1,P1_Y-1_U25,1,1
0,P1_Y-1_U25,1,1
1,P1_Y-1_U29,2,1
0,P1_Y-1_U29,1,1
5,P3_Y3_UO29,2,1
4,P3_Y3_UO29,2,1
3,P3_Y1_UO92,3,1
2,P3_Y1_UO92,3,1
1,P3_Y-1_U10,3,1
0,P3_Y-1_U10,3,1
1,P2_Y-1_U44,2,1
0,P2_Y-1_U44,2,1
3,P2_Y1_UO39,2,1
2,P2_Y1_UO39,2,1
1,P2_Y-1_U72,2,1
0,P2_Y-1_U72,2,1
1,P2_Y-1_U83,1,1
0,P2_Y-1_U83,2,1
9,P1_Y7_UO154,1,2
8,P1_Y7_UO154,1,2
7,P2_Y5_UO198,1,2
6,P2_Y5_UO198,1,2
5,P2_Y3_UO218,2,2
4,P2_Y3_UO218,2,2
3,P2_Y1_UO164,2,2
2,P2_Y1_UO164,2,2
1,P2_Y-1_U41,2,2
0,P2_Y-1_U41,2,2
1,P1_Y-1_U95,1,2
0,P1_Y-1_U95,1,2
3,P3_Y1_UO33,3,2
2,P3_Y1_UO33,3,2
1,P3_Y-1_U45,3,2
0,P3_Y-1_U45,3,2
1,P2_Y-1_U44,2,2
0,P2_Y-1_U44,2,2
5,P3_Y3_UO194,3,2
4,P3_Y3_UO194,3,2
3,P3_Y1_UO167,3,2
2,P3_Y1_UO167,3,2
1,P3_Y-1_U45,3,2
0,P3_Y-1_U45,3,2
1,P2_Y-1_U4,2,2
0,P2_Y-1_U4,2,2
3,P1_Y1_UO10,2,2
2,P1_Y1_UO10,2,2
1,P1_Y-1_U79,1,2
0,P1_Y-1_U79,1,2
1,P2_Y-1_U90,2,2
0,P2_Y-1_U90,2,2
7,P2_Y5_UO111,2,2
6,P2_Y5_UO111,2,2
5,P2_Y3_UO217,2,2
4,P2_Y3_UO217,2,2
3,P2_Y1_UO164,2,2
2,P2_Y1_UO164,2,2
1,P2_Y-1_U41,2,2
0,P2_Y-1_U41,2,2
1,P1_Y-1_U95,1,2
0,P1_Y-1_U95,1,2
3,P3_Y1_UO33,3,2
2,P3_Y1_UO33,3,2
1,P3_Y-1_U45,3,2
0,P3_Y-1_U45,3,2
1,P2_Y-1_U44,2,2
0,P2_Y-1_U44,2,2
5,P1_Y3_UO126,1,2
4,P1_Y3_UO126,1,2
3,P2_Y1_UO149,1,2
2,P2_Y1_UO149,1,2
1,P2_Y-1_U27,2,2
0,P2_Y-1_U27,2,2
1,P1_Y-1_U5,1,2
0,P1_Y-1_U5,1,2
3,P3_Y1_UO32,2,2
2,P3_Y1_UO32,2,2
1,P3_Y-1_U45,3,2
0,P3_Y-1_U45,3,2
1,P2_Y-1_U44,2,2
0,P2_Y-1_U44,2,2
9,P1_Y7_UO64,1,3
8,P1_Y7_UO64,1,3
7,P1_Y5_UO144,1,3
6,P1_Y5_UO144,1,3
5,P2_Y3_UO68,1,3
4,P2_Y3_UO68,1,3
3,P2_Y1_UO140,2,3
2,P2_Y1_UO140,2,3
1,P2_Y-1_U39,2,3
0,P2_Y-1_U39,2,3
1,P3_Y-1_U49,3,3
0,P3_Y-1_U49,3,3
3,P1_Y1_UO124,1,3
2,P1_Y1_UO124,1,3
1,P1_Y-1_U25,1,3
0,P1_Y-1_U25,1,3
1,P1_Y-1_U29,2,3
0,P1_Y-1_U29,1,3
5,P3_Y3_UO29,2,3
4,P3_Y3_UO29,2,3
3,P3_Y1_UO92,3,3
2,P3_Y1_UO92,3,3
1,P3_Y-1_U10,3,3
0,P3_Y-1_U10,3,3
1,P2_Y-1_U44,2,3
0,P2_Y-1_U44,2,3
3,P2_Y1_UO39,2,3
2,P2_Y1_UO39,2,3
1,P2_Y-1_U72,2,3
0,P2_Y-1_U72,2,3
1,P2_Y-1_U83,1,3
0,P2_Y-1_U83,2,3
7,P2_Y5_UO110,2,3
6,P2_Y5_UO110,2,3
5,P2_Y3_UO217,2,3
4,P2_Y3_UO217,2,3
3,P2_Y1_UO164,2,3
2,P2_Y1_UO164,2,3
1,P2_Y-1_U41,2,3
0,P2_Y-1_U41,2,3
1,P1_Y-1_U95,1,3
0,P1_Y-1_U95,1,3
3,P3_Y1_UO33,3,3
2,P3_Y1_UO33,3,3
1,P3_Y-1_U45,3,3
0,P3_Y-1_U45,3,3
1,P2_Y-1_U44,2,3
0,P2_Y-1_U44,2,3
5,P1_Y3_UO126,1,3
4,P1_Y3_UO126,1,3
3,P2_Y1_UO149,1,3
2,P2_Y1_UO149,1,3
1,P2_Y-1_U27,2,3
0,P2_Y-1_U27,2,3
1,P1_Y-1_U5,1,3
0,P1_Y-1_U5,1,3
3,P3_Y1_UO32,2,3
2,P3_Y1_UO32,2,3
1,P3_Y-1_U45,3,3
0,P3_Y-1_U45,3,3
1,P2_Y-1_U44,2,3
0,P2_Y-1_U44,2,3
9,P1_Y7_UO155,1,4
8,P1_Y7_UO155,1,4
7,P2_Y5_UO198,1,4
6,P2_Y5_UO198,1,4
5,P2_Y3_UO218,2,4
4,P2_Y3_UO218,2,4
3,P2_Y1_UO164,2,4
2,P2_Y1_UO164,2,4
1,P2_Y-1_U41,2,4
0,P2_Y-1_U41,2,4
1,P1_Y-1_U95,1,4
0,P1_Y-1_U95,1,4
3,P3_Y1_UO33,3,4
2,P3_Y1_UO33,3,4
1,P3_Y-1_U45,3,4
0,P3_Y-1_U45,3,4
1,P2_Y-1_U44,2,4
0,P2_Y-1_U44,2,4
5,P3_Y3_UO194,3,4
4,P3_Y3_UO194,3,4
3,P3_Y1_UO167,3,4
2,P3_Y1_UO167,3,4
1,P3_Y-1_U45,3,4
0,P3_Y-1_U45,3,4
1,P2_Y-1_U4,2,4
0,P2_Y-1_U4,2,4
3,P1_Y1_UO10,2,4
2,P1_Y1_UO10,2,4
1,P1_Y-1_U79,1,4
0,P1_Y-1_U79,1,4
1,P2_Y-1_U90,2,4
0,P2_Y-1_U90,2,4
7,P2_Y5_UO111,2,4
6,P2_Y5_UO111,2,4
5,P2_Y3_UO217,2,4
4,P2_Y3_UO217,2,4
3,P2_Y1_UO164,2,4
2,P2_Y1_UO164,2,4
1,P2_Y-1_U41,2,4
0,P2_Y-1_U41,2,4
1,P1_Y-1_U95,1,4
0,P1_Y-1_U95,1,4
3,P3_Y1_UO33,3,4
2,P3_Y1_UO33,3,4
1,P3_Y-1_U45,3,4
0,P3_Y-1_U45,3,4
1,P2_Y-1_U44,2,4
0,P2_Y-1_U44,2,4
5,P1_Y3_UO126,1,4
4,P1_Y3_UO126,1,4
3,P2_Y1_UO149,1,4
2,P2_Y1_UO149,1,4
1,P2_Y-1_U27,2,4
0,P2_Y-1_U27,2,4
1,P1_Y-1_U5,1,4
0,P1_Y-1_U5,1,4
3,P3_Y1_UO32,2,4
2,P3_Y1_UO32,2,4
1,P3_Y-1_U45,3,4
0,P3_Y-1_U45,3,4
1,P2_Y-1_U44,2,4
0,P2_Y-1_U44,2,4
9,P1_Y7_UO76,1,5
8,P1_Y7_UO76,1,5
7,P1_Y5_UO144,1,5
6,P1_Y5_UO144,1,5
5,P2_Y3_UO68,1,5
4,P2_Y3_UO68,1,5
3,P2_Y1_UO140,2,5
2,P2_Y1_UO140,2,5
1,P2_Y-1_U39,2,5
0,P2_Y-1_U39,2,5
1,P3_Y-1_U49,3,5
0,P3_Y-1_U49,3,5
3,P1_Y1_UO124,1,5
2,P1_Y1_UO124,1,5
1,P1_Y-1_U25,1,5
0,P1_Y-1_U25,1,5
1,P1_Y-1_U29,2,5
0,P1_Y-1_U29,1,5
5,P3_Y3_UO29,2,5
4,P3_Y3_UO29,2,5
3,P3_Y1_UO92,3,5
2,P3_Y1_UO92,3,5
1,P3_Y-1_U10,3,5
0,P3_Y-1_U10,3,5
1,P2_Y-1_U44,2,5
0,P2_Y-1_U44,2,5
3,P2_Y1_UO39,2,5
2,P2_Y1_UO39,2,5
1,P2_Y-1_U72,2,5
0,P2_Y-1_U72,2,5
1,P2_Y-1_U83,1,5
0,P2_Y-1_U83,2,5
7,P2_Y5_UO110,2,5
6,P2_Y5_UO110,2,5
5,P2_Y3_UO217,2,5
4,P2_Y3_UO217,2,5
3,P2_Y1_UO164,2,5
2,P2_Y1_UO164,2,5
1,P2_Y-1_U41,2,5
0,P2_Y-1_U41,2,5
1,P1_Y-1_U95,1,5
0,P1_Y-1_U95,1,5
3,P3_Y1_UO33,3,5
2,P3_Y1_UO33,3,5
1,P3_Y-1_U45,3,5
0,P3_Y-1_U45,3,5
1,P2_Y-1_U44,2,5
0,P2_Y-1_U44,2,5
5,P1_Y3_UO126,1,5
4,P1_Y3_UO126,1,5
3,P2_Y1_UO149,1,5
2,P2_Y1_UO149,1,5
1,P2_Y-1_U27,2,5
0,P2_Y-1_U27,2,5
1,P1_Y-1_U5,1,5
0,P1_Y-1_U5,1,5
3,P3_Y1_UO32,2,5
2,P3_Y1_UO32,2,5
1,P3_Y-1_U45,3,5
0,P3_Y-1_U45,3,5
1,P2_Y-1_U44,2,5
0,P2_Y-1_U44,2,5
9,P1_Y7_UO2,1,6
8,P1_Y7_UO2,1,6
7,P1_Y5_UO196,1,6
6,P1_Y5_UO196,1,6
5,P2_Y3_UO68,1,6
4,P2_Y3_UO68,1,6
3,P2_Y1_UO140,2,6
2,P2_Y1_UO140,2,6
1,P2_Y-1_U39,2,6
0,P2_Y-1_U39,2,6
1,P3_Y-1_U49,3,6
0,P3_Y-1_U49,3,6
3,P1_Y1_UO124,1,6
2,P1_Y1_UO124,1,6
1,P1_Y-1_U25,1,6
0,P1_Y-1_U25,1,6
1,P1_Y-1_U29,2,6
0,P1_Y-1_U29,1,6
5,P2_Y3_UO190,2,6
4,P2_Y3_UO190,2,6
3,P2_Y1_UO60,2,6
2,P2_Y1_UO60,2,6
1,P2_Y-1_U38,2,6
0,P2_Y-1_U38,2,6
1,P3_Y-1_U46,3,6
0,P3_Y-1_U46,3,6
3,P3_Y1_UO95,3,6
2,P3_Y1_UO95,3,6
1,P3_Y-1_U10,3,6
0,P3_Y-1_U10,3,6
1,P2_Y-1_U44,2,6
0,P2_Y-1_U44,2,6
7,P1_Y5_UO49,2,6
6,P1_Y5_UO49,2,6
5,P2_Y3_UO129,1,6
4,P2_Y3_UO129,2,6
3,P2_Y1_UO59,2,6
2,P2_Y1_UO59,2,6
1,P2_Y-1_U38,2,6
0,P2_Y-1_U38,2,6
1,P3_Y-1_U46,3,6
0,P3_Y-1_U46,3,6
3,P1_Y-1_U81,1,6
2,P1_Y-1_U81,1,6
1,P1_Y-1_U81,1,6
0,P1_Y-1_U81,1,6
5,P1_Y3_UO115,2,6
4,P1_Y3_UO115,1,6
3,P1_Y1_UO43,1,6
2,P1_Y1_UO43,1,6
1,P1_Y-1_U36,1,6
0,P1_Y-1_U36,1,6
1,P2_Y-1_U61,2,6
0,P2_Y-1_U61,2,6
3,P2_Y1_UO129,2,6
2,P2_Y1_UO129,2,6
1,P2_Y-1_U39,2,6
0,P2_Y-1_U39,2,6
1,P3_Y-1_U39,3,6
0,P3_Y-1_U39,3,6
9,P1_Y7_UO57,1,7
8,P1_Y7_UO57,1,7
7,P1_Y5_UO56,1,7
6,P1_Y5_UO56,1,7
5,P1_Y3_UO205,1,7
4,P1_Y3_UO205,1,7
3,P1_Y1_UO111,1,7
2,P1_Y1_UO111,1,7
1,P1_Y-1_U42,1,7
0,P1_Y-1_U42,1,7
1,P2_Y-1_U44,2,7
0,P2_Y-1_U44,2,7
3,P2_Y1_UO130,2,7
2,P2_Y1_UO130,2,7
1,P2_Y-1_U39,2,7
0,P2_Y-1_U39,2,7
1,P3_Y-1_U39,3,7
0,P3_Y-1_U39,3,7
5,P1_Y2_UO138,2,7
4,P1_Y2_UO138,1,7
3,P1_Y2_UO138,1,7
2,P1_Y0_UO51,1,7
1,P1_Y0_UO51,1,7
0,P1_Y-1_U46,1,7
0,P2_Y-1_U19,2,7
2,P1_Y-1_U29,2,7
1,P1_Y-1_U29,2,7
0,P1_Y-1_U29,1,7
7,P2_Y5_UO68,2,7
6,P2_Y5_UO68,2,7
5,P2_Y3_UO118,2,7
4,P2_Y3_UO118,2,7
3,P2_Y1_UO164,2,7
2,P2_Y1_UO164,2,7
1,P2_Y-1_U41,2,7
0,P2_Y-1_U41,2,7
1,P1_Y-1_U95,1,7
0,P1_Y-1_U95,1,7
3,P1_Y1_UO44,1,7
2,P1_Y1_UO44,1,7
1,P1_Y-1_U36,1,7
0,P1_Y-1_U36,1,7
1,P2_Y-1_U61,2,7
0,P2_Y-1_U61,2,7
5,P1_Y3_UO2,1,7
4,P1_Y3_UO2,1,7
3,P1_Y1_UO43,1,7
2,P1_Y1_UO43,1,7
1,P1_Y-1_U36,1,7
0,P1_Y-1_U36,1,7
1,P2_Y-1_U61,2,7
0,P2_Y-1_U61,2,7
3,P2_Y1_UO129,2,7
2,P2_Y1_UO129,2,7
1,P2_Y-1_U39,2,7
0,P2_Y-1_U39,2,7
1,P3_Y-1_U39,3,7
0,P3_Y-1_U39,3,7
9,P2_Y8_UO7,1,8
8,P2_Y6_UO70,2,8
7,P2_Y6_UO70,2,8
6,P1_Y4_UO23,2,8
5,P1_Y4_UO23,2,8
4,P1_Y2_UO135,1,8
3,P1_Y2_UO135,1,8
2,P1_Y0_UO51,1,8
1,P1_Y0_UO51,1,8
0,P1_Y-1_U46,1,8
0,P2_Y-1_U19,2,8
2,P1_Y-1_U29,2,8
1,P1_Y-1_U29,2,8
0,P1_Y-1_U29,1,8
4,P1_Y1_UO120,2,8
3,P1_Y1_UO120,1,8
2,P1_Y1_UO120,1,8
1,P1_Y-1_U25,1,8
0,P1_Y-1_U25,1,8
1,P1_Y-1_U29,2,8
0,P1_Y-1_U29,1,8
6,P1_Y4_UO31,1,8
5,P1_Y4_UO31,1,8
4,P1_Y2_UO135,1,8
3,P1_Y2_UO135,1,8
2,P1_Y0_UO51,1,8
1,P1_Y0_UO51,1,8
0,P1_Y-1_U46,1,8
0,P2_Y-1_U19,2,8
2,P1_Y-1_U29,2,8
1,P1_Y-1_U29,2,8
0,P1_Y-1_U29,1,8
4,P1_Y1_UO120,2,8
3,P1_Y1_UO120,1,8
2,P1_Y1_UO120,1,8
1,P1_Y-1_U25,1,8
0,P1_Y-1_U25,1,8
1,P1_Y-1_U29,2,8
0,P1_Y-1_U29,1,8
8,P3_Y6_UO3,3,8
7,P3_Y6_UO3,3,8
6,P3_Y4_UO52,3,8
5,P3_Y4_UO52,3,8
4,P3_Y2_UO82,3,8
3,P3_Y2_UO82,3,8
2,P3_Y0_UO2,3,8
1,P3_Y0_UO2,3,8
0,P3_Y-1_U24,3,8
0,P2_Y-1_U2,2,8
2,P2_Y0_UO108,2,8
1,P2_Y0_UO108,2,8
0,P2_Y-1_U15,2,8
0,P3_Y-1_U17,3,8
4,P3_Y2_UO113,2,8
3,P3_Y2_UO113,3,8
2,P3_Y0_UO2,3,8
1,P3_Y0_UO2,3,8
0,P3_Y-1_U24,3,8
0,P2_Y-1_U2,2,8
2,P2_Y0_UO23,2,8
1,P2_Y0_UO23,2,8
0,P2_Y-1_U60,2,8
0,P1_Y-1_U86,1,8
6,P1_Y4_UO25,2,8
5,P1_Y4_UO25,1,8
4,P1_Y2_UO135,1,8
3,P1_Y2_UO135,1,8
2,P1_Y0_UO51,1,8
1,P1_Y0_UO51,1,8
0,P1_Y-1_U46,1,8
0,P2_Y-1_U19,2,8
2,P1_Y-1_U29,2,8
1,P1_Y-1_U29,2,8
0,P1_Y-1_U29,1,8
4,P1_Y1_UO120,2,8
3,P1_Y1_UO120,1,8
2,P1_Y1_UO120,1,8
1,P1_Y-1_U25,1,8
0,P1_Y-1_U25,1,8
1,P1_Y-1_U29,2,8
0,P1_Y-1_U29,1,8
9,P2_Y8_UO106,1,9
