Year,Ages,N_Initial_Age,AgeSize_Mean,AgeSize_Std,Size_Classes,N_Initial_Class,ClassSize_Mean,ClassSize_Std,N_GrowthBack,Capture_Back,N_BeforePacking_AddAge0s,PackingDeaths_Emigration,N_AfterEmigration,Deaths_AfterEmiMort_Age,Deaths_AfterEmiMort_Size,N_GrowthOut,Capture_Out,PackingDeaths_Immigration,N_Immigration,Deaths_AfterImmiMort_Age,Deaths_AfterImmiMort_Size
0,0|1|2|,240|111|49|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,240|111|49|,nan|nan|nan|,nan|nan|nan|,0|240|160|,0|0|0|,929|240|160|,0|0|0|,286|71|43|,0|0|0|,0|0|0|,286|71|43|,0|0|0|,0|0|0|,281|69|43|,7|7|15|,0|0|0|
1,0|1|2|,274|62|28|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,274|62|28|,nan|nan|nan|,nan|nan|nan|,0|274|90|,0|0|0|,647|274|90|,0|0|0|,253|112|35|,0|0|0|,0|0|0|,253|112|35|,0|0|0|,0|0|0|,249|110|35|,4|4|15|,0|0|0|
2,0|1|2|,245|106|20|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,245|106|20|,nan|nan|nan|,nan|nan|nan|,0|245|126|,0|0|0|,1257|245|126|,0|0|0|,319|54|27|,0|0|0|,0|0|0|,319|54|27|,0|0|0|,0|0|0|,305|51|23|,5|2|9|,0|0|0|
3,0|1|2|,300|49|14|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,300|49|14|,nan|nan|nan|,nan|nan|nan|,0|300|63|,0|0|0|,495|300|63|,0|0|0|,230|143|27|,0|0|0|,0|0|0|,230|143|27|,0|0|0|,0|0|0|,226|137|27|,8|5|8|,0|0|0|
4,0|1|2|,218|132|19|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,218|132|19|,nan|nan|nan|,nan|nan|nan|,0|218|151|,0|0|0|,1030|218|151|,0|0|0|,297|54|49|,0|0|0|,0|0|0|,297|54|49|,0|0|0|,0|0|0|,295|54|49|,5|1|22|,0|0|0|
5,0|1|2|,290|53|27|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,290|53|27|,nan|nan|nan|,nan|nan|nan|,0|290|80|,0|0|0|,325|290|80|,0|0|0|,179|171|50|,0|0|0|,0|0|0|,179|171|50|,0|0|0|,0|0|0|,168|167|50|,3|6|19|,0|0|0|
6,0|1|2|,165|161|31|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,165|161|31|,nan|nan|nan|,nan|nan|nan|,0|165|192|,0|0|0|,1626|165|192|,0|0|0|,325|32|43|,0|0|0|,0|0|0|,325|32|43|,0|0|0|,0|0|0|,314|30|42|,6|1|17|,0|0|0|
7,0|1|2|,308|29|25|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,308|29|25|,nan|nan|nan|,nan|nan|nan|,0|308|54|,0|0|0|,168|308|54|,0|0|0|,103|239|37|,0|0|0|,0|0|0|,103|239|37|,0|0|0|,0|0|0|,103|237|37|,1|10|17|,0|0|0|
8,0|1|2|,102|227|20|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,102|227|20|,nan|nan|nan|,nan|nan|nan|,0|102|247|,0|0|0|,2211|102|247|,0|0|0|,344|21|35|,0|0|0|,0|0|0|,344|21|35|,0|0|0|,0|0|0|,331|20|35|,6|1|12|,0|0|0|
9,0|1|2|,325|19|23|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,325|19|23|,nan|nan|nan|,nan|nan|nan|,0|325|42|,0|0|0|,145|325|42|,0|0|0|,111|256|33|,0|0|0|,0|0|0|,111|256|33|,0|0|0|,0|0|0|,110|253|33|,2|14|16|,0|0|0|
