Year,K,GrowthRate,N_Initial,PopSizes_Mean,PopSizes_Std,N_Females,N_Males,N_YYMales,N_YYFemales,N_MatureFemales,N_MatureMales,N_MatureYYMales,N_MatureYYFemales,MatureCount,ImmatureCount,EggLayEvents,Births,EggDeaths,MyyProgeny,FyyProgeny,Capture_Back,SelectionDeaths_Emigration,MoveDeaths_Emigration,PNratio_Emi,N_beforePacking_AddAge0s,PackingDeaths_Emigration,YYSelectionPackingDeaths_Emi,WildSelectionPackingDeaths_Emi,N_Emigration,Deaths_EmiMort,N_EmiMortality,Capture_Out,SelectionDeaths_Immigration,MoveDeaths_Immigration,PNratio_Immi,PackingDeaths_Immigration,YYSelectionPackingDeaths_Immi,WildSelectionPackingDeaths_Immi,SelectionDeaths_Age0s_Immigration,N_Immigration,Deaths_ImmiMort,N_ImmiMortality,Alleles,He,Ho,p1,p2,q1,q2,MateDist,MateDist_SD,Female_EmigrationDist,Female_EmigrationDist_SD,Male_EmigrationDist,Male_EmigrationDist_SD,Female_FromHomeDist,Female_FromHomeDist_SD,Male_FromHomeDist,Male_FromHomeDist_SD,Female_StrayerDist,Female_StrayerDist_SD,Male_StrayerDist,Male_StrayerDist_SD,Female_HomeAttemptStrayDist,Female_HomeAttemptStrayDist_SD,Male_HomeAttemptStrayDist,Male_HomeAttemptStrayDist_SD,DeseaseStates,Residors,Strayers_1,Strayers_2,Immigrators,ResidentDispersers,ImmigrantDispersers,AA_aa_Mates,AA_AA_Mates,aa_aa_Mates,AA_Aa_Mates,aa_Aa_Mates,Aa_Aa_Mates
0,400.0|100.0|100.0|100.0|100.0|,0.8925,400|100|100|100|100|,0.0|0.0|0.0|0.0|,0.0|0.0|0.0|0.0|,197|50|46|49|52|,203|50|54|51|48|,0|0|0|0|0|,0|0|0|0|0|,88|23|19|21|25|,81|20|24|22|15|,0|0|0|0|0|,0|0|0|0|0|,169,231,88,1122|235|372|320|195|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,1522|335|472|420|295|,1122|235|372|320|195|,0|0|0|0|0|,0|0|0|0|0|,400|100|100|100|100|,0|0|0|0|0|,400|100|100|100|100|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,5.0|0|0|5.0|0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,395|98|99|100|98|,38|5|14|11|8|,357|93|85|89|90|,4|4|4|4|4|,0.49983750000000005|0.49687499999999996|0.4956750000000001|0.498375|0.4971749999999999|,0.4925|0.515|0.465|0.495|0.495|,0.5025,0.4975,0.4875,0.5125,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,400|100|100|100|100|,93|85|89|90|,0|0|0|0|,0|0|0|0|,0|0|0|0|,16|9|20|17|,0|0|0|0|,12,3,2,15,33,23
1,400.0|100.0|100.0|100.0|100.0|,1.0252100840336134,357|93|85|89|90|,0.0|0.0|0.0|0.0|,0.0|0.0|0.0|0.0|,173|50|49|35|39|,184|43|36|54|51|,0|0|0|0|0|,0|0|0|0|0|,40|13|7|9|11|,52|11|6|15|20|,0|0|0|0|0|,0|0|0|0|0|,92,265,40,407|157|57|109|84|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,764|250|142|198|174|,364|150|42|98|74|,0|0|0|0|0|,0|0|0|0|0|,400|100|100|100|100|,0|0|0|0|0|,400|100|100|100|100|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,8.0|7.0|0|0|1.0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,392|100|96|96|100|,26|5|4|6|11|,366|95|92|90|89|,4|4|4|4|4|,0.49909571671805986|0.49118395190195396|0.4947058823529411|0.4995896982704203|0.48611111111111105|,0.530812324929972|0.45698924731182794|0.5588235294117647|0.601123595505618|0.5111111111111111|,0.48599439775910364,0.5140056022408963,0.4733893557422969,0.5266106442577031,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,357|93|85|89|90|,95|92|90|89|,0|0|0|0|,0|0|0|0|,0|0|0|0|,31|40|27|37|,0|0|0|0|,1,5,0,19,11,4
2,400.0|100.0|100.0|100.0|100.0|,1.0191256830601092,366|95|92|90|89|,0.0|0.0|0.0|0.0|,0.0|0.0|0.0|0.0|,178|48|44|39|47|,188|47|48|51|42|,0|0|0|0|0|,0|0|0|0|0|,90|21|24|16|29|,76|14|24|17|21|,0|0|0|0|0|,0|0|0|0|0|,166,200,90,1662|478|364|331|489|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,2028|573|456|421|578|,1628|473|356|321|478|,0|0|0|0|0|,0|0|0|0|0|,400|100|100|100|100|,0|0|0|0|0|,400|100|100|100|100|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,6.0|0|2.0|0|4.0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,394|99|100|95|100|,21|3|6|5|7|,373|96|94|90|93|,4|4|4|4|4|,0.4985200364298725|0.4758448753462604|0.48552693761814747|0.4656172839506173|0.49428733745739173|,0.5341530054644809|0.5157894736842106|0.5652173913043478|0.4777777777777778|0.5786516853932584|,0.5382513661202186,0.46174863387978143,0.4959016393442623,0.5040983606557377,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,366|95|92|90|89|,96|94|90|93|,0|0|0|0|,0|0|0|0|,0|0|0|0|,10|9|10|8|,0|0|0|0|,11,1,7,18,21,32
3,400.0|100.0|100.0|100.0|100.0|,0.9731903485254692,373|96|94|90|93|,0.0|0.0|0.0|0.0|,0.0|0.0|0.0|0.0|,184|47|46|43|48|,189|49|48|47|45|,0|0|0|0|0|,0|0|0|0|0|,26|6|5|5|10|,26|8|7|9|2|,0|0|0|0|0|,0|0|0|0|0|,52,321,26,282|11|89|24|158|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,655|107|183|114|251|,255|7|83|14|151|,0|0|0|0|0|,0|0|0|0|0|,400|100|100|100|100|,0|0|0|0|0|,400|100|100|100|100|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,14.0|1.0|0|0|13.0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,386|100|93|93|100|,23|6|4|9|4|,363|94|89|84|96|,4|4|4|4|4|,0.4986181888750728|0.4823676215277778|0.49586917157084653|0.4924691358024691|0.4958087640189617|,0.5214477211796247|0.6145833333333334|0.43617021276595747|0.5111111111111111|0.521505376344086|,0.5160857908847185,0.4839142091152815,0.46648793565683644,0.5335120643431636,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,373|96|94|90|93|,94|89|84|96|,0|0|0|0|,0|0|0|0|,0|0|0|0|,73|40|57|43|,0|0|0|0|,6,3,2,12,1,2
4,400.0|100.0|100.0|100.0|100.0|,1.0303030303030303,363|94|89|84|96|,0.0|0.0|0.0|0.0|,0.0|0.0|0.0|0.0|,185|45|49|46|45|,178|49|40|38|51|,0|0|0|0|0|,0|0|0|0|0|,118|40|23|34|21|,116|44|18|29|25|,0|0|0|0|0|,0|0|0|0|0|,234,129,118,2511|835|399|698|579|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,2874|929|488|782|675|,2474|829|388|682|575|,0|0|0|0|0|,0|0|0|0|0|,400|100|100|100|100|,0|0|0|0|0|,400|100|100|100|100|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,6.0|5.0|0|1.0|0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,394|100|96|100|98|,20|6|4|6|4|,374|94|92|94|94|,4|4|4|4|4|,0.49532325509034747|0.4958125848800363|0.4993687665698775|0.4849418934240364|0.48562282986111116|,0.5413223140495868|0.5425531914893617|0.5617977528089888|0.5892857142857143|0.4791666666666667|,0.5647382920110193,0.43526170798898073,0.47796143250688705,0.522038567493113,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,363|94|89|84|96|,94|92|94|94|,0|0|0|0|,0|0|0|0|,0|0|0|0|,6|4|3|3|,0|0|0|0|,6,8,5,35,28,36
5,400.0|100.0|100.0|100.0|100.0|,0.8288770053475936,374|94|92|94|94|,0.0|0.0|0.0|0.0|,0.0|0.0|0.0|0.0|,200|51|45|54|50|,174|43|47|40|44|,0|0|0|0|0|,0|0|0|0|0|,19|7|4|3|5|,17|4|5|6|2|,0|0|0|0|0|,0|0|0|0|0|,36,338,19,246|156|0|18|72|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,620|250|92|112|166|,228|150|0|12|66|,0|0|0|0|0|,0|0|0|0|0|,392|100|92|100|100|,0|0|0|0|0|,392|100|92|100|100|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,60.0|20.0|0|0|40.0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,332|100|60|72|100|,22|7|8|3|4|,310|93|52|69|96|,4|4|4|4|4|,0.4992046526923847|0.48854119511091|0.4904300567107751|0.491370529651426|0.4920495699411499|,0.49331550802139035|0.4627659574468085|0.532608695652174|0.4734042553191489|0.5053191489361702|,0.5240641711229946,0.47593582887700536,0.4852941176470588,0.5147058823529411,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,374|94|92|94|94|,93|52|69|96|,0|0|0|0|,0|0|0|0|,0|0|0|0|,42|45|51|60|,0|0|0|0|,2,0,2,5,7,3
6,400.0|100.0|100.0|100.0|100.0|,1.1806451612903226,310|93|52|69|96|,0.0|0.0|0.0|0.0|,0.0|0.0|0.0|0.0|,163|46|22|43|52|,147|47|30|26|44|,0|0|0|0|0|,0|0|0|0|0|,118|21|22|37|38|,99|23|30|20|26|,0|0|0|0|0|,0|0|0|0|0|,217,93,118,2337|315|391|823|808|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,2647|408|443|892|904|,2247|308|343|792|804|,0|0|0|0|0|,0|0|0|0|0|,400|100|100|100|100|,0|0|0|0|0|,400|100|100|100|100|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,10.0|0|6.0|4.0|0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,390|92|100|100|98|,24|5|7|5|7|,366|87|93|95|91|,4|4|4|4|4|,0.49907388137356934|0.4874841022083477|0.4951923076923077|0.49474900231043906|0.4976942274305556|,0.5161290322580645|0.46774193548387094|0.5|0.4927536231884058|0.5885416666666666|,0.5258064516129032,0.47419354838709676,0.5161290322580645,0.4838709677419355,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,310|93|52|69|96|,87|93|95|91|,0|0|0|0|,0|0|0|0|,0|0|0|0|,3|4|6|4|,0|0|0|0|,17,10,3,33,24,31
7,400.0|100.0|100.0|100.0|100.0|,0.9316939890710383,366|87|93|95|91|,0.0|0.0|0.0|0.0|,0.0|0.0|0.0|0.0|,185|46|44|54|41|,181|41|49|41|50|,0|0|0|0|0|,0|0|0|0|0|,23|8|6|9|0|,15|4|4|2|5|,0|0|0|0|0|,0|0|0|0|0|,38,328,23,126|49|17|60|0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,492|136|110|155|91|,101|36|10|55|0|,0|0|0|0|0|,0|0|0|0|0|,391|100|100|100|91|,0|0|0|0|0|,391|100|100|100|91|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,23.0|4.0|1.0|18.0|0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,368|100|100|100|68|,27|10|5|7|5|,341|90|95|93|63|,4|4|4|4|4|,0.4980870584370988|0.49719249570616997|0.49277373106717537|0.49722991689750695|0.49033933099867166|,0.5013661202185792|0.5|0.5053763440860215|0.5157894736842106|0.4835164835164835|,0.5109289617486339,0.4890710382513661,0.4576502732240437,0.5423497267759563,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,366|87|93|95|91|,90|95|93|63|,0|0|0|0|,0|0|0|0|,0|0|0|0|,51|74|55|60|,0|0|0|0|,2,1,0,9,8,3
8,400.0|100.0|100.0|100.0|100.0|,1.096774193548387,341|90|95|93|63|,0.0|0.0|0.0|0.0|,0.0|0.0|0.0|0.0|,163|46|42|39|36|,178|44|53|54|27|,0|0|0|0|0|,0|0|0|0|0|,125|29|34|26|36|,131|27|44|33|27|,0|0|0|0|0|,0|0|0|0|0|,256,85,125,2132|718|484|383|547|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,2473|808|579|476|610|,2073|708|479|376|510|,0|0|0|0|0|,0|0|0|0|0|,401|100|100|100|101|,0|0|0|0|0|,401|100|100|100|101|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,4.0|0|0|0|4.0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,397|100|100|97|100|,23|8|7|4|4|,374|92|93|93|96|,4|4|4|4|4|,0.49961300642409345|0.4873456790123457|0.49487534626038787|0.47768528153543754|0.4974174855127237|,0.501466275659824|0.5444444444444444|0.46842105263157896|0.5161290322580645|0.46825396825396826|,0.4912023460410557,0.5087976539589443,0.5175953079178885,0.48240469208211145,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,341|90|95|93|63|,92|93|93|96|,0|0|0|0|,0|0|0|0|,0|0|0|0|,3|1|4|3|,0|0|0|0|,10,11,4,34,33,33
9,400.0|100.0|100.0|100.0|100.0|,0.93048128342246,374|92|93|93|96|,0.0|0.0|0.0|0.0|,0.0|0.0|0.0|0.0|,174|43|47|45|39|,200|49|46|48|57|,0|0|0|0|0|,0|0|0|0|0|,18|3|4|7|4|,21|6|4|8|3|,0|0|0|0|0|,0|0|0|0|0|,39,335,18,20|0|0|20|0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,394|92|93|113|96|,13|0|0|13|0|,0|0|0|0|0|,0|0|0|0|0|,381|92|93|100|96|,0|0|0|0|0|,381|92|93|100|96|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,8.0|0|0|8.0|0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,373|87|93|100|93|,25|6|4|10|5|,348|81|89|90|88|,4|4|4|4|4|,0.498175169435786|0.49515595463137996|0.49788992947161526|0.4744479130535322|0.49826388888888895|,0.4692513368983957|0.4782608695652174|0.521505376344086|0.3978494623655914|0.4791666666666667|,0.4852941176470588,0.5147058823529411,0.45989304812834225,0.5401069518716578,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,374|92|93|93|96|,81|89|90|88|,0|0|0|0|,0|0|0|0|,0|0|0|0|,76|84|67|84|,0|0|0|0|,1,1,3,2,7,4
