0.000000000000000000e+00,3.898792161408158596e-02,2.084510772046272165e-01,2.039235872160324783e-03,4.225619282250613340e-01,8.470039784764928775e-03,7.367320615060641426e-03,1.725478776261329809e-04,5.665327057507177355e-03,3.062846017491107076e-01
4.422650383309599531e-03,0.000000000000000000e+00,2.972012894596179344e-01,2.750070921670940208e-02,6.516734170746410482e-02,4.704123997002537805e-01,3.052001133309324016e-02,3.805425359213338195e-03,9.588484390406729063e-02,5.085328936271433717e-03
2.463979195905318526e-02,3.096927634178999744e-01,0.000000000000000000e+00,1.876411469801643125e-02,5.105185453087158765e-01,6.524918744014270022e-02,4.506016196534824714e-02,1.736522286968533030e-03,1.625819381038783387e-02,8.080719113467324174e-03
3.412516439761431250e-04,4.056940695075109821e-02,2.656455077908607618e-02,0.000000000000000000e+00,1.563406110856134165e-02,4.218295192512681174e-02,5.943488844448457931e-01,2.763448260518395760e-01,3.904360527765602870e-03,1.097065680476040140e-04
7.084903065980538428e-02,9.632101000655991785e-02,7.241393990634085176e-01,1.566419432283223251e-02,0.000000000000000000e+00,2.094052004213478244e-02,5.855871037902241061e-02,1.297227510200446967e-03,5.023026601028018900e-03,7.206881415008326366e-03
1.182493977640531203e-03,5.789482203717131181e-01,7.706473726807593072e-02,3.519193649357692244e-02,1.743642327411329754e-02,0.000000000000000000e+00,2.150876359335175680e-02,8.352427977448425092e-03,2.580210353394974954e-01,2.293961704582580391e-03
1.456043022752893500e-03,5.317369046208098721e-02,7.533980520902472389e-02,7.019380732779572085e-01,6.902598205302512557e-02,3.044854863494467906e-02,0.000000000000000000e+00,6.539459982494211232e-02,2.966473437518249781e-03,2.567840777542216538e-04
8.196689841865034123e-05,1.593600888652673547e-02,6.978729238351546321e-03,7.844638371158895174e-01,3.675373530306590315e-03,2.842026560092672169e-02,1.571832011474084412e-01,0.000000000000000000e+00,3.224516981925457364e-03,3.610060024639031516e-05
1.919310169066470052e-03,2.863634713638965046e-01,4.659717427798884537e-02,7.904288825749512803e-03,1.014944066007348461e-02,6.261260946431702612e-01,5.085059093117867864e-03,2.299619411931852920e-03,0.000000000000000000e+00,1.355554155500516937e-02
5.879514126418332598e-01,8.605632575120625294e-02,1.312300797342686454e-01,1.258466368380697659e-03,8.251256799624222260e-02,3.154197991533345957e-02,2.494133688320039361e-03,1.458820365283354341e-04,7.680915186788725424e-02,0.000000000000000000e+00
