0.000000000000000000e+00,9.540875197240562822e-02,1.361869186695220113e-01,7.064759633729973676e-02,2.808920783689520737e-03,2.666643521096529953e-02,6.884091846689423255e-02,2.129521606850681465e-04,2.534057451056565512e-03,3.578544933980792181e-02,7.137320211836844890e-03,1.913163842192863173e-01,7.199073175199424690e-03,5.396139308252589570e-03,2.786283835013786403e-02,3.123028346862808183e-02,1.003862902365725979e-01,2.599645887345332015e-03,1.769618951688113617e-01,1.081812958160367072e-02
1.053452941048508007e-01,0.000000000000000000e+00,8.043337307415904247e-02,1.348577489180882195e-02,1.206231355380133971e-02,9.438158151461890910e-02,1.374646773055903867e-02,5.641137551911849617e-04,9.478104880176395309e-04,1.563492305612640756e-02,6.725063050542608167e-03,4.029253866842819054e-02,4.510875159389068911e-03,1.424286831538645100e-03,1.357189648567470597e-01,1.056261187069667054e-02,1.424212770528817951e-01,1.748634488168201171e-03,3.040486094975327624e-01,1.594548635494182076e-02
1.428328722010379359e-01,7.640154349279408563e-02,0.000000000000000000e+00,5.088433534835223176e-02,1.474334227269186864e-03,1.255483647896976293e-02,2.565042913474659125e-02,8.065687438602355810e-04,7.005933801246808264e-03,9.009129619139374587e-03,1.886844213001594378e-03,1.474979175865156755e-01,2.815993759096179980e-02,9.929570367122319066e-03,4.842964299788738575e-02,7.733792646836259999e-02,2.578262642115424774e-01,1.031695046740449886e-02,8.874396559174713150e-02,3.250997458038340157e-03
1.071906122355528873e-01,1.853140477034935160e-02,7.361235156648068823e-02,0.000000000000000000e+00,5.747084160207193392e-04,5.425451288294294225e-03,2.244915856669831011e-01,1.248723636578933423e-04,1.275786092940336958e-02,2.847155279452718429e-02,3.569899988233393197e-03,2.769231209141557737e-01,1.480149226172123959e-02,4.346855800313937507e-02,6.797813921470549810e-03,1.066727925584701059e-01,3.388021150571599721e-02,5.789942587740548249e-03,3.331274123190466896e-02,3.603026996178964030e-03
2.068450541504213147e-02,8.044690456908294707e-02,1.035163193559870791e-02,2.789291126871620580e-03,0.000000000000000000e+00,4.410383571465449348e-01,5.102338242776488682e-03,3.450715904279641325e-04,1.214892684442249400e-04,2.296313387949991403e-02,6.545520824654681158e-02,6.952782833800407424e-03,6.106954701775100646e-04,2.022989581046454326e-04,5.000206710461627818e-02,1.393819462441758415e-03,1.890557763852275183e-02,2.482269123123528789e-04,6.160983858005721070e-02,2.107767616191313920e-01
6.082742057847152772e-02,1.949821087238378936e-01,2.730566278280001022e-02,8.156633430796960543e-03,1.366171275702416643e-01,0.000000000000000000e+00,1.366858427305500841e-02,2.769754215204410530e-04,3.255911643341631058e-04,4.275159938485547512e-02,4.858786974403631054e-02,2.043777873632393258e-02,1.410386879304116083e-03,5.868290630707198455e-04,6.931786726760620632e-02,3.875406764526905835e-03,4.427039291540058735e-02,5.428887947265621707e-04,1.757103824781172940e-01,1.503484940269742276e-01
1.352709507414564249e-01,2.446369639730259712e-02,4.805734192303983549e-02,2.907358539198184322e-01,1.361512027911192073e-03,1.177462226305027795e-02,0.000000000000000000e+00,6.542164839479126402e-05,4.321149184024458689e-03,1.273221698448767925e-01,1.524281348464403413e-02,1.849532409065601513e-01,5.429575847510478316e-03,1.594156171829805985e-02,6.618932424272762002e-03,3.766448782720674404e-02,2.650472300980403345e-02,2.060878937960001264e-03,4.951228058355749972e-02,1.269878731031127278e-02
1.848339671694791339e-02,4.434447307031054442e-02,6.674955068781548984e-02,7.143428552689744943e-03,4.067272685959686870e-03,1.053917287934642497e-02,2.889770346970807393e-03,0.000000000000000000e+00,2.810636619280119583e-02,1.295212432260760185e-03,4.831841647199261220e-04,1.729651773005293561e-02,1.925080126146441473e-01,9.046398889114275893e-03,1.878916525707868268e-01,3.924558221977358929e-02,1.039649846029307156e-01,2.392418400237501241e-01,2.542236072195025801e-02,1.280822897174570350e-03
7.934169238323058801e-03,2.687692554148592670e-03,2.091501867860872527e-02,2.632712925347983554e-02,5.165558336638210307e-05,4.469131939714386377e-04,6.885355634498280426e-03,1.013887968062139123e-03,0.000000000000000000e+00,9.024848627179185350e-04,1.219870016758710130e-04,2.096278018770565341e-02,2.051771424183419790e-01,3.373597815820687518e-01,2.603011431420383919e-03,1.445803491549582376e-01,1.089863638116222479e-02,2.077025939362798501e-01,3.275534615348419006e-03,1.538763238622735624e-04
1.045990207078459078e-01,4.138947970374943358e-02,2.510794701228538303e-02,5.484953323602474728e-02,9.114789683862433572e-03,5.478215002809747741e-02,1.893944675725223181e-01,4.361766513857300292e-05,8.425119449516454669e-04,0.000000000000000000e+00,1.985588367405924926e-01,6.195836272755085583e-02,1.535364498673553188e-03,2.788349246542715792e-03,8.952492336900484335e-03,8.959192602465415600e-03,2.019549528279420206e-02,5.571941641534337982e-04,8.066259505375976413e-02,1.357085997920893794e-01
