Year,K,GrowthRate,N_Initial,PopSizes_Mean,PopSizes_Std,N_Females,N_Males,N_YYMales,N_YYFemales,N_MatureFemales,N_MatureMales,N_MatureYYMales,N_MatureYYFemales,MatureCount,ImmatureCount,EggLayEvents,Births,EggDeaths,MyyProgeny,FyyProgeny,Capture_Back,SelectionDeaths_Emigration,MoveDeaths_Emigration,PNratio_Emi,N_beforePacking_AddAge0s,PackingDeaths_Emigration,YYSelectionPackingDeaths_Emi,WildSelectionPackingDeaths_Emi,N_Emigration,Deaths_EmiMort,N_EmiMortality,Capture_Out,SelectionDeaths_Immigration,MoveDeaths_Immigration,PNratio_Immi,PackingDeaths_Immigration,YYSelectionPackingDeaths_Immi,WildSelectionPackingDeaths_Immi,SelectionDeaths_Age0s_Immigration,N_Immigration,Deaths_ImmiMort,N_ImmiMortality,Alleles,He,Ho,p1,p2,q1,q2,MateDist,MateDist_SD,Female_EmigrationDist,Female_EmigrationDist_SD,Male_EmigrationDist,Male_EmigrationDist_SD,Female_FromHomeDist,Female_FromHomeDist_SD,Male_FromHomeDist,Male_FromHomeDist_SD,Female_StrayerDist,Female_StrayerDist_SD,Male_StrayerDist,Male_StrayerDist_SD,Female_HomeAttemptStrayDist,Female_HomeAttemptStrayDist_SD,Male_HomeAttemptStrayDist,Male_HomeAttemptStrayDist_SD,DeseaseStates,Residors,Strayers_1,Strayers_2,Immigrators,ResidentDispersers,ImmigrantDispersers,AA_aa_Mates,AA_AA_Mates,aa_aa_Mates,AA_Aa_Mates,aa_Aa_Mates,Aa_Aa_Mates
0,400.0|100.0|100.0|100.0|100.0|,0.9,400|100|100|100|100|,0.0|0.0|0.0|0.0|,0.0|0.0|0.0|0.0|,194|49|54|51|40|,206|51|46|49|60|,0|0|0|0|0|,0|0|0|0|0|,78|23|21|21|13|,90|23|18|23|26|,0|0|0|0|0|,0|0|0|0|0|,168,232,78,923|229|291|264|139|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,1323|329|391|364|239|,923|229|291|264|139|,0|0|0|0|0|,0|0|0|0|0|,400|100|100|100|100|,0|0|0|0|0|,400|100|100|100|100|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,10.0|0|4.0|5.0|1.0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,390|90|100|100|100|,30|7|8|6|9|,360|83|92|94|91|,4|4|4|4|4|,0.49997187499999995|0.4991|0.499575|0.49877499999999997|0.49934999999999996|,0.5125|0.55|0.455|0.525|0.52|,0.49625,0.50375,0.49625,0.50375,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,400|100|100|100|100|,83|92|94|91|,0|0|0|0|,0|0|0|0|,0|0|0|0|,83|92|94|91|,0|0|0|0|,6,4,4,21,20,23
1,400.0|100.0|100.0|100.0|100.0|,1.0138888888888888,360|83|92|94|91|,0.0|0.0|0.0|0.0|,0.0|0.0|0.0|0.0|,185|42|48|48|47|,175|41|44|46|44|,0|0|0|0|0|,0|0|0|0|0|,45|12|11|12|10|,45|10|9|17|9|,0|0|0|0|0|,0|0|0|0|0|,90,270,45,776|149|102|214|311|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,1136|232|194|308|402|,736|132|94|208|302|,0|0|0|0|0|,0|0|0|0|0|,400|100|100|100|100|,0|0|0|0|0|,400|100|100|100|100|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,10.0|1.0|0|9.0|0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,390|100|93|100|97|,25|8|2|6|9|,365|92|91|94|88|,4|4|4|4|4|,0.49793016975308646|0.4892582377703585|0.4966623345935728|0.49985853327297414|0.4992452602342712|,0.5319444444444444|0.5301204819277109|0.47282608695652173|0.526595744680851|0.5989010989010989|,0.47638888888888886,0.5236111111111111,0.46111111111111114,0.5388888888888889,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,360|83|92|94|91|,92|91|94|88|,0|0|0|0|,0|0|0|0|,0|0|0|0|,92|91|94|88|,0|0|0|0|,8,0,3,10,7,17
2,400.0|100.0|100.0|100.0|100.0|,0.9726027397260274,365|92|91|94|88|,0.0|0.0|0.0|0.0|,0.0|0.0|0.0|0.0|,178|40|40|51|47|,187|52|51|43|41|,0|0|0|0|0|,0|0|0|0|0|,61|9|17|14|21|,61|19|19|11|12|,0|0|0|0|0|,0|0|0|0|0|,122,243,61,1017|92|200|320|405|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,1382|184|291|414|493|,982|84|191|314|393|,0|0|0|0|0|,0|0|0|0|0|,400|100|100|100|100|,0|0|0|0|0|,400|100|100|100|100|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,24.0|0|0|1.0|23.0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,376|83|93|100|100|,21|4|4|4|9|,355|79|89|96|91|,4|4|4|4|4|,0.4965134171514355|0.4842568525519849|0.4960753532182103|0.4952184246265279|0.4981275826446281|,0.4931506849315068|0.483695652173913|0.5054945054945055|0.48404255319148937|0.5|,0.4958904109589041,0.5041095890410959,0.4410958904109589,0.5589041095890411,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,365|92|91|94|88|,79|89|96|91|,0|0|0|0|,0|0|0|0|,0|0|0|0|,79|89|96|91|,0|0|0|0|,8,2,2,12,24,13
3,400.0|100.0|100.0|100.0|100.0|,1.0253521126760563,355|79|89|96|91|,0.0|0.0|0.0|0.0|,0.0|0.0|0.0|0.0|,176|41|37|50|48|,179|38|52|46|43|,0|0|0|0|0|,0|0|0|0|0|,42|16|10|10|6|,53|15|18|10|10|,0|0|0|0|0|,0|0|0|0|0|,95,260,42,751|340|162|206|43|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,1106|419|251|302|134|,706|319|151|202|34|,0|0|0|0|0|,0|0|0|0|0|,402|102|100|100|100|,0|0|0|0|0|,402|102|100|100|100|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,10.0|0|1.0|6.0|3.0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,392|92|100|100|100|,28|3|5|11|9|,364|89|95|89|91|,4|4|4|4|4|,0.4992759373140251|0.4954734818138118|0.49921095821234684|0.4992133246527778|0.49782634947470117|,0.528169014084507|0.47468354430379744|0.4550561797752809|0.6197916666666666|0.5494505494505495|,0.4732394366197183,0.5267605633802817,0.4971830985915493,0.5028169014084507,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,355|79|89|96|91|,89|95|89|91|,0|0|0|0|,0|0|0|0|,0|0|0|0|,89|95|89|91|,0|0|0|0|,9,1,1,10,8,13
4,400.0|100.0|100.0|100.0|100.0|,1.0054945054945055,364|89|95|89|91|,0.0|0.0|0.0|0.0|,0.0|0.0|0.0|0.0|,185|36|51|50|48|,179|53|44|39|43|,0|0|0|0|0|,0|0|0|0|0|,70|9|22|16|23|,60|13|13|15|19|,0|0|0|0|0|,0|0|0|0|0|,130,234,70,1328|145|530|228|425|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,1692|234|625|317|516|,1292|134|525|217|416|,0|0|0|0|0|,0|0|0|0|0|,400|100|100|100|100|,0|0|0|0|0|,400|100|100|100|100|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,9.0|0|0|0|9.0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,391|99|98|94|100|,25|5|7|6|7|,366|94|91|88|93|,4|4|4|4|4|,0.4967810348991668|0.49794849135210195|0.4928808864265928|0.49605479106173467|0.4958640260838063|,0.5467032967032966|0.5674157303370787|0.5421052631578948|0.5337078651685393|0.5439560439560439|,0.49313186813186816,0.5068681318681318,0.44368131868131866,0.5563186813186813,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,364|89|95|89|91|,94|91|88|93|,0|0|0|0|,0|0|0|0|,0|0|0|0|,94|91|88|93|,0|0|0|0|,7,0,5,15,24,19
5,400.0|100.0|100.0|100.0|100.0|,1.0218579234972678,366|94|91|88|93|,0.0|0.0|0.0|0.0|,0.0|0.0|0.0|0.0|,188|52|47|42|47|,178|42|44|46|46|,0|0|0|0|0|,0|0|0|0|0|,39|11|6|12|10|,39|9|12|13|5|,0|0|0|0|0|,0|0|0|0|0|,78,288,39,528|155|41|227|105|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,894|249|132|315|198|,494|149|32|215|98|,0|0|0|0|0|,0|0|0|0|0|,400|100|100|100|100|,0|0|0|0|0|,400|100|100|100|100|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,6.0|4.0|0|2.0|0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,394|100|95|100|99|,20|4|6|4|6|,374|96|89|96|93|,4|4|4|4|4|,0.4930387589954911|0.49340765052059754|0.4944149257336071|0.48676394628099173|0.48953636258527|,0.5136612021857924|0.5159574468085106|0.521978021978022|0.4772727272727273|0.5376344086021505|,0.44672131147540983,0.5532786885245902,0.5642076502732241,0.43579234972677594,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,366|94|91|88|93|,96|89|96|93|,0|0|0|0|,0|0|0|0|,0|0|0|0|,96|89|96|93|,0|0|0|0|,4,1,4,6,12,12
6,400.0|100.0|100.0|100.0|100.0|,0.9759358288770054,374|96|89|96|93|,0.0|0.0|0.0|0.0|,0.0|0.0|0.0|0.0|,170|44|41|45|40|,204|52|48|51|53|,0|0|0|0|0|,0|0|0|0|0|,82|19|23|19|21|,86|20|20|19|27|,0|0|0|0|0|,0|0|0|0|0|,168,206,82,1589|388|283|659|259|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,1963|484|372|755|352|,1563|384|272|655|252|,0|0|0|0|0|,0|0|0|0|0|,400|100|100|100|100|,0|0|0|0|0|,400|100|100|100|100|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,18.0|0|11.0|7.0|0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,382|95|100|100|87|,17|3|4|7|3|,365|92|96|93|84|,4|4|4|4|4|,0.49633604049300817|0.4921332465277778|0.49605479106173456|0.49465603298611105|0.4943346051566655|,0.48128342245989303|0.4270833333333333|0.4887640449438202|0.484375|0.5268817204301075|,0.44786096256684493,0.5521390374331551,0.4692513368983957,0.5307486631016043,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,374|96|89|96|93|,92|96|93|84|,0|0|0|0|,0|0|0|0|,0|0|0|0|,92|96|93|84|,0|0|0|0|,6,2,8,11,30,25
7,400.0|100.0|100.0|100.0|100.0|,0.9863013698630136,365|92|96|93|84|,0.0|0.0|0.0|0.0|,0.0|0.0|0.0|0.0|,177|44|41|50|42|,188|48|55|43|42|,0|0|0|0|0|,0|0|0|0|0|,20|5|5|4|6|,37|9|12|9|7|,0|0|0|0|0|,0|0|0|0|0|,57,308,20,345|97|67|112|69|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,710|189|163|205|153|,310|89|63|105|53|,0|0|0|0|0|,0|0|0|0|0|,400|100|100|100|100|,0|0|0|0|0|,400|100|100|100|100|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,14.0|10.0|0|0|4.0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,386|100|89|97|100|,26|6|9|6|5|,360|94|80|91|95|,4|4|4|4|4|,0.4834321636329517|0.47799503780718344|0.4747178819444444|0.4858943230431264|0.48915816326530603|,0.4671232876712329|0.5489130434782609|0.3958333333333333|0.5053763440860215|0.4166666666666667|,0.3767123287671233,0.6232876712328768,0.536986301369863,0.46301369863013697,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,365|92|96|93|84|,94|80|91|95|,0|0|0|0|,0|0|0|0|,0|0|0|0|,94|80|91|95|,0|0|0|0|,2,0,1,5,4,8
8,400.0|100.0|100.0|100.0|100.0|,1.025,360|94|80|91|95|,0.0|0.0|0.0|0.0|,0.0|0.0|0.0|0.0|,172|43|32|49|48|,188|51|48|42|47|,0|0|0|0|0|,0|0|0|0|0|,98|21|20|29|28|,94|25|23|20|26|,0|0|0|0|0|,0|0|0|0|0|,192,168,98,1970|404|466|567|533|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,2330|498|546|658|628|,1930|398|446|558|528|,0|0|0|0|0|,0|0|0|0|0|,400|100|100|100|100|,0|0|0|0|0|,400|100|100|100|100|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,10.0|2.0|8.0|0|0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,390|100|100|91|99|,21|5|5|3|8|,369|95|95|88|91|,4|4|4|4|4|,0.4987345679012345|0.495784291534631|0.4994921875|0.4974338847965222|0.4993074792243767|,0.48055555555555557|0.4734042553191489|0.43125|0.46703296703296704|0.5421052631578948|,0.4777777777777778,0.5222222222222223,0.5277777777777778,0.4722222222222222,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,360|94|80|91|95|,95|95|88|91|,0|0|0|0|,0|0|0|0|,0|0|0|0|,95|95|88|91|,0|0|0|0|,10,1,15,10,44,18
9,400.0|100.0|100.0|100.0|100.0|,0.975609756097561,369|95|95|88|91|,0.0|0.0|0.0|0.0|,0.0|0.0|0.0|0.0|,194|50|53|50|41|,175|45|42|38|50|,0|0|0|0|0|,0|0|0|0|0|,22|5|7|6|4|,28|5|9|6|8|,0|0|0|0|0|,0|0|0|0|0|,50,319,22,89|0|50|39|0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,458|95|145|127|91|,72|0|45|27|0|,0|0|0|0|0|,0|0|0|0|0|,386|95|100|100|91|,0|0|0|0|0|,386|95|100|100|91|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,3.0|3.0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,383|100|88|97|98|,23|5|6|5|7|,360|95|82|92|91|,4|4|4|4|4|,0.47762758792899584|0.44878116343490304|0.4870914127423822|0.4852143595041323|0.4731312643400556|,0.491869918699187|0.5|0.43157894736842106|0.5681818181818182|0.4725274725274725|,0.35907859078590787,0.6409214092140921,0.5501355013550135,0.44986449864498645,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,369|95|95|88|91|,95|82|92|91|,0|0|0|0|,0|0|0|0|,0|0|0|0|,95|82|92|91|,0|0|0|0|,1,0,1,3,9,8
