0.000000000000000000e+00,1.254479026413958531e-01,1.774915756770292230e-01,5.244356269602017118e-02,1.989322227379969887e-01,8.328283756871696086e-02,7.986744173548684933e-02,1.956065417483303717e-02,7.366169210605318096e-02,1.893121106624676420e-01
7.527235885719803232e-02,0.000000000000000000e+00,1.466786685600484086e-01,1.093030645267280554e-01,1.246854316487215064e-01,1.514156766971894996e-01,1.112227867432474260e-01,7.258380306815635785e-02,1.310396895024704966e-01,7.779852039624020332e-02
1.074989663813974011e-01,1.480544214186782226e-01,0.000000000000000000e+00,1.023513430750840614e-01,1.532068614443377885e-01,1.251692144964957620e-01,1.186395852501307274e-01,5.907751752588040473e-02,9.962861015752966232e-02,8.637348025046592825e-02
3.831470579607517551e-02,1.330863532508055891e-01,1.234639906012800631e-01,0.000000000000000000e+00,1.113095577138372011e-01,1.339632520273469629e-01,1.825602255277679609e-01,1.715774329340252480e-01,8.065473973361932114e-02,2.506974241524238117e-02
1.331663346213429466e-01,1.391018489552933723e-01,1.693327584243900508e-01,1.019878555470003778e-01,0.000000000000000000e+00,1.080872671186559886e-01,1.293773828617089394e-01,5.425995048129853005e-02,7.874470690122095662e-02,8.594189508908879616e-02
5.437681243101901568e-02,1.647619610439680360e-01,1.349364297424070769e-01,1.197210744424737072e-01,1.054249629985009734e-01,0.000000000000000000e+00,1.097260121376528175e-01,9.041939062868452337e-02,1.549594718195402565e-01,6.567388475575366980e-02
5.677774458564584931e-02,1.317740865221776192e-01,1.392552057784877673e-01,1.776401859063782562e-01,1.373970518263881724e-01,1.194702374664032701e-01,0.000000000000000000e+00,1.362421696195715570e-01,6.975561197032177640e-02,3.168770632462574594e-02
2.005403125776622497e-02,1.240183391131306628e-01,1.000032252016360562e-01,2.407715510997963659e-01,8.310141041326257749e-02,1.419781969423337398e-01,1.964814255173563950e-01,0.000000000000000000e+00,7.986519787579314522e-02,1.372662257892488628e-02
6.017314680382915282e-02,1.783987335631232185e-01,1.343750259620906662e-01,9.018153416545490741e-02,9.609329665457659597e-02,1.938746061159280776e-01,8.015522229322372127e-02,6.363562184616662620e-02,0.000000000000000000e+00,1.031128125956068120e-01
2.082512581893600778e-01,1.426292021023205514e-01,1.568783857390884662e-01,3.774729197364353611e-02,1.412293146490005702e-01,1.106480363854761007e-01,4.903336265369113989e-02,1.472836765240092237e-02,1.388547806550186059e-01,0.000000000000000000e+00
