Year,Ages,N_Initial_Age,AgeSize_Mean,AgeSize_Std,Size_Classes,N_Initial_Class,ClassSize_Mean,ClassSize_Std,N_GrowthBack,Capture_Back,N_BeforePacking_AddAge0s,PackingDeaths_Emigration,N_AfterEmigration,Deaths_AfterEmiMort_Age,Deaths_AfterEmiMort_Size,N_GrowthOut,Capture_Out,PackingDeaths_Immigration,N_Immigration,Deaths_AfterImmiMort_Age,Deaths_AfterImmiMort_Size
0,0|1|2|,171|82|47|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,171|82|47|,nan|nan|nan|,nan|nan|nan|,0|171|129|,0|0|0|,531|171|129|,0|0|0|,190|63|48|,0|0|0|,0|0|0|,190|63|48|,0|0|0|,0|0|0|,124|45|32|,1|3|14|,0|0|0|
1,0|1|2|,123|42|18|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,123|42|18|,nan|nan|nan|,nan|nan|nan|,0|123|60|,0|0|0|,440|123|60|,0|0|0|,206|60|34|,0|0|0|,0|0|0|,206|60|34|,0|0|0|,0|0|0|,134|38|28|,0|0|20|,0|0|0|
2,0|1|2|,134|38|8|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,134|38|8|,nan|nan|nan|,nan|nan|nan|,0|134|46|,0|0|0|,287|134|46|,0|0|0|,182|86|24|,0|0|0|,0|0|0|,182|86|24|,0|0|0|,0|0|0|,120|62|18|,2|3|5|,0|0|0|
3,0|1|2|,118|59|13|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,118|59|13|,nan|nan|nan|,nan|nan|nan|,0|118|72|,0|0|0|,432|118|72|,0|0|0|,193|55|44|,0|0|0|,0|0|0|,193|55|44|,0|0|0|,0|0|0|,129|42|28|,2|2|13|,0|0|0|
4,0|1|2|,127|40|15|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,127|40|15|,nan|nan|nan|,nan|nan|nan|,0|127|55|,0|0|0|,510|127|55|,0|0|0|,218|60|22|,0|0|0|,0|0|0|,218|60|22|,0|0|0|,0|0|0|,144|41|15|,1|1|6|,0|0|0|
5,0|1|2|,143|40|9|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,143|40|9|,nan|nan|nan|,nan|nan|nan|,0|143|49|,0|0|0|,497|143|49|,0|0|0|,145|70|23|,0|0|0|,0|0|0|,145|70|23|,0|0|0|,0|0|0|,122|58|20|,1|1|10|,0|0|0|
6,0|1|2|,121|57|10|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,121|57|10|,nan|nan|nan|,nan|nan|nan|,0|121|67|,0|0|0|,713|121|67|,0|0|0|,220|57|23|,0|0|0|,0|0|0|,220|57|23|,0|0|0|,0|0|0|,154|29|17|,3|0|7|,0|0|0|
7,0|1|2|,151|29|10|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,151|29|10|,nan|nan|nan|,nan|nan|nan|,0|151|39|,0|0|0|,292|151|39|,0|0|0|,186|93|21|,0|0|0|,0|0|0|,186|93|21|,0|0|0|,0|0|0|,126|56|18|,0|2|6|,0|0|0|
8,0|1|2|,126|54|12|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,126|54|12|,nan|nan|nan|,nan|nan|nan|,0|126|66|,0|0|0|,516|126|66|,0|0|0|,219|58|23|,0|0|0|,0|0|0|,219|58|23|,0|0|0|,0|0|0|,142|44|14|,5|3|9|,0|0|0|
9,0|1|2|,137|41|5|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,137|41|5|,nan|nan|nan|,nan|nan|nan|,0|137|46|,0|0|0|,420|137|46|,0|0|0|,198|76|26|,0|0|0|,0|0|0|,198|76|26|,0|0|0|,0|0|0|,117|62|21|,3|4|8|,0|0|0|
10,0|1|2|,114|58|13|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,114|58|13|,nan|nan|nan|,nan|nan|nan|,NA|NA|NA|,NA|NA|NA|,NA|NA|NA|,NA|NA|NA|,NA|NA|NA|,NA|NA|NA|,NA|NA|NA|,NA|NA|NA|,NA|NA|NA|,NA|NA|NA|,NA|NA|NA|,NA|NA|NA|,NA|NA|NA|
