Year,ID,PatchID,Lineage
9,P3_Y8_UO52,2,0
8,P1_Y6_UO24,3,0
7,P1_Y6_UO24,2,0
6,P3_Y4_UO168,1,0
5,P3_Y4_UO168,2,0
4,P1_Y2_UO109,3,0
3,P1_Y2_UO109,2,0
2,P1_Y0_UO120,1,0
1,P1_Y0_UO120,2,0
0,P1_Y-1_U45,1,0
0,P2_Y-1_U92,2,0
2,P2_Y0_UO75,2,0
1,P2_Y0_UO75,3,0
0,P2_Y-1_U57,2,0
0,P3_Y-1_U93,3,0
4,P2_Y0_UO141,2,0
3,P2_Y0_UO141,1,0
2,P2_Y0_UO141,2,0
1,P2_Y0_UO141,3,0
0,P2_Y-1_U43,2,0
0,P1_Y-1_U90,1,0
6,P2_Y4_UO209,2,0
5,P2_Y4_UO209,1,0
4,P2_Y2_UO13,2,0
3,P2_Y2_UO13,3,0
2,P2_Y0_UO74,2,0
1,P2_Y0_UO74,3,0
0,P2_Y-1_U57,2,0
0,P3_Y-1_U93,3,0
2,P3_Y-1_U39,1,0
1,P3_Y-1_U39,2,0
0,P3_Y-1_U39,3,0
4,P1_Y2_UO98,1,0
3,P1_Y2_UO98,2,0
2,P1_Y0_UO120,1,0
1,P1_Y0_UO120,2,0
0,P1_Y-1_U45,1,0
0,P2_Y-1_U92,2,0
2,P2_Y0_UO75,2,0
1,P2_Y0_UO75,3,0
0,P2_Y-1_U57,2,0
0,P3_Y-1_U93,3,0
8,P2_Y6_UO141,2,0
7,P2_Y6_UO141,1,0
6,P2_Y4_UO213,2,0
5,P2_Y4_UO213,1,0
4,P2_Y2_UO13,2,0
3,P2_Y2_UO13,3,0
2,P2_Y0_UO74,2,0
1,P2_Y0_UO74,3,0
0,P2_Y-1_U57,2,0
0,P3_Y-1_U93,3,0
2,P3_Y-1_U39,1,0
1,P3_Y-1_U39,2,0
0,P3_Y-1_U39,3,0
4,P1_Y2_UO98,1,0
3,P1_Y2_UO98,2,0
2,P1_Y0_UO120,1,0
1,P1_Y0_UO120,2,0
0,P1_Y-1_U45,1,0
0,P2_Y-1_U92,2,0
2,P2_Y0_UO75,2,0
1,P2_Y0_UO75,3,0
0,P2_Y-1_U57,2,0
0,P3_Y-1_U93,3,0
6,P3_Y4_UO204,3,0
5,P3_Y4_UO204,2,0
4,P1_Y2_UO109,3,0
3,P1_Y2_UO109,2,0
2,P1_Y0_UO120,1,0
1,P1_Y0_UO120,2,0
0,P1_Y-1_U45,1,0
0,P2_Y-1_U92,2,0
2,P2_Y0_UO75,2,0
1,P2_Y0_UO75,3,0
0,P2_Y-1_U57,2,0
0,P3_Y-1_U93,3,0
4,P2_Y0_UO164,2,0
3,P2_Y0_UO164,1,0
2,P2_Y0_UO164,2,0
1,P2_Y0_UO164,3,0
0,P2_Y-1_U15,2,0
0,P1_Y-1_U9,1,0
9,P1_Y8_UO16,2,1
8,P3_Y6_UO196,1,1
7,P3_Y6_UO196,2,1
6,P1_Y4_UO44,3,1
5,P1_Y4_UO44,2,1
4,P3_Y2_UO178,1,1
3,P3_Y2_UO178,2,1
2,P1_Y0_UO101,3,1
1,P1_Y0_UO101,2,1
0,P1_Y-1_U82,1,1
0,P2_Y-1_U13,2,1
2,P2_Y0_UO66,2,1
1,P2_Y0_UO66,3,1
0,P2_Y-1_U8,2,1
0,P1_Y-1_U9,1,1
4,P2_Y0_UO44,2,1
3,P2_Y0_UO44,1,1
2,P2_Y0_UO44,2,1
1,P2_Y0_UO44,3,1
0,P2_Y-1_U74,2,1
0,P3_Y-1_U53,3,1
6,P2_Y4_UO64,2,1
5,P2_Y4_UO64,3,1
