Year,ID,PatchID,Lineage
9,P2_Y8_UO2,3,0
8,P2_Y6_UO83,2,0
7,P2_Y6_UO83,1,0
6,P2_Y4_UO61,2,0
5,P2_Y4_UO61,3,0
4,P2_Y2_UO76,2,0
3,P2_Y2_UO76,3,0
2,P2_Y0_UO131,2,0
1,P2_Y0_UO131,1,0
0,P2_Y-1_U43,2,0
0,P1_Y-1_U5,1,0
2,P3_Y-1_U39,1,0
1,P3_Y-1_U39,2,0
0,P3_Y-1_U39,3,0
4,P3_Y2_UO163,1,0
3,P3_Y2_UO163,2,0
2,P1_Y0_UO121,3,0
1,P1_Y0_UO121,2,0
0,P1_Y-1_U45,1,0
0,P2_Y-1_U92,2,0
2,P2_Y0_UO164,2,0
1,P2_Y0_UO164,3,0
0,P2_Y-1_U15,2,0
0,P1_Y-1_U9,1,0
6,P3_Y4_UO173,1,0
5,P3_Y4_UO173,2,0
4,P1_Y2_UO109,3,0
3,P1_Y2_UO109,2,0
2,P1_Y0_UO120,1,0
1,P1_Y0_UO120,2,0
0,P1_Y-1_U45,1,0
0,P2_Y-1_U92,2,0
2,P2_Y0_UO75,2,0
1,P2_Y0_UO75,3,0
0,P2_Y-1_U57,2,0
0,P3_Y-1_U93,3,0
4,P2_Y0_UO141,2,0
3,P2_Y0_UO141,1,0
2,P2_Y0_UO141,2,0
1,P2_Y0_UO141,3,0
0,P2_Y-1_U43,2,0
0,P1_Y-1_U90,1,0
8,P1_Y6_UO149,3,0
7,P1_Y6_UO149,2,0
6,P3_Y4_UO168,1,0
5,P3_Y4_UO168,2,0
4,P1_Y2_UO109,3,0
3,P1_Y2_UO109,2,0
2,P1_Y0_UO120,1,0
1,P1_Y0_UO120,2,0
0,P1_Y-1_U45,1,0
0,P2_Y-1_U92,2,0
2,P2_Y0_UO75,2,0
1,P2_Y0_UO75,3,0
0,P2_Y-1_U57,2,0
0,P3_Y-1_U93,3,0
4,P2_Y0_UO141,2,0
3,P2_Y0_UO141,1,0
2,P2_Y0_UO141,2,0
1,P2_Y0_UO141,3,0
0,P2_Y-1_U43,2,0
0,P1_Y-1_U90,1,0
6,P3_Y3_UO138,2,0
5,P3_Y3_UO138,1,0
4,P3_Y3_UO138,2,0
3,P3_Y1_UO64,3,0
2,P3_Y1_UO64,2,0
1,P2_Y-1_U41,3,0
0,P2_Y-1_U41,2,0
1,P3_Y-1_U81,2,0
0,P3_Y-1_U81,3,0
3,P2_Y1_UO130,2,0
2,P2_Y1_UO130,3,0
1,P3_Y-1_U42,2,0
0,P3_Y-1_U42,3,0
1,P2_Y-1_U25,1,0
0,P2_Y-1_U25,2,0
9,P2_Y8_UO4,3,1
8,P2_Y6_UO83,2,1
7,P2_Y6_UO83,1,1
6,P2_Y4_UO61,2,1
5,P2_Y4_UO61,3,1
4,P2_Y2_UO76,2,1
3,P2_Y2_UO76,3,1
2,P2_Y0_UO131,2,1
1,P2_Y0_UO131,1,1
0,P2_Y-1_U43,2,1
0,P1_Y-1_U5,1,1
2,P3_Y-1_U39,1,1
1,P3_Y-1_U39,2,1
0,P3_Y-1_U39,3,1
4,P3_Y2_UO163,1,1
3,P3_Y2_UO163,2,1
2,P1_Y0_UO121,3,1
1,P1_Y0_UO121,2,1
0,P1_Y-1_U45,1,1
0,P2_Y-1_U92,2,1
2,P2_Y0_UO164,2,1
1,P2_Y0_UO164,3,1
0,P2_Y-1_U15,2,1
0,P1_Y-1_U9,1,1
6,P3_Y4_UO173,1,1
5,P3_Y4_UO173,2,1
4,P1_Y2_UO109,3,1
3,P1_Y2_UO109,2,1
2,P1_Y0_UO120,1,1
1,P1_Y0_UO120,2,1
0,P1_Y-1_U45,1,1
0,P2_Y-1_U92,2,1
2,P2_Y0_UO75,2,1
1,P2_Y0_UO75,3,1
0,P2_Y-1_U57,2,1
0,P3_Y-1_U93,3,1
4,P2_Y0_UO141,2,1
3,P2_Y0_UO141,1,1
2,P2_Y0_UO141,2,1
1,P2_Y0_UO141,3,1
0,P2_Y-1_U43,2,1
0,P1_Y-1_U90,1,1
8,P1_Y6_UO149,3,1
7,P1_Y6_UO149,2,1
6,P3_Y4_UO168,1,1
5,P3_Y4_UO168,2,1
4,P1_Y2_UO109,3,1
3,P1_Y2_UO109,2,1
2,P1_Y0_UO120,1,1
1,P1_Y0_UO120,2,1
0,P1_Y-1_U45,1,1
0,P2_Y-1_U92,2,1
2,P2_Y0_UO75,2,1
1,P2_Y0_UO75,3,1
0,P2_Y-1_U57,2,1
0,P3_Y-1_U93,3,1
4,P2_Y0_UO141,2,1
3,P2_Y0_UO141,1,1
2,P2_Y0_UO141,2,1
1,P2_Y0_UO141,3,1
0,P2_Y-1_U43,2,1
0,P1_Y-1_U90,1,1
6,P3_Y3_UO138,2,1
5,P3_Y3_UO138,1,1
4,P3_Y3_UO138,2,1
3,P3_Y1_UO64,3,1
2,P3_Y1_UO64,2,1
1,P2_Y-1_U41,3,1
0,P2_Y-1_U41,2,1
1,P3_Y-1_U81,2,1
0,P3_Y-1_U81,3,1
3,P2_Y1_UO130,2,1
2,P2_Y1_UO130,3,1
1,P3_Y-1_U42,2,1
0,P3_Y-1_U42,3,1
1,P2_Y-1_U25,1,1
0,P2_Y-1_U25,2,1
9,P2_Y8_UO134,3,2
8,P2_Y6_UO83,2,2
7,P2_Y6_UO83,1,2
6,P2_Y4_UO61,2,2
5,P2_Y4_UO61,3,2
4,P2_Y2_UO76,2,2
3,P2_Y2_UO76,3,2
2,P2_Y0_UO131,2,2
1,P2_Y0_UO131,1,2
0,P2_Y-1_U43,2,2
0,P1_Y-1_U5,1,2
2,P3_Y-1_U39,1,2
1,P3_Y-1_U39,2,2
0,P3_Y-1_U39,3,2
4,P3_Y2_UO163,1,2
3,P3_Y2_UO163,2,2
2,P1_Y0_UO121,3,2
1,P1_Y0_UO121,2,2
0,P1_Y-1_U45,1,2
0,P2_Y-1_U92,2,2
2,P2_Y0_UO164,2,2
1,P2_Y0_UO164,3,2
0,P2_Y-1_U15,2,2
0,P1_Y-1_U9,1,2
6,P3_Y4_UO173,1,2
5,P3_Y4_UO173,2,2
4,P1_Y2_UO109,3,2
3,P1_Y2_UO109,2,2
2,P1_Y0_UO120,1,2
1,P1_Y0_UO120,2,2
0,P1_Y-1_U45,1,2
0,P2_Y-1_U92,2,2
2,P2_Y0_UO75,2,2
1,P2_Y0_UO75,3,2
0,P2_Y-1_U57,2,2
0,P3_Y-1_U93,3,2
4,P2_Y0_UO141,2,2
3,P2_Y0_UO141,1,2
2,P2_Y0_UO141,2,2
1,P2_Y0_UO141,3,2
0,P2_Y-1_U43,2,2
0,P1_Y-1_U90,1,2
8,P1_Y6_UO23,3,2
7,P1_Y6_UO23,2,2
6,P3_Y4_UO168,1,2
5,P3_Y4_UO168,2,2
4,P1_Y2_UO109,3,2
3,P1_Y2_UO109,2,2
2,P1_Y0_UO120,1,2
1,P1_Y0_UO120,2,2
0,P1_Y-1_U45,1,2
0,P2_Y-1_U92,2,2
2,P2_Y0_UO75,2,2
1,P2_Y0_UO75,3,2
0,P2_Y-1_U57,2,2
0,P3_Y-1_U93,3,2
4,P2_Y0_UO141,2,2
3,P2_Y0_UO141,1,2
2,P2_Y0_UO141,2,2
1,P2_Y0_UO141,3,2
0,P2_Y-1_U43,2,2
0,P1_Y-1_U90,1,2
6,P2_Y4_UO209,2,2
5,P2_Y4_UO209,1,2
4,P2_Y2_UO13,2,2
3,P2_Y2_UO13,3,2
2,P2_Y0_UO74,2,2
1,P2_Y0_UO74,3,2
0,P2_Y-1_U57,2,2
0,P3_Y-1_U93,3,2
2,P3_Y-1_U39,1,2
1,P3_Y-1_U39,2,2
0,P3_Y-1_U39,3,2
4,P1_Y2_UO98,1,2
3,P1_Y2_UO98,2,2
2,P1_Y0_UO120,1,2
1,P1_Y0_UO120,2,2
0,P1_Y-1_U45,1,2
0,P2_Y-1_U92,2,2
2,P2_Y0_UO75,2,2
1,P2_Y0_UO75,3,2
0,P2_Y-1_U57,2,2
0,P3_Y-1_U93,3,2
9,P2_Y8_UO137,3,3
8,P2_Y6_UO83,2,3
7,P2_Y6_UO83,1,3
6,P2_Y4_UO61,2,3
5,P2_Y4_UO61,3,3
4,P2_Y2_UO76,2,3
3,P2_Y2_UO76,3,3
2,P2_Y0_UO131,2,3
1,P2_Y0_UO131,1,3
0,P2_Y-1_U43,2,3
0,P1_Y-1_U5,1,3
2,P3_Y-1_U39,1,3
1,P3_Y-1_U39,2,3
0,P3_Y-1_U39,3,3
4,P3_Y2_UO163,1,3
3,P3_Y2_UO163,2,3
2,P1_Y0_UO121,3,3
1,P1_Y0_UO121,2,3
0,P1_Y-1_U45,1,3
0,P2_Y-1_U92,2,3
2,P2_Y0_UO164,2,3
1,P2_Y0_UO164,3,3
0,P2_Y-1_U15,2,3
0,P1_Y-1_U9,1,3
6,P3_Y4_UO173,1,3
5,P3_Y4_UO173,2,3
4,P1_Y2_UO109,3,3
3,P1_Y2_UO109,2,3
2,P1_Y0_UO120,1,3
1,P1_Y0_UO120,2,3
0,P1_Y-1_U45,1,3
0,P2_Y-1_U92,2,3
2,P2_Y0_UO75,2,3
1,P2_Y0_UO75,3,3
0,P2_Y-1_U57,2,3
0,P3_Y-1_U93,3,3
4,P2_Y0_UO141,2,3
3,P2_Y0_UO141,1,3
2,P2_Y0_UO141,2,3
1,P2_Y0_UO141,3,3
0,P2_Y-1_U43,2,3
0,P1_Y-1_U90,1,3
8,P1_Y6_UO23,3,3
7,P1_Y6_UO23,2,3
6,P3_Y4_UO168,1,3
5,P3_Y4_UO168,2,3
4,P1_Y2_UO109,3,3
3,P1_Y2_UO109,2,3
2,P1_Y0_UO120,1,3
1,P1_Y0_UO120,2,3
0,P1_Y-1_U45,1,3
0,P2_Y-1_U92,2,3
2,P2_Y0_UO75,2,3
1,P2_Y0_UO75,3,3
0,P2_Y-1_U57,2,3
0,P3_Y-1_U93,3,3
4,P2_Y0_UO141,2,3
3,P2_Y0_UO141,1,3
2,P2_Y0_UO141,2,3
1,P2_Y0_UO141,3,3
0,P2_Y-1_U43,2,3
0,P1_Y-1_U90,1,3
6,P2_Y4_UO209,2,3
5,P2_Y4_UO209,1,3
4,P2_Y2_UO13,2,3
3,P2_Y2_UO13,3,3
2,P2_Y0_UO74,2,3
1,P2_Y0_UO74,3,3
0,P2_Y-1_U57,2,3
0,P3_Y-1_U93,3,3
2,P3_Y-1_U39,1,3
1,P3_Y-1_U39,2,3
0,P3_Y-1_U39,3,3
4,P1_Y2_UO98,1,3
3,P1_Y2_UO98,2,3
2,P1_Y0_UO120,1,3
1,P1_Y0_UO120,2,3
0,P1_Y-1_U45,1,3
0,P2_Y-1_U92,2,3
2,P2_Y0_UO75,2,3
1,P2_Y0_UO75,3,3
0,P2_Y-1_U57,2,3
0,P3_Y-1_U93,3,3
9,P1_Y7_UO14,3,4
8,P1_Y7_UO14,2,4
7,P3_Y5_UO113,1,4
6,P3_Y5_UO113,2,4
5,P3_Y3_UO61,3,4
4,P3_Y3_UO61,2,4
3,P1_Y1_UO189,3,4
2,P1_Y1_UO189,2,4
1,P2_Y-1_U39,1,4
0,P2_Y-1_U39,2,4
1,P1_Y-1_U71,2,4
0,P1_Y-1_U71,1,4
3,P2_Y1_UO21,2,4
2,P2_Y1_UO21,1,4
1,P3_Y-1_U30,2,4
0,P3_Y-1_U30,3,4
1,P2_Y-1_U97,1,4
0,P2_Y-1_U97,2,4
5,P2_Y3_UO159,2,4
4,P2_Y3_UO159,3,4
3,P2_Y1_UO55,2,4
2,P2_Y1_UO55,1,4
1,P3_Y-1_U10,2,4
0,P3_Y-1_U10,3,4
1,P2_Y-1_U20,3,4
0,P2_Y-1_U20,2,4
3,P1_Y1_UO112,3,4
2,P1_Y1_UO112,2,4
1,P2_Y-1_U30,1,4
0,P2_Y-1_U30,2,4
1,P1_Y-1_U71,2,4
0,P1_Y-1_U71,1,4
7,P2_Y5_UO96,2,4
6,P2_Y5_UO96,1,4
5,P2_Y3_UO72,2,4
4,P2_Y3_UO72,3,4
3,P2_Y1_UO54,2,4
2,P2_Y1_UO54,1,4
1,P3_Y-1_U10,2,4
0,P3_Y-1_U10,3,4
1,P2_Y-1_U20,3,4
0,P2_Y-1_U20,2,4
3,P1_Y1_UO86,1,4
2,P1_Y1_UO86,2,4
1,P2_Y-1_U59,1,4
0,P2_Y-1_U59,2,4
1,P1_Y-1_U69,2,4
0,P1_Y-1_U69,1,4
5,P1_Y3_UO147,3,4
4,P1_Y3_UO147,2,4
3,P1_Y1_UO3,1,4
2,P1_Y1_UO3,2,4
1,P2_Y-1_U9,1,4
0,P2_Y-1_U9,2,4
1,P1_Y-1_U81,2,4
0,P1_Y-1_U81,1,4
3,P2_Y1_UO121,2,4
2,P2_Y1_UO121,3,4
1,P3_Y-1_U29,2,4
0,P3_Y-1_U29,3,4
