Year,ID,PatchID,Lineage
9,P3_Y8_UO190,2,0
8,P1_Y6_UO157,3,0
7,P1_Y6_UO157,2,0
6,P3_Y4_UO168,1,0
5,P3_Y4_UO168,2,0
4,P1_Y2_UO109,3,0
3,P1_Y2_UO109,2,0
2,P1_Y0_UO120,1,0
1,P1_Y0_UO120,2,0
0,P1_Y-1_U45,1,0
0,P2_Y-1_U92,2,0
2,P2_Y0_UO75,2,0
1,P2_Y0_UO75,3,0
0,P2_Y-1_U57,2,0
0,P3_Y-1_U93,3,0
4,P2_Y0_UO141,2,0
3,P2_Y0_UO141,1,0
2,P2_Y0_UO141,2,0
1,P2_Y0_UO141,3,0
0,P2_Y-1_U43,2,0
0,P1_Y-1_U90,1,0
6,P3_Y3_UO138,2,0
5,P3_Y3_UO138,1,0
4,P3_Y3_UO138,2,0
3,P3_Y1_UO64,3,0
2,P3_Y1_UO64,2,0
1,P2_Y-1_U41,3,0
0,P2_Y-1_U41,2,0
1,P3_Y-1_U81,2,0
0,P3_Y-1_U81,3,0
3,P2_Y1_UO130,2,0
2,P2_Y1_UO130,3,0
1,P3_Y-1_U42,2,0
0,P3_Y-1_U42,3,0
1,P2_Y-1_U25,1,0
0,P2_Y-1_U25,2,0
8,P2_Y6_UO188,2,0
7,P2_Y6_UO188,3,0
6,P2_Y4_UO0,2,0
5,P2_Y4_UO0,1,0
4,P2_Y2_UO13,2,0
3,P2_Y2_UO13,3,0
2,P2_Y0_UO74,2,0
1,P2_Y0_UO74,3,0
0,P2_Y-1_U57,2,0
0,P3_Y-1_U93,3,0
2,P3_Y-1_U39,1,0
1,P3_Y-1_U39,2,0
0,P3_Y-1_U39,3,0
4,P2_Y1_UO116,1,0
3,P2_Y1_UO116,2,0
2,P2_Y1_UO116,1,0
1,P3_Y-1_U42,2,0
0,P3_Y-1_U42,3,0
1,P2_Y-1_U33,3,0
0,P2_Y-1_U33,2,0
6,P3_Y4_UO173,1,0
5,P3_Y4_UO173,2,0
4,P1_Y2_UO109,3,0
3,P1_Y2_UO109,2,0
2,P1_Y0_UO120,1,0
1,P1_Y0_UO120,2,0
0,P1_Y-1_U45,1,0
0,P2_Y-1_U92,2,0
2,P2_Y0_UO75,2,0
1,P2_Y0_UO75,3,0
0,P2_Y-1_U57,2,0
0,P3_Y-1_U93,3,0
4,P2_Y0_UO141,2,0
3,P2_Y0_UO141,1,0
2,P2_Y0_UO141,2,0
1,P2_Y0_UO141,3,0
0,P2_Y-1_U43,2,0
0,P1_Y-1_U90,1,0
9,P3_Y8_UO198,2,1
8,P3_Y6_UO193,3,1
7,P3_Y6_UO193,2,1
6,P1_Y4_UO44,3,1
5,P1_Y4_UO44,2,1
4,P3_Y2_UO178,1,1
3,P3_Y2_UO178,2,1
2,P1_Y0_UO101,3,1
