0.000000000000000000e+00,1.278992854014932568e-01,1.622591324533525503e-01,6.742348747900858696e-02,1.767419498372417574e-01,9.660835844990114940e-02,9.374961358821680413e-02,1.680648929023005958e-02,8.836564366143997984e-02,1.701460398391158313e-01
8.370378837859766830e-02,0.000000000000000000e+00,1.401427084207146345e-01,1.082163024594909317e-01,1.197886177078420766e-01,1.463021160982315994e-01,1.096135807233935139e-01,8.168761060757252779e-02,1.249687089587123434e-01,8.557656664544467662e-02
1.070772160413227814e-01,1.413127772457982989e-01,0.000000000000000000e+00,1.033926935340642173e-01,1.480733630684453184e-01,1.202488716175514616e-01,1.152415904009957553e-01,7.120156993301599013e-02,1.014538476794504401e-01,9.199807047935570914e-02
5.234700511223866481e-02,1.283796897076617261e-01,1.216417207433502373e-01,0.000000000000000000e+00,1.132060529093369128e-01,1.290003105239359016e-01,1.710962508980610197e-01,1.589101259338008554e-01,9.112960880083911808e-02,3.428923537077550876e-02
1.260891815679481276e-01,1.305800230742748536e-01,1.600763608601539767e-01,1.040224803713659107e-01,0.000000000000000000e+00,1.082672877130609751e-01,1.233034324070302751e-01,6.759763455705070090e-02,8.739255434528808708e-02,9.267104510382713489e-02
6.754862873421837999e-02,1.563059267665358465e-01,1.274074790254215994e-01,1.161748078760648645e-01,1.061111221994538723e-01,0.000000000000000000e+00,1.091190852140176970e-01,9.556373336204430913e-02,1.447244064860819523e-01,7.704481033616164543e-02
7.084033722953002321e-02,1.265605933518193504e-01,1.319570066031198752e-01,1.665217628208082168e-01,1.306014852535713477e-01,1.179261216485767844e-01,0.000000000000000000e+00,1.297645092972175007e-01,8.186177846271931735e-02,4.396640533263775075e-02
1.770171746083986503e-02,1.314672559477216562e-01,1.136423090889026599e-01,2.155804361612982389e-01,9.980027008625912133e-02,1.439559682944372143e-01,1.808769377420321733e-01,0.000000000000000000e+00,9.697510521850896681e-02,0.000000000000000000e+00
7.310473832907717073e-02,1.579742741468736777e-01,1.271869879914791501e-01,9.710485867240771507e-02,1.013440675271761876e-01,1.712387403849330580e-01,8.962560981823056161e-02,7.616999719943669256e-02,0.000000000000000000e+00,1.062507259303858281e-01
1.867304070582408160e-01,1.435063309115627850e-01,1.529973807016196397e-01,4.846970452129394785e-02,1.425604559035730801e-01,1.209301954107616234e-01,6.385619320311811120e-02,0.000000000000000000e+00,1.409493322898301149e-01,0.000000000000000000e+00
