Year,K,GrowthRate,N_Initial,PopSizes_Mean,PopSizes_Std,N_Females,N_Males,N_YYMales,N_YYFemales,N_MatureFemales,N_MatureMales,N_MatureYYMales,N_MatureYYFemales,MatureCount,ImmatureCount,EggLayEvents,Births,EggDeaths,MyyProgeny,FyyProgeny,Capture_Back,SelectionDeaths_Emigration,MoveDeaths_Emigration,PNratio_Emi,N_beforePacking_AddAge0s,PackingDeaths_Emigration,YYSelectionPackingDeaths_Emi,WildSelectionPackingDeaths_Emi,N_Emigration,Deaths_EmiMort,N_EmiMortality,Capture_Out,SelectionDeaths_Immigration,MoveDeaths_Immigration,PNratio_Immi,PackingDeaths_Immigration,YYSelectionPackingDeaths_Immi,WildSelectionPackingDeaths_Immi,SelectionDeaths_Age0s_Immigration,N_Immigration,Deaths_ImmiMort,N_ImmiMortality,Alleles,He,Ho,p1,p2,q1,q2,MateDist,MateDist_SD,Female_EmigrationDist,Female_EmigrationDist_SD,Male_EmigrationDist,Male_EmigrationDist_SD,Female_FromHomeDist,Female_FromHomeDist_SD,Male_FromHomeDist,Male_FromHomeDist_SD,Female_StrayerDist,Female_StrayerDist_SD,Male_StrayerDist,Male_StrayerDist_SD,Female_HomeAttemptStrayDist,Female_HomeAttemptStrayDist_SD,Male_HomeAttemptStrayDist,Male_HomeAttemptStrayDist_SD,DeseaseStates,Residors,Strayers_1,Strayers_2,Immigrators,ResidentDispersers,ImmigrantDispersers,AA_aa_Mates,AA_AA_Mates,aa_aa_Mates,AA_Aa_Mates,aa_Aa_Mates,Aa_Aa_Mates
0,400.0|100.0|100.0|100.0|100.0|,0.8925,400|100|100|100|100|,0.0|0.0|0.0|0.0|,0.0|0.0|0.0|0.0|,194|49|54|51|40|,206|51|46|49|60|,0|0|0|0|0|,0|0|0|0|0|,78|23|21|21|13|,90|23|18|23|26|,0|0|0|0|0|,0|0|0|0|0|,168,232,78,923|229|291|264|139|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,1323|329|391|364|239|,923|229|291|264|139|,0|0|0|0|0|,0|0|0|0|0|,400|100|100|100|100|,0|0|0|0|0|,400|100|100|100|100|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,9.0|0|5.0|0|4.0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,391|95|100|96|100|,34|9|11|6|8|,357|86|89|90|92|,4|4|4|4|4|,0.49997187499999995|0.4991|0.499575|0.49877499999999997|0.49934999999999996|,0.5125|0.55|0.455|0.525|0.52|,0.49625,0.50375,0.49625,0.50375,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,400|100|100|100|100|,86|89|90|92|,0|0|0|0|,0|0|0|0|,0|0|0|0|,8|11|5|13|,0|0|0|0|,6,4,4,21,20,23
1,400.0|100.0|100.0|100.0|100.0|,1.0196078431372548,357|86|89|90|92|,0.0|0.0|0.0|0.0|,0.0|0.0|0.0|0.0|,191|47|48|46|50|,166|39|41|44|42|,0|0|0|0|0|,0|0|0|0|0|,49|14|10|10|15|,45|11|9|10|15|,0|0|0|0|0|,0|0|0|0|0|,94,263,49,608|149|66|115|278|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,965|235|155|205|370|,565|135|55|105|270|,0|0|0|0|0|,0|0|0|0|0|,400|100|100|100|100|,0|0|0|0|0|,400|100|100|100|100|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,6.0|0|0|4.0|2.0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,394|99|95|100|100|,30|9|8|9|4|,364|90|87|91|96|,4|4|4|4|4|,0.49883090491098403|0.49712682531097896|0.4909102386062365|0.4993827160493828|0.49335420604914937|,0.5266106442577031|0.4941860465116279|0.5280898876404494|0.6222222222222222|0.46195652173913043|,0.4803921568627451,0.5196078431372549,0.47198879551820727,0.5280112044817927,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,357|86|89|90|92|,90|87|91|96|,0|0|0|0|,0|0|0|0|,0|0|0|0|,12|3|5|5|,0|0|0|0|,8,1,1,12,11,16
2,400.0|100.0|100.0|100.0|100.0|,1.0,364|90|87|91|96|,0.0|0.0|0.0|0.0|,0.0|0.0|0.0|0.0|,185|46|46|46|47|,179|44|41|45|49|,0|0|0|0|0|,0|0|0|0|0|,73|17|19|22|15|,64|14|24|16|10|,0|0|0|0|0|,0|0|0|0|0|,137,227,73,968|175|337|314|142|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,1332|265|424|405|238|,932|165|324|305|138|,0|0|0|0|0|,0|0|0|0|0|,401|101|100|100|100|,0|0|0|0|0|,401|101|100|100|100|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,7.0|0|1.0|6.0|0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,394|98|100|100|96|,30|4|6|10|10|,364|94|94|90|86|,4|4|4|4|4|,0.4972074628668035|0.4782098765432099|0.49973576430175715|0.49553194058688566|0.49972873263888884|,0.5741758241758241|0.5555555555555556|0.5402298850574713|0.6153846153846154|0.5833333333333334|,0.4478021978021978,0.5521978021978022,0.5082417582417582,0.49175824175824173,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,364|90|87|91|96|,94|94|90|86|,0|0|0|0|,0|0|0|0|,0|0|0|0|,7|5|7|3|,0|0|0|0|,8,3,7,19,20,16
3,400.0|100.0|100.0|100.0|100.0|,1.021978021978022,364|94|94|90|86|,0.0|0.0|0.0|0.0|,0.0|0.0|0.0|0.0|,190|48|47|50|45|,174|46|47|40|41|,0|0|0|0|0|,0|0|0|0|0|,49|14|11|9|15|,48|18|8|7|15|,0|0|0|0|0|,0|0|0|0|0|,97,267,49,710|225|156|139|190|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,1074|319|250|229|276|,674|219|150|129|176|,0|0|0|0|0|,0|0|0|0|0|,400|100|100|100|100|,0|0|0|0|0|,400|100|100|100|100|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,6.0|0|3.0|3.0|0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,394|99|100|100|95|,22|7|6|4|5|,372|92|94|96|90|,4|4|4|4|4|,0.4997264068349233|0.488569488456315|0.49985853327297414|0.4984567901234568|0.4972958355868037|,0.5178571428571429|0.5425531914893617|0.4734042553191489|0.5555555555555556|0.5|,0.4835164835164835,0.5164835164835165,0.49862637362637363,0.5013736263736264,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,364|94|94|90|86|,92|94|96|90|,0|0|0|0|,0|0|0|0|,0|0|0|0|,3|11|9|3|,0|0|0|0|,5,1,3,7,17,16
4,400.0|100.0|100.0|100.0|100.0|,1.0053763440860215,372|92|94|96|90|,0.0|0.0|0.0|0.0|,0.0|0.0|0.0|0.0|,198|47|46|53|52|,174|45|48|43|38|,0|0|0|0|0|,0|0|0|0|0|,73|13|18|26|16|,60|12|20|20|8|,0|0|0|0|0|,0|0|0|0|0|,133,239,73,1236|269|343|489|135|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,1608|361|437|585|225|,1208|261|337|485|125|,0|0|0|0|0|,0|0|0|0|0|,400|100|100|100|100|,0|0|0|0|0|,400|100|100|100|100|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,5.0|2.0|0|0|3.0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,395|100|95|100|100|,21|5|4|7|5|,374|95|91|93|95|,4|4|4|4|4|,0.4958286362585269|0.46145439508506614|0.4974818922589408|0.4842664930555556|0.49058641975308637|,0.4905913978494624|0.5380434782608695|0.4734042553191489|0.4791666666666667|0.4722222222222222|,0.4368279569892473,0.5631720430107527,0.5134408602150538,0.48655913978494625,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,372|92|94|96|90|,95|91|93|95|,0|0|0|0|,0|0|0|0|,0|0|0|0|,5|5|4|11|,0|0|0|0|,12,2,3,16,16,24
5,400.0|100.0|100.0|100.0|100.0|,1.0106951871657754,374|95|91|93|95|,0.0|0.0|0.0|0.0|,0.0|0.0|0.0|0.0|,180|51|39|45|45|,194|44|52|48|50|,0|0|0|0|0|,0|0|0|0|0|,30|8|3|3|16|,51|13|10|5|23|,0|0|0|0|0|,0|0|0|0|0|,81,293,30,623|114|41|64|404|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,997|209|132|157|499|,597|109|32|57|399|,0|0|0|0|0|,0|0|0|0|0|,400|100|100|100|100|,0|0|0|0|0|,400|100|100|100|100|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,2.0|0|0|1.0|1.0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,398|98|100|100|100|,20|5|3|7|5|,378|93|97|93|95|,4|4|4|4|4|,0.4982127026795161|0.488005540166205|0.4794710783721773|0.4960400046248121|0.4836011080332411|,0.5401069518716578|0.5421052631578948|0.5934065934065934|0.553763440860215|0.47368421052631576|,0.5240641711229946,0.47593582887700536,0.5347593582887701,0.46524064171123,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,374|95|91|93|95|,93|97|93|95|,0|0|0|0|,0|0|0|0|,0|0|0|0|,4|5|2|5|,0|0|0|0|,6,7,2,3,7,5
6,400.0|100.0|100.0|100.0|100.0|,0.9841269841269841,378|93|97|93|95|,0.0|0.0|0.0|0.0|,0.0|0.0|0.0|0.0|,177|47|47|41|42|,201|46|50|52|53|,0|0|0|0|0|,0|0|0|0|0|,67|17|30|18|2|,98|19|35|32|12|,0|0|0|0|0|,0|0|0|0|0|,165,213,67,1428|454|444|482|48|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,1806|547|541|575|143|,1406|447|441|475|43|,0|0|0|0|0|,0|0|0|0|0|,400|100|100|100|100|,0|0|0|0|0|,400|100|100|100|100|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,7.0|5.0|0|2.0|0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,393|100|95|100|98|,21|8|4|3|6|,372|92|91|97|92|,4|4|4|4|4|,0.4954421068839059|0.46910047404324196|0.4016898713997237|0.44427101399005664|0.4871468144044322|,0.45105820105820105|0.46774193548387094|0.4329896907216495|0.46236559139784944|0.4421052631578947|,0.5383597883597884,0.46164021164021163,0.5555555555555556,0.4444444444444444,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,378|93|97|93|95|,92|91|97|92|,0|0|0|0|,0|0|0|0|,0|0|0|0|,6|3|6|6|,0|0|0|0|,3,3,4,18,17,22
7,400.0|100.0|100.0|100.0|100.0|,0.9811827956989247,372|92|91|97|92|,0.0|0.0|0.0|0.0|,0.0|0.0|0.0|0.0|,179|45|45|48|41|,193|47|46|49|51|,0|0|0|0|0|,0|0|0|0|0|,44|9|4|4|27|,53|8|3|8|34|,0|0|0|0|0|,0|0|0|0|0|,97,275,44,587|87|13|33|454|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,959|179|104|130|546|,559|79|4|30|446|,0|0|0|0|0|,0|0|0|0|0|,400|100|100|100|100|,0|0|0|0|0|,400|100|100|100|100|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,3.0|0|3.0|0|0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,397|100|100|100|97|,32|7|10|9|6|,365|93|90|91|91|,4|4|4|4|4|,0.4993026650479824|0.4867084120982986|0.4800446805941312|0.4893718779891594|0.4932360586011342|,0.46774193548387094|0.44565217391304346|0.5|0.4742268041237113|0.45108695652173914|,0.5067204301075269,0.4932795698924731,0.5255376344086021,0.47446236559139787,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,372|92|91|97|92|,93|90|91|91|,0|0|0|0|,0|0|0|0|,0|0|0|0|,6|6|5|2|,0|0|0|0|,3,5,1,16,6,13
8,400.0|100.0|100.0|100.0|100.0|,0.9863013698630136,365|93|90|91|91|,0.0|0.0|0.0|0.0|,0.0|0.0|0.0|0.0|,170|47|39|44|40|,195|46|51|47|51|,0|0|0|0|0|,0|0|0|0|0|,90|21|36|31|2|,106|24|42|33|7|,0|0|0|0|0|,0|0|0|0|0|,196,169,90,1179|357|487|321|14|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,1544|450|577|412|105|,1144|350|477|312|5|,0|0|0|0|0|,0|0|0|0|0|,400|100|100|100|100|,0|0|0|0|0|,400|100|100|100|100|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,6.0|3.0|0|0|3.0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,394|100|96|98|100|,34|6|6|8|14|,360|94|90|90|86|,4|4|4|4|4|,0.49234002627134543|0.4455139322465025|0.46885802469135796|0.4733124018838305|0.46691220867045047|,0.4602739726027397|0.34946236559139787|0.4722222222222222|0.5054945054945055|0.5164835164835165|,0.5260273972602739,0.473972602739726,0.5835616438356165,0.41643835616438357,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,365|93|90|91|91|,94|90|90|86|,0|0|0|0|,0|0|0|0|,0|0|0|0|,6|6|11|5|,0|0|0|0|,10,8,10,15,23,24
9,400.0|100.0|100.0|100.0|100.0|,1.011111111111111,360|94|90|90|86|,0.0|0.0|0.0|0.0|,0.0|0.0|0.0|0.0|,182|50|36|53|43|,178|44|54|37|43|,0|0|0|0|0|,0|0|0|0|0|,58|11|1|10|36|,55|4|8|6|37|,0|0|0|0|0|,0|0|0|0|0|,113,247,58,754|104|0|121|529|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,1114|198|90|211|615|,724|98|0|111|515|,0|0|0|0|0|,0|0|0|0|0|,390|100|90|100|100|,0|0|0|0|0|,390|100|90|100|100|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,3.0|1.0|0|2.0|0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,387|100|90|100|97|,23|3|9|6|5|,364|97|81|94|92|,4|4|4|4|4|,0.498539737654321|0.49519013128112266|0.4738271604938272|0.47577160493827164|0.4901297998918335|,0.49583333333333335|0.48936170212765956|0.43333333333333335|0.5277777777777778|0.5348837209302325|,0.5125,0.4875,0.5361111111111111,0.4638888888888889,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,360|94|90|90|86|,97|81|94|92|,0|0|0|0|,0|0|0|0|,0|0|0|0|,6|5|6|7|,0|0|0|0|,3,8,4,19,12,12
