Year,Ages,N_Initial_Age,AgeSize_Mean,AgeSize_Std,Size_Classes,N_Initial_Class,ClassSize_Mean,ClassSize_Std,N_GrowthBack,Capture_Back,N_BeforePacking_AddAge0s,PackingDeaths_Emigration,N_AfterEmigration,Deaths_AfterEmiMort_Age,Deaths_AfterEmiMort_Size,N_GrowthOut,Capture_Out,PackingDeaths_Immigration,N_Immigration,Deaths_AfterImmiMort_Age,Deaths_AfterImmiMort_Size
0,0|1|2|,232|108|60|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,232|108|60|,nan|nan|nan|,nan|nan|nan|,0|232|168|,0|0|0|,923|232|168|,0|0|0|,279|61|60|,0|0|0|,0|0|0|,279|61|60|,0|0|0|,0|0|0|,273|60|58|,10|3|21|,0|0|0|
1,0|1|2|,263|57|37|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,263|57|37|,nan|nan|nan|,nan|nan|nan|,0|263|94|,0|0|0|,608|263|94|,0|0|0|,240|123|37|,0|0|0|,0|0|0|,240|123|37|,0|0|0|,0|0|0|,237|120|37|,10|8|12|,0|0|0|
2,0|1|2|,227|112|25|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,227|112|25|,nan|nan|nan|,nan|nan|nan|,0|227|137|,0|0|0|,968|227|137|,0|0|0|,278|78|45|,0|0|0|,0|0|0|,278|78|45|,0|0|0|,0|0|0|,274|78|42|,7|3|20|,0|0|0|
3,0|1|2|,267|75|22|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,267|75|22|,nan|nan|nan|,nan|nan|nan|,0|267|97|,0|0|0|,710|267|97|,0|0|0|,245|114|41|,0|0|0|,0|0|0|,245|114|41|,0|0|0|,0|0|0|,242|112|40|,3|5|14|,0|0|0|
4,0|1|2|,239|107|26|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,239|107|26|,nan|nan|nan|,nan|nan|nan|,0|239|133|,0|0|0|,1236|239|133|,0|0|0|,301|61|38|,0|0|0|,0|0|0|,301|61|38|,0|0|0|,0|0|0|,298|59|38|,5|3|13|,0|0|0|
5,0|1|2|,293|56|25|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,293|56|25|,nan|nan|nan|,nan|nan|nan|,0|293|81|,0|0|0|,623|293|81|,0|0|0|,219|156|25|,0|0|0|,0|0|0|,219|156|25|,0|0|0|,0|0|0|,218|155|25|,5|6|9|,0|0|0|
6,0|1|2|,213|149|16|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,213|149|16|,nan|nan|nan|,nan|nan|nan|,0|213|165|,0|0|0|,1428|213|165|,0|0|0|,285|81|34|,0|0|0|,0|0|0|,285|81|34|,0|0|0|,0|0|0|,279|81|33|,4|5|12|,0|0|0|
7,0|1|2|,275|76|21|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,275|76|21|,nan|nan|nan|,nan|nan|nan|,0|275|97|,0|0|0|,587|275|97|,0|0|0|,174|195|31|,0|0|0|,0|0|0|,174|195|31|,0|0|0|,0|0|0|,174|192|31|,5|15|12|,0|0|0|
8,0|1|2|,169|177|19|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,169|177|19|,nan|nan|nan|,nan|nan|nan|,0|169|196|,0|0|0|,1179|169|196|,0|0|0|,253|97|50|,0|0|0|,0|0|0|,253|97|50|,0|0|0|,0|0|0|,251|94|49|,4|9|21|,0|0|0|
9,0|1|2|,247|85|28|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,247|85|28|,nan|nan|nan|,nan|nan|nan|,0|247|113|,0|0|0|,754|247|113|,0|0|0|,183|166|41|,0|0|0|,0|0|0|,183|166|41|,0|0|0|,0|0|0|,182|165|40|,0|7|16|,0|0|0|
10,0|1|2|,182|158|24|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,182|158|24|,nan|nan|nan|,nan|nan|nan|,0|182|182|,0|0|0|,1643|182|182|,0|0|0|,276|95|29|,0|0|0|,0|0|0|,276|95|29|,0|0|0|,0|0|0|,271|95|29|,5|6|10|,0|0|0|
11,0|1|2|,266|89|19|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,266|89|19|,nan|nan|nan|,nan|nan|nan|,0|266|108|,0|0|0|,1167|266|108|,0|0|0|,192|176|27|,0|0|0|,0|0|0|,192|176|27|,0|0|0|,0|0|0|,189|176|26|,4|8|12|,0|0|0|
12,0|1|2|,185|168|14|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,185|168|14|,nan|nan|nan|,nan|nan|nan|,0|185|182|,0|0|0|,1518|185|182|,0|0|0|,261|103|36|,0|0|0|,0|0|0|,261|103|36|,0|0|0|,0|0|0|,258|99|36|,4|12|16|,0|0|0|
13,0|1|2|,254|87|20|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,254|87|20|,nan|nan|nan|,nan|nan|nan|,0|254|107|,0|0|0|,599|254|107|,0|0|0|,143|201|40|,0|0|0|,0|0|0|,143|201|40|,0|0|0|,0|0|0|,143|201|40|,3|10|21|,0|0|0|
14,0|1|2|,140|191|19|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,140|191|19|,nan|nan|nan|,nan|nan|nan|,0|140|210|,0|0|0|,1903|140|210|,0|0|0|,307|57|37|,0|0|0|,0|0|0|,307|57|37|,0|0|0|,0|0|0|,300|56|35|,6|6|9|,0|0|0|
15,0|1|2|,294|50|26|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,294|50|26|,nan|nan|nan|,nan|nan|nan|,0|294|76|,0|0|0|,410|294|76|,0|0|0|,137|215|36|,0|0|0|,0|0|0|,137|215|36|,0|0|0|,0|0|0|,137|215|36|,0|8|12|,0|0|0|
16,0|1|2|,137|207|24|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,137|207|24|,nan|nan|nan|,nan|nan|nan|,0|137|231|,0|0|0|,2116|137|231|,0|0|0|,292|73|35|,0|0|0|,0|0|0|,292|73|35|,0|0|0|,0|0|0|,290|72|33|,7|7|14|,0|0|0|
17,0|1|2|,283|65|19|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,283|65|19|,nan|nan|nan|,nan|nan|nan|,0|283|84|,0|0|0|,565|283|84|,0|0|0|,124|231|27|,0|0|0|,0|0|0|,124|231|27|,0|0|0|,0|0|0|,124|231|27|,2|12|8|,0|0|0|
18,0|1|2|,122|219|19|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,122|219|19|,nan|nan|nan|,nan|nan|nan|,0|122|238|,0|0|0|,2349|122|238|,0|0|0|,311|60|29|,0|0|0|,0|0|0|,311|60|29|,0|0|0|,0|0|0|,305|59|29|,8|4|13|,0|0|0|
19,0|1|2|,297|55|16|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,297|55|16|,nan|nan|nan|,nan|nan|nan|,0|297|71|,0|0|0|,510|297|71|,0|0|0|,119|243|22|,0|0|0|,0|0|0|,119|243|22|,0|0|0|,0|0|0|,119|243|22|,2|12|8|,0|0|0|
20,0|1|2|,117|231|14|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,117|231|14|,nan|nan|nan|,nan|nan|nan|,0|117|245|,0|0|0|,2434|117|245|,0|0|0|,298|60|42|,0|0|0|,0|0|0|,298|60|42|,0|0|0|,0|0|0|,294|58|39|,5|4|12|,0|0|0|
21,0|1|2|,289|54|27|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,289|54|27|,nan|nan|nan|,nan|nan|nan|,0|289|81|,0|0|0|,520|289|81|,0|0|0|,85|257|34|,0|0|0|,0|0|0|,85|257|34|,0|0|0|,0|0|0|,85|257|34|,1|12|15|,0|0|0|
22,0|1|2|,84|245|19|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,84|245|19|,nan|nan|nan|,nan|nan|nan|,0|84|264|,0|0|0|,2309|84|264|,0|0|0|,336|34|30|,0|0|0|,0|0|0|,336|34|30|,0|0|0|,0|0|0|,334|34|30|,4|2|10|,0|0|0|
