Year,Ages,N_Initial_Age,AgeSize_Mean,AgeSize_Std,Size_Classes,N_Initial_Class,ClassSize_Mean,ClassSize_Std,N_GrowthBack,Capture_Back,N_BeforePacking_AddAge0s,PackingDeaths_Emigration,N_AfterEmigration,Deaths_AfterEmiMort_Age,Deaths_AfterEmiMort_Size,N_GrowthOut,Capture_Out,PackingDeaths_Immigration,N_Immigration,Deaths_AfterImmiMort_Age,Deaths_AfterImmiMort_Size
0,0|1|2|,176|94|30|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,176|94|30|,nan|nan|nan|,nan|nan|nan|,0|176|124|,0|0|0|,1172|176|124|,0|0|0|,242|33|25|,0|0|0|,0|0|0|,242|33|25|,0|0|0|,0|0|0|,166|22|12|,2|1|2|,0|0|0|
1,0|1|2|,164|21|10|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,164|21|10|,nan|nan|nan|,nan|nan|nan|,0|164|31|,0|0|0|,200|164|31|,0|0|0|,108|107|23|,0|0|0|,0|0|0|,108|107|23|,0|0|0|,0|0|0|,97|87|16|,4|2|5|,0|0|0|
2,0|1|2|,93|85|11|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,93|85|11|,nan|nan|nan|,nan|nan|nan|,0|93|96|,0|0|0|,693|93|96|,0|0|0|,208|51|41|,0|0|0|,0|0|0|,208|51|41|,0|0|0|,0|0|0|,148|30|22|,5|2|7|,0|0|0|
3,0|1|2|,143|28|15|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,143|28|15|,nan|nan|nan|,nan|nan|nan|,0|143|43|,0|0|0|,235|143|43|,0|0|0|,130|105|25|,0|0|0|,0|0|0|,130|105|25|,0|0|0|,0|0|0|,96|84|20|,1|5|7|,0|0|0|
4,0|1|2|,95|79|13|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,95|79|13|,nan|nan|nan|,nan|nan|nan|,0|95|92|,0|0|0|,791|95|92|,0|0|0|,223|46|31|,0|0|0|,0|0|0|,223|46|31|,0|0|0|,0|0|0|,153|29|18|,7|1|8|,0|0|0|
5,0|1|2|,146|28|10|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,146|28|10|,nan|nan|nan|,nan|nan|nan|,0|146|38|,0|0|0|,431|146|38|,0|0|0|,205|75|20|,0|0|0|,0|0|0|,205|75|20|,0|0|0|,0|0|0|,140|43|17|,2|4|9|,0|0|0|
6,0|1|2|,138|39|8|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,138|39|8|,nan|nan|nan|,nan|nan|nan|,0|138|47|,0|0|0|,277|138|47|,0|0|0|,196|78|26|,0|0|0|,0|0|0|,196|78|26|,0|0|0|,0|0|0|,125|57|18|,0|2|12|,0|0|0|
7,0|1|2|,125|55|6|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,125|55|6|,nan|nan|nan|,nan|nan|nan|,0|125|61|,0|0|0|,551|125|61|,0|0|0|,202|66|25|,0|0|0|,0|0|0|,202|66|25|,0|0|0|,0|0|0|,144|43|13|,3|0|2|,0|0|0|
8,0|1|2|,141|43|11|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,141|43|11|,nan|nan|nan|,nan|nan|nan|,0|141|54|,0|0|0|,593|141|54|,0|0|0|,214|63|23|,0|0|0|,0|0|0|,214|63|23|,0|0|0|,0|0|0|,143|38|19|,2|3|8|,0|0|0|
9,0|1|2|,141|35|11|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,141|35|11|,nan|nan|nan|,nan|nan|nan|,0|141|46|,0|0|0|,217|141|46|,0|0|0|,130|106|24|,0|0|0|,0|0|0|,130|106|24|,0|0|0|,0|0|0|,102|80|18|,2|4|7|,0|0|0|
10,0|1|2|,100|76|11|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,100|76|11|,nan|nan|nan|,nan|nan|nan|,NA|NA|NA|,NA|NA|NA|,NA|NA|NA|,NA|NA|NA|,NA|NA|NA|,NA|NA|NA|,NA|NA|NA|,NA|NA|NA|,NA|NA|NA|,NA|NA|NA|,NA|NA|NA|,NA|NA|NA|,NA|NA|NA|
