Year,Ages,N_Initial_Age,AgeSize_Mean,AgeSize_Std,Size_Classes,N_Initial_Class,ClassSize_Mean,ClassSize_Std,N_GrowthBack,Capture_Back,N_BeforePacking_AddAge0s,PackingDeaths_Emigration,N_AfterEmigration,Deaths_AfterEmiMort_Age,Deaths_AfterEmiMort_Size,N_GrowthOut,Capture_Out,PackingDeaths_Immigration,N_Immigration,Deaths_AfterImmiMort_Age,Deaths_AfterImmiMort_Size
0,0|1|2|,216|113|71|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,216|113|71|,nan|nan|nan|,nan|nan|nan|,0|216|184|,0|0|0|,882|216|184|,0|0|0|,260|81|59|,0|0|0|,0|0|0|,260|81|59|,0|0|0|,0|0|0|,254|78|58|,4|9|22|,0|0|0|
1,0|1|2|,250|69|36|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,250|69|36|,nan|nan|nan|,nan|nan|nan|,0|250|105|,0|0|0|,729|250|105|,0|0|0|,274|88|38|,0|0|0|,0|0|0|,274|88|38|,0|0|0|,0|0|0|,267|88|37|,7|3|12|,0|0|0|
2,0|1|2|,260|85|25|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,260|85|25|,nan|nan|nan|,nan|nan|nan|,0|260|110|,0|0|0|,965|260|110|,0|0|0|,281|89|30|,0|0|0|,0|0|0|,281|89|30|,0|0|0|,0|0|0|,274|87|29|,8|2|11|,0|0|0|
3,0|1|2|,266|85|18|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,266|85|18|,nan|nan|nan|,nan|nan|nan|,0|266|103|,0|0|0|,922|266|103|,0|0|0|,271|99|30|,0|0|0|,0|0|0|,271|99|30|,0|0|0|,0|0|0|,265|95|30|,4|6|15|,0|0|0|
4,0|1|2|,261|89|15|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,261|89|15|,nan|nan|nan|,nan|nan|nan|,0|261|104|,0|0|0|,782|261|104|,0|0|0|,243|107|50|,0|0|0|,0|0|0|,243|107|50|,0|0|0|,0|0|0|,236|106|49|,5|8|18|,0|0|0|
5,0|1|2|,231|98|31|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,231|98|31|,nan|nan|nan|,nan|nan|nan|,0|231|129|,0|0|0|,1015|231|129|,0|0|0|,281|78|41|,0|0|0|,0|0|0|,281|78|41|,0|0|0|,0|0|0|,267|71|38|,6|0|17|,0|0|0|
6,0|1|2|,261|71|21|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,261|71|21|,nan|nan|nan|,nan|nan|nan|,0|261|92|,0|0|0|,635|261|92|,0|0|0|,224|127|46|,0|0|0|,0|0|0|,224|127|46|,0|0|0|,0|0|0|,222|123|45|,4|9|19|,0|0|0|
7,0|1|2|,218|114|26|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,218|114|26|,nan|nan|nan|,nan|nan|nan|,0|218|140|,0|0|0|,1170|218|140|,0|0|0|,310|54|36|,0|0|0|,0|0|0|,310|54|36|,0|0|0|,0|0|0|,300|54|34|,6|2|11|,0|0|0|
8,0|1|2|,294|52|23|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,294|52|23|,nan|nan|nan|,nan|nan|nan|,0|294|75|,0|0|0|,560|294|75|,0|0|0|,228|137|35|,0|0|0|,0|0|0|,228|137|35|,0|0|0|,0|0|0|,218|131|32|,5|5|15|,0|0|0|
9,0|1|2|,213|126|17|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,213|126|17|,nan|nan|nan|,nan|nan|nan|,0|213|143|,0|0|0|,928|213|143|,0|0|0|,278|78|44|,0|0|0|,0|0|0|,278|78|44|,0|0|0|,0|0|0|,262|73|41|,4|4|21|,0|0|0|
10,0|1|2|,258|69|20|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,258|69|20|,nan|nan|nan|,nan|nan|nan|,NA|NA|NA|,NA|NA|NA|,NA|NA|NA|,NA|NA|NA|,NA|NA|NA|,NA|NA|NA|,NA|NA|NA|,NA|NA|NA|,NA|NA|NA|,NA|NA|NA|,NA|NA|NA|,NA|NA|NA|,NA|NA|NA|
