Year,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.22222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.77777777777778
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.23809523809524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.761904761904766
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.1025641025641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.8974358974359
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.46341463414634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.536585365853654
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.39393939393939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.60606060606061
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.08333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.916666666666664
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.333333333333336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.666666666666664
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.862068965517242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.13793103448276
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.368421052631575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.63157894736842
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.78048780487805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.21951219512195
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.34146341463415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.65853658536586
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.42465753424658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.57534246575342
13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.94520547945205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.054794520547944
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.23076923076923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.76923076923077
15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.76923076923077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.23076923076923
16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.88888888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.111111111111114
17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.148148148148145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.85185185185185
18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.90243902439025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.09756097560976
19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
