Year,PatchID,Count,TotalAncestors,Proportion,Percentage
0,1,0,36,0.0,0.0
0,2,0,36,0.0,0.0
0,3,0,36,0.0,0.0
0,4,0,36,0.0,0.0
0,5,0,36,0.0,0.0
0,6,0,36,0.0,0.0
0,7,0,36,0.0,0.0
0,8,0,36,0.0,0.0
0,9,0,36,0.0,0.0
0,10,0,36,0.0,0.0
0,11,17,36,0.4722222222222222,47.22222222222222
0,12,0,36,0.0,0.0
0,13,0,36,0.0,0.0
0,14,0,36,0.0,0.0
0,15,0,36,0.0,0.0
0,16,0,36,0.0,0.0
0,17,0,36,0.0,0.0
0,18,0,36,0.0,0.0
0,19,0,36,0.0,0.0
0,20,19,36,0.5277777777777778,52.77777777777778
1,1,0,42,0.0,0.0
1,2,0,42,0.0,0.0
1,3,0,42,0.0,0.0
1,4,0,42,0.0,0.0
1,5,0,42,0.0,0.0
1,6,0,42,0.0,0.0
1,7,0,42,0.0,0.0
1,8,0,42,0.0,0.0
1,9,0,42,0.0,0.0
1,10,0,42,0.0,0.0
1,11,19,42,0.4523809523809524,45.23809523809524
1,12,0,42,0.0,0.0
1,13,0,42,0.0,0.0
1,14,0,42,0.0,0.0
1,15,0,42,0.0,0.0
1,16,0,42,0.0,0.0
1,17,0,42,0.0,0.0
1,18,0,42,0.0,0.0
1,19,0,42,0.0,0.0
1,20,23,42,0.5476190476190477,54.761904761904766
2,1,0,42,0.0,0.0
2,2,0,42,0.0,0.0
2,3,0,42,0.0,0.0
2,4,0,42,0.0,0.0
2,5,0,42,0.0,0.0
2,6,0,42,0.0,0.0
2,7,0,42,0.0,0.0
2,8,0,42,0.0,0.0
2,9,0,42,0.0,0.0
2,10,0,42,0.0,0.0
2,11,21,42,0.5,50.0
2,12,0,42,0.0,0.0
2,13,0,42,0.0,0.0
2,14,0,42,0.0,0.0
2,15,0,42,0.0,0.0
2,16,0,42,0.0,0.0
2,17,0,42,0.0,0.0
2,18,0,42,0.0,0.0
2,19,0,42,0.0,0.0
2,20,21,42,0.5,50.0
3,1,0,39,0.0,0.0
3,2,0,39,0.0,0.0
3,3,0,39,0.0,0.0
3,4,0,39,0.0,0.0
3,5,0,39,0.0,0.0
3,6,0,39,0.0,0.0
3,7,0,39,0.0,0.0
3,8,0,39,0.0,0.0
3,9,0,39,0.0,0.0
3,10,0,39,0.0,0.0
3,11,25,39,0.6410256410256411,64.1025641025641
3,12,0,39,0.0,0.0
3,13,0,39,0.0,0.0
3,14,0,39,0.0,0.0
3,15,0,39,0.0,0.0
3,16,0,39,0.0,0.0
3,17,0,39,0.0,0.0
3,18,0,39,0.0,0.0
3,19,0,39,0.0,0.0
3,20,14,39,0.358974358974359,35.8974358974359
4,1,0,41,0.0,0.0
4,2,0,41,0.0,0.0
4,3,0,41,0.0,0.0
4,4,0,41,0.0,0.0
4,5,0,41,0.0,0.0
4,6,0,41,0.0,0.0
4,7,0,41,0.0,0.0
4,8,0,41,0.0,0.0
4,9,0,41,0.0,0.0
4,10,0,41,0.0,0.0
4,11,17,41,0.4146341463414634,41.46341463414634
4,12,0,41,0.0,0.0
4,13,0,41,0.0,0.0
4,14,0,41,0.0,0.0
4,15,0,41,0.0,0.0
4,16,0,41,0.0,0.0
4,17,0,41,0.0,0.0
4,18,0,41,0.0,0.0
4,19,0,41,0.0,0.0
4,20,24,41,0.5853658536585366,58.536585365853654
5,1,0,33,0.0,0.0
5,2,0,33,0.0,0.0
5,3,0,33,0.0,0.0
5,4,0,33,0.0,0.0
5,5,0,33,0.0,0.0
5,6,0,33,0.0,0.0
5,7,0,33,0.0,0.0
5,8,0,33,0.0,0.0
5,9,0,33,0.0,0.0
5,10,0,33,0.0,0.0
5,11,13,33,0.3939393939393939,39.39393939393939
5,12,0,33,0.0,0.0
5,13,0,33,0.0,0.0
5,14,0,33,0.0,0.0
5,15,0,33,0.0,0.0
5,16,0,33,0.0,0.0
5,17,0,33,0.0,0.0
5,18,0,33,0.0,0.0
5,19,0,33,0.0,0.0
5,20,20,33,0.6060606060606061,60.60606060606061
6,1,0,48,0.0,0.0
6,2,0,48,0.0,0.0
6,3,0,48,0.0,0.0
6,4,0,48,0.0,0.0
6,5,0,48,0.0,0.0
6,6,0,48,0.0,0.0
6,7,0,48,0.0,0.0
6,8,0,48,0.0,0.0
6,9,0,48,0.0,0.0
6,10,0,48,0.0,0.0
6,11,37,48,0.7708333333333334,77.08333333333334
6,12,0,48,0.0,0.0
6,13,0,48,0.0,0.0
6,14,0,48,0.0,0.0
6,15,0,48,0.0,0.0
6,16,0,48,0.0,0.0
6,17,0,48,0.0,0.0
6,18,0,48,0.0,0.0
6,19,0,48,0.0,0.0
6,20,11,48,0.22916666666666666,22.916666666666664
7,1,0,45,0.0,0.0
7,2,0,45,0.0,0.0
7,3,0,45,0.0,0.0
7,4,0,45,0.0,0.0
7,5,0,45,0.0,0.0
7,6,0,45,0.0,0.0
7,7,0,45,0.0,0.0
7,8,0,45,0.0,0.0
7,9,0,45,0.0,0.0
7,10,0,45,0.0,0.0
7,11,24,45,0.5333333333333333,53.333333333333336
7,12,0,45,0.0,0.0
7,13,0,45,0.0,0.0
7,14,0,45,0.0,0.0
7,15,0,45,0.0,0.0
7,16,0,45,0.0,0.0
7,17,0,45,0.0,0.0
7,18,0,45,0.0,0.0
7,19,0,45,0.0,0.0
7,20,21,45,0.4666666666666667,46.666666666666664
8,1,0,58,0.0,0.0
8,2,0,58,0.0,0.0
8,3,0,58,0.0,0.0
8,4,0,58,0.0,0.0
8,5,0,58,0.0,0.0
8,6,0,58,0.0,0.0
8,7,0,58,0.0,0.0
8,8,0,58,0.0,0.0
8,9,0,58,0.0,0.0
8,10,0,58,0.0,0.0
8,11,15,58,0.25862068965517243,25.862068965517242
8,12,0,58,0.0,0.0
8,13,0,58,0.0,0.0
8,14,0,58,0.0,0.0
8,15,0,58,0.0,0.0
8,16,0,58,0.0,0.0
8,17,0,58,0.0,0.0
8,18,0,58,0.0,0.0
8,19,0,58,0.0,0.0
8,20,43,58,0.7413793103448276,74.13793103448276
9,1,0,57,0.0,0.0
9,2,0,57,0.0,0.0
9,3,0,57,0.0,0.0
9,4,0,57,0.0,0.0
9,5,0,57,0.0,0.0
9,6,0,57,0.0,0.0
9,7,0,57,0.0,0.0
9,8,0,57,0.0,0.0
9,9,0,57,0.0,0.0
9,10,0,57,0.0,0.0
9,11,27,57,0.47368421052631576,47.368421052631575
9,12,0,57,0.0,0.0
9,13,0,57,0.0,0.0
9,14,0,57,0.0,0.0
9,15,0,57,0.0,0.0
9,16,0,57,0.0,0.0
9,17,0,57,0.0,0.0
9,18,0,57,0.0,0.0
9,19,0,57,0.0,0.0
9,20,30,57,0.5263157894736842,52.63157894736842
10,1,0,82,0.0,0.0
10,2,0,82,0.0,0.0
10,3,0,82,0.0,0.0
10,4,0,82,0.0,0.0
10,5,0,82,0.0,0.0
10,6,0,82,0.0,0.0
10,7,0,82,0.0,0.0
10,8,0,82,0.0,0.0
10,9,0,82,0.0,0.0
10,10,0,82,0.0,0.0
10,11,40,82,0.4878048780487805,48.78048780487805
10,12,0,82,0.0,0.0
10,13,0,82,0.0,0.0
10,14,0,82,0.0,0.0
10,15,0,82,0.0,0.0
10,16,0,82,0.0,0.0
10,17,0,82,0.0,0.0
10,18,0,82,0.0,0.0
10,19,0,82,0.0,0.0
10,20,42,82,0.5121951219512195,51.21951219512195
11,1,0,82,0.0,0.0
11,2,0,82,0.0,0.0
11,3,0,82,0.0,0.0
11,4,0,82,0.0,0.0
11,5,0,82,0.0,0.0
11,6,0,82,0.0,0.0
11,7,0,82,0.0,0.0
11,8,0,82,0.0,0.0
11,9,0,82,0.0,0.0
11,10,0,82,0.0,0.0
11,11,38,82,0.4634146341463415,46.34146341463415
11,12,0,82,0.0,0.0
11,13,0,82,0.0,0.0
11,14,0,82,0.0,0.0
11,15,0,82,0.0,0.0
11,16,0,82,0.0,0.0
11,17,0,82,0.0,0.0
11,18,0,82,0.0,0.0
11,19,0,82,0.0,0.0
11,20,44,82,0.5365853658536586,53.65853658536586
12,1,0,73,0.0,0.0
12,2,0,73,0.0,0.0
12,3,0,73,0.0,0.0
12,4,0,73,0.0,0.0
12,5,0,73,0.0,0.0
12,6,0,73,0.0,0.0
12,7,0,73,0.0,0.0
12,8,0,73,0.0,0.0
12,9,0,73,0.0,0.0
12,10,0,73,0.0,0.0
12,11,39,73,0.5342465753424658,53.42465753424658
12,12,0,73,0.0,0.0
12,13,0,73,0.0,0.0
12,14,0,73,0.0,0.0
12,15,0,73,0.0,0.0
12,16,0,73,0.0,0.0
12,17,0,73,0.0,0.0
12,18,0,73,0.0,0.0
12,19,0,73,0.0,0.0
12,20,34,73,0.4657534246575342,46.57534246575342
13,1,0,73,0.0,0.0
13,2,0,73,0.0,0.0
13,3,0,73,0.0,0.0
13,4,0,73,0.0,0.0
13,5,0,73,0.0,0.0
13,6,0,73,0.0,0.0
13,7,0,73,0.0,0.0
13,8,0,73,0.0,0.0
13,9,0,73,0.0,0.0
13,10,0,73,0.0,0.0
13,11,35,73,0.4794520547945205,47.94520547945205
13,12,0,73,0.0,0.0
13,13,0,73,0.0,0.0
13,14,0,73,0.0,0.0
13,15,0,73,0.0,0.0
13,16,0,73,0.0,0.0
13,17,0,73,0.0,0.0
13,18,0,73,0.0,0.0
13,19,0,73,0.0,0.0
13,20,38,73,0.5205479452054794,52.054794520547944
14,1,0,65,0.0,0.0
14,2,0,65,0.0,0.0
14,3,0,65,0.0,0.0
14,4,0,65,0.0,0.0
14,5,0,65,0.0,0.0
14,6,0,65,0.0,0.0
14,7,0,65,0.0,0.0
14,8,0,65,0.0,0.0
14,9,0,65,0.0,0.0
14,10,0,65,0.0,0.0
14,11,32,65,0.49230769230769234,49.23076923076923
14,12,0,65,0.0,0.0
14,13,0,65,0.0,0.0
14,14,0,65,0.0,0.0
14,15,0,65,0.0,0.0
14,16,0,65,0.0,0.0
14,17,0,65,0.0,0.0
14,18,0,65,0.0,0.0
14,19,0,65,0.0,0.0
14,20,33,65,0.5076923076923077,50.76923076923077
15,1,0,65,0.0,0.0
15,2,0,65,0.0,0.0
15,3,0,65,0.0,0.0
15,4,0,65,0.0,0.0
15,5,0,65,0.0,0.0
15,6,0,65,0.0,0.0
15,7,0,65,0.0,0.0
15,8,0,65,0.0,0.0
15,9,0,65,0.0,0.0
15,10,0,65,0.0,0.0
15,11,33,65,0.5076923076923077,50.76923076923077
15,12,0,65,0.0,0.0
15,13,0,65,0.0,0.0
15,14,0,65,0.0,0.0
15,15,0,65,0.0,0.0
15,16,0,65,0.0,0.0
15,17,0,65,0.0,0.0
15,18,0,65,0.0,0.0
15,19,0,65,0.0,0.0
15,20,32,65,0.49230769230769234,49.23076923076923
16,1,0,54,0.0,0.0
16,2,0,54,0.0,0.0
16,3,0,54,0.0,0.0
16,4,0,54,0.0,0.0
16,5,0,54,0.0,0.0
16,6,0,54,0.0,0.0
16,7,0,54,0.0,0.0
16,8,0,54,0.0,0.0
16,9,0,54,0.0,0.0
16,10,0,54,0.0,0.0
16,11,21,54,0.3888888888888889,38.88888888888889
16,12,0,54,0.0,0.0
16,13,0,54,0.0,0.0
16,14,0,54,0.0,0.0
16,15,0,54,0.0,0.0
16,16,0,54,0.0,0.0
16,17,0,54,0.0,0.0
16,18,0,54,0.0,0.0
16,19,0,54,0.0,0.0
16,20,33,54,0.6111111111111112,61.111111111111114
17,1,0,54,0.0,0.0
17,2,0,54,0.0,0.0
17,3,0,54,0.0,0.0
17,4,0,54,0.0,0.0
17,5,0,54,0.0,0.0
17,6,0,54,0.0,0.0
17,7,0,54,0.0,0.0
17,8,0,54,0.0,0.0
17,9,0,54,0.0,0.0
17,10,0,54,0.0,0.0
17,11,26,54,0.48148148148148145,48.148148148148145
17,12,0,54,0.0,0.0
17,13,0,54,0.0,0.0
17,14,0,54,0.0,0.0
17,15,0,54,0.0,0.0
17,16,0,54,0.0,0.0
17,17,0,54,0.0,0.0
17,18,0,54,0.0,0.0
17,19,0,54,0.0,0.0
17,20,28,54,0.5185185185185185,51.85185185185185
18,1,0,41,0.0,0.0
18,2,0,41,0.0,0.0
18,3,0,41,0.0,0.0
18,4,0,41,0.0,0.0
18,5,0,41,0.0,0.0
18,6,0,41,0.0,0.0
18,7,0,41,0.0,0.0
18,8,0,41,0.0,0.0
18,9,0,41,0.0,0.0
18,10,0,41,0.0,0.0
18,11,18,41,0.43902439024390244,43.90243902439025
18,12,0,41,0.0,0.0
18,13,0,41,0.0,0.0
18,14,0,41,0.0,0.0
18,15,0,41,0.0,0.0
18,16,0,41,0.0,0.0
18,17,0,41,0.0,0.0
18,18,0,41,0.0,0.0
18,19,0,41,0.0,0.0
18,20,23,41,0.5609756097560976,56.09756097560976
19,1,0,41,0.0,0.0
19,2,0,41,0.0,0.0
19,3,0,41,0.0,0.0
19,4,0,41,0.0,0.0
19,5,0,41,0.0,0.0
19,6,0,41,0.0,0.0
19,7,0,41,0.0,0.0
19,8,0,41,0.0,0.0
19,9,0,41,0.0,0.0
19,10,0,41,0.0,0.0
19,11,41,41,1.0,100.0
19,12,0,41,0.0,0.0
19,13,0,41,0.0,0.0
19,14,0,41,0.0,0.0
19,15,0,41,0.0,0.0
19,16,0,41,0.0,0.0
19,17,0,41,0.0,0.0
19,18,0,41,0.0,0.0
19,19,0,41,0.0,0.0
19,20,0,41,0.0,0.0
