Year,Ages,N_Initial_Age,AgeSize_Mean,AgeSize_Std,Size_Classes,N_Initial_Class,ClassSize_Mean,ClassSize_Std,N_GrowthBack,Capture_Back,N_BeforePacking_AddAge0s,PackingDeaths_Emigration,N_AfterEmigration,Deaths_AfterEmiMort_Age,Deaths_AfterEmiMort_Size,N_GrowthOut,Capture_Out,PackingDeaths_Immigration,N_Immigration,Deaths_AfterImmiMort_Age,Deaths_AfterImmiMort_Size
0,0|1|2|,576|259|165|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,576|259|165|,nan|nan|nan|,nan|nan|nan|,0|576|424|,0|0|0|,2629|576|424|,0|0|0|,681|188|131|,0|0|0|,0|0|0|,681|188|131|,0|0|0|,0|0|0|,661|184|124|,18|10|54|,0|0|0|
1,0|1|2|,643|174|70|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,643|174|70|,nan|nan|nan|,nan|nan|nan|,0|643|244|,0|0|0|,2058|643|244|,0|0|0|,652|265|83|,0|0|0|,0|0|0|,652|265|83|,0|0|0|,0|0|0|,627|250|81|,17|11|32|,0|0|0|
2,0|1|2|,610|239|49|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,610|239|49|,nan|nan|nan|,nan|nan|nan|,0|610|288|,0|0|0|,2698|610|288|,0|0|0|,745|174|81|,0|0|0|,0|0|0|,745|174|81|,0|0|0|,0|0|0|,710|164|78|,10|7|28|,0|0|0|
3,0|1|2|,700|157|50|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,700|157|50|,nan|nan|nan|,nan|nan|nan|,0|700|207|,0|0|0|,1613|700|207|,0|0|0|,630|282|88|,0|0|0|,0|0|0|,630|282|88|,0|0|0|,0|0|0|,597|269|83|,18|14|35|,0|0|0|
4,0|1|2|,579|255|48|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,579|255|48|,nan|nan|nan|,nan|nan|nan|,0|579|303|,0|0|0|,2377|579|303|,0|0|0|,733|177|90|,0|0|0|,0|0|0|,733|177|90|,0|0|0|,0|0|0|,719|174|90|,12|7|38|,0|0|0|
5,0|1|2|,707|167|52|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,707|167|52|,nan|nan|nan|,nan|nan|nan|,0|707|219|,0|0|0|,2035|707|219|,0|0|0|,649|269|82|,0|0|0|,0|0|0|,649|269|82|,0|0|0|,0|0|0|,620|262|79|,20|11|34|,0|0|0|
6,0|1|2|,600|251|45|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,600|251|45|,nan|nan|nan|,nan|nan|nan|,0|600|296|,0|0|0|,2413|600|296|,0|0|0|,697|211|92|,0|0|0|,0|0|0|,697|211|92|,0|0|0|,0|0|0|,672|203|87|,17|11|34|,0|0|0|
7,0|1|2|,655|192|53|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,655|192|53|,nan|nan|nan|,nan|nan|nan|,0|655|245|,0|0|0|,1997|655|245|,0|0|0|,653|255|92|,0|0|0|,0|0|0|,653|255|92|,0|0|0|,0|0|0|,624|244|90|,18|15|33|,0|0|0|
8,0|1|2|,606|229|57|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,606|229|57|,nan|nan|nan|,nan|nan|nan|,0|606|286|,0|0|0|,2781|606|286|,0|0|0|,717|191|94|,0|0|0|,0|0|0|,717|191|94|,0|0|0|,0|0|0|,695|184|92|,13|16|47|,0|0|0|
9,0|1|2|,682|168|45|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,682|168|45|,nan|nan|nan|,nan|nan|nan|,0|682|213|,0|0|0|,1757|682|213|,0|0|0|,622|288|90|,0|0|0|,0|0|0|,622|288|90|,0|0|0|,0|0|0|,604|280|88|,8|11|41|,0|0|0|
10,0|1|2|,596|269|47|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,596|269|47|,nan|nan|nan|,nan|nan|nan|,NA|NA|NA|,NA|NA|NA|,NA|NA|NA|,NA|NA|NA|,NA|NA|NA|,NA|NA|NA|,NA|NA|NA|,NA|NA|NA|,NA|NA|NA|,NA|NA|NA|,NA|NA|NA|,NA|NA|NA|,NA|NA|NA|
