PatchID,XCOORD,YCOORD,ID,MID,FID,sex,age,size,mature,newmature,layeggs,capture,recapture,state,CDist,Hindex,Species,ClassFile,SubPatchID,L0A0,L0A1,L1A0,L1A1
1,4.359949021420038,0.38889347741837,R1_F1_m10f9_P10_Y5_UO271,RD10_F6_m2f5_P2_Y3_UO72,RD9_F3_m5f2_P5_Y3_UO569,FXX,1,0.0,1,1,1.0,0,0,0,-9999.0,0.375,1,P0_CV0,1,1,1,1,1
1,4.359949021420038,0.38889347741837,R1_F1_m7f1_P7_Y5_UO286,RD7_F4_m7f1_P7_Y3_UO83,RD1_F2_m1f6_P1_Y2_UO526,FXX,1,0.0,1,1,1.0,0,0,0,-9999.0,0.375,1,P0_CV0,1,2,0,1,1
1,4.359949021420038,0.38889347741837,Age0_F1_m1f5_P1_Y6_UO146,RD1_F10_m2f9_P2_Y4_UO561,RD5_F10_m6f3_P6_Y4_UO262,FXX,0,0.0,0,0,0.0,0,0,0,0.0,0.3125,1,P1_CV0,1,1,1,1,1
1,4.359949021420038,0.38889347741837,Age0_F1_m1f5_P1_Y6_UO147,RD1_F10_m2f9_P2_Y4_UO561,RD5_F10_m6f3_P6_Y4_UO262,MXY,0,0.0,0,0,0.0,0,0,0,0.0,0.3125,1,P1_CV0,1,0,2,2,0
1,4.359949021420038,0.38889347741837,Age0_F1_m1f4_P1_Y6_UO236,RD1_F3_m6f1_P6_Y4_UO247,RD4_F7_m2f6_P2_Y3_UO328,MXY,0,0.0,0,0,0.0,0,0,0,0.0,0.53125,1,P1_CV0,1,1,1,1,1
1,4.359949021420038,0.38889347741837,Age0_F1_m1f4_P1_Y6_UO237,RD1_F3_m6f1_P6_Y4_UO247,RD4_F7_m2f6_P2_Y3_UO328,FXX,0,0.0,0,0,0.0,0,0,0,0.0,0.53125,1,P1_CV0,1,1,1,1,1
1,4.359949021420038,0.38889347741837,Age0_F1_m1f4_P1_Y6_UO238,RD1_F3_m6f1_P6_Y4_UO247,RD4_F7_m2f6_P2_Y3_UO328,FXX,0,0.0,0,0,0.0,0,0,0,0.0,0.53125,1,P1_CV0,1,1,1,1,1
1,4.359949021420038,0.38889347741837,Age0_F1_m1f4_P1_Y6_UO239,RD1_F3_m6f1_P6_Y4_UO247,RD4_F7_m2f6_P2_Y3_UO328,MXY,0,0.0,0,0,0.0,0,0,0,0.0,0.53125,1,P1_CV0,1,0,2,1,1
1,4.359949021420038,0.38889347741837,Age0_F1_m1f4_P1_Y6_UO240,RD1_F3_m6f1_P6_Y4_UO247,RD4_F7_m2f6_P2_Y3_UO328,MXY,0,0.0,0,0,0.0,0,0,0,0.0,0.53125,1,P1_CV0,1,1,1,2,0
1,4.359949021420038,0.38889347741837,Age0_F1_m1f9_P1_Y6_UO326,RD1_F5_m4f2_P4_Y4_UO318,RD9_F10_m5f1_P5_Y4_UO311,FXX,0,0.0,0,0,0.0,0,0,0,0.0,0.46875,1,P1_CV0,1,1,1,2,0
